"model"	"FPU"	"year"	"location"
"1"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	0.0939413494128864	2005	"ALK"
"2"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	0.0938078025541412	2006	"ALK"
"3"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	0.0936808453414138	2007	"ALK"
"4"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	0.0935526834619783	2008	"ALK"
"5"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	0.0934270064986285	2009	"ALK"
"6"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	0.0932862918307216	2010	"ALK"
"7"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	0.0932274366010737	2011	"ALK"
"8"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	0.0931861440281638	2012	"ALK"
"9"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	0.0931553118599055	2013	"ALK"
"10"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	0.0931112526520818	2014	"ALK"
"11"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	0.0930822152101144	2015	"ALK"
"12"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	0.0930533433287302	2016	"ALK"
"13"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	0.0930229346579275	2017	"ALK"
"14"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	0.0929914480112128	2018	"ALK"
"15"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	0.0929607720194827	2019	"ALK"
"16"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	0.0929326223838245	2020	"ALK"
"17"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	0.092916837353883	2021	"ALK"
"18"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	0.0929003322185064	2022	"ALK"
"19"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	0.0928821109954235	2023	"ALK"
"20"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	0.0928569247481984	2024	"ALK"
"21"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	0.0928248601374078	2025	"ALK"
"22"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	0.0928093063696359	2026	"ALK"
"23"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	0.0928110519792386	2027	"ALK"
"24"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	0.0927883234293809	2028	"ALK"
"25"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	0.092789544380531	2029	"ALK"
"26"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	0.0927623084797638	2030	"ALK"
"27"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	0.0928123423814293	2031	"ALK"
"28"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	0.0929408495677777	2032	"ALK"
"29"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	0.0931109799283302	2033	"ALK"
"30"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	0.0932874237858124	2034	"ALK"
"31"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	0.0934644386379984	2035	"ALK"
"32"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	0.0936396893549329	2036	"ALK"
"33"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	0.0938260001739486	2037	"ALK"
"34"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	0.0940040037633287	2038	"ALK"
"35"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	0.0941789403977792	2039	"ALK"
"36"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	0.0943621746034783	2040	"ALK"
"37"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	0.0945819690636574	2041	"ALK"
"38"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	0.0948162695449342	2042	"ALK"
"39"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	0.0950515017917416	2043	"ALK"
"40"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	0.0952841636250251	2044	"ALK"
"41"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	0.0955271583362576	2045	"ALK"
"42"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	0.095750769551647	2046	"ALK"
"43"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	0.0960073009267465	2047	"ALK"
"44"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	0.0962309426516128	2048	"ALK"
"45"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	0.0964895911204222	2049	"ALK"
"46"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	0.0967856967553677	2050	"ALK"
"47"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	12.5492271481624	2005	"ARK"
"48"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	12.6114324116574	2006	"ARK"
"49"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	12.6904530014057	2007	"ARK"
"50"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	12.767659163925	2008	"ARK"
"51"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	12.860069264904	2009	"ARK"
"52"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	12.9466351086551	2010	"ARK"
"53"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	13.0453206776102	2011	"ARK"
"54"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	13.1447246665235	2012	"ARK"
"55"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	13.2445840664359	2013	"ARK"
"56"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	13.3366436391174	2014	"ARK"
"57"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	13.4344869355103	2015	"ARK"
"58"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	13.532256278551	2016	"ARK"
"59"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	13.6295566923596	2017	"ARK"
"60"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	13.7266078003327	2018	"ARK"
"61"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	13.8241296330543	2019	"ARK"
"62"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	13.9230772371864	2020	"ARK"
"63"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	14.0212027533431	2021	"ARK"
"64"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	14.1190444098407	2022	"ARK"
"65"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	14.2158331216791	2023	"ARK"
"66"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	14.3101711552658	2024	"ARK"
"67"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	14.4041931455959	2025	"ARK"
"68"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	14.5029043356355	2026	"ARK"
"69"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	14.603980837381	2027	"ARK"
"70"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	14.6944196326159	2028	"ARK"
"71"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	14.7900194134645	2029	"ARK"
"72"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	14.8774794683764	2030	"ARK"
"73"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	14.9821286749081	2031	"ARK"
"74"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	15.0819638399542	2032	"ARK"
"75"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	15.1792102297826	2033	"ARK"
"76"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	15.2795717419574	2034	"ARK"
"77"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	15.3806357056988	2035	"ARK"
"78"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	15.4817089871109	2036	"ARK"
"79"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	15.5850779024185	2037	"ARK"
"80"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	15.6848235178077	2038	"ARK"
"81"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	15.7827812418661	2039	"ARK"
"82"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	15.8839988128655	2040	"ARK"
"83"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	15.9896025724338	2041	"ARK"
"84"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	16.1005489792893	2042	"ARK"
"85"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	16.2111442733279	2043	"ARK"
"86"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	16.3188230431955	2044	"ARK"
"87"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	16.4319222754592	2045	"ARK"
"88"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	16.5399311271347	2046	"ARK"
"89"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	16.6582093434184	2047	"ARK"
"90"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	16.7640432026028	2048	"ARK"
"91"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	16.8728992512534	2049	"ARK"
"92"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	16.9891809068358	2050	"ARK"
"93"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	16.4883168487573	2005	"CAL"
"94"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	16.4679664245591	2006	"CAL"
"95"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	16.4673372283952	2007	"CAL"
"96"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	16.4631224969784	2008	"CAL"
"97"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	16.4786191762426	2009	"CAL"
"98"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	16.4835363630027	2010	"CAL"
"99"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	16.6603282834384	2011	"CAL"
"100"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	16.8361909914376	2012	"CAL"
"101"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	17.0068837603661	2013	"CAL"
"102"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	17.1659461941179	2014	"CAL"
"103"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	17.3323351259027	2015	"CAL"
"104"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	17.4946673619501	2016	"CAL"
"105"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	17.6578041948072	2017	"CAL"
"106"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	17.8214856787579	2018	"CAL"
"107"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	17.9865151940308	2019	"CAL"
"108"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	18.1536962503057	2020	"CAL"
"109"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	18.3112976774883	2021	"CAL"
"110"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	18.4679146440338	2022	"CAL"
"111"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	18.3060046003415	2023	"CAL"
"112"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	18.3966302076362	2024	"CAL"
"113"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	18.4627409909521	2025	"CAL"
"114"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	18.6126955197002	2026	"CAL"
"115"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	18.8875003803254	2027	"CAL"
"116"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	18.9896625217233	2028	"CAL"
"117"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	19.2397977073639	2029	"CAL"
"118"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	19.2630061672385	2030	"CAL"
"119"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	19.5209205107951	2031	"CAL"
"120"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	19.7028964200328	2032	"CAL"
"121"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	19.7571673263114	2033	"CAL"
"122"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	19.9253803080591	2034	"CAL"
"123"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	20.0672278462271	2035	"CAL"
"124"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	20.1512211640435	2036	"CAL"
"125"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	20.3199318451378	2037	"CAL"
"126"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	20.3643373684111	2038	"CAL"
"127"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	20.3187382761803	2039	"CAL"
"128"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	20.327200351299	2040	"CAL"
"129"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	20.1957579679955	2041	"CAL"
"130"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	20.174948379643	2042	"CAL"
"131"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	20.1827364700251	2043	"CAL"
"132"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	20.090300749053	2044	"CAL"
"133"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	20.0749688286405	2045	"CAL"
"134"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	19.9119655219433	2046	"CAL"
"135"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	19.940048632264	2047	"CAL"
"136"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	19.7858453840832	2048	"CAL"
"137"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	19.6771746827234	2049	"CAL"
"138"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	19.6528997350595	2050	"CAL"
"139"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	8.05496712268002	2005	"COB"
"140"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	8.08943863242317	2006	"COB"
"141"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	8.13328409216269	2007	"COB"
"142"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	8.17617160424214	2008	"COB"
"143"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	8.22744950823536	2009	"COB"
"144"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	8.27590741384741	2010	"COB"
"145"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	8.33557602318146	2011	"COB"
"146"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	8.39464062787597	2012	"COB"
"147"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	8.4535486076445	2013	"COB"
"148"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	8.50850112869055	2014	"COB"
"149"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	8.56603079668607	2015	"COB"
"150"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	8.6242765809748	2016	"COB"
"151"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	8.68268530201935	2017	"COB"
"152"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	8.7410978819137	2018	"COB"
"153"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	8.79989065555209	2019	"COB"
"154"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	8.8596358195085	2020	"COB"
"155"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	8.91362759803529	2021	"COB"
"156"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	8.96744902061227	2022	"COB"
"157"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	9.02054647512941	2023	"COB"
"158"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	9.07283232884831	2024	"COB"
"159"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	9.1246410875806	2025	"COB"
"160"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	9.17827225143903	2026	"COB"
"161"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	9.23295234519325	2027	"COB"
"162"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	9.28275469610135	2028	"COB"
"163"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	9.33456086813915	2029	"COB"
"164"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	9.38316643027846	2030	"COB"
"165"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	9.44054802980727	2031	"COB"
"166"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	9.49596881282674	2032	"COB"
"167"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	9.55009446752918	2033	"COB"
"168"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	9.60580659338263	2034	"COB"
"169"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	9.6617166934104	2035	"COB"
"170"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	9.71735956902208	2036	"COB"
"171"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	9.77411716653145	2037	"COB"
"172"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	9.82930010283527	2038	"COB"
"173"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	9.88380866010707	2039	"COB"
"174"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	9.94001168010345	2040	"COB"
"175"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	10.0006664292545	2041	"COB"
"176"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	10.0636422103954	2042	"COB"
"177"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	10.1263344886546	2043	"COB"
"178"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	10.1661555879808	2044	"COB"
"179"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	10.1942422098282	2045	"COB"
"180"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	10.2194331556324	2046	"COB"
"181"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	10.2469454373192	2047	"COB"
"182"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	10.2723666891401	2048	"COB"
"183"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	10.2985312013857	2049	"COB"
"184"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	10.3258397906246	2050	"COB"
"185"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	4.28625447734674	2005	"COL"
"186"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	4.29016180495191	2006	"COL"
"187"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	4.29374769111863	2007	"COL"
"188"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	4.29735977855021	2008	"COL"
"189"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	4.30075466961199	2009	"COL"
"190"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	4.30407272030087	2010	"COL"
"191"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	4.3097248998506	2011	"COL"
"192"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	4.31589231397982	2012	"COL"
"193"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	4.32220051766763	2013	"COL"
"194"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	4.32822598309709	2014	"COL"
"195"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	4.33447992006519	2015	"COL"
"196"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	4.34149669670773	2016	"COL"
"197"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	4.34852815823624	2017	"COL"
"198"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	4.35561051892998	2018	"COL"
"199"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	4.36273138186493	2019	"COL"
"200"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	4.37026988719222	2020	"COL"
"201"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	4.3761080059875	2021	"COL"
"202"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	4.38211156379607	2022	"COL"
"203"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	4.3881624056033	2023	"COL"
"204"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	4.39414479943596	2024	"COL"
"205"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	4.39916551849527	2025	"COL"
"206"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	4.4038269369353	2026	"COL"
"207"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	4.40894508744764	2027	"COL"
"208"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	4.41367243933282	2028	"COL"
"209"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	4.41892560281531	2029	"COL"
"210"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	4.42367697538155	2030	"COL"
"211"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	4.42886850662037	2031	"COL"
"212"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	4.43383011522715	2032	"COL"
"213"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	4.4387824364914	2033	"COL"
"214"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	4.44404908225052	2034	"COL"
"215"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	4.4493448105315	2035	"COL"
"216"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	4.45513287625409	2036	"COL"
"217"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	4.46127057049094	2037	"COL"
"218"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	4.46731187574514	2038	"COL"
"219"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	4.47337243526245	2039	"COL"
"220"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	4.47961319637911	2040	"COL"
"221"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	4.48517102382017	2041	"COL"
"222"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	4.49118651906904	2042	"COL"
"223"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	4.49735410906029	2043	"COL"
"224"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	4.50332644646636	2044	"COL"
"225"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	4.50960261897202	2045	"COL"
"226"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	4.51468920779472	2046	"COL"
"227"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	4.52045058500592	2047	"COL"
"228"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	4.52576822004172	2048	"COL"
"229"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	4.53129015730405	2049	"COL"
"230"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	4.53714425104701	2050	"COL"
"231"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	2.99626727087161	2005	"GBA"
"232"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	3.00274836210308	2006	"GBA"
"233"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	3.01192871262932	2007	"GBA"
"234"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	3.02085021385312	2008	"GBA"
"235"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	3.03217210562655	2009	"GBA"
"236"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	3.04221357048589	2010	"GBA"
"237"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	3.05714091757979	2011	"GBA"
"238"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	3.07268974803445	2012	"GBA"
"239"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	3.08846415601	2013	"GBA"
"240"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	3.10241815989687	2014	"GBA"
"241"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	3.1176851531617	2015	"GBA"
"242"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	3.13323521552468	2016	"GBA"
"243"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	3.14893032924427	2017	"GBA"
"244"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	3.1643487273653	2018	"GBA"
"245"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	3.17985482847194	2019	"GBA"
"246"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	3.19557991802657	2020	"GBA"
"247"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	3.21043538888414	2021	"GBA"
"248"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	3.22542061308613	2022	"GBA"
"249"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	3.24003088003466	2023	"GBA"
"250"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	3.25423371296293	2024	"GBA"
"251"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	3.2677756175072	2025	"GBA"
"252"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	3.28261288636366	2026	"GBA"
"253"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	3.29842004770472	2027	"GBA"
"254"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	3.31151133097067	2028	"GBA"
"255"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	3.32618688999183	2029	"GBA"
"256"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	3.33848732011885	2030	"GBA"
"257"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	3.35484526339349	2031	"GBA"
"258"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	3.37000420632946	2032	"GBA"
"259"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	3.38452437874262	2033	"GBA"
"260"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	3.39977447458085	2034	"GBA"
"261"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	3.4148591471375	2035	"GBA"
"262"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	3.42987096257414	2036	"GBA"
"263"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	3.44577625131425	2037	"GBA"
"264"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	3.46065611121545	2038	"GBA"
"265"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	3.47507549135797	2039	"GBA"
"266"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	3.49023238415025	2040	"GBA"
"267"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	3.50619065388712	2041	"GBA"
"268"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	3.52349727775794	2042	"GBA"
"269"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	3.54025060108843	2043	"GBA"
"270"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	3.54394812323245	2044	"GBA"
"271"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	3.54141153970838	2045	"GBA"
"272"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	3.53626038003476	2046	"GBA"
"273"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	3.53593536885134	2047	"GBA"
"274"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	3.5307301681656	2048	"GBA"
"275"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	3.52805258994026	2049	"GBA"
"276"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	3.52954758705417	2050	"GBA"
"277"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	1.30567901199371	2005	"GLA"
"278"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	1.30907936906328	2006	"GLA"
"279"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	1.31460615438121	2007	"GLA"
"280"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	1.32002108443739	2008	"GLA"
"281"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	1.32739037553263	2009	"GLA"
"282"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	1.33424884432888	2010	"GLA"
"283"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	1.34506512337163	2011	"GLA"
"284"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	1.35573847937117	2012	"GLA"
"285"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	1.36621213363461	2013	"GLA"
"286"	"'SSP2-RCP8p5-NoCo2-GFDL2'"	1.37574931043218	2014	"GLA"
