"CountyGroup","Historical_gen_1","Historical_gen_2","Historical_gen_3","Historical_gen_4","CountyGroup.1","X2040.s_gen_1","X2040.s_gen_2","X2040.s_gen_3","X2040.s_gen_4","CountyGroup.2","X2060.s_gen_1","X2060.s_gen_2","X2060.s_gen_3","X2060.s_gen_4","CountyGroup.3","X2080.s_gen_1","X2080.s_gen_2","X2080.s_gen_3","X2080.s_gen_4"
"warmer_total",14809.095677413,45532.769316386,15855.0083901228,NA,"warmer_total",14054.9947333886,38078.8389190094,43699.0332677303,2719.38158912477,"warmer_total",13989.0735205014,33814.790932603,49037.1613514355,5781.88661033243,"warmer_total",13899.3595568891,30735.3187824843,50008.7679063089,8428.96901828032
"warmer_escape",8372.42231862978,12271.6517760927,94.5121125227711,NA,"warmer_escape",6094.70265795937,16256.1605065233,1990.82026625624,-2.4246753508931e-16,"warmer_escape",5189.61113380567,16560.3527341583,3518.08951732112,2.44838741422429e-16,"warmer_escape",4725.13374466524,15880.087861255,4325.6730018718,-7.34443848748652e-16
"colder_total",15410.5059355292,47677.6439410701,5568.46078920124,NA,"colder_total",14994.6405411425,56619.1185078193,32632.712672634,NA,"colder_total",15063.447139546,54822.6600505763,49812.3146865953,NA,"colder_total",14870.3348735731,55261.7393993607,55034.4141448795,1569.25169697637
"colder_escape",10980.1949792859,8732.3511444861,-3.2960518823261e-16,NA,"colder_escape",9806.76802747647,19385.7685133873,494.357218191669,NA,"colder_escape",9127.2789913658,23029.537089464,1675.54312824205,NA,"colder_escape",8618.14508109695,24457.8265603082,2224.49113111276,3.88289909780642e-16
