loc,lat,longit,grouper,scenario,ensemble,year,spray1,spray2,spray3,dd1,dd2,dd3,dd3off,pon1,pon2,pon3,poff1,poff3,duration,maxdd,totdd,residue1,residue2,residue3,mdeffect,ceffectnmd,ceffectmd,time1,time2,time3,time4
Richland,46.34375,-119.2188,3988,RCP4.5,CCSM4,2078,18apr2078,01may2078,15may2078,372,526,692,939,.0131975958148788,.1688351972932566,.5569894997053251,.1615582847413053,.9325230362283894,.9120485278615593,3929,4128,0,14,14,21.173983,16.809956,3.4378104,,,,1
Richland,46.34375,-119.2188,3989,RCP4.5,CCSM4,2079,02may2079,15may2079,29may2079,371,519,743,1013,.0128857730218822,.1562127419008381,.6721114924263442,.1597656811991448,.9680957299221933,.9587628961986178,3485,3851,0,14,14,25.155645,14.354011,4.0175405,,,,1
Richland,46.34375,-119.2188,3990,RCP4.5,CCSM4,2080,10apr2080,30apr2080,14may2080,373,526,729,923,.0135153116235142,.1688351972932566,.6421250591926615,.1633615847384016,.9214525401594607,.9024636159810914,3867,4172,0,14,14,18.214926,17.346397,2.9031475,,,,1
Richland,46.34375,-119.2188,3991,RCP4.5,CCSM4,2081,07may2081,18may2081,01jun2081,375,523,705,904,.0141687136091938,.1633615847384016,.5877633712461989,.1670000887723324,.9063826242649102,.8958524146896473,3553,3830,0,14,14,32.854836,17.888985,4.9557018,,,,1
Richland,46.34375,-119.2188,3992,RCP4.5,CCSM4,2082,01may2082,13may2082,27may2082,378,518,712,995,.0151948384005804,.1544524924564875,.6039721130184952,.1725368800660678,.9614590052725622,.9643485544815621,3796,4123,0,14,14,19.926918,14.749074,2.8184352,,,,1
Richland,46.34375,-119.2188,3993,RCP4.5,CCSM4,2083,10apr2083,26apr2083,10may2083,375,529,762,999,.0141687136091938,.1744033520426749,.7105153151752176,.1670000887723324,.9630305441363132,.9414585672567769,4275,4587,0,14,14,11.265877,14.835522,1.7911034,,,,1
Richland,46.34375,-119.2188,3994,RCP4.5,CCSM4,2084,28apr2084,13may2084,27may2084,374,523,703,887,.0138389932426956,.1633615847384016,.5830835724162259,.1651755351451852,.890968057887175,.878943015051263,3446,3761,0,14,14,27.328365,19.33556,4.8862405,,,,1
Richland,46.34375,-119.2188,3995,RCP4.5,CCSM4,2085,25apr2085,08may2085,22may2085,377,529,825,1170,.0148465629584921,.1744033520426749,.8171141326521874,.1706808112511181,.9947975766926802,.9762284729426314,4147,4371,0,14,14,18.957811,13.828215,2.6318312,,,,1
Richland,46.34375,-119.2188,3996,RCP4.5,CCSM4,2086,04may2086,18may2086,01jun2086,374,529,747,986,.0138389932426956,.1744033520426749,.6804222892192751,.1651755351451852,.9577072112250989,.9346404010849136,3483,3792,0,14,14,23.767666,16.245016,3.6533101,,,,1
Richland,46.34375,-119.2188,3997,RCP4.5,CCSM4,2087,14apr2087,29apr2087,13may2087,378,531,686,872,.0151948384005804,.178167293167297,.5425261591228051,.1725368800660678,.8757337941175647,.8549085426157551,3757,3933,0,14,14,18.934605,21.134789,4.0859275,,,,1
Richland,46.34375,-119.2188,3998,RCP4.5,CCSM4,2088,18apr2088,29apr2088,13may2088,376,531,723,945,.0145045457879922,.178167293167297,.6288664395876663,.1688351972932566,.9363202649062308,.9124836232441982,3742,3951,0,14,14,22.175119,17.265718,3.6243329,,,,1
Richland,46.34375,-119.2188,3999,RCP4.5,CCSM4,2089,27apr2089,11may2089,25may2089,372,530,772,1069,.0131975958148788,.1762801743775738,.7296026250503438,.1615582847413053,.9827356940844878,.9548162086333405,3840,4116,0,14,14,21.729057,15.303284,3.6445456,,,,1
Richland,46.34375,-119.2188,4000,RCP4.5,CCSM4,2090,06may2090,18may2090,01jun2090,377,530,757,949,.0148465629584921,.1762801743775738,.7006760441513662,.1706808112511181,.9387497114353643,.9183037853504166,3376,3582,0,14,14,27.676533,16.984671,4.7361474,,,,1
Richland,46.34375,-119.2188,4001,RCP4.5,CCSM4,2091,02may2091,14may2091,28may2091,373,537,710,904,.0135153116235142,.1897030763165832,.5993688602264686,.1633615847384016,.9063826242649102,.8665258210632143,3745,4034,0,14,14,20.283955,21.123405,3.7293556,,,,1
Richland,46.34375,-119.2188,4002,RCP4.5,CCSM4,2092,08may2092,22may2092,05jun2092,378,521,700,896,.0151948384005804,.1597656811991448,.5760252340672705,.1725368800660678,.899365501174763,.8969418616411056,3137,3407,0,14,14,36.252941,18.095787,6.260211,,,,1
Richland,46.34375,-119.2188,4003,RCP4.5,CCSM4,2093,25apr2093,08may2093,22may2093,373,525,735,966,.0135153116235142,.1670000887723324,.6551436451455439,.1633615847384016,.9482126245851075,.9310588089276624,3512,3670,0,14,14,32.380814,15.95877,5.4504089,,,,1
Richland,46.34375,-119.2188,4004,RCP4.5,CCSM4,2094,17apr2094,08may2094,22may2094,374,523,740,975,.0138389932426956,.1633615847384016,.6658019741383816,.1651755351451852,.9526919474933271,.9406669046574151,3534,3834,0,14,14,30.563206,15.340375,4.7591858,,,,1
Richland,46.34375,-119.2188,4005,RCP4.5,CCSM4,2095,04apr2095,23apr2095,07may2095,368,524,677,880,.0119849371981892,.1651755351451852,.520571147407346,.1544524924564875,.8840555217765234,.8613475418896365,3967,4245,0,14,14,22.703247,19.540445,3.7567227,,,,1
Richland,46.34375,-119.2188,4006,RCP4.5,CNRM-CM5,2025,07may2025,16may2025,30may2025,373,532,774,1046,.0135153116235142,.1800646534163167,.7333240623129235,.1633615847384016,.9776789303985627,.9474605500971333,3492,3719,0,14,14,32.127594,15.970692,5.075017,,1,,
Richland,46.34375,-119.2188,4007,RCP4.5,CNRM-CM5,2026,16apr2026,02may2026,16may2026,374,524,699,824,.0138389932426956,.1651755351451852,.5736624223446402,.1651755351451852,.815677240302197,.8018382470595015,3309,3647,0,14,14,41.521896,24.721594,9.00348,,1,,
Richland,46.34375,-119.2188,4008,RCP4.5,CNRM-CM5,2027,17apr2027,01may2027,15may2027,370,523,672,893,.0125797706049876,.1633615847384016,.5082581055803981,.1579838190064852,.8966265099121162,.8786689735752122,3628,3827,0,14,14,31.917492,19.213568,5.2900586,,1,,
Richland,46.34375,-119.2188,4009,RCP4.5,CNRM-CM5,2028,04may2028,19may2028,02jun2028,373,529,854,970,.0135153116235142,.1744033520426749,.8552987885096283,.1633615847384016,.9502467253560609,.9256896464282733,3315,3463,0,14,14,22.823008,16.69018,4.145071,,1,,
Richland,46.34375,-119.2188,4010,RCP4.5,CNRM-CM5,2029,30apr2029,15may2029,29may2029,372,527,785,1006,.0131975958148788,.1706808112511181,.7532108515442977,.1615582847413053,.9656454583349816,.94332533601029,3390,3594,0,14,14,27.201527,15.450122,4.0306511,,1,,
Richland,46.34375,-119.2188,4011,RCP4.5,CNRM-CM5,2030,02may2030,13may2030,27may2030,371,518,807,1006,.0128857730218822,.1544524924564875,.789994564110702,.1597656811991448,.9656454583349816,.9580728740557567,3978,4198,0,14,14,18.844589,14.250489,3.0907459,,1,,
Richland,46.34375,-119.2188,4012,RCP4.5,CNRM-CM5,2031,18apr2031,06may2031,20may2031,377,529,663,908,.0148465629584921,.1744033520426749,.4859276282547342,.1706808112511181,.9097382664891321,.8911691627390832,3151,3544,0,14,14,37.171818,18.117348,6.4547677,,1,,
Richland,46.34375,-119.2188,4013,RCP4.5,CNRM-CM5,2032,09may2032,22may2032,05jun2032,376,523,686,855,.0145045457879922,.1633615847384016,.5425261591228051,.1688351972932566,.8564979377267675,.8474670044936303,3108,3286,0,14,14,38.98621,20.010929,7.2761869,,1,,
Richland,46.34375,-119.2188,4014,RCP4.5,CNRM-CM5,2033,13apr2033,21apr2033,05may2033,370,512,667,800,.0125797706049876,.1441206128207298,.4958758405094837,.1579838190064852,.7787254422377605,.7800088778185283,3737,3883,0,14,14,15.495692,25.096064,3.9189613,,1,,
Richland,46.34375,-119.2188,4015,RCP4.5,CNRM-CM5,2034,18apr2034,29apr2034,13may2034,372,525,648,765,.0131975958148788,.1670000887723324,.4483914468163066,.1615582847413053,.7163249110376377,.6976855111917318,3354,3588,0,14,14,28.093544,34.317825,8.4187059,,1,,
Richland,46.34375,-119.2188,4016,RCP4.5,CNRM-CM5,2035,05may2035,21may2035,04jun2035,369,532,775,1014,.0122795160933843,.1800646534163167,.7351726609647407,.1562127419008381,.9684328300294978,.9323014024206349,3469,3649,0,14,14,27.35623,16.616602,4.8832841,,1,,
Richland,46.34375,-119.2188,4017,RCP4.5,CNRM-CM5,2036,02may2036,16may2036,30may2036,378,535,806,1045,.0151948384005804,.1858176167572078,.7884095494255361,.1725368800660678,.9774315071893172,.9489559320975967,3513,3744,0,14,14,24.068687,15.749751,4.3779631,,1,,
Richland,46.34375,-119.2188,4018,RCP4.5,CNRM-CM5,2037,26apr2037,08may2037,22may2037,370,529,717,934,.0125797706049876,.1744033520426749,.6153786021370272,.1579838190064852,.9292141821019472,.9002148784607699,3487,3683,0,14,14,31.665491,18.211935,5.2872639,,1,,
Richland,46.34375,-119.2188,4019,RCP4.5,CNRM-CM5,2038,18apr2038,04may2038,18may2038,369,526,648,835,.0122795160933843,.1688351972932566,.4483914468163066,.1562127419008381,.8310371208412298,.8061351493554271,3567,3759,0,14,14,27.325304,24.504101,5.5572076,,1,,
Richland,46.34375,-119.2188,4020,RCP4.5,CNRM-CM5,2039,23apr2039,16may2039,30may2039,374,529,841,1008,.0138389932426956,.1744033520426749,.8390055331675703,.1651755351451852,.9663619574774426,.9432951473372573,3386,3644,0,14,14,21.720549,15.685785,3.8158538,,1,,
Richland,46.34375,-119.2188,4021,RCP4.5,CNRM-CM5,2040,27apr2040,09may2040,23may2040,374,519,706,954,.0138389932426956,.1562127419008381,.5900953425847792,.1651755351451852,.941675135781153,.9367989357828045,3386,3601,0,14,14,29.612276,15.69142,4.4023275,,1,,
Richland,46.34375,-119.2188,4022,RCP4.5,CNRM-CM5,2041,06may2041,15may2041,29may2041,372,529,778,1007,.0131975958148788,.1744033520426749,.7406697926060376,.1615582847413053,.9660053750810744,.9399627119648261,3449,3652,0,14,14,26.443615,16.005653,4.2990808,,1,,
Richland,46.34375,-119.2188,4023,RCP4.5,CNRM-CM5,2042,22apr2042,02may2042,16may2042,375,517,745,1059,.0141687136091938,.1527031120785534,.6762815701016806,.1670000887723324,.9806805095024853,.9808087725870706,3836,4160,0,14,14,16.927158,13.38393,2.476222,,1,,
Richland,46.34375,-119.2188,4024,RCP4.5,CNRM-CM5,2043,29apr2043,13may2043,27may2043,375,523,766,1024,.0141687136091938,.1633615847384016,.7182456406518233,.1670000887723324,.9716339597957731,.9611037502205101,3593,3920,0,14,14,28.451593,14.401332,4.1499805,,1,,
Richland,46.34375,-119.2188,4025,RCP4.5,CNRM-CM5,2044,25apr2044,10may2044,24may2044,373,519,698,920,.0135153116235142,.1562127419008381,.5712947097924472,.1633615847384016,.9192165847697393,.9128501159837885,3285,3497,0,14,14,25.885094,16.892277,4.4691129,,1,,
Richland,46.34375,-119.2188,4026,RCP4.5,CNRM-CM5,2045,14may2045,26may2045,09jun2045,377,522,727,961,.0148465629584921,.1615582847413053,.6377316755563764,.1706808112511181,.9455695462381406,.9398455097894614,2959,3144,0,14,14,31.704954,15.588665,5.2012625,,1,1,
Richland,46.34375,-119.2188,4027,RCP4.5,CNRM-CM5,2046,29apr2046,13may2046,27may2046,370,529,716,888,.0125797706049876,.1744033520426749,.6131091574432468,.1579838190064852,.8919280341773494,.8629287305361721,3334,3542,0,14,14,30.089994,20.666121,5.7362556,,1,1,
Richland,46.34375,-119.2188,4028,RCP4.5,CNRM-CM5,2047,02may2047,16may2047,30may2047,374,526,755,986,.0138389932426956,.1688351972932566,.6966861153550183,.1651755351451852,.9577072112250989,.9402085558343319,3403,3746,0,14,14,21.477234,15.531061,3.5320971,,1,1,
Richland,46.34375,-119.2188,4029,RCP4.5,CNRM-CM5,2048,24apr2048,09may2048,23may2048,369,527,736,946,.0122795160933843,.1706808112511181,.6572893672708608,.1562127419008381,.9369351730966485,.9101875876529842,3440,3809,0,14,14,26.02059,17.861708,4.4551167,,1,1,
Richland,46.34375,-119.2188,4030,RCP4.5,CNRM-CM5,2049,22apr2049,04may2049,18may2049,372,524,685,989,.0131975958148788,.1651755351451852,.5401013799569945,.1615582847413053,.9589918182775699,.9421769720588112,3455,3700,0,14,14,31.154503,15.099569,4.8814263,,1,1,
Richland,46.34375,-119.2188,4031,RCP4.5,CNRM-CM5,2050,28apr2050,11may2050,25may2050,376,519,724,1069,.0145045457879922,.1562127419008381,.6310924315161435,.1688351972932566,.9827356940844878,.9808536036889141,3934,4259,0,14,14,21.907087,13.347926,2.7729669,,1,1,
Richland,46.34375,-119.2188,4032,RCP4.5,CNRM-CM5,2051,16apr2051,25apr2051,09may2051,379,523,680,903,.0155494454805626,.1633615847384016,.5279212648641435,.1744033520426749,.9055279582151012,.901020280038812,3959,4180,0,14,14,14.274176,17.052372,2.2380614,,1,1,
Richland,46.34375,-119.2188,4033,RCP4.5,CNRM-CM5,2052,21apr2052,10may2052,24may2052,372,518,684,869,.0131975958148788,.1544524924564875,.5376727459111375,.1615582847413053,.8724945516737104,.8664027481436494,3633,3904,0,14,14,29.685171,20.15797,5.2210879,,1,1,
Richland,46.34375,-119.2188,4034,RCP4.5,CNRM-CM5,2053,09apr2053,20apr2053,04may2053,374,521,732,890,.0138389932426956,.1597656811991448,.6486649945132661,.1651755351451852,.8938276202835194,.8853984809868641,4043,4253,0,14,14,14.471727,17.576225,2.6368821,,1,1,
Richland,46.34375,-119.2188,4035,RCP4.5,CNRM-CM5,2054,20apr2054,06may2054,20may2054,375,523,689,874,.0141687136091938,.1633615847384016,.5497765799152377,.1670000887723324,.877857091303498,.867326881728235,3404,3657,0,14,14,27.736525,20.822309,5.1203504,,1,1,
Richland,46.34375,-119.2188,4036,RCP4.5,CNRM-CM5,2055,16may2055,26may2055,09jun2055,375,516,737,1023,.0141687136091938,.1509646409972667,.6594281030991376,.1670000887723324,.9713273876502762,.9731941218161481,3287,3575,0,14,14,24.097942,14.001127,3.7294297,,1,1,
Richland,46.34375,-119.2188,4037,RCP4.5,CNRM-CM5,2056,27apr2056,12may2056,26may2056,372,527,709,847,.0131975958148788,.1706808112511181,.5970587635541786,.1615582847413053,.8466891570429157,.8243690347182241,3067,3343,0,14,14,32.889408,22.073902,6.8289557,,,1,
Richland,46.34375,-119.2188,4038,RCP4.5,CNRM-CM5,2057,23apr2057,12may2057,26may2057,375,533,785,928,.0141687136091938,.1819721990452778,.7532108515442977,.1670000887723324,.9250644342267618,.8959236103446226,3569,3700,0,14,14,27.152622,19.048681,5.1448426,,,1,
Richland,46.34375,-119.2188,4039,RCP4.5,CNRM-CM5,2058,08apr2058,25apr2058,09may2058,372,527,750,1017,.0131975958148788,.1706808112511181,.6865777070390204,.1615582847413053,.9694252625576109,.9471051402329193,4151,4353,0,14,14,12.818835,14.486453,1.967721,,,1,
Richland,46.34375,-119.2188,4040,RCP4.5,CNRM-CM5,2059,11may2059,20may2059,03jun2059,372,531,800,1144,.0131975958148788,.178167293167297,.7787254422377605,.1615582847413053,.9928399583685046,.9630333541276341,3236,3582,0,14,14,31.73834,14.95736,5.3393879,,,1,
Richland,46.34375,-119.2188,4041,RCP4.5,CNRM-CM5,2060,25apr2060,08may2060,22may2060,377,530,803,1057,.0148465629584921,.1762801743775738,.7836047958240205,.1706808112511181,.9802438364481683,.9597979103632205,3827,4126,0,14,14,22.897245,14.58296,3.0745554,,,1,
Richland,46.34375,-119.2188,4042,RCP4.5,CNRM-CM5,2061,24apr2061,03may2061,17may2061,373,525,688,950,.0135153116235142,.1670000887723324,.5473638371899454,.1633615847384016,.939344596430393,.9221907807729479,3653,3893,0,14,14,22.452267,16.434183,3.3701408,,,1,
Richland,46.34375,-119.2188,4043,RCP4.5,CNRM-CM5,2062,14apr2062,01may2062,15may2062,374,528,785,992,.0138389932426956,.1725368800660678,.7532108515442977,.1651755351451852,.9602421734012121,.9390418352376338,3843,4065,0,14,14,17.955973,15.813143,2.9302044,,,1,
Richland,46.34375,-119.2188,4044,RCP4.5,CNRM-CM5,2063,24apr2063,07may2063,21may2063,376,527,770,1071,.0145045457879922,.1706808112511181,.7258489789297784,.1688351972932566,.9831221207988592,.9667719610530054,4058,4337,0,14,14,15.139728,13.59609,2.2029808,,,1,
Richland,46.34375,-119.2188,4045,RCP4.5,CNRM-CM5,2064,12apr2064,25apr2064,09may2064,374,529,770,956,.0138389932426956,.1744033520426749,.7258489789297784,.1651755351451852,.9428114259512934,.9197446158111081,3903,4272,0,14,14,16.527363,16.516874,2.9666054,,,1,
Richland,46.34375,-119.2188,4046,RCP4.5,CNRM-CM5,2065,03may2065,19may2065,02jun2065,371,530,662,820,.0128857730218822,.1762801743775738,.4834354413802676,.1597656811991448,.8098479970567156,.7804477308564044,3292,3614,0,14,14,32.917686,25.976002,6.0527477,,,1,1
Richland,46.34375,-119.2188,4047,RCP4.5,CNRM-CM5,2066,23apr2066,05may2066,19may2066,367,520,698,967,.0116959618254923,.1579838190064852,.5712947097924472,.1527031120785534,.9487277590396652,.931751090286241,3939,4267,0,14,14,21.951708,15.454093,2.9867043,,,1,1
Richland,46.34375,-119.2188,4048,RCP4.5,CNRM-CM5,2067,26apr2067,11may2067,25may2067,371,532,761,949,.0128857730218822,.1800646534163167,.7085630570400538,.1597656811991448,.9387497114353643,.9055649661963102,3521,3761,0,14,14,31.796417,18.39954,5.8016391,,,1,1
Richland,46.34375,-119.2188,4049,RCP4.5,CNRM-CM5,2068,01may2068,16may2068,30may2068,372,523,783,966,.0131975958148788,.1633615847384016,.749668647654776,.1615582847413053,.9482126245851075,.9332117287731324,3750,4139,0,14,14,26.97316,15.696146,4.5249906,,,1,1
Richland,46.34375,-119.2188,4050,RCP4.5,CNRM-CM5,2069,20apr2069,30apr2069,14may2069,379,525,728,1007,.0155494454805626,.1670000887723324,.6399316781637437,.1744033520426749,.9660053750810744,.9578591928708543,4029,4393,0,14,14,21.948721,14.555661,3.0808651,,,1,1
Richland,46.34375,-119.2188,4051,RCP4.5,CNRM-CM5,2070,13apr2070,05may2070,19may2070,377,528,676,903,.0148465629584921,.1725368800660678,.5181145973949504,.1706808112511181,.9055279582151012,.8888253264416595,3813,4058,0,14,14,17.959335,18.400486,3.007031,,,1,1
Richland,46.34375,-119.2188,4052,RCP4.5,CNRM-CM5,2071,25apr2071,08may2071,22may2071,374,529,797,1013,.0138389932426956,.1744033520426749,.7737714781831253,.1651755351451852,.9680957299221933,.945028919782008,4022,4204,0,14,14,12.946524,15.359172,2.1012521,,,1,1
Richland,46.34375,-119.2188,4053,RCP4.5,CNRM-CM5,2072,06apr2072,22apr2072,06may2072,379,521,727,960,.0155494454805626,.1597656811991448,.6377316755563764,.1744033520426749,.9450272437666745,.9441154691296419,3993,4354,0,14,14,19.333765,15.037783,2.7768798,,,1,1
Richland,46.34375,-119.2188,4054,RCP4.5,CNRM-CM5,2073,24apr2073,04may2073,18may2073,378,527,713,910,.0151948384005804,.1706808112511181,.6062651466795138,.1725368800660678,.9113786945752844,.8980399249896537,3704,3991,0,14,14,25.373274,18.296129,4.0609632,,,1,1
Richland,46.34375,-119.2188,4055,RCP4.5,CNRM-CM5,2074,08may2074,21may2074,04jun2074,369,522,755,996,.0122795160933843,.1615582847413053,.6966861153550183,.1562127419008381,.9618572910198236,.9442322320859722,3718,4062,0,14,14,18.885998,15.149096,2.989012,,,1,1
Richland,46.34375,-119.2188,4056,RCP4.5,CNRM-CM5,2075,17apr2075,01may2075,15may2075,374,525,802,1123,.0138389932426956,.1670000887723324,.7819866349147866,.1651755351451852,.9907810835570887,.9751175366872459,4202,4457,0,14,14,14.000835,13.365108,1.9961828,,,1,1
Richland,46.34375,-119.2188,4057,RCP4.5,CNRM-CM5,2076,25apr2076,06may2076,20may2076,383,525,699,994,.0170326597317433,.1670000887723324,.5736624223446402,.1819721990452778,.9610570748188738,.9589965253600758,4263,4619,0,14,14,10.456453,14.408449,1.6755021,,,,1
Richland,46.34375,-119.2188,4058,RCP4.5,CNRM-CM5,2077,27apr2077,07may2077,21may2077,379,524,700,931,.0155494454805626,.1651755351451852,.5760252340672705,.1744033520426749,.92716410219819,.9208424736151172,3391,3609,0,14,14,31.673269,16.988739,5.5890298,,,,1
Richland,46.34375,-119.2188,4059,RCP4.5,CNRM-CM5,2078,23apr2078,18may2078,01jun2078,374,519,673,826,.0138389932426956,.1562127419008381,.5107266005308048,.1651755351451852,.8185428795611185,.8136666795627699,3143,3413,0,14,14,32.208046,22.682295,7.0033245,,,,1
Richland,46.34375,-119.2188,4060,RCP4.5,CNRM-CM5,2079,29apr2079,15may2079,29may2079,372,526,804,1164,.0131975958148788,.1688351972932566,.7852146674979585,.1615582847413053,.9943961519473683,.9739216435805382,3707,4021,0,14,14,25.55983,14.222526,3.9372628,,,,1
Richland,46.34375,-119.2188,4061,RCP4.5,CNRM-CM5,2080,18apr2080,10may2080,24may2080,372,527,633,786,.0131975958148788,.1706808112511181,.4107380991359612,.1615582847413053,.7549696260178258,.7326495036931342,3278,3558,0,14,14,31.160261,29.986395,8.1109018,,,,1
Richland,46.34375,-119.2188,4062,RCP4.5,CNRM-CM5,2081,21apr2081,03may2081,17may2081,384,523,774,992,.017420027519795,.1633615847384016,.7333240623129235,.1838898728994229,.9602421734012121,.9633504340424384,3651,3873,0,14,14,19.159241,15.358567,3.4002616,,,,1
Richland,46.34375,-119.2188,4063,RCP4.5,CNRM-CM5,2082,06apr2082,23apr2082,07may2082,375,523,642,883,.0141687136091938,.1633615847384016,.4333254281178137,.1670000887723324,.8870596083042958,.8765293987290328,3811,4140,0,14,14,29.83292,19.750338,5.1620617,,,,1
Richland,46.34375,-119.2188,4064,RCP4.5,CNRM-CM5,2083,03may2083,14may2083,28may2083,377,526,726,989,.0148465629584921,.1688351972932566,.6355251003218039,.1706808112511181,.9589918182775699,.9459908692769393,3557,3926,0,14,14,26.219097,15.126936,4.0364895,,,,1
Richland,46.34375,-119.2188,4065,RCP4.5,CNRM-CM5,2084,19apr2084,05may2084,19may2084,373,528,626,772,.0135153116235142,.1725368800660678,.3932217706529926,.1633615847384016,.7296026250503438,.7069120180991634,3253,3440,0,14,14,25.483948,33.569511,7.9570723,,,,1
Richland,46.34375,-119.2188,4066,RCP4.5,CNRM-CM5,2085,03may2085,20may2085,03jun2085,371,519,838,1091,.0128857730218822,.1562127419008381,.8350571583033246,.1597656811991448,.9865758309411915,.977242997217616,3476,3767,0,14,14,15.22753,13.242069,2.1281681,,,,1
Richland,46.34375,-119.2188,4067,RCP4.5,CNRM-CM5,2086,21apr2086,10may2086,24may2086,383,532,832,1046,.0170326597317433,.1800646534163167,.8269449905268379,.1819721990452778,.9776789303985627,.9625538162957804,4254,4572,0,14,14,10.425605,14.080595,1.4524233,,,,1
Richland,46.34375,-119.2188,4068,RCP4.5,CNRM-CM5,2087,20apr2087,10may2087,24may2087,377,526,689,835,.0148465629584921,.1688351972932566,.5497765799152377,.1706808112511181,.8310371208412298,.8180361718405993,3396,3788,0,14,14,21.894114,24.256357,4.7800212,,,,1
Richland,46.34375,-119.2188,4069,RCP4.5,CNRM-CM5,2088,27apr2088,13may2088,27may2088,369,524,730,948,.0122795160933843,.1651755351451852,.6443117704398003,.1562127419008381,.9381498660518492,.9169075567141179,3619,3854,0,14,14,23.155237,16.984713,3.4643061,,,,1
Richland,46.34375,-119.2188,4070,RCP4.5,CNRM-CM5,2089,03may2089,15may2089,29may2089,374,521,734,926,.0138389932426956,.1597656811991448,.6529909797036504,.1651755351451852,.9236366972395078,.9152075579428526,3494,3773,0,14,14,20.126806,17.228817,3.4722188,,,,1
Richland,46.34375,-119.2188,4071,RCP4.5,CNRM-CM5,2090,17apr2090,29apr2090,13may2090,368,526,732,942,.0119849371981892,.1688351972932566,.6486649945132661,.1544524924564875,.9344449289366206,.9080772869016622,3783,4037,0,14,14,16.492933,17.475824,3.0625396,,,,1
Richland,46.34375,-119.2188,4072,RCP4.5,CNRM-CM5,2091,05apr2091,26apr2091,10may2091,375,524,665,839,.0141687136091938,.1651755351451852,.4909060244928294,.1670000887723324,.8363812236917332,.8240370637096865,3793,4025,0,14,14,27.508844,22.628387,5.0733609,,,,1
Richland,46.34375,-119.2188,4073,RCP4.5,CNRM-CM5,2092,16apr2092,03may2092,17may2092,376,520,780,1091,.0145045457879922,.1579838190064852,.7442938525903937,.1688351972932566,.9865758309411915,.9829226634399706,4311,4755,0,14,14,12.12852,12.76519,1.6762195,,,,1
Richland,46.34375,-119.2188,4074,RCP4.5,CNRM-CM5,2093,03apr2093,23apr2093,07may2093,373,520,632,817,.0135153116235142,.1579838190064852,.40823197288987,.1633615847384016,.8053900268184369,.7972524809268389,3643,3952,0,14,14,23.612421,23.958416,5.0940199,,,,1
Richland,46.34375,-119.2188,4075,RCP4.5,CNRM-CM5,2094,17apr2094,25apr2094,09may2094,374,530,696,870,.0138389932426956,.1762801743775738,.5665448638790693,.1651755351451852,.8735815727476839,.8486379402725996,3896,4113,0,14,14,16.780962,20.941063,3.4630811,,,,1
Richland,46.34375,-119.2188,4076,RCP4.5,CNRM-CM5,2095,17apr2095,04may2095,18may2095,376,518,672,845,.0145045457879922,.1544524924564875,.5082581055803981,.1688351972932566,.8441593545522897,.8440375136010666,3995,4351,0,14,14,14.667022,21.219599,2.8173976,,,,1
Richland,46.34375,-119.2188,4077,RCP4.5,CSIRO-Mk3-6-0,2025,05may2025,14may2025,28may2025,377,526,756,973,.0148465629584921,.1688351972932566,.698684925630459,.1706808112511181,.9517266442305533,.9387256952299228,3253,3468,0,14,14,29.324108,15.633259,4.6552911,,1,,
Richland,46.34375,-119.2188,4078,RCP4.5,CSIRO-Mk3-6-0,2026,22may2026,30may2026,13jun2026,375,525,738,947,.0141687136091938,.1670000887723324,.6615598103930915,.1670000887723324,.9375450300351054,.9233763164259116,2745,2956,0,14,14,35.313305,16.026649,5.8095899,,1,,
Richland,46.34375,-119.2188,4079,RCP4.5,CSIRO-Mk3-6-0,2027,11may2027,24may2027,07jun2027,375,525,749,985,.0141687136091938,.1670000887723324,.6845333678397907,.1670000887723324,.9572712702036332,.9431025565944394,3170,3349,0,14,14,26.36764,14.724461,3.9228764,,1,,
Richland,46.34375,-119.2188,4080,RCP4.5,CSIRO-Mk3-6-0,2028,07may2028,16may2028,30may2028,376,527,832,1042,.0145045457879922,.1706808112511181,.8269449905268379,.1688351972932566,.9766743779805047,.960324218234651,3297,3556,0,14,14,29.959177,14.390837,4.4353781,,1,,
Richland,46.34375,-119.2188,4081,RCP4.5,CSIRO-Mk3-6-0,2029,28apr2029,10may2029,24may2029,375,522,703,973,.0141687136091938,.1615582847413053,.5830835724162259,.1670000887723324,.9517266442305533,.9429997346523866,3656,3895,0,14,14,24.195021,15.433766,3.4189405,,1,,
Richland,46.34375,-119.2188,4082,RCP4.5,CSIRO-Mk3-6-0,2030,09may2030,24may2030,07jun2030,377,527,759,1094,.0148465629584921,.1706808112511181,.7046350957964677,.1706808112511181,.9870341901804095,.9721876272219174,3428,3568,0,14,14,29.196884,13.703324,3.9069304,,1,,
Richland,46.34375,-119.2188,4083,RCP4.5,CSIRO-Mk3-6-0,2031,09may2031,20may2031,03jun2031,380,521,706,941,.0159104576369678,.1597656811991448,.5900953425847792,.1762801743775738,.9338095116714638,.9344135472129249,3416,3618,0,14,14,27.937801,16.525017,4.3521051,,1,,
Richland,46.34375,-119.2188,4084,RCP4.5,CSIRO-Mk3-6-0,2032,06may2032,24may2032,07jun2032,377,529,707,908,.0148465629584921,.1744033520426749,.592421941306793,.1706808112511181,.9097382664891321,.8911691627390833,2872,3144,0,14,14,32.490658,17.871021,6.0041595,,1,,
