loc,lat,longit,grouper,scenario,ensemble,year,spray1,spray2,spray3,dd1,dd2,dd3,dd3off,pon1,pon2,pon3,poff1,poff3,duration,maxdd,totdd,residue1,residue2,residue3,mdeffect,ceffectnmd,ceffectmd,time1,time2,time3,time4
East Oroville,48.980461,-119.41203,642,RCP4.5,CNRM-CM5,2041,13may2041,21may2041,04jun2041,367,534,814,1058,.0116959618254923,.1838898728994229,.8008580458647053,.1527031120785534,.9804632754504559,.937580552804094,3008,3088,0,14,14,34.416378,16.651899,5.7474418,,1,,
East Oroville,48.980461,-119.41203,643,RCP4.5,CNRM-CM5,2042,05may2042,13may2042,27may2042,365,532,822,964,.0111345343239488,.1800646534163167,.8127789745466144,.1492371182624762,.9471689623573216,.9052068928795324,3296,3462,0,14,14,23.524622,18.581932,4.7217436,,1,,
East Oroville,48.980461,-119.41203,644,RCP4.5,CNRM-CM5,2043,18may2043,26may2043,09jun2043,371,521,733,943,.0128857730218822,.1597656811991448,.6508314146697238,.1597656811991448,.9350751732517695,.9221894002298873,2890,3064,0,14,14,34.199669,15.739606,5.7441354,,1,,
East Oroville,48.980461,-119.41203,645,RCP4.5,CNRM-CM5,2044,18may2044,28may2044,11jun2044,380,519,759,987,.0159104576369678,.1562127419008381,.7046350957964677,.1762801743775738,.9581392646661111,.9622962395058789,2831,2930,0,14,14,35.771496,14.698974,5.0832019,,1,,
East Oroville,48.980461,-119.41203,646,RCP4.5,CNRM-CM5,2045,01jun2045,13jun2045,27jun2045,369,521,691,908,.0122795160933843,.1597656811991448,.5545894872678061,.1562127419008381,.9097382664891321,.8939058110974412,2370,2482,0,14,14,45.733063,18.307203,7.555459,,1,1,
East Oroville,48.980461,-119.41203,647,RCP4.5,CNRM-CM5,2046,23may2046,01jun2046,15jun2046,372,532,703,1025,.0131975958148788,.1800646534163167,.5830835724162259,.1615582847413053,.9719376089994729,.9402336445095827,2866,2991,0,14,14,36.765224,16.409834,5.9919109,,1,1,
East Oroville,48.980461,-119.41203,648,RCP4.5,CNRM-CM5,2047,28may2047,08jun2047,22jun2047,376,518,747,997,.0145045457879922,.1544524924564875,.6804222892192751,.1688351972932566,.9622519585256273,.9621301175744041,2786,2972,0,14,14,37.551064,14.547256,5.032836,,1,1,
East Oroville,48.980461,-119.41203,649,RCP4.5,CNRM-CM5,2048,16may2048,25may2048,08jun2048,375,530,716,935,.0141687136091938,.1762801743775738,.6131091574432468,.1670000887723324,.9298866657359862,.906437866521551,2788,3022,0,14,14,32.604744,16.894793,5.9559975,,1,1,
East Oroville,48.980461,-119.41203,650,RCP4.5,CNRM-CM5,2049,12may2049,22may2049,05jun2049,379,534,811,973,.0155494454805626,.1838898728994229,.7962518563489382,.1744033520426749,.9517266442305533,.9266906778932428,2852,2996,0,14,14,42.524147,16.640759,7.3134961,,1,1,
East Oroville,48.980461,-119.41203,651,RCP4.5,CNRM-CM5,2050,17may2050,27may2050,10jun2050,380,522,844,1135,.0159104576369678,.1615582847413053,.8428827041091744,.1762801743775738,.992016193088137,.9908276250874377,3458,3679,0,14,14,23.484877,13.615607,3.6468871,,1,1,
East Oroville,48.980461,-119.41203,652,RCP4.5,CNRM-CM5,2051,07may2051,20may2051,03jun2051,375,527,741,1033,.0141687136091938,.1706808112511181,.6679123498212061,.1670000887723324,.9742643269061032,.9564148908181237,3382,3478,0,14,14,28.059185,14.760466,3.8157415,,1,1,
East Oroville,48.980461,-119.41203,653,RCP4.5,CNRM-CM5,2052,22may2052,03jun2052,17jun2052,372,527,728,1070,.0131975958148788,.1706808112511181,.6399316781637437,.1615582847413053,.9829298999918191,.9606097776671275,3172,3283,0,14,14,30.392984,14.774086,4.751976,,1,1,
East Oroville,48.980461,-119.41203,654,RCP4.5,CNRM-CM5,2053,17apr2053,26apr2053,10may2053,376,516,728,932,.0145045457879922,.1509646409972667,.6399316781637437,.1688351972932566,.9278529310181437,.9312189415261414,3761,3855,0,14,14,15.957088,15.589851,2.6974242,,1,1,
East Oroville,48.980461,-119.41203,655,RCP4.5,CNRM-CM5,2054,10may2054,28may2054,11jun2054,367,530,700,1014,.0116959618254923,.1762801743775738,.5760252340672705,.1527031120785534,.9684328300294978,.933159805904985,2693,2825,0,14,14,34.222298,16.446184,5.619565,,1,1,
East Oroville,48.980461,-119.41203,656,RCP4.5,CNRM-CM5,2055,09jun2055,16jun2055,30jun2055,375,515,750,1053,.0141687136091938,.1492371182624762,.6865777070390204,.1670000887723324,.9793436470588434,.9829379039595058,2683,2850,0,14,14,33.816948,14.227393,4.4093499,,1,1,
East Oroville,48.980461,-119.41203,657,RCP4.5,CNRM-CM5,2056,19may2056,28may2056,11jun2056,370,532,688,823,.0125797706049876,.1800646534163167,.5473638371899454,.1579838190064852,.8142321912231033,.7795715862082842,2565,2730,0,14,14,49.681393,25.048403,11.577833,,,1,
East Oroville,48.980461,-119.41203,658,RCP4.5,CNRM-CM5,2057,19may2057,03jun2057,17jun2057,376,522,695,995,.0145045457879922,.1615582847413053,.5641628731099542,.1688351972932566,.9614590052725622,.9542313720365213,2913,2950,0,14,14,29.084196,14.69324,4.6186309,,,1,
East Oroville,48.980461,-119.41203,659,RCP4.5,CNRM-CM5,2058,27apr2058,06may2058,20may2058,381,532,804,1058,.0162779483662256,.1800646534163167,.7852146674979585,.178167293167297,.9804632754504559,.9622879668352106,3697,3772,0,14,14,16.992092,14.195977,2.4723027,,,1,
East Oroville,48.980461,-119.41203,660,RCP4.5,CNRM-CM5,2059,25may2059,04jun2059,18jun2059,379,536,875,1095,.0155494454805626,.1877553713391024,.8789079578754719,.1744033520426749,.9871837648157595,.9582823000387695,2660,2872,0,14,14,37.410767,16.060352,6.0316758,,,1,
East Oroville,48.980461,-119.41203,661,RCP4.5,CNRM-CM5,2060,08may2060,17may2060,31may2060,370,535,795,1079,.0125797706049876,.1858176167572078,.7704273996719453,.1579838190064852,.9845905044162797,.9441769360605694,3318,3459,0,14,14,34.588013,16.616905,5.7621713,,,1,
East Oroville,48.980461,-119.41203,662,RCP4.5,CNRM-CM5,2061,09may2061,17may2061,31may2061,370,524,802,1030,.0125797706049876,.1651755351451852,.7819866349147866,.1579838190064852,.9734128162091913,.9536413294655037,3237,3322,0,14,14,31.556301,14.838484,4.5923867,,,1,
East Oroville,48.980461,-119.41203,663,RCP4.5,CNRM-CM5,2062,08may2062,15may2062,29may2062,372,519,722,909,.0131975958148788,.1562127419008381,.6266340783169447,.1615582847413053,.9105615715293101,.9027095185548984,3250,3348,0,14,14,31.040745,17.738768,5.2557817,,,1,
East Oroville,48.980461,-119.41203,664,RCP4.5,CNRM-CM5,2063,10may2063,18may2063,01jun2063,366,521,801,1050,.011412518089239,.1597656811991448,.7803601838503667,.1509646409972667,.9786444048854785,.9584308465943614,3498,3656,0,14,14,19.997557,14.6381,3.2045531,,,1,
East Oroville,48.980461,-119.41203,665,RCP4.5,CNRM-CM5,2064,28apr2064,06may2064,20may2064,376,521,775,988,.0145045457879922,.1597656811991448,.7351726609647407,.1688351972932566,.9585674579192558,.9531324282253754,3536,3796,0,14,14,23.513796,14.739538,3.3437462,,,1,
East Oroville,48.980461,-119.41203,666,RCP4.5,CNRM-CM5,2065,22may2065,06jun2065,20jun2065,378,527,711,1070,.0151948384005804,.1706808112511181,.6016733305802263,.1725368800660678,.9829298999918191,.9695911304061884,2778,2986,0,14,14,36.804123,14.274088,5.4461932,,,1,1
East Oroville,48.980461,-119.41203,667,RCP4.5,CNRM-CM5,2066,08may2066,20may2066,03jun2066,381,523,812,1127,.0162779483662256,.1633615847384016,.7977955089124218,.178167293167297,.9912111499099809,.9897389099726508,3480,3715,0,14,14,25.079885,13.760572,3.9585142,,,1,1
East Oroville,48.980461,-119.41203,668,RCP4.5,CNRM-CM5,2067,16may2067,26may2067,09jun2067,378,529,722,1047,.0151948384005804,.1744033520426749,.6266340783169447,.1725368800660678,.9779239113901905,.960862601013003,3012,3153,0,14,14,30.867178,14.388518,4.7754998,,,1,1
East Oroville,48.980461,-119.41203,669,RCP4.5,CNRM-CM5,2068,23may2068,01jun2068,15jun2068,378,524,701,963,.0151948384005804,.1651755351451852,.5783830754215209,.1725368800660678,.9466403760584493,.9388068825787516,3175,3353,0,14,14,35.101086,15.817052,5.5827246,,,1,1
East Oroville,48.980461,-119.41203,670,RCP4.5,CNRM-CM5,2069,04may2069,16may2069,30may2069,371,520,815,1063,.0128857730218822,.1579838190064852,.8023769425784456,.1597656811991448,.9815277740326736,.970423863203451,3536,3722,0,14,14,27.481863,13.610571,3.8758252,,,1,1
East Oroville,48.980461,-119.41203,671,RCP4.5,CNRM-CM5,2070,11may2070,24may2070,07jun2070,376,524,755,981,.0145045457879922,.1651755351451852,.6966861153550183,.1688351972932566,.9554880790311935,.9446431953912727,3185,3300,0,14,14,30.371788,15.047021,4.6598496,,,1,1
East Oroville,48.980461,-119.41203,672,RCP4.5,CNRM-CM5,2071,13may2071,21may2071,04jun2071,372,534,765,1048,.0131975958148788,.1838898728994229,.7163249110376377,.1615582847413053,.9781664706080095,.9426372866350132,3501,3574,0,14,14,20.426907,16.422722,3.2873592,,,1,1
East Oroville,48.980461,-119.41203,673,RCP4.5,CNRM-CM5,2072,04may2072,12may2072,26may2072,378,529,726,1051,.0151948384005804,.1744033520426749,.6355251003218039,.1725368800660678,.9788798202209898,.9618185098438023,3402,3588,0,14,14,23.645561,14.588012,3.7044435,,,1,1
East Oroville,48.980461,-119.41203,674,RCP4.5,CNRM-CM5,2073,09may2073,22may2073,05jun2073,375,532,701,903,.0141687136091938,.1800646534163167,.5783830754215209,.1670000887723324,.9055279582151012,.8782946799619231,3092,3221,0,14,14,32.116184,18.986273,5.5306621,,,1,1
East Oroville,48.980461,-119.41203,675,RCP4.5,CNRM-CM5,2074,21may2074,02jun2074,16jun2074,374,531,762,998,.0138389932426956,.178167293167297,.7105153151752176,.1651755351451852,.9626430341478045,.9358122828829971,3178,3365,0,14,14,25.524666,16.171011,4.1216545,,,1,1
East Oroville,48.980461,-119.41203,676,RCP4.5,CNRM-CM5,2075,10may2075,17may2075,31may2075,373,536,805,1045,.0135153116235142,.1877553713391024,.7868162513786471,.1633615847384016,.9774315071893172,.9395224089651021,3701,3823,0,14,14,19.377369,16.851206,3.1393454,,,1,1
East Oroville,48.980461,-119.41203,677,RCP4.5,CNRM-CM5,2076,14may2076,26may2076,09jun2076,377,530,776,1066,.0148465629584921,.1762801743775738,.7370131587125339,.1706808112511181,.9821409885272353,.9616950624422875,3685,3901,0,14,14,14.134442,14.828414,2.1253948,,,,1
East Oroville,48.980461,-119.41203,678,RCP4.5,CNRM-CM5,2077,20may2077,28may2077,11jun2077,374,529,728,951,.0138389932426956,.1744033520426749,.6399316781637437,.1651755351451852,.939934551235984,.9168677410957987,2745,2874,0,14,14,40.883335,17.136637,7.0220757,,,,1
East Oroville,48.980461,-119.41203,679,RCP4.5,CNRM-CM5,2078,23may2078,06jun2078,20jun2078,378,529,707,949,.0151948384005804,.1744033520426749,.592421941306793,.1725368800660678,.9387497114353643,.9216884010581768,2691,2808,0,14,14,43.159515,16.488754,6.3967681,,,,1
East Oroville,48.980461,-119.41203,680,RCP4.5,CNRM-CM5,2079,17may2079,24may2079,07jun2079,377,517,854,1172,.0148465629584921,.1527031120785534,.8552987885096283,.1706808112511181,.9949253061177733,.998056442331846,3187,3364,0,14,14,26.166763,13.101801,3.9553328,,,,1
East Oroville,48.980461,-119.41203,681,RCP4.5,CNRM-CM5,2080,26may2080,08jun2080,22jun2080,377,529,740,1049,.0148465629584921,.1744033520426749,.6658019741383816,.1706808112511181,.978406628373419,.9598375246233701,2735,2893,0,14,14,33.676346,14.933663,5.2931738,,,,1
East Oroville,48.980461,-119.41203,682,RCP4.5,CNRM-CM5,2081,06may2081,12may2081,26may2081,380,513,796,973,.0159104576369678,.1458150680984592,.7721035811502701,.1762801743775738,.9517266442305533,.9662812928727,3305,3388,0,14,14,24.582813,15.289901,3.9176567,,,,1
East Oroville,48.980461,-119.41203,683,RCP4.5,CNRM-CM5,2082,07may2082,18may2082,01jun2082,381,527,756,926,.0162779483662256,.1706808112511181,.698684925630459,.178167293167297,.9236366972395078,.9148452307894611,3152,3352,0,14,14,33.139366,16.746954,5.8192353,,,,1
East Oroville,48.980461,-119.41203,684,RCP4.5,CNRM-CM5,2083,22may2083,01jun2083,15jun2083,373,528,793,1009,.0135153116235142,.1725368800660678,.7670501954048812,.1633615847384016,.9667152306592824,.9440246237081019,2878,3061,0,14,14,34.868034,15.600316,5.6000261,,,,1
East Oroville,48.980461,-119.41203,685,RCP4.5,CNRM-CM5,2084,15may2084,27may2084,10jun2084,370,529,723,908,.0125797706049876,.1744033520426749,.6288664395876663,.1579838190064852,.9097382664891321,.8807389628479548,2668,2734,0,14,14,33.421844,17.920465,5.8160543,,,,1
East Oroville,48.980461,-119.41203,686,RCP4.5,CNRM-CM5,2085,28may2085,04jun2085,18jun2085,381,523,722,967,.0162779483662256,.1633615847384016,.6266340783169447,.178167293167297,.9487277590396652,.9472555191023351,2770,2888,0,14,14,31.974045,15.305744,4.3714457,,,,1
East Oroville,48.980461,-119.41203,687,RCP4.5,CNRM-CM5,2086,15may2086,22may2086,05jun2086,375,523,761,966,.0141687136091938,.1633615847384016,.7085630570400538,.1670000887723324,.9482126245851075,.9376824150098445,3690,3847,0,14,14,18.36516,15.546415,2.5797632,,,,1
East Oroville,48.980461,-119.41203,688,RCP4.5,CNRM-CM5,2087,14may2087,23may2087,06jun2087,379,521,685,907,.0155494454805626,.1597656811991448,.5401013799569945,.1744033520426749,.9089087493032635,.907996974666231,2984,3233,0,14,14,26.864611,17.49785,4.6376214,,,,1
East Oroville,48.980461,-119.41203,689,RCP4.5,CNRM-CM5,2088,23may2088,01jun2088,15jun2088,374,526,766,1070,.0138389932426956,.1688351972932566,.7182456406518233,.1651755351451852,.9829298999918191,.9654312446010521,3028,3148,0,14,14,30.266247,14.161565,4.521399,,,,1
East Oroville,48.980461,-119.41203,690,RCP4.5,CNRM-CM5,2089,16may2089,26may2089,09jun2089,373,522,696,913,.0135153116235142,.1615582847413053,.5665448638790693,.1633615847384016,.9137932740851054,.9020812624586874,3032,3148,0,14,14,27.607208,17.388796,4.5045643,,,,1
East Oroville,48.980461,-119.41203,691,RCP4.5,CNRM-CM5,2090,06may2090,16may2090,30may2090,376,526,742,919,.0145045457879922,.1688351972932566,.6700155354301308,.1688351972932566,.9184596125337495,.9039550667457573,3237,3366,0,14,14,26.772102,17.817717,4.2438245,,,,1
East Oroville,48.980461,-119.41203,692,RCP4.5,CNRM-CM5,2091,08may2091,18may2091,01jun2091,373,522,708,976,.0135153116235142,.1615582847413053,.5947431028936805,.1633615847384016,.9531682921015634,.9414562804751454,3232,3302,0,14,14,28.552412,15.139071,4.7382102,,,,1
East Oroville,48.980461,-119.41203,693,RCP4.5,CNRM-CM5,2092,04may2092,11may2092,25may2092,379,522,854,1115,.0155494454805626,.1615582847413053,.8552987885096283,.1744033520426749,.9898621246672541,.9871577464880611,3932,4231,0,14,14,13.173791,13.245199,2.0196345,,,,1
East Oroville,48.980461,-119.41203,694,RCP4.5,CNRM-CM5,2093,23apr2093,10may2093,24may2093,370,526,795,1048,.0125797706049876,.1688351972932566,.7704273996719453,.1579838190064852,.9781664706080095,.9547353217162505,3327,3496,0,14,14,30.059435,15.057806,4.4390078,,,,1
East Oroville,48.980461,-119.41203,695,RCP4.5,CNRM-CM5,2094,08may2094,21may2094,04jun2094,375,517,767,982,.0141687136091938,.1527031120785534,.7201584327211499,.1670000887723324,.9559398462575375,.9560681093421227,3322,3391,0,14,14,21.932388,14.91667,3.5243073,,,,1
East Oroville,48.980461,-119.41203,696,RCP4.5,CNRM-CM5,2095,12may2095,23may2095,06jun2095,374,532,733,1057,.0138389932426956,.1800646534163167,.6508314146697238,.1651755351451852,.9802438364481683,.9515157249343411,3524,3717,0,14,14,19.500977,15.459312,3.1860032,,,,1
East Oroville,48.980461,-119.41203,697,RCP4.5,CSIRO-Mk3-6-0,2025,20may2025,02jun2025,16jun2025,370,523,737,984,.0125797706049876,.1633615847384016,.6594281030991376,.1579838190064852,.9568314141105266,.9388738777736226,2595,2689,0,14,14,38.584057,15.435499,5.9149313,,1,,
East Oroville,48.980461,-119.41203,698,RCP4.5,CSIRO-Mk3-6-0,2026,03jun2026,16jun2026,30jun2026,375,518,727,925,.0141687136091938,.1544524924564875,.6377316755563764,.1670000887723324,.922914349122758,.9212932318294091,2221,2295,0,14,14,50.803493,18.329792,7.8744855,,1,,
East Oroville,48.980461,-119.41203,699,RCP4.5,CSIRO-Mk3-6-0,2027,30may2027,07jun2027,21jun2027,380,522,722,1015,.0159104576369678,.1615582847413053,.6266340783169447,.1762801743775738,.9687667693089475,.9675782013082481,2698,2781,0,14,14,36.689278,14.530595,4.9809952,,1,,
East Oroville,48.980461,-119.41203,700,RCP4.5,CSIRO-Mk3-6-0,2028,20may2028,29may2028,12jun2028,371,523,698,902,.0128857730218822,.1633615847384016,.5712947097924472,.1597656811991448,.904666930215918,.8881852536547791,2673,2795,0,14,14,39.083675,17.478968,6.2801957,,1,,
East Oroville,48.980461,-119.41203,701,RCP4.5,CSIRO-Mk3-6-0,2029,14may2029,25may2029,08jun2029,372,536,764,1057,.0131975958148788,.1877553713391024,.714396265363566,.1615582847413053,.9802438364481683,.9408491540354924,3103,3224,0,14,14,25.801884,16.292809,4.3074164,,1,,
East Oroville,48.980461,-119.41203,702,RCP4.5,CSIRO-Mk3-6-0,2030,30may2030,08jun2030,22jun2030,375,524,796,1130,.0141687136091938,.1651755351451852,.7721035811502701,.1670000887723324,.9915214507116397,.9791772907295931,2868,2929,0,14,14,31.207253,13.720173,4.6022472,,1,,
East Oroville,48.980461,-119.41203,703,RCP4.5,CSIRO-Mk3-6-0,2031,26may2031,06jun2031,20jun2031,374,523,710,1032,.0138389932426956,.1633615847384016,.5993688602264686,.1651755351451852,.9739832387292646,.9619581958933526,2848,2904,0,14,14,29.427961,14.20961,4.3587346,,1,,
East Oroville,48.980461,-119.41203,704,RCP4.5,CSIRO-Mk3-6-0,2032,25may2032,10jun2032,24jun2032,375,524,729,941,.0141687136091938,.1651755351451852,.6421250591926615,.1670000887723324,.9338095116714638,.9214653516894172,2333,2496,0,14,14,48.475903,17.350981,7.918416,,1,,
East Oroville,48.980461,-119.41203,705,RCP4.5,CSIRO-Mk3-6-0,2033,28may2033,09jun2033,23jun2033,383,517,725,966,.0170326597317433,.1527031120785534,.6333120021592886,.1819721990452778,.9482126245851075,.9604490518200886,2697,2828,0,14,14,33.785812,15.192054,4.9264565,,1,,
East Oroville,48.980461,-119.41203,706,RCP4.5,CSIRO-Mk3-6-0,2034,19may2034,29may2034,12jun2034,368,526,728,1051,.0119849371981892,.1688351972932566,.6399316781637437,.1544524924564875,.9788798202209898,.9525121781860315,3155,3269,0,14,14,26.180111,15.027474,3.8447881,,1,,
East Oroville,48.980461,-119.41203,707,RCP4.5,CSIRO-Mk3-6-0,2035,15may2035,29may2035,12jun2035,375,526,704,936,.0141687136091938,.1688351972932566,.5854260925346179,.1670000887723324,.9305537623242963,.9145499401941783,2960,3132,0,14,14,33.443539,16.226433,5.3949323,,1,,
East Oroville,48.980461,-119.41203,708,RCP4.5,CSIRO-Mk3-6-0,2036,12may2036,24may2036,07jun2036,369,528,680,828,.0122795160933843,.1725368800660678,.5279212648641435,.1562127419008381,.8213759842771062,.7927723300184922,2753,2969,0,14,14,38.586246,23.648958,9.3199425,,1,,
East Oroville,48.980461,-119.41203,709,RCP4.5,CSIRO-Mk3-6-0,2037,18may2037,28may2037,11jun2037,378,526,734,946,.0151948384005804,.1688351972932566,.6529909797036504,.1725368800660678,.9369351730966485,.9254420174688793,2911,2967,0,14,14,35.292561,16.019032,5.6397691,,1,,
East Oroville,48.980461,-119.41203,710,RCP4.5,CSIRO-Mk3-6-0,2038,20may2038,04jun2038,18jun2038,374,523,703,1001,.0138389932426956,.1633615847384016,.5830835724162259,.1651755351451852,.9637949716685106,.9517699288325986,2698,2837,0,14,14,45.235424,15.067121,6.6875215,,1,,
East Oroville,48.980461,-119.41203,711,RCP4.5,CSIRO-Mk3-6-0,2039,21may2039,28may2039,11jun2039,376,534,753,952,.0145045457879922,.1838898728994229,.6926655339092276,.1688351972932566,.9405196060035762,.9109603846094178,3067,3252,0,14,14,24.651211,17.652248,4.1482015,,1,,
East Oroville,48.980461,-119.41203,712,RCP4.5,CSIRO-Mk3-6-0,2040,19may2040,27may2040,10jun2040,372,526,743,923,.0131975958148788,.1688351972932566,.6721114924263442,.1615582847413053,.9214525401594607,.9009780317926306,3198,3302,0,14,14,33.326237,17.514469,5.3047733,,1,,
East Oroville,48.980461,-119.41203,713,RCP4.5,CSIRO-Mk3-6-0,2041,17may2041,02jun2041,16jun2041,377,526,743,1083,.0148465629584921,.1688351972932566,.6721114924263442,.1706808112511181,.985280201742578,.9722792527419475,3149,3290,0,14,14,27.912409,13.755096,3.8152649,,1,,
East Oroville,48.980461,-119.41203,714,RCP4.5,CSIRO-Mk3-6-0,2042,18may2042,31may2042,14jun2042,372,521,781,1184,.0131975958148788,.1597656811991448,.7460936353225573,.1615582847413053,.9956321835520597,.9842271912793414,3216,3355,0,14,14,22.873566,13.104505,3.1453834,,1,,
East Oroville,48.980461,-119.41203,715,RCP4.5,CSIRO-Mk3-6-0,2043,14may2043,22may2043,05jun2043,370,523,834,1061,.0125797706049876,.1633615847384016,.8296811081256652,.1579838190064852,.9811084385622373,.9631509022253333,3190,3324,0,14,14,24.100393,14.170859,3.4125669,,1,,
East Oroville,48.980461,-119.41203,716,RCP4.5,CSIRO-Mk3-6-0,2044,19may2044,01jun2044,15jun2044,377,525,739,994,.0148465629584921,.1670000887723324,.6636844476575565,.1706808112511181,.9610570748188738,.9498912343391674,2939,3046,0,14,14,33.345932,14.978929,5.4535551,,1,,
East Oroville,48.980461,-119.41203,717,RCP4.5,CSIRO-Mk3-6-0,2045,02may2045,18may2045,01jun2045,370,521,701,879,.0125797706049876,.1597656811991448,.5783830754215209,.1579838190064852,.8830401562188814,.8686785234212342,3082,3212,0,14,14,40.759483,18.779095,7.272068,,1,1,
East Oroville,48.980461,-119.41203,718,RCP4.5,CSIRO-Mk3-6-0,2046,17may2046,27may2046,10jun2046,368,525,872,1092,.0119849371981892,.1670000887723324,.8757337941175647,.1544524924564875,.9867302382136318,.9621977046995976,3334,3420,0,14,14,23.835169,14.837909,3.6891162,,1,1,
East Oroville,48.980461,-119.41203,719,RCP4.5,CSIRO-Mk3-6-0,2047,28may2047,05jun2047,19jun2047,374,524,830,1172,.0138389932426956,.1651755351451852,.8241766529618306,.1651755351451852,.9949253061177733,.9810863128750777,3222,3388,0,14,14,22.368099,13.354572,3.1488526,,1,1,
East Oroville,48.980461,-119.41203,720,RCP4.5,CSIRO-Mk3-6-0,2048,13may2048,27may2048,10jun2048,372,527,820,1152,.0131975958148788,.1706808112511181,.8098479970567156,.1615582847413053,.9935052523173893,.9711851299926977,3207,3305,0,14,14,22.740767,14.233055,3.6120393,,1,1,
East Oroville,48.980461,-119.41203,721,RCP4.5,CSIRO-Mk3-6-0,2049,13may2049,27may2049,10jun2049,374,520,728,1095,.0138389932426956,.1579838190064852,.6399316781637437,.1651755351451852,.9871837648157595,.9805364877117639,3369,3512,0,14,14,18.376295,13.4022,2.5287709,,1,1,
East Oroville,48.980461,-119.41203,722,RCP4.5,CSIRO-Mk3-6-0,2050,19may2050,29may2050,12jun2050,367,523,692,934,.0116959618254923,.1633615847384016,.5569894997053251,.1527031120785534,.9292141821019472,.9068597476166066,3175,3342,0,14,14,29.391003,17.169127,4.5386934,,1,1,
East Oroville,48.980461,-119.41203,723,RCP4.5,CSIRO-Mk3-6-0,2051,10may2051,24may2051,07jun2051,379,528,744,1076,.0155494454805626,.1725368800660678,.6742001830066029,.1744033520426749,.9840540583043451,.9703710848003896,3383,3533,0,14,14,22.664402,13.985622,3.1906443,,1,1,
East Oroville,48.980461,-119.41203,724,RCP4.5,CSIRO-Mk3-6-0,2052,12may2052,22may2052,05jun2052,373,522,697,912,.0135153116235142,.1615582847413053,.5689221666550505,.1633615847384016,.9129945155677979,.9012825039413799,3185,3390,0,14,14,31.707661,17.233414,5.1390772,,1,1,
East Oroville,48.980461,-119.41203,725,RCP4.5,CSIRO-Mk3-6-0,2053,29apr2053,10may2053,24may2053,371,531,764,1054,.0128857730218822,.178167293167297,.714396265363566,.1597656811991448,.9795720981043735,.9482847131143392,3691,3802,0,14,14,15.884705,15.84353,2.803786,,1,1,
East Oroville,48.980461,-119.41203,726,RCP4.5,CSIRO-Mk3-6-0,2054,12may2054,22may2054,05jun2054,367,526,702,934,.0116959618254923,.1688351972932566,.5807358775772903,.1527031120785534,.9292141821019472,.9013861350617516,3224,3423,0,14,14,27.911392,17.889023,5.2601509,,1,1,
East Oroville,48.980461,-119.41203,727,RCP4.5,CSIRO-Mk3-6-0,2055,09may2055,21may2055,04jun2055,375,524,696,934,.0141687136091938,.1651755351451852,.5665448638790693,.1670000887723324,.9292141821019472,.9168700221199007,3188,3338,0,14,14,26.949827,16.548532,4.4832296,,1,1,
East Oroville,48.980461,-119.41203,728,RCP4.5,CSIRO-Mk3-6-0,2056,11may2056,21may2056,04jun2056,365,522,670,851,.0111345343239488,.1615582847413053,.5033128930871419,.1492371182624762,.8516553103462925,.8281996095435147,3104,3282,0,14,14,31.051956,22.177572,5.8749208,,,1,
East Oroville,48.980461,-119.41203,729,RCP4.5,CSIRO-Mk3-6-0,2057,17may2057,02jun2057,16jun2057,371,528,773,1019,.0128857730218822,.1725368800660678,.7314673782834566,.1597656811991448,.9700714028348236,.9444144309460184,3049,3214,0,14,14,27.988794,15.435963,4.4863133,,,1,
East Oroville,48.980461,-119.41203,730,RCP4.5,CSIRO-Mk3-6-0,2058,28apr2058,14may2058,28may2058,375,528,676,858,.0141687136091938,.1725368800660678,.5181145973949504,.1670000887723324,.8600496573216805,.8403441524187513,3350,3469,0,14,14,24.603258,22.455664,4.7692442,,,1,
East Oroville,48.980461,-119.41203,731,RCP4.5,CSIRO-Mk3-6-0,2059,10may2059,21may2059,04jun2059,375,513,841,1149,.0141687136091938,.1458150680984592,.8390055331675703,.1670000887723324,.9932628048231457,1.000279111887825,3667,3892,0,14,14,13.146935,12.755609,1.7837614,,,1,
East Oroville,48.980461,-119.41203,732,RCP4.5,CSIRO-Mk3-6-0,2060,08may2060,21may2060,04jun2060,377,521,689,964,.0148465629584921,.1597656811991448,.5497765799152377,.1706808112511181,.9471689623573216,.9432375294508029,3378,3536,0,14,14,24.53187,15.736518,3.6030493,,,1,
East Oroville,48.980461,-119.41203,733,RCP4.5,CSIRO-Mk3-6-0,2061,10may2061,25may2061,08jun2061,380,522,756,1145,.0159104576369678,.1615582847413053,.698684925630459,.1762801743775738,.9929264494713855,.9917378814706862,3647,3889,0,14,14,24.436739,13.52992,3.3994284,,,1,
East Oroville,48.980461,-119.41203,734,RCP4.5,CSIRO-Mk3-6-0,2062,23may2062,04jun2062,18jun2062,380,526,787,1117,.0159104576369678,.1688351972932566,.7567201704265435,.1762801743775738,.9900994598511523,.9816339792985017,3404,3625,0,14,14,20.494335,13.840521,2.9819026,,,1,
East Oroville,48.980461,-119.41203,735,RCP4.5,CSIRO-Mk3-6-0,2063,10may2063,26may2063,09jun2063,375,528,706,982,.0141687136091938,.1725368800660678,.5900953425847792,.1670000887723324,.9559398462575375,.9362343413546083,3295,3439,0,14,14,35.484241,15.524985,5.4909492,,,1,
