"variety","Hc_initial","Hc_min","Hc_max","t_threshold_endo","t_threshold_eco","Ecodormancy_boundary","acclimation_rate_endo","acclimation_rate_eco","deacclimation_rate_endo","deacclimation_rate_eco","theta"
"Cabernet Sauvignon",-10.3,-1.2,-25.1,13,5,-700,0.12,0.1,0.08,0.1,7
