,Date,Colony Size,Adult Drones,Adult Workers,Foragers,Capped Drone Brood,Capped Worker Brood,Drone Larvae,Worker Larvae,Drone Eggs,Worker Eggs,Free Mites,Drone Brood Mites,Worker Brood Mites,Mites/Drone Cell,Mites/Worker Cell,Mites Dying,Proportion Mites Dying,Colony Pollen (g),Pollen Pesticide Concentration,Colony Nectar,Nectar Pesticide Concentration,Dead Drone Larvae,Dead Worker Larvae,Dead Drone Adults,Dead Worker Adults,Dead Foragers,Queen Strength,Average Temperature (celsius),Rain
48,02/17/2001,24069,2381,11000,7220,0,88,0,485,0,525,0,0,0,0.0,0.0,0,0.0,2906.7,0.0,5129.5,0.0,0,0,0,0,0,5.0,13.39,9.15
49,02/18/2001,23169,2096,9000,6950,0,143,0,577,0,587,0,0,0,0.0,0.0,0,0.0,3373.4,0.0,5073.4,0.0,0,0,0,0,0,5.0,12.025,0.0
50,02/19/2001,22870,1811,7000,6861,0,225,0,681,0,644,0,0,0,0.0,0.0,0,0.0,3300.3,0.0,4929.7,0.0,0,0,0,0,0,5.0,12.37,4.825
51,02/20/2001,22571,1526,5000,6771,0,327,0,771,0,645,0,0,0,0.0,0.0,0,0.0,3748.0,0.0,6807.3,0.0,0,0,0,0,0,5.0,8.06,0.0
52,02/21/2001,21069,1241,3334,6320,0,432,0,875,0,746,0,0,0,0.0,0.0,0,0.0,4163.4,0.0,6753.6,0.0,0,0,0,0,0,5.0,12.425,0.0
53,02/22/2001,20767,956,1668,6230,0,573,0,977,1,882,0,0,0,0.0,0.0,0,0.0,4085.6,0.0,6619.8,0.0,0,0,0,0,0,5.0,14.65,5.725
54,02/23/2001,19859,666,0,5957,0,720,0,1023,2,1036,0,0,0,0.0,0.0,0,0.0,4470.1,0.0,6567.5,0.0,0,0,0,0,0,5.0,11.65,0.0
55,02/24/2001,18294,333,0,5488,0,906,0,1147,4,1182,0,0,0,0.0,0.0,0,0.0,4823.9,0.0,6517.4,0.0,0,0,0,0,0,5.0,15.015,0.0
56,02/25/2001,17944,0,0,5383,0,1098,1,1334,6,1360,0,0,0,0.0,0.0,0,0.0,4792.2,0.0,5401.0,0.0,0,0,0,0,0,5.0,18.93,0.775
57,02/26/2001,17328,0,0,5198,0,1307,2,1472,7,1391,0,0,0,0.0,0.0,0,0.0,5126.8,0.0,5352.1,0.0,0,0,0,0,0,5.0,10.645,0.0
58,02/27/2001,16713,0,0,5013,0,1550,4,1685,9,1456,0,0,0,0.0,0.0,0,0.0,5449.5,0.0,5304.2,0.0,0,0,0,0,0,5.0,15.315,0.0
59,02/28/2001,16114,0,15,4834,0,1728,7,2049,11,1602,0,0,0,0.0,0.0,0,0.0,5790.9,0.0,4605.2,0.0,0,0,0,0,0,5.0,22.455,0.0
60,03/01/2001,14915,0,49,4474,0,2004,9,2117,14,1959,0,0,0,0.0,0.0,0,0.0,6106.5,0.0,3947.1,0.0,0,0,0,0,0,5.0,22.9,0.0
61,03/02/2001,10985,0,88,3295,0,2344,13,2259,16,2218,0,0,0,0.0,0.0,0,0.0,6338.0,0.0,3441.3,0.0,0,0,0,0,0,5.0,24.695,0.0
62,03/03/2001,7071,0,143,2121,0,2636,18,2615,16,2230,0,0,0,0.0,0.0,0,0.0,6485.2,0.0,3069.6,0.0,0,0,0,0,0,5.0,23.97,0.0
63,03/04/2001,7146,0,225,2143,1,3010,22,2894,14,2051,0,0,0,0.0,0.0,0,0.0,6469.2,0.0,2544.6,0.0,0,0,0,0,0,5.0,20.01,0.925
64,03/05/2001,5267,0,327,1580,2,3465,27,3117,11,1788,0,0,0,0.0,0.0,0,0.0,6569.9,0.0,2519.3,0.0,0,0,0,0,0,5.0,17.085,0.0
65,03/06/2001,2076,0,432,622,4,3738,30,3454,8,1583,0,0,0,0.0,0.0,0,0.0,6608.7,0.0,2317.0,0.0,0,0,0,0,0,5.0,19.675,0.0
66,03/07/2001,2215,0,573,664,7,4118,30,3489,5,1321,0,0,0,0.0,0.0,0,0.0,6598.1,0.0,2033.8,0.0,0,0,0,0,0,5.0,20.275,0.775
67,03/08/2001,720,0,720,0,9,4674,31,3303,2,1080,0,0,0,0.0,0.0,0,0.0,6593.2,0.0,2022.2,0.0,0,0,0,0,0,5.0,17.55,0.0
68,03/09/2001,906,0,906,0,13,5223,29,3078,0,570,0,0,0,0.0,0.0,0,0.0,6587.2,0.0,2008.6,0.0,0,0,0,0,0,5.0,13.99,8.075
69,03/10/2001,1098,0,1098,0,18,5811,24,2592,0,276,0,0,0,0.0,0.0,0,0.0,6579.9,0.0,1993.0,0.0,0,0,0,0,0,5.0,11.815,3.55
70,03/11/2001,1307,0,1307,0,23,6317,19,2153,0,0,0,0,0,0.0,0.0,0,0.0,6575.5,0.0,1975.2,0.0,0,0,0,0,0,5.0,13.295,0.0
71,03/12/2001,1550,0,1550,0,29,6630,13,1597,0,0,0,0,0,0.0,0.0,0,0.0,6562.7,0.0,1722.4,0.0,0,0,0,0,0,5.0,20.205,0.0
72,03/13/2001,1743,0,1743,0,34,6954,8,1080,0,0,0,0,0,0.0,0.0,0,0.0,6549.4,0.0,1461.6,0.0,0,0,0,0,0,5.0,21.92,0.0
73,03/14/2001,2053,0,2053,0,37,7154,5,570,0,0,0,0,0,0.0,0.0,0,0.0,6535.2,0.0,1199.4,0.0,0,0,0,0,0,5.0,21.97,0.0
74,03/15/2001,2432,0,2432,0,40,7069,2,276,0,0,0,0,0,0.0,0.0,0,0.0,6519.5,0.0,922.2,0.0,0,0,0,0,0,5.0,19.08,0.05
75,03/16/2001,2779,0,2779,0,42,6998,0,0,0,0,0,0,0,0.0,0.0,0,0.0,6514.0,0.0,891.4,0.0,0,0,0,0,0,5.0,14.805,0.0
76,03/17/2001,3235,0,3235,0,42,6542,0,0,0,0,0,0,0,0.0,0.0,0,0.0,6507.5,0.0,856.9,0.0,0,0,0,0,0,5.0,15.365,0.0
77,03/18/2001,3793,1,3792,0,41,5985,0,0,0,0,0,0,0,0.0,0.0,0,0.0,6499.9,0.0,818.2,0.0,0,0,0,0,0,5.0,16.2,1.125
78,03/19/2001,4172,2,4170,0,40,5607,0,0,0,0,0,0,0,0.0,0.0,0,0.0,6476.5,0.0,417.7,0.0,0,0,0,0,0,5.0,19.16,0.0
79,03/20/2001,4695,4,4691,0,38,5086,0,0,0,0,0,0,0,0.0,0.0,0,0.0,6450.6,0.0,0.0,0.0,0,0,0,0,0,5.0,23.215,3.5
80,03/21/2001,5400,7,5379,14,35,4383,0,0,0,0,0,0,0,0.0,0.0,0,0.0,6421.0,0.0,0.0,0.0,0,0,0,0,0,5.0,19.545,3.825
81,03/22/2001,6135,9,6080,46,33,3648,0,0,0,5,0,0,0,0.0,0.0,0,0.0,6387.8,0.0,0.0,0.0,0,0,0,0,0,5.0,19.54,0.0
82,03/23/2001,6917,13,6821,83,29,2868,0,0,0,26,0,0,0,0.0,0.0,0,0.0,6350.3,0.0,0.0,0.0,0,0,0,0,0,5.0,22.065,0.525
83,03/24/2001,7635,18,7481,136,24,2153,0,0,0,65,0,0,0,0.0,0.0,0,0.0,6309.6,0.0,0.0,0.0,0,0,0,0,0,5.0,21.765,0.4
84,03/25/2001,8193,23,7955,215,19,1597,0,5,0,124,0,0,0,0.0,0.0,0,0.0,6283.6,0.0,0.0,0.0,0,0,0,0,0,5.0,21.965,0.0
85,03/26/2001,8712,29,8370,313,13,1080,0,26,0,205,0,0,0,0.0,0.0,0,0.0,6263.4,0.0,0.0,0.0,0,0,0,0,0,5.0,23.005,0.0
86,03/27/2001,9222,34,8775,413,8,570,0,65,0,327,0,0,0,0.0,0.0,0,0.0,6249.8,0.0,0.0,0.0,0,0,0,0,0,5.0,27.14,0.0
87,03/28/2001,9513,37,8928,548,5,276,0,129,0,465,0,0,0,0.0,0.0,0,0.0,6247.3,0.0,0.0,0.0,0,0,0,0,0,5.0,25.51,0.0
88,03/29/2001,9786,40,9057,689,2,0,0,231,0,623,0,0,0,0.0,0.0,0,0.0,6202.9,0.0,0.0,0.0,0,0,0,0,0,5.0,25.545,4.0
89,03/30/2001,9781,42,8871,868,0,5,0,387,0,730,0,0,0,0.0,0.0,0,0.0,6227.6,0.0,0.0,0.0,0,0,0,0,0,5.0,19.43,0.0
90,03/31/2001,9773,42,8679,1052,0,26,0,568,0,866,0,0,0,0.0,0.0,0,0.0,6269.8,0.0,0.0,0.0,0,0,0,0,0,5.0,20.545,0.0
91,04/01/2001,9773,42,8470,1261,0,65,0,789,0,1039,0,0,0,0.0,0.0,0,0.0,6235.0,0.0,0.0,0.0,0,0,0,0,0,5.0,23.81,1.225
92,04/02/2001,9773,42,8227,1504,0,129,0,993,0,1281,0,0,0,0.0,0.0,0,0.0,6319.0,0.0,0.0,0.0,0,0,0,0,0,5.0,24.66,0.0
93,04/03/2001,9773,42,8034,1697,0,231,0,1229,0,1595,0,0,0,0.0,0.0,0,0.0,6291.2,0.0,0.0,0.0,0,0,0,0,0,5.0,30.965,1.225
94,04/04/2001,9773,42,7724,2007,0,392,0,1501,0,1850,0,0,0,0.0,0.0,0,0.0,6420.0,0.0,0.0,0.0,0,0,0,0,0,5.0,28.26,0.0
95,04/05/2001,9769,42,7345,2382,0,594,0,1809,0,2098,0,0,0,0.0,0.0,0,0.0,6579.8,0.0,0.0,0.0,0,0,0,0,0,5.0,27.055,0.0
96,04/06/2001,9651,42,6998,2611,0,854,0,2201,3,2307,0,0,0,0.0,0.0,0,0.0,6760.0,0.0,0.0,0.0,0,0,0,0,0,5.0,27.965,0.0
97,04/07/2001,9576,42,6542,2872,0,1122,0,2621,7,2563,0,0,0,0.0,0.0,0,0.0,6961.6,0.0,0.0,0.0,0,0,0,0,0,5.0,30.59,0.0
98,04/08/2001,9479,41,5985,2843,0,1460,0,3041,13,2789,0,0,0,0.0,0.0,0,0.0,7161.7,0.0,0.0,0.0,0,0,0,0,0,5.0,28.5,0.0
99,04/09/2001,9378,40,5607,2813,0,1893,3,3469,19,2999,0,0,0,0.0,0.0,0,0.0,7359.4,0.0,0.0,0.0,0,0,0,0,0,5.0,29.18,0.075
100,04/10/2001,9092,38,5086,2727,0,2403,7,3903,25,3096,0,0,0,0.0,0.0,0,0.0,7550.6,0.0,0.0,0.0,0,0,0,0,0,5.0,25.505,0.0
101,04/11/2001,8905,35,4383,2671,0,3055,13,4235,31,3296,0,0,0,0.0,0.0,0,0.0,7737.7,0.0,0.0,0.0,0,0,0,0,0,5.0,31.95,0.05
102,04/12/2001,8508,33,3653,2552,0,3738,22,4618,37,3481,0,0,0,0.0,0.0,0,0.0,7915.9,0.0,0.0,0.0,0,0,0,0,0,5.0,32.79,0.0
103,04/13/2001,8089,29,2894,2426,0,4475,32,4901,44,3737,0,0,0,0.0,0.0,0,0.0,8084.4,0.0,0.0,0.0,0,0,0,0,0,5.0,33.355,0.0
104,04/14/2001,7813,24,2218,2343,0,5297,44,5224,51,3892,0,0,0,0.0,0.0,0,0.0,8246.1,0.0,0.0,0.0,0,0,0,0,0,5.0,33.625,0.0
105,04/15/2001,7872,19,1726,2361,0,6177,59,5536,58,4019,0,0,0,0.0,0.0,0,0.0,8227.3,0.0,0.0,0.0,0,0,0,0,0,5.0,34.37,0.0
106,04/16/2001,7968,13,1311,2390,3,7059,73,5849,66,4163,0,0,0,0.0,0.0,0,0.0,8207.5,0.0,0.0,0.0,0,0,0,0,0,5.0,33.825,0.0
107,04/17/2001,7745,8,962,2323,7,7969,88,6117,75,4314,0,0,0,0.0,0.0,0,0.0,8364.8,0.0,0.0,0.0,0,0,0,0,0,5.0,32.97,0.0
108,04/18/2001,7597,5,870,2279,13,8808,104,6459,81,4433,0,0,0,0.0,0.0,0,0.0,8517.3,0.0,0.0,0.0,0,0,0,0,0,5.0,32.055,0.0
109,04/19/2001,7854,2,854,2356,22,9732,120,6716,84,4489,0,0,0,0.0,0.0,0,0.0,8492.4,0.0,0.0,0.0,0,0,0,0,0,5.0,32.075,0.375
110,04/20/2001,7664,0,1122,2299,32,10720,138,6950,86,4521,0,0,0,0.0,0.0,0,0.0,8642.5,0.0,0.0,0.0,0,0,0,0,0,5.0,32.18,0.0
111,04/21/2001,7445,0,1460,2233,44,11679,154,7155,83,4342,0,0,0,0.0,0.0,0,0.0,8785.9,0.0,0.0,0.0,0,0,0,0,0,5.0,24.9,0.0
112,04/22/2001,7500,0,1893,2250,59,12585,167,7313,79,4203,0,0,0,0.0,0.0,0,0.0,8928.2,0.0,0.0,0.0,0,0,0,0,0,5.0,28.145,0.025
113,04/23/2001,8010,0,2403,2403,76,13458,180,7452,73,4065,0,0,0,0.0,0.0,0,0.0,8894.1,0.0,0.0,0.0,0,0,0,0,0,5.0,34.9,0.125
114,04/24/2001,8141,0,3055,2442,95,14247,186,7334,72,4126,0,0,0,0.0,0.0,0,0.0,9043.9,0.0,0.0,0.0,0,0,0,0,0,5.0,32.16,0.0
115,04/25/2001,8829,0,3743,2648,117,15049,188,7202,70,4094,0,0,0,0.0,0.0,0,0.0,9002.1,0.0,0.0,0.0,0,0,0,0,0,5.0,31.655,2.625
116,04/26/2001,8884,0,4501,2665,142,15793,187,7084,66,3944,0,0,0,0.0,0.0,0,0.0,9161.2,0.0,0.0,0.0,0,0,0,0,0,5.0,26.83,0.0
117,04/27/2001,9010,0,5362,2703,170,16429,183,6971,59,3749,0,0,0,0.0,0.0,0,0.0,9319.8,0.0,0.0,0.0,0,0,0,0,0,5.0,28.58,0.0
118,04/28/2001,9174,0,6306,2752,198,17007,177,6775,48,3462,0,0,0,0.0,0.0,0,0.0,9478.9,0.0,0.0,0.0,0,0,0,0,0,5.0,26.075,0.0
119,04/29/2001,8370,0,7290,1080,226,17346,169,6686,35,3189,0,0,0,0.0,0.0,0,0.0,9507.4,0.0,0.0,0.0,0,0,0,0,0,5.0,28.59,0.0
120,04/30/2001,9444,3,8361,1080,253,17633,156,6517,18,2490,0,0,0,0.0,0.0,0,0.0,9447.1,0.0,0.0,0.0,0,0,0,0,0,5.0,25.12,0.975
121,05/01/2001,9979,7,9402,570,274,17976,142,6172,7,1919,0,0,0,0.0,0.0,0,0.0,9426.2,0.0,0.0,0.0,0,0,0,0,0,5.0,23.205,0.125
122,05/02/2001,10599,13,10586,0,292,18176,125,5749,0,1247,0,0,0,0.0,0.0,0,0.0,9357.3,0.0,0.0,0.0,0,0,0,0,0,5.0,23.325,0.0
123,05/03/2001,11864,22,11837,5,307,18246,101,4913,0,757,0,0,0,0.0,0.0,0,0.0,9283.4,0.0,0.0,0.0,0,0,0,0,0,5.0,23.92,0.0
124,05/04/2001,13171,32,13113,26,321,18183,77,4147,0,291,0,0,0,0.0,0.0,0,0.0,9206.2,0.0,0.0,0.0,0,0,0,0,0,5.0,21.9,0.0
125,05/05/2001,14522,44,14413,65,331,18033,55,3247,0,18,0,0,0,0.0,0.0,0,0.0,9122.3,0.0,0.0,0.0,0,0,0,0,0,5.0,22.62,3.75
126,05/06/2001,15920,59,15732,129,336,17689,35,2208,0,56,0,0,0,0.0,0.0,0,0.0,9044.0,0.0,0.0,0.0,0,0,0,0,0,5.0,21.38,0.0
127,05/07/2001,17378,76,17071,231,336,17209,18,1249,0,129,0,0,0,0.0,0.0,0,0.0,8970.1,0.0,0.0,0.0,0,0,0,0,0,5.0,22.38,0.0
128,05/08/2001,18887,95,18400,392,328,16209,7,775,0,235,0,0,0,0.0,0.0,0,0.0,8903.7,0.0,0.0,0.0,0,0,0,0,0,5.0,20.545,0.0
129,05/09/2001,20411,117,19700,594,313,15175,0,345,0,411,0,0,0,0.0,0.0,0,0.0,8848.9,0.0,0.0,0.0,0,0,0,0,0,5.0,23.695,0.0
130,05/10/2001,21933,142,20937,854,288,13967,0,131,0,623,0,0,0,0.0,0.0,0,0.0,8810.4,0.0,0.0,0.0,0,0,0,0,0,5.0,21.825,0.0
131,05/11/2001,23483,170,22191,1122,260,12445,0,253,0,835,0,0,0,0.0,0.0,0,0.0,8787.4,0.0,0.0,0.0,0,0,0,0,0,5.0,18.01,0.0
132,05/12/2001,24834,198,23176,1460,232,11124,0,465,0,1076,0,0,0,0.0,0.0,0,0.0,8787.5,0.0,0.0,0.0,0,0,0,0,0,5.0,21.28,0.0
133,05/13/2001,26220,226,24101,1893,204,9782,0,736,0,1309,0,0,0,0.0,0.0,0,0.0,8817.9,0.0,0.0,0.0,0,0,0,0,0,5.0,19.785,0.0
134,05/14/2001,27629,256,24975,2398,174,8436,0,1032,0,1670,0,0,0,0.0,0.0,0,0.0,8884.2,0.0,0.0,0.0,0,0,0,0,0,5.0,24.2,0.05
135,05/15/2001,28978,281,25707,2990,149,7127,0,1412,3,1827,0,0,0,0.0,0.0,0,0.0,9051.9,0.0,0.0,0.0,0,0,0,0,0,5.0,16.285,0.05
136,05/16/2001,30328,305,26345,3678,125,5923,0,1810,9,2027,0,0,0,0.0,0.0,0,0.0,8985.7,0.0,0.0,0.0,0,0,0,0,0,5.0,17.275,0.3
137,05/17/2001,31522,329,26821,4372,101,4903,0,2291,20,2124,0,0,0,0.0,0.0,0,0.0,9252.8,0.0,0.0,0.0,0,0,0,0,0,5.0,17.055,0.0
138,05/18/2001,32633,353,27149,5131,77,4001,3,2616,32,2396,0,0,0,0.0,0.0,0,0.0,9575.0,0.0,0.0,0.0,0,0,0,0,0,5.0,17.73,0.0
139,05/19/2001,33533,375,27244,5914,55,3296,9,3002,45,2625,0,0,0,0.0,0.0,0,0.0,9954.5,0.0,0.0,0.0,0,0,0,0,0,5.0,17.69,0.0
140,05/20/2001,34514,395,27221,6898,35,2790,20,3339,58,2876,0,0,0,0.0,0.0,0,0.0,9830.7,0.0,0.0,0.0,0,0,0,0,0,5.0,18.545,0.275
141,05/21/2001,35018,409,26640,7969,18,2820,35,3703,66,2877,0,0,0,0.0,0.0,0,0.0,9748.5,0.0,0.0,0.0,0,0,0,0,0,5.0,13.635,0.75
142,05/22/2001,35291,416,26067,8808,7,3047,54,3957,70,2734,0,0,0,0.0,0.0,0,0.0,10329.7,0.0,0.0,0.0,0,0,0,0,0,5.0,11.28,0.0
143,05/23/2001,35581,417,25172,9992,0,3370,78,4388,80,2768,0,0,0,0.0,0.0,0,0.0,10234.6,0.0,0.0,0.0,0,0,0,0,0,5.0,15.58,6.475
144,05/24/2001,35312,408,23916,10593,0,4090,101,4553,82,2625,0,0,0,0.0,0.0,0,0.0,10957.4,0.0,0.0,0.0,0,0,0,0,0,5.0,9.2,0.0
