Varroa Population Simulation - Aug 13,2019  11:39:52 AM
VarroaPop Version 3.2.8.16 September 2018

                                        Capped  Capped                                                                      Prop           Conc          Conc                                             
            Colony  Adult  Adult         Drone   Wkr    Drone  Wkr    Drone  Wkr  Free   DBrood WBrood DMite  WMite  Mites  Mites  Colony Pollen Colony Nectar   Dead   Dead   Dead   Dead   Dead    Queen      Ave
     Date   Size   Drones   Wkr   Forgrs Brood  Brood   Larv   Larv    Eggs  Eggs Mites  Mites  Mites  /Cell  /Cell  Dying  Dying  Pollen  Pest  Nectar  Pest    DLarv  WLarv  DAdlt  WAdlt  Forgrs  Strength   Temp   Rain
Initial      8000      0   5418   2400      0   8000   2000  10000   1000   5000      0      0      0   0.00   0.00      0   0.00    0.0  0.000    0.0  0.000      0      0      0      0      0      5.000    0.000  0.000
01/01/2001   8605      0   5775   2581    285   9385   2048   9666    667   3334      0      0      0   0.00   0.00      0   0.00    0.0  0.000    0.0  0.000      0      0      0      0      0      5.000    0.690  0.000
01/02/2001   9210      0   6132   2763    570  10770   2096   9332    334   1668      0      0      0   0.00   0.00      0   0.00    0.0  0.000    0.0  0.000      0      0      0      0      0      5.000    1.560  2.275
01/03/2001   9815      0   6489   2944    855  12155   2145   9000      0      0      0      0      0   0.00   0.00      0   0.00    0.0  0.000    0.0  0.000      0      0      0      0      0      5.000    2.840  2.525
01/04/2001  10420      0   6846   3126   1140  13540   1860   7000      0      0      0      0      0   0.00   0.00      0   0.00    0.0  0.000    0.0  0.000      0      0      0      0      0      5.000    1.650  1.000
01/05/2001  11024      0   7203   3307   1425  14925   1575   5000      0      0      0      0      0   0.00   0.00      0   0.00    0.0  0.000    0.0  0.000      0      0      0      0      0      5.000    0.955  0.000
01/06/2001  11628      0   7560   3488   1710  15976   1290   3334      0      0      0      0      0   0.00   0.00      0   0.00    0.0  0.000    0.0  0.000      0      0      0      0      0      5.000   -0.285  0.000
01/07/2001  12232      0   7917   3669   2000  17027   1000   1668      0      0      0      0      0   0.00   0.00      0   0.00    0.0  0.000    0.0  0.000      0      0      0      0      0      5.000    1.595  0.000
01/08/2001  12836      0   8274   3850   2333  18080    667      0      0      0      0      0      0   0.00   0.00      0   0.00    0.0  0.000    0.0  0.000      0      0      0      0      0      5.000    3.045  0.000
01/09/2001  13440      0   8631   4032   2666  17465    334      0      0      0      0      0      0   0.00   0.00      0   0.00    0.0  0.000    0.0  0.000      0      0      0      0      0      5.000    1.870  0.000
01/10/2001  14044      0   8988   4213   3000  16850      0      0      0      0      0      0      0   0.00   0.00      0   0.00    0.0  0.000    0.0  0.000      0      0      0      0      0      5.000   -2.380  0.000
01/11/2001  14647      0   9345   4394   3000  16235      0      0      0      0      0      0      0   0.00   0.00      0   0.00    0.0  0.000    0.0  0.000      0      0      0      0      0      5.000    0.240  0.650
01/12/2001  15250      0   9702   4575   3000  15620      0      0      0      0      0      0      0   0.00   0.00      0   0.00    0.0  0.000    0.0  0.000      0      0      0      0      0      5.000    1.305  0.000
01/13/2001  15858      0  10064   4757   3000  15000      0      0      0      0      0      0      0   0.00   0.00      0   0.00    0.0  0.000    0.0  0.000      0      0      0      0      0      5.000    1.615  3.100
01/14/2001  17846      0  11806   5353   3000  13000      0      0      0      0      0      0      0   0.00   0.00      0   0.00    0.0  0.000    0.0  0.000      0      0      0      0      0      5.000    0.955  0.000
01/15/2001  20119    285  13548   6035   2715  11000      0      0      0      0      0      0      0   0.00   0.00      0   0.00    0.0  0.000    0.0  0.000      0      0      0      0      0      5.000    4.230  0.000
01/16/2001  22392    570  15290   6532   2430   9000      0      0      0      0      0      0      0   0.00   0.00      0   0.00    0.0  0.000    0.0  0.000      0      0      0      0      0      5.000    6.145  0.000
01/17/2001  24664    855  17032   6777   2145   7000      0      0      0      0      0      0      0   0.00   0.00      0   0.00    0.0  0.000    0.0  0.000      0      0      0      0      0      5.000    7.380  0.525
01/18/2001  26936   1140  18774   7022   1860   5000      0      0      0      0      0      0      0   0.00   0.00      0   0.00    0.0  0.000    0.0  0.000      0      0      0      0      0      5.000    3.690  0.000
