"CountyGroup","Historical_gen_1","Historical_gen_2","Historical_gen_3","Historical_gen_4","CountyGroup.1","X2040.s_gen_1","X2040.s_gen_2","X2040.s_gen_3","X2040.s_gen_4","CountyGroup.2","X2060.s_gen_1","X2060.s_gen_2","X2060.s_gen_3","X2060.s_gen_4","CountyGroup.3","X2080.s_gen_1","X2080.s_gen_2","X2080.s_gen_3","X2080.s_gen_4"
"warmer_total",9845.13518283499,10160.3170290428,8694.26070923397,NA,"warmer_total",9304.40005185308,10225.0243929875,10165.1020344854,4489.66730761175,"warmer_total",9702.02625579899,10096.7259798323,9950.36465391898,7964.89201882397,"warmer_total",9720.88026687052,10282.2982896985,9710.44339950172,8042.9685370055
"warmer_escape",7242.77468290799,5906.92227399333,988.845245662814,NA,"warmer_escape",5681.42210378,7494.86342685154,3144.18949016411,181.285153213184,"warmer_escape",5099.05531199506,7821.43154824538,4262.35587453606,696.831899360432,"warmer_escape",4196.54140971115,8139.1504272779,5138.55064312492,1380.98050104574
"colder_total",10102.4847758999,10289.1912353451,1848.70849012147,NA,"colder_total",9780.39260819841,10278.9726561228,8617.02132979036,NA,"colder_total",9801.22843088548,9978.89097358636,10125.485876986,1885.7828706866,"colder_total",9765.56225523783,10054.3877089914,9908.43286837102,5221.80491663582
"colder_escape",9011.31321340903,4616.63965524565,79.2760795342003,NA,"colder_escape",8170.15267366309,7229.29098605924,1276.09817148619,NA,"colder_escape",7693.63267599472,7893.17387815834,2587.78438116123,26.9437350804293,"colder_escape",6913.28276040757,8529.44600436158,3830.69491173335,309.762499518331
