lat,lon,cellid,stateid,apple,pears,walnut
48.40625,-122.40625,350106,53,0.002640,0.000000,0.000000
48.40625,-122.34375,350107,53,0.003525,0.000015,0.000000
48.40625,-120.78125,350132,53,0.000031,0.000977,0.000000
48.40625,-120.15625,350142,53,0.003296,0.007629,0.000000
48.40625,-120.09375,350143,53,0.000931,0.000092,0.000000
48.40625,-120.03125,350144,53,0.000916,0.000031,0.000000
48.40625,-119.78125,350148,53,0.000000,0.000031,0.000000
48.40625,-119.71875,350149,53,0.000015,0.000000,0.000000
48.40625,-119.65625,350150,53,0.003723,0.000443,0.000000
48.40625,-119.59375,350151,53,0.060486,0.017075,0.000000
48.40625,-119.53125,350152,53,0.087387,0.036942,0.000000
48.40625,-119.46875,350153,53,0.006668,0.003906,0.000000
48.40625,-119.40625,350154,53,0.000656,0.000061,0.000000
48.40625,-119.34375,350155,53,0.000488,0.000000,0.000000
48.40625,-119.28125,350156,53,0.000031,0.000000,0.000000
48.40625,-118.03125,350176,53,0.000015,0.000000,0.000000
48.34375,-122.46875,349169,53,0.000031,0.000000,0.000000
48.34375,-122.40625,349170,53,0.000748,0.000092,0.000000
48.34375,-122.34375,349171,53,0.001373,0.000107,0.000000
48.34375,-120.78125,349196,53,0.000000,0.000061,0.000000
48.34375,-120.71875,349197,53,0.000992,0.000229,0.000000
48.34375,-120.65625,349198,53,0.000351,0.000000,0.000000
48.34375,-120.15625,349206,53,0.000000,0.000153,0.000000
48.34375,-120.09375,349207,53,0.002899,0.000122,0.000000
48.34375,-120.03125,349208,53,0.003067,0.000168,0.000000
48.34375,-119.78125,349212,53,0.000046,0.000031,0.000000
48.34375,-119.71875,349213,53,0.010452,0.000320,0.000000
48.34375,-119.65625,349214,53,0.056335,0.001038,0.000000
48.34375,-119.59375,349215,53,0.030579,0.004456,0.000000
48.34375,-119.53125,349216,53,0.000259,0.000000,0.000000
48.34375,-119.46875,349217,53,0.005249,0.000031,0.000000
48.34375,-119.40625,349218,53,0.002502,0.000000,0.000000
48.34375,-119.34375,349219,53,0.000122,0.000000,0.000000
48.34375,-118.84375,349227,53,0.000031,0.000000,0.000000
48.34375,-117.65625,349246,53,0.000290,0.000000,0.000000
48.28125,-122.34375,348235,53,0.000092,0.000000,0.000000
48.28125,-122.09375,348239,53,0.000000,0.000000,0.000031
48.28125,-120.09375,348271,53,0.001968,0.000244,0.000000
48.28125,-120.03125,348272,53,0.000092,0.000046,0.000000
48.28125,-119.84375,348275,53,0.000931,0.000031,0.000000
48.28125,-119.78125,348276,53,0.003647,0.000595,0.000000
48.28125,-119.71875,348277,53,0.088943,0.004883,0.000000
48.28125,-119.65625,348278,53,0.067581,0.004364,0.000000
48.28125,-119.59375,348279,53,0.000381,0.000031,0.000000
48.28125,-119.46875,348281,53,0.000031,0.000000,0.000000
48.28125,-119.40625,348282,53,0.000854,0.000046,0.000000
48.28125,-119.34375,348283,53,0.000168,0.000031,0.000000
48.28125,-118.96875,348289,53,0.000076,0.000000,0.000000
48.28125,-118.90625,348290,53,0.000031,0.000000,0.000000
48.21875,-122.40625,347298,53,0.002686,0.000000,0.000000
48.21875,-122.34375,347299,53,0.007889,0.000000,0.000000
48.21875,-122.15625,347302,53,0.000015,0.000000,0.000000
48.21875,-120.46875,347329,53,0.000000,0.000015,0.000000
48.21875,-120.15625,347334,53,0.000275,0.000000,0.000000
48.21875,-120.09375,347335,53,0.001389,0.000137,0.000000
48.21875,-119.90625,347338,53,0.000031,0.000000,0.000000
48.21875,-119.84375,347339,53,0.000015,0.000000,0.000000
48.21875,-119.78125,347340,53,0.002060,0.000000,0.000000
48.21875,-119.71875,347341,53,0.117706,0.003677,0.000000
48.21875,-119.65625,347342,53,0.001587,0.000000,0.000000
48.21875,-119.59375,347343,53,0.000046,0.000015,0.000000
48.21875,-119.46875,347345,53,0.000046,0.000000,0.000000
48.21875,-119.40625,347346,53,0.000031,0.000031,0.000000
48.21875,-119.34375,347347,53,0.000214,0.000000,0.000000
48.21875,-119.28125,347348,53,0.003174,0.000031,0.000000
48.21875,-119.21875,347349,53,0.000122,0.000000,0.000000
48.21875,-118.96875,347353,53,0.000046,0.000000,0.000000
48.21875,-118.53125,347360,53,0.000031,0.000000,0.000000
48.15625,-120.09375,346399,53,0.008102,0.000519,0.000000
48.15625,-120.03125,346400,53,0.006546,0.003799,0.000000
48.15625,-119.96875,346401,53,0.000931,0.000351,0.000000
48.15625,-119.90625,346402,53,0.000214,0.000000,0.000000
48.15625,-119.84375,346403,53,0.000351,0.000000,0.000000
48.15625,-119.78125,346404,53,0.063904,0.000198,0.000000
48.15625,-119.71875,346405,53,0.210129,0.004578,0.000000
48.15625,-119.65625,346406,53,0.110535,0.002182,0.000000
48.15625,-119.59375,346407,53,0.000931,0.000076,0.000000
48.15625,-119.53125,346408,53,0.000397,0.000000,0.000000
48.15625,-119.46875,346409,53,0.000137,0.000000,0.000000
48.15625,-119.40625,346410,53,0.000168,0.000000,0.000000
48.15625,-119.34375,346411,53,0.000687,0.000000,0.000000
48.15625,-119.21875,346413,53,0.000122,0.000000,0.000000
48.15625,-119.03125,346416,53,0.000107,0.000000,0.000000
48.09375,-120.03125,345464,53,0.020813,0.005188,0.000000
48.09375,-119.96875,345465,53,0.041290,0.002701,0.000000
48.09375,-119.90625,345466,53,0.117264,0.002243,0.000000
48.09375,-119.84375,345467,53,0.160767,0.008072,0.000000
48.09375,-119.78125,345468,53,0.153397,0.001083,0.000000
48.09375,-119.71875,345469,53,0.307846,0.004471,0.000000
48.09375,-119.65625,345470,53,0.253571,0.008896,0.000000
48.09375,-119.59375,345471,53,0.033203,0.000046,0.000000
48.09375,-119.53125,345472,53,0.075150,0.000015,0.000000
48.09375,-119.46875,345473,53,0.000290,0.000000,0.000000
48.09375,-119.40625,345474,53,0.000153,0.000000,0.000000
48.09375,-119.34375,345475,53,0.003143,0.000076,0.000000
48.09375,-119.28125,345476,53,0.000244,0.000000,0.000000
48.09375,-119.21875,345477,53,0.000061,0.000000,0.000000
48.09375,-119.15625,345478,53,0.000076,0.000000,0.000000
48.09375,-119.09375,345479,53,0.000122,0.000000,0.000000
48.09375,-119.03125,345480,53,0.000809,0.000000,0.000000
48.09375,-118.34375,345491,53,0.000015,0.000000,0.000000
48.03125,-122.15625,344494,53,0.001251,0.000000,0.000000
48.03125,-119.96875,344529,53,0.011917,0.001114,0.000000
48.03125,-119.90625,344530,53,0.044235,0.002686,0.000000
