lat,lon,cellid,stateid,apple,pears,walnut
44.65625,-91.53125,294440,55,0.000259,0.000000,0.000000
44.65625,-91.46875,294441,55,0.000229,0.000000,0.000000
44.65625,-91.40625,294442,55,0.000198,0.000000,0.000000
44.65625,-91.34375,294443,55,0.000153,0.000000,0.000000
44.65625,-91.28125,294444,55,0.000137,0.000000,0.000000
44.65625,-89.96875,294465,55,0.000015,0.000000,0.000000
44.65625,-89.28125,294476,55,0.000015,0.000000,0.000000
44.65625,-86.21875,294525,26,0.000488,0.000000,0.000000
44.65625,-86.15625,294526,26,0.001938,0.000000,0.000000
44.65625,-86.09375,294527,26,0.005203,0.000046,0.000000
44.65625,-86.03125,294528,26,0.010956,0.000000,0.000000
44.65625,-85.96875,294529,26,0.000717,0.000000,0.000000
44.65625,-85.90625,294530,26,0.000198,0.000000,0.000000
44.65625,-85.84375,294531,26,0.001755,0.000137,0.000000
44.65625,-85.78125,294532,26,0.000290,0.000000,0.000000
44.65625,-85.71875,294533,26,0.000320,0.000000,0.000000
44.65625,-85.65625,294534,26,0.000504,0.000000,0.000000
44.65625,-85.59375,294535,26,0.008591,0.000000,0.000000
44.65625,-85.53125,294536,26,0.000320,0.000000,0.000000
44.65625,-84.71875,294549,26,0.000031,0.000000,0.000000
44.65625,-73.03125,294736,50,0.000229,0.000000,0.000000
44.65625,-72.40625,294746,50,0.000076,0.000000,0.000000
44.65625,-70.15625,294782,23,0.000153,0.000000,0.000000
44.65625,-70.09375,294783,23,0.000076,0.000000,0.000000
44.65625,-70.03125,294784,23,0.000137,0.000000,0.000000
44.65625,-69.84375,294787,23,0.000198,0.000000,0.000000
44.65625,-69.78125,294788,23,0.000168,0.000000,0.000000
44.65625,-69.71875,294789,23,0.001083,0.000000,0.000000
44.65625,-68.96875,294801,23,0.000046,0.000000,0.000000
44.65625,-68.84375,294803,23,0.000092,0.000000,0.000000
44.59375,-123.40625,292994,41,0.000000,0.000000,0.000046
44.59375,-123.21875,292997,41,0.000061,0.000000,0.000031
44.59375,-123.15625,292998,41,0.000000,0.000000,0.000046
44.59375,-123.03125,293000,41,0.000000,0.000000,0.000046
44.59375,-122.90625,293002,41,0.000000,0.000000,0.000168
44.59375,-122.84375,293003,41,0.000015,0.000000,0.000031
44.59375,-122.03125,293016,41,0.000000,0.000015,0.000000
44.59375,-121.53125,293024,41,0.000031,0.000000,0.000000
44.59375,-117.46875,293089,41,0.000061,0.000000,0.000000
44.59375,-94.15625,293462,27,0.000061,0.000000,0.000000
44.59375,-94.09375,293463,27,0.001556,0.000000,0.000000
44.59375,-94.03125,293464,27,0.000198,0.000000,0.000000
44.59375,-93.96875,293465,27,0.000107,0.000000,0.000000
44.59375,-93.90625,293466,27,0.000885,0.000000,0.000000
44.59375,-93.53125,293472,27,0.000046,0.000000,0.000000
44.59375,-93.46875,293473,27,0.000168,0.000000,0.000000
44.59375,-93.40625,293474,27,0.000046,0.000000,0.000000
44.59375,-92.71875,293485,27,0.000015,0.000000,0.000000
44.59375,-92.46875,293489,55,0.000092,0.000000,0.000000
44.59375,-92.03125,293496,55,0.000137,0.000000,0.000000
44.59375,-91.96875,293497,55,0.000015,0.000000,0.000000
44.59375,-91.90625,293498,55,0.000153,0.000000,0.000000
44.59375,-91.84375,293499,55,0.000580,0.000000,0.000000
44.59375,-91.78125,293500,55,0.000214,0.000000,0.000000
44.59375,-91.71875,293501,55,0.000168,0.000000,0.000000
44.59375,-91.65625,293502,55,0.000076,0.000000,0.000000
44.59375,-91.59375,293503,55,0.000107,0.000000,0.000000
44.59375,-91.53125,293504,55,0.000031,0.000000,0.000000
44.59375,-91.46875,293505,55,0.000092,0.000000,0.000000
44.59375,-91.40625,293506,55,0.000046,0.000000,0.000000
44.59375,-91.21875,293509,55,0.000046,0.000000,0.000000
44.59375,-91.03125,293512,55,0.000031,0.000000,0.000000
44.59375,-90.90625,293514,55,0.000031,0.000000,0.000000
44.59375,-90.03125,293528,55,0.000061,0.000000,0.000000
44.59375,-89.96875,293529,55,0.000015,0.000000,0.000000
44.59375,-89.90625,293530,55,0.000046,0.000000,0.000000
44.59375,-89.84375,293531,55,0.000046,0.000000,0.000000
44.59375,-86.21875,293589,26,0.000732,0.000107,0.000000
44.59375,-86.15625,293590,26,0.024551,0.000061,0.000000
44.59375,-86.09375,293591,26,0.006485,0.000107,0.000000
44.59375,-86.03125,293592,26,0.000168,0.000000,0.000000
44.59375,-85.96875,293593,26,0.000214,0.000000,0.000000
44.59375,-85.90625,293594,26,0.000397,0.000000,0.000000
44.59375,-85.78125,293596,26,0.000076,0.000000,0.000000
44.59375,-85.71875,293597,26,0.000244,0.000000,0.000000
44.59375,-85.65625,293598,26,0.000809,0.000000,0.000000
44.59375,-85.59375,293599,26,0.000122,0.000000,0.000000
44.59375,-85.53125,293600,26,0.000046,0.000000,0.000000
44.59375,-85.46875,293601,26,0.000015,0.000000,0.000000
44.59375,-75.15625,293766,36,0.000031,0.000000,0.000000
44.59375,-73.53125,293792,36,0.003372,0.000000,0.000000
44.59375,-73.46875,293793,36,0.000244,0.000000,0.000000
44.59375,-72.59375,293807,50,0.000076,0.000000,0.000000
44.59375,-70.21875,293845,23,0.000076,0.000000,0.000000
44.59375,-70.15625,293846,23,0.000244,0.000000,0.000000
44.59375,-69.78125,293852,23,0.000229,0.000000,0.000000
44.59375,-69.71875,293853,23,0.000046,0.000000,0.000000
44.59375,-69.65625,293854,23,0.000031,0.000000,0.000000
44.53125,-123.40625,292058,41,0.000000,0.000000,0.000031
44.53125,-123.34375,292059,41,0.000000,0.000000,0.000229
44.53125,-123.28125,292060,41,0.000000,0.000000,0.000107
44.53125,-123.21875,292061,41,0.000000,0.000000,0.000305
44.53125,-123.15625,292062,41,0.000000,0.000000,0.000046
44.53125,-123.09375,292063,41,0.000000,0.000000,0.000031
44.53125,-122.84375,292067,41,0.000000,0.000000,0.000153
44.53125,-122.34375,292075,41,0.000000,0.000015,0.000000
44.53125,-116.71875,292165,16,0.000198,0.000000,0.000000
44.53125,-94.09375,292527,27,0.000610,0.000000,0.000000
44.53125,-94.03125,292528,27,0.000610,0.000000,0.000000
44.53125,-93.96875,292529,27,0.000366,0.000000,0.000000
44.53125,-93.90625,292530,27,0.000824,0.000000,0.000000
44.53125,-93.40625,292538,27,0.000061,0.000000,0.000000
44.53125,-92.78125,292548,27,0.000061,0.000000,0.000000
44.53125,-92.71875,292549,27,0.000061,0.000000,0.000000
44.53125,-92.65625,292550,27,0.000031,0.000000,0.000000
44.53125,-92.46875,292553,27,0.000229,0.000000,0.000000
44.53125,-92.40625,292554,27,0.000046,0.000000,0.000000
44.53125,-92.21875,292557,55,0.000122,0.000000,0.000000
44.53125,-92.09375,292559,55,0.000061,0.000000,0.000000
44.53125,-92.03125,292560,55,0.000046,0.000000,0.000000
44.53125,-91.90625,292562,55,0.000183,0.000000,0.000000
44.53125,-91.84375,292563,55,0.000443,0.000000,0.000000
44.53125,-91.78125,292564,55,0.000305,0.000000,0.000000
44.53125,-91.71875,292565,55,0.000168,0.000000,0.000000
44.53125,-91.65625,292566,55,0.000015,0.000000,0.000000
44.53125,-91.59375,292567,55,0.000046,0.000000,0.000000
44.53125,-91.53125,292568,55,0.000076,0.000000,0.000000
44.53125,-91.46875,292569,55,0.000031,0.000000,0.000000
44.53125,-91.15625,292574,55,0.000061,0.000000,0.000000
44.53125,-90.90625,292578,55,0.000092,0.000000,0.000000
44.53125,-90.84375,292579,55,0.000061,0.000000,0.000000
44.53125,-90.71875,292581,55,0.000031,0.000000,0.000000
44.53125,-90.40625,292586,55,0.000046,0.000000,0.000000
44.53125,-90.09375,292591,55,0.000015,0.000000,0.000000
44.53125,-90.03125,292592,55,0.000015,0.000000,0.000000
44.53125,-89.78125,292596,55,0.000031,0.000000,0.000000
44.53125,-88.15625,292622,55,0.000443,0.000000,0.000000
44.53125,-86.21875,292653,26,0.003845,0.000092,0.000000
44.53125,-86.15625,292654,26,0.041458,0.000839,0.000000
44.53125,-86.09375,292655,26,0.013351,0.000000,0.000000
44.53125,-86.03125,292656,26,0.000702,0.000000,0.000000
44.53125,-85.96875,292657,26,0.000229,0.000000,0.000000
44.53125,-85.90625,292658,26,0.000290,0.000000,0.000000
44.53125,-85.84375,292659,26,0.000046,0.000000,0.000000
44.53125,-85.78125,292660,26,0.000168,0.000000,0.000000
44.53125,-85.71875,292661,26,0.000214,0.000000,0.000000
44.53125,-73.53125,292856,36,0.003204,0.000000,0.000000
44.53125,-73.46875,292857,36,0.000854,0.000000,0.000000
44.53125,-73.40625,292858,36,0.000046,0.000000,0.000000
44.53125,-70.46875,292905,23,0.000046,0.000000,0.000000
44.53125,-70.28125,292908,23,0.000046,0.000000,0.000000
44.53125,-70.21875,292909,23,0.000122,0.000000,0.000000
44.53125,-70.15625,292910,23,0.000046,0.000000,0.000000
44.53125,-70.09375,292911,23,0.000061,0.000000,0.000000
44.53125,-70.03125,292912,23,0.000473,0.000000,0.000000
44.53125,-69.96875,292913,23,0.000031,0.000000,0.000000
44.53125,-69.71875,292917,23,0.000046,0.000000,0.000000
44.53125,-69.40625,292922,23,0.000137,0.000000,0.000000
44.53125,-69.21875,292925,23,0.000076,0.000000,0.000000
44.53125,-68.84375,292931,23,0.000244,0.000000,0.000000
44.46875,-123.34375,291123,41,0.000000,0.000000,0.000305
44.46875,-123.28125,291124,41,0.000000,0.000000,0.000015
44.46875,-123.21875,291125,41,0.000000,0.000000,0.000122
44.46875,-121.65625,291150,41,0.000565,0.000000,0.000000
44.46875,-94.09375,291591,27,0.000137,0.000000,0.000000
44.46875,-94.03125,291592,27,0.000122,0.000000,0.000000
44.46875,-93.96875,291593,27,0.000305,0.000000,0.000000
44.46875,-93.90625,291594,27,0.000275,0.000000,0.000000
44.46875,-93.65625,291598,27,0.000031,0.000000,0.000000
44.46875,-93.59375,291599,27,0.000061,0.000000,0.000000
44.46875,-93.34375,291603,27,0.000183,0.000000,0.000000
44.46875,-92.53125,291616,27,0.000046,0.000000,0.000000
44.46875,-92.46875,291617,27,0.000061,0.000000,0.000000
44.46875,-92.40625,291618,27,0.000336,0.000000,0.000000
44.46875,-92.21875,291621,55,0.000061,0.000000,0.000000
44.46875,-92.15625,291622,55,0.000076,0.000000,0.000000
44.46875,-92.03125,291624,55,0.000031,0.000000,0.000000
44.46875,-91.96875,291625,55,0.000031,0.000000,0.000000
44.46875,-91.90625,291626,55,0.000092,0.000000,0.000000
44.46875,-91.78125,291628,55,0.000031,0.000000,0.000000
44.46875,-91.53125,291632,55,0.000168,0.000000,0.000000
44.46875,-91.46875,291633,55,0.000046,0.000000,0.000000
44.46875,-91.40625,291634,55,0.000046,0.000000,0.000000
44.46875,-91.34375,291635,55,0.000122,0.000000,0.000000
44.46875,-91.28125,291636,55,0.000031,0.000000,0.000000
44.46875,-91.03125,291640,55,0.000031,0.000000,0.000000
44.46875,-89.96875,291657,55,0.000046,0.000000,0.000000
44.46875,-89.40625,291666,55,0.000031,0.000000,0.000000
44.46875,-86.28125,291716,26,0.000107,0.000000,0.000000
44.46875,-86.21875,291717,26,0.026657,0.000031,0.000000
44.46875,-86.15625,291718,26,0.014786,0.000061,0.000000
44.46875,-86.09375,291719,26,0.005081,0.000000,0.000000
44.46875,-86.03125,291720,26,0.001144,0.000031,0.000000
44.46875,-85.90625,291722,26,0.001160,0.000000,0.000000
44.46875,-85.84375,291723,26,0.000244,0.000000,0.000000
44.46875,-85.78125,291724,26,0.000015,0.000000,0.000000
44.46875,-85.71875,291725,26,0.000198,0.000000,0.000000
44.46875,-85.65625,291726,26,0.000046,0.000000,0.000000
44.46875,-84.21875,291749,26,0.000015,0.000000,0.000000
44.46875,-84.09375,291751,26,0.000031,0.000000,0.000000
44.46875,-84.03125,291752,26,0.000061,0.000000,0.000000
44.46875,-75.71875,291885,36,0.000168,0.000000,0.000000
44.46875,-73.59375,291919,36,0.000244,0.000000,0.000000
44.46875,-73.46875,291921,36,0.000366,0.000000,0.000000
44.46875,-73.40625,291922,36,0.000107,0.000000,0.000000
44.46875,-70.28125,291972,23,0.000046,0.000000,0.000000
44.46875,-70.21875,291973,23,0.000031,0.000000,0.000000
44.46875,-70.15625,291974,23,0.000259,0.000000,0.000000
44.46875,-70.09375,291975,23,0.000107,0.000000,0.000000
44.46875,-70.03125,291976,23,0.000046,0.000000,0.000000
44.46875,-69.96875,291977,23,0.000336,0.000000,0.000000
44.46875,-69.90625,291978,23,0.000717,0.000000,0.000000
44.46875,-69.84375,291979,23,0.004898,0.000000,0.000000
44.46875,-69.65625,291982,23,0.000061,0.000000,0.000000
44.46875,-69.59375,291983,23,0.002014,0.000000,0.000000
44.46875,-69.40625,291986,23,0.000061,0.000000,0.000000
44.46875,-69.34375,291987,23,0.000122,0.000000,0.000000
44.40625,-123.34375,290187,41,0.000000,0.000000,0.000076
44.40625,-123.28125,290188,41,0.000000,0.000000,0.000092
44.40625,-123.21875,290189,41,0.000000,0.000000,0.000092
44.40625,-123.15625,290190,41,0.000000,0.000000,0.000031
44.40625,-123.09375,290191,41,0.000000,0.000000,0.000031
44.40625,-123.03125,290192,41,0.000000,0.000000,0.000046
44.40625,-122.96875,290193,41,0.000000,0.000000,0.000031
44.40625,-94.03125,290656,27,0.000061,0.000000,0.000000
44.40625,-93.96875,290657,27,0.000153,0.000000,0.000000
44.40625,-93.84375,290659,27,0.000153,0.000000,0.000000
44.40625,-93.78125,290660,27,0.000320,0.000000,0.000000
44.40625,-93.40625,290666,27,0.000092,0.000000,0.000000
44.40625,-93.34375,290667,27,0.000076,0.000000,0.000000
44.40625,-92.84375,290675,27,0.000092,0.000000,0.000000
44.40625,-92.71875,290677,27,0.000061,0.000000,0.000000
44.40625,-92.65625,290678,27,0.000168,0.000000,0.000000
44.40625,-92.59375,290679,27,0.000015,0.000000,0.000000
44.40625,-92.46875,290681,27,0.000061,0.000000,0.000000
44.40625,-92.40625,290682,27,0.000168,0.000000,0.000000
44.40625,-92.34375,290683,27,0.000107,0.000000,0.000000
44.40625,-92.28125,290684,27,0.000473,0.000000,0.000000
44.40625,-92.21875,290685,27,0.000061,0.000000,0.000000
44.40625,-92.15625,290686,27,0.000351,0.000000,0.000000
44.40625,-92.09375,290687,27,0.000122,0.000000,0.000000
44.40625,-91.96875,290689,55,0.000061,0.000000,0.000000
44.40625,-91.90625,290690,55,0.000015,0.000000,0.000000
44.40625,-91.78125,290692,55,0.000076,0.000000,0.000000
44.40625,-91.40625,290698,55,0.000031,0.000000,0.000000
44.40625,-91.21875,290701,55,0.000046,0.000000,0.000000
44.40625,-90.90625,290706,55,0.000031,0.000000,0.000000
44.40625,-90.03125,290720,55,0.000076,0.000000,0.000000
44.40625,-89.71875,290725,55,0.000031,0.000000,0.000000
44.40625,-89.65625,290726,55,0.000275,0.000000,0.000000
44.40625,-89.34375,290731,55,0.000031,0.000000,0.000000
44.40625,-86.21875,290781,26,0.045303,0.000015,0.000000
44.40625,-86.15625,290782,26,0.012466,0.000061,0.000000
44.40625,-86.09375,290783,26,0.005432,0.000000,0.000000
44.40625,-86.03125,290784,26,0.000168,0.000000,0.000000
44.40625,-85.96875,290785,26,0.000015,0.000000,0.000000
44.40625,-85.90625,290786,26,0.000031,0.000000,0.000000
44.40625,-85.34375,290795,26,0.000031,0.000000,0.000000
44.40625,-85.09375,290799,26,0.000000,0.000015,0.000000
44.40625,-83.96875,290817,26,0.000015,0.000000,0.000000
44.40625,-74.15625,290974,36,0.000137,0.000000,0.000000
44.40625,-73.40625,290986,36,0.000275,0.000000,0.000000
44.40625,-70.46875,291033,23,0.000168,0.000000,0.000000
44.40625,-70.34375,291035,23,0.000427,0.000000,0.000000
44.40625,-70.28125,291036,23,0.001892,0.000000,0.000000
44.40625,-70.21875,291037,23,0.002411,0.000000,0.000000
44.40625,-70.15625,291038,23,0.000122,0.000000,0.000000
44.40625,-70.09375,291039,23,0.001114,0.000000,0.000000
44.40625,-70.03125,291040,23,0.002335,0.000000,0.000000
44.40625,-69.96875,291041,23,0.001999,0.000000,0.000000
44.40625,-69.90625,291042,23,0.000595,0.000000,0.000000
44.40625,-69.84375,291043,23,0.014511,0.000000,0.000000
44.40625,-69.03125,291056,23,0.000046,0.000000,0.000000
44.34375,-123.40625,289250,41,0.000000,0.000000,0.000046
44.34375,-123.28125,289252,41,0.000000,0.000000,0.000046
44.34375,-123.21875,289253,41,0.000000,0.000000,0.000183
44.34375,-121.15625,289286,41,0.000031,0.000000,0.000000
44.34375,-94.03125,289720,27,0.000061,0.000000,0.000000
44.34375,-93.96875,289721,27,0.000336,0.000000,0.000000
44.34375,-93.78125,289724,27,0.000137,0.000000,0.000000
44.34375,-93.53125,289728,27,0.000290,0.000000,0.000000
44.34375,-93.40625,289730,27,0.000031,0.000000,0.000000
44.34375,-93.34375,289731,27,0.000076,0.000000,0.000000
44.34375,-92.71875,289741,27,0.000015,0.000000,0.000000
44.34375,-92.65625,289742,27,0.000061,0.000000,0.000000
44.34375,-92.59375,289743,27,0.000015,0.000000,0.000000
44.34375,-92.46875,289745,27,0.000198,0.000000,0.000000
44.34375,-92.40625,289746,27,0.000076,0.000000,0.000000
44.34375,-92.34375,289747,27,0.000092,0.000000,0.000000
44.34375,-92.28125,289748,27,0.000092,0.000000,0.000000
44.34375,-92.21875,289749,27,0.000198,0.000000,0.000000
44.34375,-92.15625,289750,27,0.000305,0.000000,0.000000
44.34375,-91.40625,289762,55,0.000168,0.000000,0.000000
44.34375,-91.34375,289763,55,0.000046,0.000000,0.000000
44.34375,-91.28125,289764,55,0.000031,0.000000,0.000000
44.34375,-91.21875,289765,55,0.000031,0.000000,0.000000
44.34375,-90.28125,289780,55,0.000137,0.000000,0.000000
44.34375,-90.21875,289781,55,0.000076,0.000000,0.000000
44.34375,-90.03125,289784,55,0.000137,0.000000,0.000000
44.34375,-86.28125,289844,26,0.000351,0.000000,0.000000
44.34375,-86.21875,289845,26,0.005264,0.000046,0.000000
44.34375,-86.15625,289846,26,0.003220,0.000031,0.000000
44.34375,-86.09375,289847,26,0.001297,0.000000,0.000000
44.34375,-86.03125,289848,26,0.000137,0.000000,0.000000
44.34375,-85.96875,289849,26,0.000092,0.000000,0.000000
44.34375,-85.21875,289861,26,0.000015,0.000000,0.000000
44.34375,-85.15625,289862,26,0.000000,0.000015,0.000000
44.34375,-84.21875,289877,26,0.000198,0.000000,0.000000
44.34375,-84.15625,289878,26,0.000015,0.000000,0.000000
44.34375,-83.96875,289881,26,0.000015,0.000000,0.000000
44.34375,-73.46875,290049,36,0.000168,0.000000,0.000000
44.34375,-73.40625,290050,36,0.000366,0.000000,0.000000
44.34375,-70.65625,290094,23,0.000061,0.000000,0.000000
44.34375,-70.46875,290097,23,0.000137,0.000000,0.000000
44.34375,-70.28125,290100,23,0.000351,0.000000,0.000000
44.34375,-70.21875,290101,23,0.000610,0.000000,0.000000
44.34375,-70.15625,290102,23,0.000244,0.000000,0.000000
44.34375,-70.09375,290103,23,0.003494,0.000000,0.000000
44.34375,-70.03125,290104,23,0.005234,0.000000,0.000000
44.34375,-69.96875,290105,23,0.003403,0.000000,0.000000
44.34375,-69.90625,290106,23,0.009460,0.000000,0.000000
44.34375,-69.84375,290107,23,0.016846,0.000000,0.000000
44.34375,-69.71875,290109,23,0.000046,0.000000,0.000000
44.28125,-123.40625,288314,41,0.000000,0.000000,0.000015
44.28125,-123.34375,288315,41,0.000000,0.000000,0.000031
44.28125,-123.28125,288316,41,0.000000,0.000000,0.000061
44.28125,-123.21875,288317,41,0.000000,0.000000,0.000031
44.28125,-116.96875,288417,16,0.000031,0.000000,0.000000
44.28125,-116.84375,288419,16,0.000046,0.000000,0.000000
44.28125,-93.78125,288788,27,0.000046,0.000000,0.000000
44.28125,-93.65625,288790,27,0.000031,0.000000,0.000000
44.28125,-93.59375,288791,27,0.000107,0.000000,0.000000
44.28125,-93.53125,288792,27,0.000198,0.000000,0.000000
44.28125,-93.40625,288794,27,0.000092,0.000000,0.000000
44.28125,-92.90625,288802,27,0.000015,0.000000,0.000000
44.28125,-92.84375,288803,27,0.000061,0.000000,0.000000
44.28125,-92.71875,288805,27,0.000031,0.000000,0.000000
44.28125,-92.53125,288808,27,0.000076,0.000000,0.000000
44.28125,-92.46875,288809,27,0.000107,0.000000,0.000000
44.28125,-92.40625,288810,27,0.000015,0.000000,0.000000
44.28125,-92.34375,288811,27,0.000015,0.000000,0.000000
44.28125,-92.21875,288813,27,0.000076,0.000000,0.000000
44.28125,-92.15625,288814,27,0.000061,0.000000,0.000000
44.28125,-91.78125,288820,55,0.000015,0.000000,0.000000
44.28125,-91.40625,288826,55,0.000061,0.000000,0.000000
44.28125,-91.34375,288827,55,0.000031,0.000000,0.000000
44.28125,-91.21875,288829,55,0.000046,0.000000,0.000000
44.28125,-90.53125,288840,55,0.000061,0.000000,0.000000
44.28125,-90.34375,288843,55,0.000015,0.000000,0.000000
44.28125,-90.28125,288844,55,0.000031,0.000000,0.000000
44.28125,-89.78125,288852,55,0.000031,0.000000,0.000000
44.28125,-86.34375,288907,26,0.000336,0.000000,0.000000
44.28125,-86.28125,288908,26,0.006165,0.000000,0.000000
44.28125,-86.21875,288909,26,0.002487,0.000000,0.000000
44.28125,-86.15625,288910,26,0.001480,0.000000,0.000000
44.28125,-86.09375,288911,26,0.000214,0.000000,0.000000
44.28125,-85.96875,288913,26,0.000061,0.000000,0.000000
44.28125,-85.90625,288914,26,0.000076,0.000000,0.000000
44.28125,-85.40625,288922,26,0.000046,0.000000,0.000000
44.28125,-85.03125,288928,26,0.000000,0.000046,0.000000
44.28125,-84.34375,288939,26,0.000244,0.000000,0.000000
44.28125,-84.28125,288940,26,0.000259,0.000000,0.000000
44.28125,-84.21875,288941,26,0.000107,0.000000,0.000000
44.28125,-84.03125,288944,26,0.000031,0.000000,0.000000
44.28125,-83.78125,288948,26,0.000000,0.000031,0.000000
44.28125,-73.40625,289114,36,0.000153,0.000000,0.000000
44.28125,-70.59375,289159,23,0.000076,0.000000,0.000000
44.28125,-70.46875,289161,23,0.000015,0.000000,0.000000
44.28125,-70.40625,289162,23,0.003601,0.000000,0.000000
44.28125,-70.34375,289163,23,0.003036,0.000000,0.000000
44.28125,-70.28125,289164,23,0.000473,0.000000,0.000000
44.28125,-70.21875,289165,23,0.000092,0.000000,0.000000
44.28125,-70.15625,289166,23,0.000061,0.000000,0.000000
44.28125,-70.09375,289167,23,0.002914,0.000000,0.000000
44.28125,-70.03125,289168,23,0.014877,0.000000,0.000000
44.28125,-69.96875,289169,23,0.013397,0.000000,0.000000
44.28125,-69.90625,289170,23,0.009308,0.000000,0.000000
44.28125,-69.84375,289171,23,0.000092,0.000000,0.000000
44.21875,-117.03125,287480,41,0.000061,0.000000,0.000000
44.21875,-116.96875,287481,41,0.000931,0.000015,0.000000
44.21875,-116.90625,287482,16,0.000031,0.000000,0.000000
44.21875,-93.53125,287856,27,0.000427,0.000000,0.000000
44.21875,-92.78125,287868,27,0.000076,0.000000,0.000000
44.21875,-92.53125,287872,27,0.000046,0.000000,0.000000
44.21875,-91.40625,287890,55,0.000076,0.000000,0.000000
44.21875,-91.34375,287891,55,0.000046,0.000000,0.000000
44.21875,-91.21875,287893,55,0.000031,0.000000,0.000000
44.21875,-91.15625,287894,55,0.000061,0.000000,0.000000
44.21875,-91.09375,287895,55,0.000031,0.000000,0.000000
44.21875,-91.03125,287896,55,0.000107,0.000000,0.000000
44.21875,-90.96875,287897,55,0.000259,0.000000,0.000000
44.21875,-89.65625,287918,55,0.000061,0.000000,0.000000
44.21875,-86.34375,287971,26,0.001572,0.000000,0.000000
44.21875,-86.28125,287972,26,0.009384,0.000000,0.000000
44.21875,-86.21875,287973,26,0.000031,0.000000,0.000000
44.21875,-85.40625,287986,26,0.000381,0.000000,0.000000
44.21875,-85.34375,287987,26,0.000000,0.000061,0.000000
44.21875,-85.28125,287988,26,0.000000,0.000046,0.000000
44.21875,-85.21875,287989,26,0.000000,0.000061,0.000000
44.21875,-84.96875,287993,26,0.000031,0.000031,0.000000
44.21875,-84.34375,288003,26,0.000229,0.000000,0.000000
44.21875,-84.28125,288004,26,0.003891,0.000031,0.000000
44.21875,-84.21875,288005,26,0.001892,0.000000,0.000000
44.21875,-84.15625,288006,26,0.000229,0.000000,0.000000
44.21875,-83.84375,288011,26,0.000000,0.000046,0.000000
44.21875,-83.78125,288012,26,0.000000,0.000031,0.000000
44.21875,-83.71875,288013,26,0.000000,0.000015,0.000000
44.21875,-76.21875,288133,36,0.000031,0.000000,0.000000
44.21875,-76.15625,288134,36,0.000061,0.000000,0.000000
44.21875,-73.53125,288176,36,0.000092,0.000000,0.000000
44.21875,-73.46875,288177,36,0.000351,0.000000,0.000000
44.21875,-70.71875,288221,23,0.000061,0.000000,0.000000
44.21875,-70.65625,288222,23,0.001801,0.000000,0.000000
44.21875,-70.59375,288223,23,0.000076,0.000000,0.000000
44.21875,-70.46875,288225,23,0.000122,0.000000,0.000000
44.21875,-70.40625,288226,23,0.000458,0.000000,0.000000
44.21875,-70.34375,288227,23,0.003799,0.000000,0.000000
44.21875,-70.28125,288228,23,0.000977,0.000000,0.000000
44.21875,-70.21875,288229,23,0.000214,0.000000,0.000000
44.21875,-70.15625,288230,23,0.000031,0.000000,0.000000
44.21875,-70.09375,288231,23,0.002350,0.000000,0.000000
44.21875,-70.03125,288232,23,0.008972,0.000000,0.000000
44.21875,-69.96875,288233,23,0.008835,0.000000,0.000000
44.21875,-69.90625,288234,23,0.002457,0.000000,0.000000
44.21875,-69.78125,288236,23,0.000183,0.000000,0.000000
44.21875,-69.53125,288240,23,0.000244,0.000000,0.000000
44.15625,-123.15625,286446,41,0.000000,0.000000,0.000031
44.15625,-122.46875,286457,41,0.000000,0.000031,0.000000
44.15625,-122.15625,286462,41,0.000000,0.000031,0.000000
44.15625,-116.96875,286545,41,0.000336,0.000000,0.000000
44.15625,-116.90625,286546,41,0.002884,0.000000,0.000000
44.15625,-116.84375,286547,16,0.000046,0.000000,0.000000
44.15625,-93.59375,286919,27,0.000107,0.000000,0.000000
44.15625,-93.53125,286920,27,0.000046,0.000000,0.000000
44.15625,-93.46875,286921,27,0.000076,0.000000,0.000000
44.15625,-91.46875,286953,55,0.000031,0.000000,0.000000
44.15625,-91.40625,286954,55,0.000046,0.000000,0.000000
44.15625,-91.34375,286955,55,0.000031,0.000000,0.000000
44.15625,-91.28125,286956,55,0.000046,0.000000,0.000000
44.15625,-91.21875,286957,55,0.000092,0.000000,0.000000
44.15625,-91.15625,286958,55,0.000153,0.000000,0.000000
44.15625,-91.09375,286959,55,0.000275,0.000000,0.000000
44.15625,-91.03125,286960,55,0.000946,0.000000,0.000000
44.15625,-90.96875,286961,55,0.000488,0.000000,0.000000
44.15625,-90.90625,286962,55,0.000519,0.000000,0.000000
44.15625,-90.84375,286963,55,0.000610,0.000000,0.000000
44.15625,-90.28125,286972,55,0.000046,0.000000,0.000000
44.15625,-86.40625,287034,26,0.000046,0.000000,0.000000
44.15625,-86.34375,287035,26,0.005203,0.000000,0.000000
44.15625,-86.28125,287036,26,0.002609,0.000000,0.000000
44.15625,-86.21875,287037,26,0.000290,0.000000,0.000000
44.15625,-86.15625,287038,26,0.000641,0.000000,0.000000
44.15625,-86.09375,287039,26,0.000015,0.000000,0.000000
44.15625,-86.03125,287040,26,0.000046,0.000000,0.000000
44.15625,-85.90625,287042,26,0.000031,0.000000,0.000000
44.15625,-85.84375,287043,26,0.000015,0.000000,0.000000
44.15625,-85.65625,287046,26,0.000061,0.000000,0.000000
44.15625,-85.40625,287050,26,0.000000,0.000015,0.000000
44.15625,-85.34375,287051,26,0.000031,0.000031,0.000000
44.15625,-85.28125,287052,26,0.000000,0.000107,0.000000
