"location","elevation","state_fips","state","lat","long","biofix"
"38.03125_-121.53125",-4.4,"06","CA",38.03125,-121.53125,193.88905890625
"38.09375_-120.90625",75,"06","CA",38.09375,-120.90625,190.17659765625
"38.09375_-120.96875",66.6,"06","CA",38.09375,-120.96875,190.46807765625
"38.09375_-121.03125",61.2,"06","CA",38.09375,-121.03125,190.65545765625
"38.09375_-121.09375",36.2,"06","CA",38.09375,-121.09375,191.52295765625
"38.09375_-121.15625",23.5,"06","CA",38.09375,-121.15625,191.96364765625
"38.09375_-121.21875",16.7,"06","CA",38.09375,-121.21875,192.19960765625
"38.09375_-121.28125",10.9,"06","CA",38.09375,-121.28125,192.40086765625
"38.09375_-121.34375",5,"06","CA",38.09375,-121.34375,192.60559765625
"38.09375_-121.40625",-0.2,"06","CA",38.09375,-121.40625,192.78603765625
"38.09375_-121.46875",-4.4,"06","CA",38.09375,-121.46875,192.93177765625
"38.15625_-121.09375",42.4,"06","CA",38.15625,-121.09375,190.35581765625
"38.15625_-121.15625",26.2,"06","CA",38.15625,-121.15625,190.91795765625
"38.15625_-121.21875",21.1,"06","CA",38.15625,-121.21875,191.09492765625
"38.15625_-121.28125",15.2,"06","CA",38.15625,-121.28125,191.29965765625
"38.15625_-121.34375",8.1,"06","CA",38.15625,-121.34375,191.54602765625
"38.15625_-121.40625",1.7,"06","CA",38.15625,-121.40625,191.76810765625
"38.15625_-121.46875",-3.4,"06","CA",38.15625,-121.46875,191.94507765625
"38.15625_-121.59375",-4,"06","CA",38.15625,-121.59375,191.96589765625
"38.21875_-121.03125",56.2,"06","CA",38.21875,-121.03125,188.93023890625
"38.21875_-121.09375",44,"06","CA",38.21875,-121.09375,189.35357890625
"38.21875_-121.15625",33.2,"06","CA",38.21875,-121.15625,189.72833890625
"38.21875_-121.21875",23.4,"06","CA",38.21875,-121.21875,190.06839890625
"38.21875_-121.28125",15.3,"06","CA",38.21875,-121.28125,190.34946890625
"38.21875_-121.34375",8.3,"06","CA",38.21875,-121.34375,190.59236890625
"38.21875_-121.40625",2.6,"06","CA",38.21875,-121.40625,190.79015890625
"38.21875_-121.46875",-1.3,"06","CA",38.21875,-121.46875,190.92548890625
"38.21875_-121.53125",-1.6,"06","CA",38.21875,-121.53125,190.93589890625
"38.21875_-121.59375",-3,"06","CA",38.21875,-121.59375,190.98447890625
"38.21875_-121.65625",-2.4,"06","CA",38.21875,-121.65625,190.96365890625
"38.28125_-120.96875",85.5,"06","CA",38.28125,-120.96875,186.97209140625
"38.28125_-121.09375",52.6,"06","CA",38.28125,-121.09375,188.11372140625
"38.28125_-121.15625",38.4,"06","CA",38.28125,-121.15625,188.60646140625
"38.28125_-121.21875",24.5,"06","CA",38.28125,-121.21875,189.08879140625
"38.28125_-121.28125",16.6,"06","CA",38.28125,-121.28125,189.36292140625
"38.28125_-121.34375",9,"06","CA",38.28125,-121.34375,189.62664140625
"38.28125_-121.40625",4.5,"06","CA",38.28125,-121.40625,189.78279140625
"38.28125_-121.46875",1.4,"06","CA",38.28125,-121.46875,189.89036140625
"38.28125_-121.53125",-1.2,"06","CA",38.28125,-121.53125,189.98058140625
"38.28125_-121.59375",-1.3,"06","CA",38.28125,-121.59375,189.98405140625
"38.28125_-121.65625",-0.9,"06","CA",38.28125,-121.65625,189.97017140625
"38.34375_-121.28125",17,"06","CA",38.34375,-121.28125,188.41288515625
"38.34375_-121.34375",11.5,"06","CA",38.34375,-121.34375,188.60373515625
"38.34375_-121.40625",7.4,"06","CA",38.34375,-121.40625,188.74600515625
"38.34375_-121.53125",0.9,"06","CA",38.34375,-121.53125,188.97155515625
"38.34375_-121.59375",0.4,"06","CA",38.34375,-121.59375,188.98890515625
"38.40625_-121.28125",21.1,"06","CA",38.40625,-121.28125,187.33974015625
"38.40625_-121.34375",16.8,"06","CA",38.40625,-121.34375,187.48895015625
"38.40625_-121.53125",1.3,"06","CA",38.40625,-121.53125,188.02680015625
"38.40625_-121.90625",23.2,"06","CA",38.40625,-121.90625,187.26687015625
"38.46875_-121.15625",42.6,"06","CA",38.46875,-121.15625,185.66809640625
"38.46875_-121.21875",33.5,"06","CA",38.46875,-121.21875,185.98386640625
"38.46875_-121.28125",28.2,"06","CA",38.46875,-121.28125,186.16777640625
"38.46875_-121.65625",4.3,"06","CA",38.46875,-121.65625,186.99710640625
"38.46875_-121.71875",8.9,"06","CA",38.46875,-121.71875,186.83748640625
"38.46875_-121.78125",14.9,"06","CA",38.46875,-121.78125,186.62928640625
"38.46875_-121.84375",21.1,"06","CA",38.46875,-121.84375,186.41414640625
"38.46875_-121.90625",27,"06","CA",38.46875,-121.90625,186.20941640625
"38.46875_-121.96875",48.2,"06","CA",38.46875,-121.96875,185.47377640625
"38.46875_-122.03125",120.3,"06","CA",38.46875,-122.03125,182.97190640625
"38.53125_-121.65625",5.3,"06","CA",38.53125,-121.65625,186.04209390625
"38.53125_-121.71875",11.3,"06","CA",38.53125,-121.71875,185.83389390625
"38.53125_-121.78125",16.7,"06","CA",38.53125,-121.78125,185.64651390625
"38.53125_-121.84375",23.6,"06","CA",38.53125,-121.84375,185.40708390625
"38.53125_-121.90625",31,"06","CA",38.53125,-121.90625,185.15030390625
"38.53125_-121.96875",41.4,"06","CA",38.53125,-121.96875,184.78942390625
"38.53125_-122.03125",107.8,"06","CA",38.53125,-122.03125,182.48534390625
"38.59375_-121.46875",9.3,"06","CA",38.59375,-121.46875,184.98826265625
"38.59375_-121.59375",2.9,"06","CA",38.59375,-121.59375,185.21034265625
"38.59375_-121.71875",8.9,"06","CA",38.59375,-121.71875,185.00214265625
"38.59375_-121.78125",15.1,"06","CA",38.59375,-121.78125,184.78700265625
"38.59375_-121.84375",23.5,"06","CA",38.59375,-121.84375,184.49552265625
"38.59375_-121.90625",33.3,"06","CA",38.59375,-121.90625,184.15546265625
"38.59375_-121.96875",47.6,"06","CA",38.59375,-121.96875,183.65925265625
"38.65625_-121.59375",3.6,"06","CA",38.65625,-121.59375,184.27630265625
"38.65625_-121.65625",4.2,"06","CA",38.65625,-121.65625,184.25548265625
"38.65625_-121.71875",8.6,"06","CA",38.65625,-121.71875,184.10280265625
"38.65625_-121.78125",18.8,"06","CA",38.65625,-121.78125,183.74886265625
"38.65625_-121.84375",26.2,"06","CA",38.65625,-121.84375,183.49208265625
"38.65625_-121.90625",35.5,"06","CA",38.65625,-121.90625,183.16937265625
"38.65625_-121.96875",46.9,"06","CA",38.65625,-121.96875,182.77379265625
"38.65625_-122.03125",80.5,"06","CA",38.65625,-122.03125,181.60787265625
"38.71875_-121.59375",5.5,"06","CA",38.71875,-121.59375,183.30590390625
"38.71875_-121.65625",5.5,"06","CA",38.71875,-121.65625,183.30590390625
"38.71875_-121.71875",8.4,"06","CA",38.71875,-121.71875,183.20527390625
"38.71875_-121.78125",16.5,"06","CA",38.71875,-121.78125,182.92420390625
"38.71875_-121.84375",25.9,"06","CA",38.71875,-121.84375,182.59802390625
"38.71875_-121.90625",49.4,"06","CA",38.71875,-121.90625,181.78257390625
"38.71875_-121.96875",47.6,"06","CA",38.71875,-121.96875,181.84503390625
"38.71875_-122.03125",62.7,"06","CA",38.71875,-122.03125,181.32106390625
"38.71875_-122.09375",122,"06","CA",38.71875,-122.09375,179.26335390625
"38.71875_-122.15625",187,"06","CA",38.71875,-122.15625,177.00785390625
"38.78125_-121.59375",6.3,"06","CA",38.78125,-121.59375,182.37895640625
"38.78125_-121.65625",7.2,"06","CA",38.78125,-121.65625,182.34772640625
"38.78125_-121.71875",7.3,"06","CA",38.78125,-121.71875,182.34425640625
"38.78125_-121.78125",10.3,"06","CA",38.78125,-121.78125,182.24015640625
"38.78125_-121.84375",12.7,"06","CA",38.78125,-121.84375,182.15687640625
"38.78125_-121.90625",39.6,"06","CA",38.78125,-121.90625,181.22344640625
"38.78125_-121.96875",61.3,"06","CA",38.78125,-121.96875,180.47045640625
"38.78125_-122.03125",75.9,"06","CA",38.78125,-122.03125,179.96383640625
"38.78125_-122.15625",188.1,"06","CA",38.78125,-122.15625,176.07049640625
"38.84375_-107.78125",1925.1,"08","CO",38.84375,-107.78125,114.90269015625
"38.84375_-121.53125",9.3,"06","CA",38.84375,-121.53125,181.38095015625
"38.84375_-121.59375",6.5,"06","CA",38.84375,-121.59375,181.47811015625
"38.84375_-121.65625",6.5,"06","CA",38.84375,-121.65625,181.47811015625
"38.84375_-121.71875",5.3,"06","CA",38.84375,-121.71875,181.51975015625
"38.84375_-121.78125",6.1,"06","CA",38.84375,-121.78125,181.49199015625
"38.84375_-121.84375",5.8,"06","CA",38.84375,-121.84375,181.50240015625
"38.84375_-121.90625",9.3,"06","CA",38.84375,-121.90625,181.38095015625
"38.84375_-121.96875",44.5,"06","CA",38.84375,-121.96875,180.15951015625
"38.84375_-122.21875",215.8,"06","CA",38.84375,-122.21875,174.21540015625
"38.90625_-107.96875",1854.3,"08","CO",38.90625,-107.96875,116.47082515625
"38.90625_-121.34375",35.8,"06","CA",38.90625,-121.34375,179.57277515625
"38.90625_-121.40625",25.4,"06","CA",38.90625,-121.40625,179.93365515625
"38.90625_-121.53125",12.1,"06","CA",38.90625,-121.53125,180.39516515625
"38.90625_-121.59375",9.7,"06","CA",38.90625,-121.59375,180.47844515625
"38.90625_-121.78125",7.3,"06","CA",38.90625,-121.78125,180.56172515625
"38.90625_-121.84375",6.3,"06","CA",38.90625,-121.84375,180.59642515625
"38.90625_-121.90625",6,"06","CA",38.90625,-121.90625,180.60683515625
"38.90625_-121.96875",22.8,"06","CA",38.90625,-121.96875,180.02387515625
"38.90625_-122.03125",72.5,"06","CA",38.90625,-122.03125,178.29928515625
"38.90625_-122.09375",147.5,"06","CA",38.90625,-122.09375,175.69678515625
"38.90625_-122.21875",291.2,"06","CA",38.90625,-122.21875,170.71039515625
"38.96875_-121.40625",25.1,"06","CA",38.96875,-121.40625,179.06072140625
"38.96875_-121.46875",19.8,"06","CA",38.96875,-121.46875,179.24463140625
"38.96875_-121.53125",13.7,"06","CA",38.96875,-121.53125,179.45630140625
"38.96875_-121.59375",11.3,"06","CA",38.96875,-121.59375,179.53958140625
"38.96875_-121.65625",9.4,"06","CA",38.96875,-121.65625,179.60551140625
"38.96875_-121.71875",7.7,"06","CA",38.96875,-121.71875,179.66450140625
"38.96875_-121.78125",7.1,"06","CA",38.96875,-121.78125,179.68532140625
"38.96875_-121.84375",8,"06","CA",38.96875,-121.84375,179.65409140625
"38.96875_-121.90625",6.3,"06","CA",38.96875,-121.90625,179.71308140625
"38.96875_-121.96875",13.6,"06","CA",38.96875,-121.96875,179.45977140625
"38.96875_-122.03125",45.3,"06","CA",38.96875,-122.03125,178.35978140625
"38.96875_-122.09375",94.9,"06","CA",38.96875,-122.09375,176.63866140625
"39.03125_-121.34375",55.1,"06","CA",39.03125,-121.34375,177.14165890625
"39.03125_-121.40625",28.1,"06","CA",39.03125,-121.40625,178.07855890625
"39.03125_-121.46875",20.6,"06","CA",39.03125,-121.46875,178.33880890625
"39.03125_-121.53125",15.8,"06","CA",39.03125,-121.53125,178.50536890625
"39.03125_-121.59375",13.8,"06","CA",39.03125,-121.59375,178.57476890625
"39.03125_-121.65625",12.1,"06","CA",39.03125,-121.65625,178.63375890625
"39.03125_-121.71875",10,"06","CA",39.03125,-121.71875,178.70662890625
"39.03125_-121.78125",9,"06","CA",39.03125,-121.78125,178.74132890625
"39.03125_-121.84375",10.6,"06","CA",39.03125,-121.84375,178.68580890625
"39.03125_-121.90625",8.4,"06","CA",39.03125,-121.90625,178.76214890625
"39.03125_-121.96875",8,"06","CA",39.03125,-121.96875,178.77602890625
"39.03125_-122.03125",21.5,"06","CA",39.03125,-122.03125,178.30757890625
"39.03125_-122.09375",47.3,"06","CA",39.03125,-122.09375,177.41231890625
"39.03125_-122.15625",97.1,"06","CA",39.03125,-122.15625,175.68425890625
"39.09375_-108.40625",1465.8,"08","CO",39.09375,-108.40625,127.31758765625
"39.09375_-121.40625",32.3,"06","CA",39.09375,-121.40625,177.06003765625
"39.09375_-121.46875",23.2,"06","CA",39.09375,-121.46875,177.37580765625
"39.09375_-121.59375",15.8,"06","CA",39.09375,-121.59375,177.63258765625
"39.09375_-121.65625",14.6,"06","CA",39.09375,-121.65625,177.67422765625
"39.09375_-121.71875",12.2,"06","CA",39.09375,-121.71875,177.75750765625
"39.09375_-121.78125",10.8,"06","CA",39.09375,-121.78125,177.80608765625
"39.09375_-121.84375",10.9,"06","CA",39.09375,-121.84375,177.80261765625
"39.09375_-121.90625",12.6,"06","CA",39.09375,-121.90625,177.74362765625
"39.09375_-121.96875",10.6,"06","CA",39.09375,-121.96875,177.81302765625
"39.09375_-122.03125",13.2,"06","CA",39.09375,-122.03125,177.72280765625
"39.09375_-122.09375",23.9,"06","CA",39.09375,-122.09375,177.35151765625
"39.09375_-122.15625",39.7,"06","CA",39.09375,-122.15625,176.80325765625
"39.09375_-122.21875",76.1,"06","CA",39.09375,-122.21875,175.54017765625
"39.09375_-78.21875",230.7,"51","VA",39.09375,-78.21875,170.17555765625
"39.09375_-78.28125",254.4,"51","VA",39.09375,-78.28125,169.35316765625
"39.15625_-121.46875",28,"06","CA",39.15625,-121.46875,176.34174765625
"39.15625_-121.53125",23,"06","CA",39.15625,-121.53125,176.51524765625
"39.15625_-121.59375",18.9,"06","CA",39.15625,-121.59375,176.65751765625
"39.15625_-121.65625",17.2,"06","CA",39.15625,-121.65625,176.71650765625
"39.15625_-121.71875",15.9,"06","CA",39.15625,-121.71875,176.76161765625
"39.15625_-121.78125",34.7,"06","CA",39.15625,-121.78125,176.10925765625
"39.15625_-121.84375",37.6,"06","CA",39.15625,-121.84375,176.00862765625
"39.15625_-121.90625",15.2,"06","CA",39.15625,-121.90625,176.78590765625
"39.15625_-121.96875",13.6,"06","CA",39.15625,-121.96875,176.84142765625
"39.15625_-122.09375",17,"06","CA",39.15625,-122.09375,176.72344765625
"39.15625_-122.15625",24.4,"06","CA",39.15625,-122.15625,176.46666765625
"39.15625_-122.21875",33.7,"06","CA",39.15625,-122.21875,176.14395765625
"39.15625_-122.28125",55,"06","CA",39.15625,-122.28125,175.40484765625
"39.15625_-78.21875",253.8,"51","VA",39.15625,-78.21875,168.50648765625
"39.15625_-78.28125",297.8,"51","VA",39.15625,-78.28125,166.97968765625
"39.21875_-121.46875",35.1,"06","CA",39.21875,-121.46875,175.23315890625
"39.21875_-121.53125",24.1,"06","CA",39.21875,-121.53125,175.61485890625
"39.21875_-121.59375",20.9,"06","CA",39.21875,-121.59375,175.72589890625
"39.21875_-121.65625",20,"06","CA",39.21875,-121.65625,175.75712890625
"39.21875_-121.71875",33,"06","CA",39.21875,-121.71875,175.30602890625
"39.21875_-121.90625",27,"06","CA",39.21875,-121.90625,175.51422890625
"39.21875_-121.96875",17.3,"06","CA",39.21875,-121.96875,175.85081890625
"39.21875_-122.03125",16.1,"06","CA",39.21875,-122.03125,175.89245890625
"39.21875_-122.28125",48.3,"06","CA",39.21875,-122.28125,174.77511890625
"39.21875_-78.15625",230.6,"51","VA",39.21875,-78.15625,168.44930890625
"39.21875_-78.21875",273,"51","VA",39.21875,-78.21875,166.97802890625
"39.28125_-121.53125",30.1,"06","CA",39.28125,-121.53125,174.54972140625
"39.28125_-121.59375",24.1,"06","CA",39.28125,-121.59375,174.75792140625
"39.28125_-121.65625",23.3,"06","CA",39.28125,-121.65625,174.78568140625
"39.28125_-121.71875",21.9,"06","CA",39.28125,-121.71875,174.83426140625
"39.28125_-121.78125",41.7,"06","CA",39.28125,-121.78125,174.14720140625
"39.28125_-121.84375",43.4,"06","CA",39.28125,-121.84375,174.08821140625
"39.28125_-121.90625",16.9,"06","CA",39.28125,-121.90625,175.00776140625
"39.28125_-121.96875",16.7,"06","CA",39.28125,-121.96875,175.01470140625
"39.28125_-122.03125",19,"06","CA",39.28125,-122.03125,174.93489140625
"39.28125_-122.21875",31.9,"06","CA",39.28125,-122.21875,174.48726140625
"39.28125_-122.28125",58.4,"06","CA",39.28125,-122.28125,173.56771140625
"39.28125_-78.09375",199.5,"51","VA",39.28125,-78.09375,168.67154140625
"39.28125_-78.15625",245.8,"51","VA",39.28125,-78.15625,167.06493140625
"39.34375_-121.46875",75.1,"06","CA",39.34375,-121.46875,172.13656515625
"39.34375_-121.53125",35.1,"06","CA",39.34375,-121.53125,173.52456515625
"39.34375_-121.59375",27.6,"06","CA",39.34375,-121.59375,173.78481515625
"39.34375_-121.65625",28,"06","CA",39.34375,-121.65625,173.77093515625
"39.34375_-121.71875",25.4,"06","CA",39.34375,-121.71875,173.86115515625
"39.34375_-121.78125",21.8,"06","CA",39.34375,-121.78125,173.98607515625
"39.34375_-121.84375",19.1,"06","CA",39.34375,-121.84375,174.07976515625
"39.34375_-121.96875",18.5,"06","CA",39.34375,-121.96875,174.10058515625
"39.34375_-122.03125",20.7,"06","CA",39.34375,-122.03125,174.02424515625
"39.34375_-122.09375",18.3,"06","CA",39.34375,-122.09375,174.10752515625
"39.34375_-122.15625",22.7,"06","CA",39.34375,-122.15625,173.95484515625
"39.34375_-122.21875",31.1,"06","CA",39.34375,-122.21875,173.66336515625
"39.34375_-122.28125",68,"06","CA",39.34375,-122.28125,172.38293515625
"39.34375_-77.84375",159.3,"54","WV",39.34375,-77.84375,169.21482515625
"39.34375_-78.09375",212.9,"54","WV",39.34375,-78.09375,167.35490515625
"39.40625_-121.53125",58.7,"06","CA",39.40625,-121.53125,171.85927015625
"39.40625_-121.59375",35.3,"06","CA",39.40625,-121.59375,172.67125015625
"39.40625_-121.65625",31.7,"06","CA",39.40625,-121.65625,172.79617015625
"39.40625_-121.71875",26.9,"06","CA",39.40625,-121.71875,172.96273015625
"39.40625_-121.90625",20.7,"06","CA",39.40625,-121.90625,173.17787015625
"39.40625_-121.96875",22.2,"06","CA",39.40625,-121.96875,173.12582015625
"39.40625_-122.03125",22.4,"06","CA",39.40625,-122.03125,173.11888015625
"39.40625_-122.09375",21.8,"06","CA",39.40625,-122.09375,173.13970015625
"39.40625_-122.15625",24.4,"06","CA",39.40625,-122.15625,173.04948015625
"39.40625_-122.28125",63.8,"06","CA",39.40625,-122.28125,171.68230015625
"39.40625_-78.03125",187.1,"54","WV",39.40625,-78.03125,167.40379015625
"39.40625_-78.09375",247.2,"54","WV",39.40625,-78.09375,165.31832015625
"39.40625_-78.28125",314.5,"51","VA",39.40625,-78.28125,162.98301015625
"39.46875_-121.59375",47.6,"06","CA",39.46875,-121.59375,171.40334640625
"39.46875_-121.65625",40.6,"06","CA",39.46875,-121.65625,171.64624640625
"39.46875_-121.90625",24.4,"06","CA",39.46875,-121.90625,172.20838640625
"39.46875_-121.96875",26,"06","CA",39.46875,-121.96875,172.15286640625
"39.46875_-122.03125",25.7,"06","CA",39.46875,-122.03125,172.16327640625
"39.46875_-122.15625",29.5,"06","CA",39.46875,-122.15625,172.03141640625
"39.46875_-122.21875",37,"06","CA",39.46875,-122.21875,171.77116640625
"39.46875_-122.28125",58.8,"06","CA",39.46875,-122.28125,171.01470640625
"39.46875_-78.03125",203.2,"54","WV",39.46875,-78.03125,166.00402640625
"39.53125_-121.71875",36.7,"06","CA",39.53125,-121.71875,170.94576390625
"39.53125_-121.96875",30,"06","CA",39.53125,-121.96875,171.17825390625
"39.53125_-122.03125",28.3,"06","CA",39.53125,-122.03125,171.23724390625
"39.53125_-122.09375",31,"06","CA",39.53125,-122.09375,171.14355390625
"39.53125_-122.15625",36.4,"06","CA",39.53125,-122.15625,170.95617390625
"39.53125_-122.21875",42.1,"06","CA",39.53125,-122.21875,170.75838390625
"39.53125_-122.28125",58.9,"06","CA",39.53125,-122.28125,170.17542390625
"39.53125_-77.96875",160.6,"54","WV",39.53125,-77.96875,166.64643390625
"39.53125_-78.21875",244.8,"54","WV",39.53125,-78.21875,163.72469390625
"39.59375_-121.65625",66.1,"06","CA",39.59375,-121.65625,169.09505265625
"39.59375_-121.71875",47.4,"06","CA",39.59375,-121.71875,169.74394265625
"39.59375_-121.78125",40,"06","CA",39.59375,-121.78125,170.00072265625
"39.59375_-121.84375",36.8,"06","CA",39.59375,-121.84375,170.11176265625
"39.59375_-121.90625",33.8,"06","CA",39.59375,-121.90625,170.21586265625
"39.59375_-121.96875",33.5,"06","CA",39.59375,-121.96875,170.22627265625
"39.59375_-122.03125",34.1,"06","CA",39.59375,-122.03125,170.20545265625
"39.59375_-122.09375",37.6,"06","CA",39.59375,-122.09375,170.08400265625
"39.59375_-122.15625",44,"06","CA",39.59375,-122.15625,169.86192265625
"39.59375_-122.21875",47.7,"06","CA",39.59375,-122.21875,169.73353265625
"39.59375_-122.28125",67.9,"06","CA",39.59375,-122.28125,169.03259265625
"39.65625_-121.78125",53.4,"06","CA",39.65625,-121.78125,168.71049265625
"39.65625_-121.84375",47.8,"06","CA",39.65625,-121.84375,168.90481265625
"39.65625_-121.90625",38.9,"06","CA",39.65625,-121.90625,169.21364265625
"39.65625_-121.96875",37.4,"06","CA",39.65625,-121.96875,169.26569265625
"39.65625_-122.03125",41.6,"06","CA",39.65625,-122.03125,169.11995265625
"39.65625_-122.09375",47.6,"06","CA",39.65625,-122.09375,168.91175265625
"39.65625_-122.15625",54.6,"06","CA",39.65625,-122.15625,168.66885265625
"39.65625_-122.21875",59,"06","CA",39.65625,-122.21875,168.51617265625
"39.65625_-122.28125",81.7,"06","CA",39.65625,-122.28125,167.72848265625
"39.65625_-77.59375",220.5,"24","MD",39.65625,-77.59375,162.91212265625
"39.71875_-121.78125",87.4,"06","CA",39.71875,-121.78125,166.71072390625
"39.71875_-121.84375",58.5,"06","CA",39.71875,-121.84375,167.71355390625
"39.71875_-121.90625",44.9,"06","CA",39.71875,-121.90625,168.18547390625
"39.71875_-121.96875",41.7,"06","CA",39.71875,-121.96875,168.29651390625
"39.71875_-122.03125",47.4,"06","CA",39.71875,-122.03125,168.09872390625
"39.71875_-122.09375",55.9,"06","CA",39.71875,-122.09375,167.80377390625
"39.71875_-122.15625",66.5,"06","CA",39.71875,-122.15625,167.43595390625
"39.71875_-122.21875",76,"06","CA",39.71875,-122.21875,167.10630390625
"39.71875_-122.28125",92.8,"06","CA",39.71875,-122.28125,166.52334390625
"39.71875_-77.53125",291.5,"24","MD",39.71875,-77.53125,159.62845390625
"39.78125_-121.90625",51.2,"06","CA",39.78125,-121.90625,167.15217640625
"39.78125_-121.96875",45.3,"06","CA",39.78125,-121.96875,167.35690640625
"39.78125_-122.03125",47.9,"06","CA",39.78125,-122.03125,167.26668640625
"39.78125_-122.09375",59.1,"06","CA",39.78125,-122.09375,166.87804640625
"39.78125_-122.15625",71.7,"06","CA",39.78125,-122.15625,166.44082640625
"39.84375_-121.90625",71.8,"06","CA",39.84375,-121.90625,165.62795015625
"39.84375_-121.96875",55.1,"06","CA",39.84375,-121.96875,166.20744015625
"39.84375_-122.03125",51.7,"06","CA",39.84375,-122.03125,166.32542015625
"39.84375_-122.09375",57.3,"06","CA",39.84375,-122.09375,166.13110015625
"39.84375_-122.15625",70.2,"06","CA",39.84375,-122.15625,165.68347015625
"39.84375_-77.34375",199.9,"42","PA",39.84375,-77.34375,161.18288015625
"39.84375_-77.40625",390.6,"42","PA",39.84375,-77.40625,154.56559015625
"39.90625_-121.96875",71,"06","CA",39.90625,-121.96875,164.85158515625
"39.90625_-122.03125",61.5,"06","CA",39.90625,-122.03125,165.18123515625
"39.90625_-122.09375",60.1,"06","CA",39.90625,-122.09375,165.22981515625
"39.90625_-122.15625",79.1,"06","CA",39.90625,-122.15625,164.57051515625
"39.90625_-122.21875",91.4,"06","CA",39.90625,-122.21875,164.14370515625
"39.90625_-122.28125",118.6,"06","CA",39.90625,-122.28125,163.19986515625
"39.90625_-77.28125",203.4,"42","PA",39.90625,-77.28125,160.25730515625
"39.90625_-77.34375",291,"42","PA",39.90625,-77.34375,157.21758515625
"39.90625_-77.40625",413.8,"42","PA",39.90625,-77.40625,152.95642515625
"39.96875_-121.96875",109.6,"06","CA",39.96875,-121.96875,162.71332140625
"39.96875_-122.03125",81.3,"06","CA",39.96875,-122.03125,163.69533140625
"39.96875_-122.09375",64.4,"06","CA",39.96875,-122.09375,164.28176140625
"39.96875_-122.15625",77.5,"06","CA",39.96875,-122.15625,163.82719140625
"39.96875_-122.21875",93.8,"06","CA",39.96875,-122.21875,163.26158140625
"39.96875_-77.15625",200.4,"42","PA",39.96875,-77.15625,159.56256140625
"39.96875_-77.21875",211,"42","PA",39.96875,-77.21875,159.19474140625
"39.96875_-77.28125",290.4,"42","PA",39.96875,-77.28125,156.43956140625
"39.96875_-77.34375",369.8,"42","PA",39.96875,-77.34375,153.68438140625
"39.96875_-77.40625",502.5,"42","PA",39.96875,-77.40625,149.07969140625
"40.03125_-122.09375",76.9,"06","CA",40.03125,-122.09375,163.05444890625
"40.03125_-122.15625",74,"06","CA",40.03125,-122.15625,163.15507890625
"40.03125_-122.21875",91.4,"06","CA",40.03125,-122.21875,162.55129890625
"40.03125_-77.09375",180.7,"42","PA",40.03125,-77.09375,159.45258890625
"40.03125_-77.15625",259.7,"42","PA",40.03125,-77.15625,156.71128890625
"40.03125_-77.21875",294.2,"42","PA",40.03125,-77.21875,155.51413890625
"40.03125_-77.28125",322.5,"42","PA",40.03125,-77.28125,154.53212890625
"40.09375_-122.09375",79.5,"06","CA",40.09375,-122.09375,162.17594765625
"40.09375_-122.15625",75.1,"06","CA",40.09375,-122.15625,162.32862765625
"40.09375_-122.21875",90.1,"06","CA",40.09375,-122.21875,161.80812765625
"40.09375_-77.15625",247.5,"42","PA",40.09375,-77.15625,156.34634765625
"40.15625_-122.09375",144.8,"06","CA",40.15625,-122.09375,159.12703765625
"40.15625_-122.15625",81.4,"06","CA",40.15625,-122.15625,161.32701765625
"40.15625_-122.21875",88.1,"06","CA",40.15625,-122.21875,161.09452765625
"40.40625_-122.21875",123.4,"06","CA",40.40625,-122.21875,156.79043015625
"40.96875_-72.78125",33.6,"36","NY",40.96875,-72.78125,153.28727140625
"41.15625_-90.65625",211.2,"17","IL",41.15625,-90.65625,145.01320765625
"41.21875_-90.65625",218.2,"17","IL",41.21875,-90.65625,144.07708890625
"41.28125_-89.84375",239,"17","IL",41.28125,-89.84375,142.66739140625
"41.28125_-89.90625",238.8,"17","IL",41.28125,-89.90625,142.67433140625
"41.34375_-89.90625",216.4,"17","IL",41.34375,-89.90625,142.76895515625
"41.34375_-89.96875",204.2,"17","IL",41.34375,-89.96875,143.19229515625
"41.34375_-90.78125",230.3,"17","IL",41.34375,-90.78125,142.28662515625
"41.46875_-72.84375",57.2,"09","CT",41.46875,-72.84375,146.94372640625
"41.46875_-74.15625",140.5,"36","NY",41.46875,-74.15625,144.05321640625
"41.53125_-73.96875",40.6,"36","NY",41.53125,-73.96875,146.85293390625
"41.53125_-74.15625",130.3,"36","NY",41.53125,-74.15625,143.74034390625
"41.59375_-73.96875",58.3,"36","NY",41.59375,-73.96875,145.57721265625
"41.59375_-74.03125",191.7,"36","NY",41.59375,-74.03125,140.94823265625
"41.59375_-74.09375",169.8,"36","NY",41.59375,-74.09375,141.70816265625
"41.59375_-74.15625",127.5,"36","NY",41.59375,-74.15625,143.17597265625
"41.65625_-72.59375",77.5,"09","CT",41.65625,-72.59375,144.25472265625
"41.65625_-73.96875",87.1,"36","NY",41.65625,-73.96875,143.92160265625
"41.65625_-74.03125",214.9,"36","NY",41.65625,-74.03125,139.48694265625
"41.65625_-74.09375",164.3,"36","NY",41.65625,-74.09375,141.24276265625
"41.65625_-74.15625",108.9,"36","NY",41.65625,-74.15625,143.16514265625
"41.71875_-73.96875",99,"36","NY",41.71875,-73.96875,142.85770390625
"41.71875_-74.03125",154,"36","NY",41.71875,-74.03125,140.94920390625
"41.71875_-74.09375",105.9,"36","NY",41.71875,-74.09375,142.61827390625
