"location","fips","st_county"
"42.40625_-73.71875",36021,"NY_Columbia "
"42.40625_-85.96875",26159,"MI_Van Buren "
"42.40625_-86.15625",26159,"MI_Van Buren "
"42.40625_-86.21875",26159,"MI_Van Buren "
"42.46875_-86.15625",26005,"MI_Allegan "
"42.46875_-86.21875",26005,"MI_Allegan "
"42.53125_-86.15625",26005,"MI_Allegan "
"42.53125_-86.21875",26005,"MI_Allegan "
"42.59375_-86.15625",26005,"MI_Allegan "
"42.71875_-71.59375",33011,"NH_Hillsborough "
"42.71875_-74.03125",36001,"NY_Albany "
"42.78125_-71.59375",33011,"NH_Hillsborough "
"42.90625_-70.90625",33015,"NH_Rockingham "
"42.90625_-76.21875",36067,"NY_Onondaga "
"42.90625_-85.78125",26081,"MI_Kent "
"43.03125_-72.53125",50025,"VT_Windham "
"43.03125_-85.34375",26081,"MI_Kent "
"43.03125_-85.71875",26081,"MI_Kent "
"43.03125_-85.78125",26081,"MI_Kent "
"43.03125_-85.84375",26139,"MI_Ottawa "
"43.09375_-85.28125",26067,"MI_Ionia "
"43.09375_-85.34375",26081,"MI_Kent "
"43.09375_-85.65625",26081,"MI_Kent "
"43.09375_-85.71875",26081,"MI_Kent "
"43.09375_-85.78125",26081,"MI_Kent "
"43.09375_-85.84375",26139,"MI_Ottawa "
"43.09375_-85.90625",26139,"MI_Ottawa "
"43.15625_-76.78125",36117,"NY_Wayne "
"43.15625_-76.84375",36117,"NY_Wayne "
"43.15625_-76.90625",36117,"NY_Wayne "
"43.15625_-76.96875",36117,"NY_Wayne "
"43.15625_-77.03125",36117,"NY_Wayne "
"43.15625_-77.09375",36117,"NY_Wayne "
"43.15625_-77.21875",36117,"NY_Wayne "
"43.15625_-85.28125",26117,"MI_Montcalm "
"43.15625_-85.34375",26081,"MI_Kent "
"43.15625_-85.71875",26081,"MI_Kent "
"43.15625_-85.78125",26081,"MI_Kent "
"43.15625_-85.84375",26139,"MI_Ottawa "
"43.21875_-76.78125",36117,"NY_Wayne "
"43.21875_-76.84375",36117,"NY_Wayne "
"43.21875_-76.90625",36117,"NY_Wayne "
"43.21875_-76.96875",36117,"NY_Wayne "
"43.21875_-77.03125",36117,"NY_Wayne "
"43.21875_-77.09375",36117,"NY_Wayne "
"43.21875_-77.15625",36117,"NY_Wayne "
"43.21875_-77.21875",36117,"NY_Wayne "
"43.21875_-77.28125",36117,"NY_Wayne "
"43.21875_-77.90625",36055,"NY_Monroe "
