"countyname","location"
"Canyon","43.71875_-116.84375"
"Canyon","43.71875_-116.84375"
"Canyon","43.71875_-116.84375"
"Canyon","43.71875_-116.84375"
"Canyon","43.71875_-116.84375"
"Canyon","43.71875_-116.84375"
"Canyon","43.71875_-116.84375"
"Canyon","43.71875_-116.78125"
"Canyon","43.71875_-116.78125"
"Canyon","43.71875_-116.78125"
"Canyon","43.71875_-116.78125"
"Canyon","43.71875_-116.78125"
"Canyon","43.71875_-116.78125"
"Canyon","43.71875_-116.78125"
"Canyon","43.71875_-116.78125"
"Canyon","43.71875_-116.78125"
"Canyon","43.71875_-116.78125"
"Canyon","43.71875_-116.71875"
"Canyon","43.71875_-116.71875"
"Canyon","43.71875_-116.71875"
"Canyon","43.71875_-116.71875"
"Canyon","43.71875_-116.71875"
"Canyon","43.71875_-116.71875"
"Canyon","43.71875_-116.71875"
"Canyon","43.71875_-116.71875"
"Canyon","43.71875_-116.71875"
"Canyon","43.71875_-116.65625"
"Canyon","43.71875_-116.65625"
"Canyon","43.71875_-116.65625"
"Canyon","43.71875_-116.65625"
"Canyon","43.71875_-116.65625"
"Canyon","43.71875_-116.65625"
"Canyon","43.71875_-116.65625"
"Canyon","43.71875_-116.59375"
"Canyon","43.71875_-116.59375"
"Canyon","43.71875_-116.59375"
"Canyon","43.71875_-116.59375"
"Canyon","43.71875_-116.59375"
"Canyon","43.71875_-116.59375"
"Canyon","43.71875_-116.59375"
"Canyon","43.71875_-116.59375"
"Canyon","43.71875_-116.53125"
"Canyon","43.71875_-116.53125"
"Canyon","43.71875_-116.53125"
"Canyon","43.71875_-116.53125"
"Canyon","43.71875_-116.53125"
"Canyon","43.71875_-116.53125"
"Ada","43.71875_-116.46875"
"Ada","43.71875_-116.46875"
"Ada","43.71875_-116.46875"
"Ada","43.71875_-116.46875"
"Ada","43.71875_-116.46875"
"Ada","43.71875_-116.46875"
"Ada","43.71875_-116.46875"
"Ada","43.71875_-116.40625"
"Ada","43.71875_-116.40625"
"Ada","43.71875_-116.40625"
"Ada","43.71875_-116.40625"
"Ada","43.71875_-116.40625"
"Ada","43.71875_-116.40625"
"Ada","43.71875_-116.34375"
"Ada","43.71875_-116.34375"
"Ada","43.71875_-116.34375"
"Ada","43.71875_-116.28125"
"Ada","43.71875_-116.28125"
"Ada","43.71875_-116.28125"
"Ada","43.71875_-116.21875"
"Blaine","43.71875_-114.34375"
"Jefferson","43.71875_-112.21875"
"Jefferson","43.71875_-112.21875"
"Jefferson","43.71875_-112.21875"
"Jefferson","43.71875_-112.21875"
"Jefferson","43.71875_-112.21875"
"Jefferson","43.71875_-112.15625"
"Jefferson","43.71875_-112.15625"
"Jefferson","43.71875_-112.15625"
"Jefferson","43.71875_-112.15625"
"Jefferson","43.71875_-112.15625"
"Jefferson","43.71875_-112.15625"
"Jefferson","43.71875_-112.15625"
"Jefferson","43.71875_-112.15625"
"Jefferson","43.71875_-112.09375"
"Jefferson","43.71875_-112.09375"
"Jefferson","43.71875_-112.09375"
"Jefferson","43.71875_-112.09375"
"Jefferson","43.71875_-112.09375"
"Jefferson","43.71875_-112.09375"
"Jefferson","43.71875_-112.09375"
"Jefferson","43.71875_-112.09375"
"Jefferson","43.71875_-112.03125"
"Jefferson","43.71875_-112.03125"
"Jefferson","43.71875_-112.03125"
"Jefferson","43.71875_-112.03125"
"Jefferson","43.71875_-112.03125"
"Jefferson","43.71875_-112.03125"
"Jefferson","43.71875_-111.96875"
"Jefferson","43.71875_-111.96875"
"Jefferson","43.71875_-111.96875"
"Jefferson","43.71875_-111.96875"
"Jefferson","43.71875_-111.96875"
"Jefferson","43.71875_-111.90625"
"Jefferson","43.71875_-111.90625"
"Jefferson","43.71875_-111.90625"
"Jefferson","43.71875_-111.90625"
"Jefferson","43.71875_-111.90625"
"Jefferson","43.71875_-111.90625"
"Jefferson","43.71875_-111.90625"
"Jefferson","43.71875_-111.90625"
"Madison","43.71875_-111.84375"
"Madison","43.71875_-111.84375"
"Madison","43.71875_-111.84375"
"Madison","43.71875_-111.84375"
"Madison","43.71875_-111.84375"
"Madison","43.71875_-111.84375"
"Madison","43.71875_-111.84375"
"Madison","43.71875_-111.84375"
"Madison","43.71875_-111.78125"
"Madison","43.71875_-111.78125"
"Madison","43.71875_-111.78125"
"Madison","43.71875_-111.78125"
"Madison","43.71875_-111.78125"
"Madison","43.71875_-111.71875"
"Madison","43.71875_-111.71875"
"Madison","43.71875_-111.71875"
"Madison","43.71875_-111.71875"
"Madison","43.71875_-111.65625"
"Madison","43.71875_-111.65625"
"Madison","43.71875_-111.65625"
"Madison","43.71875_-111.65625"
"Madison","43.71875_-111.59375"
"Madison","43.71875_-111.59375"
"Madison","43.71875_-111.59375"
"Madison","43.71875_-111.53125"
"Madison","43.71875_-111.53125"
"Madison","43.71875_-111.53125"
"Madison","43.71875_-111.46875"
"Madison","43.71875_-111.46875"
"Madison","43.71875_-111.46875"
"Teton","43.71875_-111.21875"
"Teton","43.71875_-111.21875"
"Teton","43.71875_-111.21875"
"Teton","43.71875_-111.21875"
"Teton","43.71875_-111.21875"
"Teton","43.71875_-111.21875"
"Teton","43.71875_-111.15625"
"Teton","43.71875_-111.15625"
"Teton","43.71875_-111.15625"
"Teton","43.71875_-111.15625"
"Teton","43.71875_-111.15625"
"Teton","43.71875_-111.09375"
"Teton","43.71875_-111.09375"
"Teton","43.71875_-111.09375"
"Teton","43.71875_-111.09375"
"Teton","43.71875_-111.09375"
"Teton","43.71875_-111.09375"
"Teton","43.71875_-111.03125"
"Teton","43.71875_-111.03125"
"Teton","43.71875_-111.03125"
"Teton","43.71875_-111.03125"
"Deschutes","43.78125_-121.59375"
"Deschutes","43.78125_-121.46875"
"Deschutes","43.78125_-120.96875"
"Deschutes","43.78125_-120.65625"
"Crook","43.78125_-120.09375"
"Crook","43.78125_-120.09375"
"Crook","43.78125_-120.09375"
"Crook","43.78125_-120.03125"
"Crook","43.78125_-120.03125"
"Crook","43.78125_-120.03125"
"Harney","43.78125_-118.78125"
"Harney","43.78125_-118.71875"
"Harney","43.78125_-118.65625"
"Harney","43.78125_-118.59375"
"Harney","43.78125_-118.59375"
"Harney","43.78125_-118.53125"
"Harney","43.78125_-118.46875"
"Harney","43.78125_-118.40625"
"Harney","43.78125_-118.40625"
"Harney","43.78125_-118.34375"
"Harney","43.78125_-118.34375"
"Harney","43.78125_-118.28125"
"Malheur","43.78125_-118.21875"
"Malheur","43.78125_-118.15625"
"Malheur","43.78125_-118.15625"
"Malheur","43.78125_-118.09375"
"Malheur","43.78125_-118.09375"
"Malheur","43.78125_-118.03125"
"Malheur","43.78125_-117.90625"
"Malheur","43.78125_-117.90625"
"Malheur","43.78125_-117.84375"
"Malheur","43.78125_-117.15625"
"Malheur","43.78125_-117.15625"
"Malheur","43.78125_-117.15625"
"Malheur","43.78125_-117.15625"
"Malheur","43.78125_-117.15625"
"Malheur","43.78125_-117.15625"
"Malheur","43.78125_-117.15625"
"Malheur","43.78125_-117.15625"
"Malheur","43.78125_-117.15625"
"Malheur","43.78125_-117.09375"
"Malheur","43.78125_-117.09375"
"Malheur","43.78125_-117.09375"
"Malheur","43.78125_-117.09375"
"Malheur","43.78125_-117.09375"
"Malheur","43.78125_-117.09375"
"Malheur","43.78125_-117.09375"
"Malheur","43.78125_-117.09375"
"Malheur","43.78125_-117.03125"
"Malheur","43.78125_-117.03125"
"Malheur","43.78125_-117.03125"
"Malheur","43.78125_-117.03125"
"Malheur","43.78125_-117.03125"
"Malheur","43.78125_-117.03125"
"Malheur","43.78125_-117.03125"
"Malheur","43.78125_-117.03125"
"Malheur","43.78125_-117.03125"
"Canyon","43.78125_-116.96875"
"Canyon","43.78125_-116.96875"
"Canyon","43.78125_-116.96875"
"Canyon","43.78125_-116.96875"
"Canyon","43.78125_-116.96875"
"Canyon","43.78125_-116.96875"
"Canyon","43.78125_-116.96875"
"Canyon","43.78125_-116.96875"
"Canyon","43.78125_-116.90625"
"Canyon","43.78125_-116.90625"
"Canyon","43.78125_-116.90625"
"Canyon","43.78125_-116.90625"
"Canyon","43.78125_-116.90625"
"Canyon","43.78125_-116.90625"
"Canyon","43.78125_-116.90625"
"Canyon","43.78125_-116.90625"
"Canyon","43.78125_-116.90625"
"Canyon","43.78125_-116.84375"
"Canyon","43.78125_-116.84375"
"Canyon","43.78125_-116.84375"
"Canyon","43.78125_-116.84375"
"Canyon","43.78125_-116.84375"
"Canyon","43.78125_-116.84375"
"Canyon","43.78125_-116.84375"
"Canyon","43.78125_-116.84375"
"Canyon","43.78125_-116.78125"
"Canyon","43.78125_-116.78125"
"Canyon","43.78125_-116.78125"
"Canyon","43.78125_-116.78125"
"Canyon","43.78125_-116.78125"
"Canyon","43.78125_-116.78125"
"Canyon","43.78125_-116.78125"
"Canyon","43.78125_-116.78125"
"Canyon","43.78125_-116.78125"
"Canyon","43.78125_-116.71875"
"Canyon","43.78125_-116.71875"
"Canyon","43.78125_-116.71875"
"Canyon","43.78125_-116.71875"
"Canyon","43.78125_-116.71875"
"Canyon","43.78125_-116.71875"
"Canyon","43.78125_-116.71875"
"Canyon","43.78125_-116.65625"
"Canyon","43.78125_-116.65625"
"Canyon","43.78125_-116.65625"
"Canyon","43.78125_-116.65625"
"Canyon","43.78125_-116.65625"
"Canyon","43.78125_-116.65625"
"Canyon","43.78125_-116.59375"
"Canyon","43.78125_-116.59375"
"Canyon","43.78125_-116.59375"
"Canyon","43.78125_-116.59375"
"Canyon","43.78125_-116.53125"
"Canyon","43.78125_-116.53125"
"Canyon","43.78125_-116.53125"
"Canyon","43.78125_-116.53125"
"Canyon","43.78125_-116.53125"
"Ada","43.78125_-116.46875"
"Jefferson","43.78125_-112.03125"
"Jefferson","43.78125_-112.03125"
"Jefferson","43.78125_-112.03125"
"Jefferson","43.78125_-112.03125"
"Jefferson","43.78125_-112.03125"
"Jefferson","43.78125_-111.96875"
"Jefferson","43.78125_-111.96875"
"Jefferson","43.78125_-111.96875"
"Jefferson","43.78125_-111.96875"
"Jefferson","43.78125_-111.96875"
"Jefferson","43.78125_-111.96875"
"Madison","43.78125_-111.90625"
"Madison","43.78125_-111.90625"
"Madison","43.78125_-111.90625"
"Madison","43.78125_-111.90625"
"Madison","43.78125_-111.90625"
"Madison","43.78125_-111.90625"
"Madison","43.78125_-111.84375"
"Madison","43.78125_-111.84375"
"Madison","43.78125_-111.84375"
"Madison","43.78125_-111.84375"
"Madison","43.78125_-111.84375"
"Madison","43.78125_-111.84375"
"Madison","43.78125_-111.84375"
"Madison","43.78125_-111.78125"
"Madison","43.78125_-111.78125"
"Madison","43.78125_-111.78125"
"Madison","43.78125_-111.78125"
"Madison","43.78125_-111.78125"
"Madison","43.78125_-111.78125"
"Madison","43.78125_-111.71875"
"Madison","43.78125_-111.71875"
"Madison","43.78125_-111.71875"
"Madison","43.78125_-111.71875"
"Madison","43.78125_-111.65625"
"Madison","43.78125_-111.65625"
"Madison","43.78125_-111.65625"
"Madison","43.78125_-111.65625"
"Madison","43.78125_-111.59375"
"Madison","43.78125_-111.59375"
"Madison","43.78125_-111.59375"
"Madison","43.78125_-111.59375"
"Madison","43.78125_-111.59375"
"Madison","43.78125_-111.53125"
"Madison","43.78125_-111.53125"
"Madison","43.78125_-111.53125"
"Madison","43.78125_-111.46875"
"Madison","43.78125_-111.46875"
"Madison","43.78125_-111.46875"
"Teton","43.78125_-111.28125"
"Teton","43.78125_-111.28125"
"Teton","43.78125_-111.28125"
"Teton","43.78125_-111.28125"
"Teton","43.78125_-111.28125"
"Teton","43.78125_-111.21875"
"Teton","43.78125_-111.21875"
"Teton","43.78125_-111.21875"
"Teton","43.78125_-111.21875"
"Teton","43.78125_-111.21875"
"Teton","43.78125_-111.15625"
"Teton","43.78125_-111.15625"
"Teton","43.78125_-111.15625"
"Teton","43.78125_-111.15625"
"Teton","43.78125_-111.15625"
"Teton","43.78125_-111.09375"
"Teton","43.78125_-111.09375"
"Teton","43.78125_-111.09375"
"Teton","43.78125_-111.09375"
"Teton","43.78125_-111.09375"
"Teton","43.78125_-111.03125"
"Teton","43.78125_-111.03125"
"Teton","43.78125_-111.03125"
"Teton","43.78125_-111.03125"
"Deschutes","43.84375_-121.46875"
"Deschutes","43.84375_-120.96875"
"Deschutes","43.84375_-120.90625"
"Deschutes","43.84375_-120.65625"
"Crook","43.84375_-120.03125"
"Crook","43.84375_-120.03125"
"Crook","43.84375_-119.84375"
"Harney","43.84375_-118.78125"
"Harney","43.84375_-118.71875"
"Harney","43.84375_-118.65625"
"Harney","43.84375_-118.65625"
"Harney","43.84375_-118.59375"
"Harney","43.84375_-118.59375"
"Harney","43.84375_-118.53125"
"Harney","43.84375_-118.53125"
"Harney","43.84375_-118.46875"
"Harney","43.84375_-118.46875"
"Harney","43.84375_-118.40625"
"Harney","43.84375_-118.40625"
"Harney","43.84375_-118.34375"
"Harney","43.84375_-118.34375"
"Harney","43.84375_-118.28125"
"Harney","43.84375_-118.28125"
"Malheur","43.84375_-118.21875"
"Malheur","43.84375_-118.15625"
"Malheur","43.84375_-118.15625"
"Malheur","43.84375_-118.09375"
"Malheur","43.84375_-118.03125"
"Malheur","43.84375_-117.90625"
"Malheur","43.84375_-117.65625"
"Malheur","43.84375_-117.65625"
"Malheur","43.84375_-117.65625"
"Malheur","43.84375_-117.59375"
"Malheur","43.84375_-117.59375"
"Malheur","43.84375_-117.59375"
"Malheur","43.84375_-117.59375"
"Malheur","43.84375_-117.34375"
"Malheur","43.84375_-117.21875"
"Malheur","43.84375_-117.21875"
"Malheur","43.84375_-117.15625"
"Malheur","43.84375_-117.15625"
"Malheur","43.84375_-117.15625"
"Malheur","43.84375_-117.15625"
"Malheur","43.84375_-117.09375"
"Malheur","43.84375_-117.09375"
"Malheur","43.84375_-117.09375"
"Malheur","43.84375_-117.09375"
"Malheur","43.84375_-117.09375"
"Malheur","43.84375_-117.09375"
"Malheur","43.84375_-117.09375"
"Malheur","43.84375_-117.09375"
"Malheur","43.84375_-117.09375"
"Malheur","43.84375_-117.09375"
"Malheur","43.84375_-117.03125"
"Malheur","43.84375_-117.03125"
"Malheur","43.84375_-117.03125"
"Malheur","43.84375_-117.03125"
"Malheur","43.84375_-117.03125"
"Malheur","43.84375_-117.03125"
"Malheur","43.84375_-117.03125"
"Malheur","43.84375_-117.03125"
"Malheur","43.84375_-117.03125"
"Malheur","43.84375_-117.03125"
"Canyon","43.84375_-116.96875"
"Canyon","43.84375_-116.96875"
"Canyon","43.84375_-116.96875"
"Canyon","43.84375_-116.96875"
"Canyon","43.84375_-116.96875"
"Canyon","43.84375_-116.96875"
"Canyon","43.84375_-116.96875"
"Canyon","43.84375_-116.96875"
"Canyon","43.84375_-116.96875"
"Payette","43.84375_-116.90625"
"Payette","43.84375_-116.90625"
"Payette","43.84375_-116.90625"
"Payette","43.84375_-116.90625"
"Payette","43.84375_-116.84375"
"Payette","43.84375_-116.78125"
"Payette","43.84375_-116.78125"
"Payette","43.84375_-116.78125"
"Payette","43.84375_-116.78125"
"Payette","43.84375_-116.78125"
"Payette","43.84375_-116.78125"
"Payette","43.84375_-116.71875"
"Payette","43.84375_-116.71875"
"Payette","43.84375_-116.71875"
"Payette","43.84375_-116.71875"
"Payette","43.84375_-116.71875"
"Payette","43.84375_-116.71875"
"Payette","43.84375_-116.71875"
"Gem","43.84375_-116.65625"
"Gem","43.84375_-116.65625"
"Gem","43.84375_-116.65625"
"Gem","43.84375_-116.65625"
"Gem","43.84375_-116.65625"
"Gem","43.84375_-116.59375"
"Gem","43.84375_-116.59375"
"Gem","43.84375_-116.59375"
"Gem","43.84375_-116.53125"
"Gem","43.84375_-116.53125"
"Gem","43.84375_-116.53125"
"Gem","43.84375_-116.53125"
"Gem","43.84375_-116.46875"
"Gem","43.84375_-116.46875"
"Gem","43.84375_-116.46875"
"Gem","43.84375_-116.40625"
"Madison","43.84375_-111.90625"
"Madison","43.84375_-111.90625"
"Madison","43.84375_-111.90625"
"Madison","43.84375_-111.90625"
"Madison","43.84375_-111.90625"
"Madison","43.84375_-111.90625"
"Madison","43.84375_-111.84375"
"Madison","43.84375_-111.84375"
"Madison","43.84375_-111.84375"
"Madison","43.84375_-111.84375"
"Madison","43.84375_-111.84375"
"Madison","43.84375_-111.84375"
"Madison","43.84375_-111.84375"
"Madison","43.84375_-111.78125"
"Madison","43.84375_-111.78125"
"Madison","43.84375_-111.78125"
"Madison","43.84375_-111.78125"
"Madison","43.84375_-111.78125"
"Madison","43.84375_-111.78125"
"Madison","43.84375_-111.78125"
"Madison","43.84375_-111.71875"
"Madison","43.84375_-111.71875"
"Madison","43.84375_-111.71875"
"Madison","43.84375_-111.71875"
"Madison","43.84375_-111.71875"
"Madison","43.84375_-111.65625"
"Madison","43.84375_-111.65625"
"Madison","43.84375_-111.65625"
"Madison","43.84375_-111.65625"
"Madison","43.84375_-111.59375"
"Madison","43.84375_-111.59375"
"Madison","43.84375_-111.59375"
"Madison","43.84375_-111.59375"
"Madison","43.84375_-111.53125"
"Madison","43.84375_-111.53125"
"Madison","43.84375_-111.53125"
"Madison","43.84375_-111.46875"
"Madison","43.84375_-111.46875"
"Madison","43.84375_-111.46875"
"Madison","43.84375_-111.40625"
"Madison","43.84375_-111.40625"
"Madison","43.84375_-111.40625"
"Madison","43.84375_-111.40625"
"Madison","43.84375_-111.40625"
"Teton","43.84375_-111.34375"
"Teton","43.84375_-111.34375"
"Teton","43.84375_-111.34375"
"Teton","43.84375_-111.34375"
"Teton","43.84375_-111.28125"
"Teton","43.84375_-111.28125"
"Teton","43.84375_-111.28125"
"Teton","43.84375_-111.28125"
"Teton","43.84375_-111.21875"
"Teton","43.84375_-111.21875"
"Teton","43.84375_-111.21875"
"Teton","43.84375_-111.21875"
"Teton","43.84375_-111.21875"
"Teton","43.84375_-111.21875"
"Teton","43.84375_-111.15625"
"Teton","43.84375_-111.15625"
"Teton","43.84375_-111.15625"
"Teton","43.84375_-111.15625"
"Teton","43.84375_-111.15625"
"Teton","43.84375_-111.09375"
"Teton","43.84375_-111.09375"
"Teton","43.84375_-111.09375"
"Teton","43.84375_-110.40625"
"Teton","43.84375_-110.40625"
"Deschutes","43.90625_-121.46875"
"Deschutes","43.90625_-121.15625"
"Crook","43.90625_-120.65625"
"Crook","43.90625_-120.59375"
"Crook","43.90625_-120.59375"
"Crook","43.90625_-120.53125"
"Crook","43.90625_-120.46875"
"Crook","43.90625_-120.40625"
"Crook","43.90625_-120.34375"
"Crook","43.90625_-120.09375"
"Crook","43.90625_-120.09375"
"Crook","43.90625_-120.03125"
"Crook","43.90625_-120.03125"
"Crook","43.90625_-119.90625"
"Crook","43.90625_-119.90625"
"Crook","43.90625_-119.84375"
"Crook","43.90625_-119.84375"
"Crook","43.90625_-119.78125"
"Harney","43.90625_-118.84375"
"Harney","43.90625_-118.78125"
"Harney","43.90625_-118.71875"
"Harney","43.90625_-118.65625"
"Harney","43.90625_-118.65625"
"Harney","43.90625_-118.59375"
"Harney","43.90625_-118.59375"
"Harney","43.90625_-118.53125"
"Harney","43.90625_-118.53125"
"Harney","43.90625_-118.46875"
"Harney","43.90625_-118.46875"
"Harney","43.90625_-118.40625"
"Harney","43.90625_-118.40625"
"Harney","43.90625_-118.34375"
"Harney","43.90625_-118.34375"
"Harney","43.90625_-118.28125"
"Harney","43.90625_-118.28125"
"Malheur","43.90625_-118.21875"
"Malheur","43.90625_-118.15625"
"Malheur","43.90625_-118.15625"
"Malheur","43.90625_-118.09375"
"Malheur","43.90625_-118.03125"
"Malheur","43.90625_-117.84375"
"Malheur","43.90625_-117.65625"
"Malheur","43.90625_-117.65625"
"Malheur","43.90625_-117.59375"
"Malheur","43.90625_-117.59375"
"Malheur","43.90625_-117.59375"
"Malheur","43.90625_-117.59375"
"Malheur","43.90625_-117.59375"
"Malheur","43.90625_-117.59375"
"Malheur","43.90625_-117.59375"
"Malheur","43.90625_-117.53125"
"Malheur","43.90625_-117.53125"
"Malheur","43.90625_-117.53125"
"Malheur","43.90625_-117.53125"
"Malheur","43.90625_-117.46875"
"Malheur","43.90625_-117.46875"
"Malheur","43.90625_-117.40625"
"Malheur","43.90625_-117.40625"
"Malheur","43.90625_-117.34375"
"Malheur","43.90625_-117.34375"
"Malheur","43.90625_-117.34375"
"Malheur","43.90625_-117.34375"
"Malheur","43.90625_-117.34375"
"Malheur","43.90625_-117.34375"
"Malheur","43.90625_-117.34375"
"Malheur","43.90625_-117.28125"
"Malheur","43.90625_-117.28125"
"Malheur","43.90625_-117.28125"
"Malheur","43.90625_-117.28125"
"Malheur","43.90625_-117.28125"
"Malheur","43.90625_-117.28125"
"Malheur","43.90625_-117.28125"
"Malheur","43.90625_-117.09375"
"Malheur","43.90625_-117.09375"
"Malheur","43.90625_-117.09375"
"Malheur","43.90625_-117.09375"
"Malheur","43.90625_-117.09375"
"Malheur","43.90625_-117.09375"
"Malheur","43.90625_-117.09375"
"Malheur","43.90625_-117.09375"
"Malheur","43.90625_-117.03125"
"Malheur","43.90625_-117.03125"
"Malheur","43.90625_-117.03125"
"Malheur","43.90625_-117.03125"
"Malheur","43.90625_-117.03125"
"Malheur","43.90625_-117.03125"
"Malheur","43.90625_-117.03125"
"Malheur","43.90625_-117.03125"
"Malheur","43.90625_-117.03125"
"Malheur","43.90625_-117.03125"
"Payette","43.90625_-116.96875"
"Payette","43.90625_-116.96875"
"Payette","43.90625_-116.96875"
"Payette","43.90625_-116.96875"
"Payette","43.90625_-116.96875"
"Payette","43.90625_-116.96875"
"Payette","43.90625_-116.96875"
"Payette","43.90625_-116.96875"
"Payette","43.90625_-116.96875"
"Payette","43.90625_-116.90625"
"Payette","43.90625_-116.90625"
"Payette","43.90625_-116.90625"
"Payette","43.90625_-116.90625"
"Payette","43.90625_-116.90625"
"Payette","43.90625_-116.90625"
"Payette","43.90625_-116.84375"
"Payette","43.90625_-116.84375"
"Payette","43.90625_-116.78125"
"Payette","43.90625_-116.78125"
"Payette","43.90625_-116.78125"
"Payette","43.90625_-116.78125"
"Payette","43.90625_-116.78125"
"Payette","43.90625_-116.78125"
"Payette","43.90625_-116.78125"
"Payette","43.90625_-116.71875"
"Payette","43.90625_-116.71875"
"Payette","43.90625_-116.71875"
"Payette","43.90625_-116.71875"
"Gem","43.90625_-116.65625"
"Gem","43.90625_-116.65625"
"Gem","43.90625_-116.65625"
"Gem","43.90625_-116.65625"
"Gem","43.90625_-116.65625"
"Gem","43.90625_-116.65625"
"Gem","43.90625_-116.59375"
"Gem","43.90625_-116.59375"
"Gem","43.90625_-116.59375"
"Gem","43.90625_-116.59375"
"Gem","43.90625_-116.59375"
"Gem","43.90625_-116.53125"
"Gem","43.90625_-116.53125"
"Gem","43.90625_-116.53125"
"Gem","43.90625_-116.53125"
"Gem","43.90625_-116.53125"
"Gem","43.90625_-116.53125"
"Gem","43.90625_-116.53125"
"Gem","43.90625_-116.46875"
"Gem","43.90625_-116.46875"
"Gem","43.90625_-116.46875"
"Gem","43.90625_-116.46875"
"Gem","43.90625_-116.46875"
"Gem","43.90625_-116.40625"
"Gem","43.90625_-116.34375"
"Gem","43.90625_-116.34375"
"Gem","43.90625_-116.28125"
"Gem","43.90625_-116.28125"
"Gem","43.90625_-116.28125"
"Boise","43.90625_-116.21875"
"Boise","43.90625_-116.21875"
"Boise","43.90625_-116.15625"
"Boise","43.90625_-116.15625"
"Blaine","43.90625_-114.78125"
"Madison","43.90625_-111.90625"
"Madison","43.90625_-111.90625"
"Madison","43.90625_-111.90625"
"Madison","43.90625_-111.90625"
"Madison","43.90625_-111.90625"
"Madison","43.90625_-111.84375"
"Madison","43.90625_-111.84375"
"Madison","43.90625_-111.84375"
"Madison","43.90625_-111.84375"
"Madison","43.90625_-111.84375"
"Madison","43.90625_-111.84375"
"Madison","43.90625_-111.84375"
"Fremont","43.90625_-111.78125"
"Fremont","43.90625_-111.78125"
"Fremont","43.90625_-111.78125"
"Fremont","43.90625_-111.78125"
"Fremont","43.90625_-111.78125"
"Fremont","43.90625_-111.78125"
"Fremont","43.90625_-111.78125"
"Fremont","43.90625_-111.71875"
"Fremont","43.90625_-111.71875"
"Fremont","43.90625_-111.71875"
"Fremont","43.90625_-111.71875"
"Fremont","43.90625_-111.71875"
"Fremont","43.90625_-111.71875"
"Fremont","43.90625_-111.71875"
"Fremont","43.90625_-111.65625"
"Fremont","43.90625_-111.65625"
"Fremont","43.90625_-111.65625"
"Fremont","43.90625_-111.65625"
"Fremont","43.90625_-111.65625"
"Fremont","43.90625_-111.65625"
"Fremont","43.90625_-111.65625"
"Fremont","43.90625_-111.59375"
"Fremont","43.90625_-111.59375"
"Fremont","43.90625_-111.59375"
"Fremont","43.90625_-111.59375"
"Fremont","43.90625_-111.59375"
"Madison","43.90625_-111.53125"
"Madison","43.90625_-111.53125"
"Madison","43.90625_-111.53125"
"Madison","43.90625_-111.53125"
"Madison","43.90625_-111.46875"
"Madison","43.90625_-111.46875"
"Madison","43.90625_-111.46875"
"Madison","43.90625_-111.40625"
"Madison","43.90625_-111.40625"
"Madison","43.90625_-111.40625"
"Madison","43.90625_-111.40625"
"Teton","43.90625_-111.34375"
"Teton","43.90625_-111.34375"
"Teton","43.90625_-111.34375"
"Teton","43.90625_-111.34375"
"Teton","43.90625_-111.34375"
"Teton","43.90625_-111.28125"
"Teton","43.90625_-111.28125"
"Teton","43.90625_-111.28125"
"Teton","43.90625_-111.28125"
"Teton","43.90625_-111.28125"
"Teton","43.90625_-111.21875"
"Teton","43.90625_-111.21875"
"Teton","43.90625_-111.21875"
"Teton","43.90625_-111.21875"
"Teton","43.90625_-111.21875"
"Teton","43.90625_-111.21875"
"Teton","43.90625_-111.15625"
"Teton","43.90625_-111.15625"
"Teton","43.90625_-111.15625"
"Teton","43.90625_-111.15625"
"Teton","43.90625_-111.15625"
"Teton","43.90625_-111.15625"
"Teton","43.90625_-111.09375"
"Deschutes","43.96875_-121.28125"
"Deschutes","43.96875_-121.21875"
"Deschutes","43.96875_-121.21875"
"Crook","43.96875_-120.84375"
"Crook","43.96875_-120.78125"
"Crook","43.96875_-120.71875"
"Crook","43.96875_-120.71875"
"Crook","43.96875_-120.65625"
"Crook","43.96875_-120.65625"
"Crook","43.96875_-120.59375"
"Crook","43.96875_-120.59375"
"Crook","43.96875_-120.53125"
"Crook","43.96875_-120.53125"
"Crook","43.96875_-120.46875"
"Crook","43.96875_-120.40625"
"Crook","43.96875_-120.34375"
"Crook","43.96875_-120.28125"
"Crook","43.96875_-120.21875"
"Crook","43.96875_-120.15625"
"Crook","43.96875_-120.09375"
"Crook","43.96875_-120.03125"
"Crook","43.96875_-119.96875"
"Crook","43.96875_-119.84375"
"Crook","43.96875_-119.78125"
"Crook","43.96875_-119.78125"
"Crook","43.96875_-119.71875"
"Crook","43.96875_-119.65625"
"Crook","43.96875_-119.65625"
"Grant","43.96875_-119.59375"
"Grant","43.96875_-119.53125"
"Grant","43.96875_-119.46875"
"Grant","43.96875_-119.40625"
"Grant","43.96875_-119.34375"
"Grant","43.96875_-119.28125"
"Grant","43.96875_-118.84375"
"Harney","43.96875_-118.78125"
"Harney","43.96875_-118.71875"
"Harney","43.96875_-118.71875"
"Harney","43.96875_-118.65625"
"Harney","43.96875_-118.65625"
"Harney","43.96875_-118.59375"
"Harney","43.96875_-118.53125"
"Harney","43.96875_-118.46875"
"Harney","43.96875_-118.40625"
"Harney","43.96875_-118.34375"
"Harney","43.96875_-118.28125"
"Malheur","43.96875_-118.21875"
"Malheur","43.96875_-118.21875"
"Malheur","43.96875_-118.15625"
"Malheur","43.96875_-118.15625"
"Malheur","43.96875_-118.09375"
"Malheur","43.96875_-118.09375"
"Malheur","43.96875_-117.71875"
"Malheur","43.96875_-117.71875"
"Malheur","43.96875_-117.71875"
