"countyname","location"
"Elko","41.21875_-116.21875"
"Elko","41.28125_-116.21875"
"Elko","41.28125_-116.21875"
"Elko","41.28125_-116.15625"
"Elko","41.28125_-116.15625"
"Elko","41.28125_-116.09375"
"Elko","41.34375_-116.15625"
"Elko","41.34375_-116.15625"
"Elko","41.34375_-116.09375"
"Elko","41.34375_-116.09375"
"Elko","41.40625_-116.15625"
"Elko","41.40625_-116.15625"
"Elko","41.40625_-116.09375"
"Elko","41.40625_-116.09375"
"Elko","41.46875_-116.15625"
"Elko","41.46875_-116.15625"
"Elko","41.46875_-116.09375"
"Elko","41.46875_-116.09375"
"Elko","41.59375_-116.40625"
"Elko","41.59375_-116.09375"
"Elko","41.59375_-115.53125"
"Elko","41.65625_-116.21875"
"Elko","41.65625_-115.53125"
"Elko","41.65625_-115.15625"
"Elko","41.65625_-115.09375"
"Elko","41.65625_-115.09375"
"Elko","41.65625_-114.84375"
"Elko","41.65625_-114.71875"
"Elko","41.71875_-116.40625"
"Elko","41.71875_-116.34375"
"Elko","41.71875_-116.28125"
"Elko","41.71875_-116.28125"
"Elko","41.71875_-116.21875"
"Elko","41.71875_-116.15625"
"Elko","41.71875_-115.96875"
"Elko","41.71875_-115.15625"
"Elko","41.71875_-115.09375"
"Elko","41.71875_-114.84375"
"Elko","41.71875_-114.84375"
"Elko","41.71875_-114.78125"
"Elko","41.78125_-116.46875"
"Elko","41.78125_-116.40625"
"Elko","41.78125_-115.96875"
"Elko","41.78125_-115.90625"
"Elko","41.78125_-115.09375"
"Elko","41.78125_-115.03125"
"Elko","41.78125_-115.03125"
"Elko","41.78125_-114.96875"
"Elko","41.84375_-115.96875"
"Elko","41.84375_-114.96875"
"Elko","41.84375_-114.71875"
"Elko","41.84375_-114.21875"
"Elko","41.84375_-114.21875"
"Elko","41.84375_-114.15625"
"Elko","41.84375_-114.15625"
"Elko","41.84375_-114.09375"
"Box Elder","41.84375_-113.96875"
"Box Elder","41.84375_-113.71875"
"Elko","41.90625_-116.15625"
"Elko","41.90625_-116.09375"
"Elko","41.90625_-116.09375"
"Elko","41.90625_-114.96875"
"Elko","41.90625_-114.65625"
"Elko","41.90625_-114.21875"
"Elko","41.90625_-114.21875"
"Elko","41.90625_-114.09375"
"Elko","41.90625_-114.09375"
"Box Elder","41.90625_-113.78125"
"Box Elder","41.90625_-113.71875"
"Elko","41.96875_-116.21875"
"Elko","41.96875_-116.15625"
"Elko","41.96875_-116.15625"
"Elko","41.96875_-116.09375"
"Elko","41.96875_-116.09375"
"Elko","41.96875_-115.46875"
"Elko","41.96875_-114.65625"
"Elko","41.96875_-114.65625"
"Elko","41.96875_-114.59375"
"Elko","41.96875_-114.09375"
"Box Elder","41.96875_-114.03125"
"Box Elder","41.96875_-114.03125"
"Box Elder","41.96875_-113.96875"
"Box Elder","41.96875_-113.78125"
"Box Elder","41.96875_-113.71875"
"Box Elder","41.96875_-113.65625"
"Box Elder","41.96875_-113.65625"
"Box Elder","41.96875_-113.65625"
"Box Elder","41.96875_-113.59375"
"Box Elder","41.96875_-113.59375"
"Box Elder","41.96875_-113.59375"
"Box Elder","41.96875_-113.53125"
"Box Elder","41.96875_-113.53125"
"Box Elder","41.96875_-113.40625"
"Box Elder","41.96875_-113.40625"
"Box Elder","41.96875_-113.40625"
"Box Elder","41.96875_-113.28125"
"Box Elder","41.96875_-113.28125"
"Owyhee","42.03125_-116.15625"
"Owyhee","42.03125_-115.21875"
"Owyhee","42.03125_-115.21875"
"Owyhee","42.03125_-115.15625"
"Cassia","42.03125_-113.96875"
"Cassia","42.03125_-113.96875"
"Cassia","42.03125_-113.96875"
"Cassia","42.03125_-113.59375"
"Cassia","42.03125_-113.59375"
"Cassia","42.03125_-113.59375"
"Cassia","42.03125_-113.59375"
"Cassia","42.03125_-113.59375"
"Cassia","42.03125_-113.53125"
"Cassia","42.03125_-113.46875"
"Cassia","42.03125_-113.46875"
"Cassia","42.03125_-113.46875"
"Cassia","42.03125_-113.46875"
"Cassia","42.03125_-113.40625"
"Cassia","42.03125_-113.40625"
"Cassia","42.03125_-113.40625"
"Cassia","42.03125_-113.28125"
"Cassia","42.03125_-113.28125"
"Cassia","42.03125_-113.28125"
"Cassia","42.03125_-113.28125"
"Cassia","42.03125_-113.21875"
"Harney","42.09375_-118.28125"
"Owyhee","42.09375_-115.21875"
"Owyhee","42.09375_-115.21875"
"Owyhee","42.09375_-115.21875"
"Owyhee","42.09375_-115.15625"
"Owyhee","42.09375_-115.09375"
"Owyhee","42.09375_-115.03125"
"Cassia","42.09375_-113.65625"
"Cassia","42.09375_-113.65625"
"Cassia","42.09375_-113.65625"
"Cassia","42.09375_-113.59375"
"Cassia","42.09375_-113.59375"
"Cassia","42.09375_-113.59375"
"Cassia","42.09375_-113.59375"
"Cassia","42.09375_-113.53125"
"Cassia","42.09375_-113.53125"
"Cassia","42.09375_-113.46875"
"Cassia","42.09375_-113.40625"
"Cassia","42.09375_-113.40625"
"Cassia","42.09375_-113.40625"
"Cassia","42.09375_-113.34375"
"Cassia","42.09375_-113.34375"
"Cassia","42.09375_-113.34375"
"Cassia","42.09375_-113.34375"
"Cassia","42.09375_-113.34375"
"Cassia","42.09375_-113.28125"
"Cassia","42.09375_-113.28125"
"Cassia","42.09375_-113.28125"
"Cassia","42.09375_-113.28125"
"Cassia","42.09375_-113.28125"
"Cassia","42.09375_-113.21875"
"Harney","42.15625_-118.71875"
"Harney","42.15625_-118.65625"
"Harney","42.15625_-118.34375"
"Harney","42.15625_-118.28125"
"Harney","42.15625_-118.21875"
"Malheur","42.15625_-118.15625"
"Owyhee","42.15625_-115.03125"
"Owyhee","42.15625_-115.03125"
"Twin Falls","42.15625_-114.96875"
"Twin Falls","42.15625_-114.65625"
"Twin Falls","42.15625_-114.65625"
"Twin Falls","42.15625_-114.65625"
"Cassia","42.15625_-113.65625"
"Cassia","42.15625_-113.65625"
"Cassia","42.15625_-113.59375"
"Cassia","42.15625_-113.59375"
"Cassia","42.15625_-113.59375"
"Cassia","42.15625_-113.34375"
"Cassia","42.15625_-113.34375"
"Cassia","42.15625_-113.34375"
"Cassia","42.15625_-113.34375"
"Cassia","42.15625_-113.34375"
"Cassia","42.15625_-113.34375"
"Cassia","42.15625_-113.28125"
"Harney","42.21875_-118.71875"
"Harney","42.21875_-118.71875"
"Harney","42.21875_-118.65625"
"Harney","42.21875_-118.59375"
"Harney","42.21875_-118.59375"
"Harney","42.21875_-118.59375"
"Harney","42.21875_-118.53125"
"Harney","42.21875_-118.34375"
"Harney","42.21875_-118.28125"
"Harney","42.21875_-118.21875"
"Malheur","42.21875_-118.15625"
"Malheur","42.21875_-118.09375"
"Twin Falls","42.21875_-114.71875"
"Twin Falls","42.21875_-114.71875"
"Twin Falls","42.21875_-114.65625"
"Twin Falls","42.21875_-114.65625"
"Twin Falls","42.21875_-114.65625"
"Twin Falls","42.21875_-114.65625"
"Twin Falls","42.21875_-114.65625"
"Twin Falls","42.21875_-114.59375"
"Cassia","42.21875_-113.90625"
"Cassia","42.21875_-113.90625"
"Cassia","42.21875_-113.90625"
"Cassia","42.21875_-113.90625"
"Cassia","42.21875_-113.90625"
"Cassia","42.21875_-113.90625"
"Cassia","42.21875_-113.84375"
"Cassia","42.21875_-113.84375"
"Cassia","42.21875_-113.84375"
"Cassia","42.21875_-113.78125"
"Cassia","42.21875_-113.78125"
"Cassia","42.21875_-113.78125"
"Cassia","42.21875_-113.78125"
"Cassia","42.21875_-113.78125"
"Cassia","42.21875_-113.59375"
"Cassia","42.21875_-113.59375"
"Cassia","42.21875_-113.59375"
"Cassia","42.21875_-113.34375"
"Cassia","42.21875_-113.34375"
"Cassia","42.21875_-113.34375"
"Cassia","42.21875_-113.34375"
"Cassia","42.21875_-113.34375"
"Cassia","42.21875_-113.34375"
"Cassia","42.21875_-113.34375"
"Cassia","42.21875_-113.34375"
"Cassia","42.21875_-113.34375"
"Cassia","42.21875_-113.28125"
"Cassia","42.21875_-113.28125"
"Cassia","42.21875_-113.28125"
"Cassia","42.21875_-113.28125"
"Cassia","42.21875_-113.28125"
"Cassia","42.21875_-113.21875"
"Cassia","42.21875_-113.21875"
"Cassia","42.21875_-113.09375"
"Cassia","42.21875_-113.03125"
"Harney","42.28125_-118.71875"
"Harney","42.28125_-118.65625"
"Harney","42.28125_-118.59375"
"Harney","42.28125_-118.53125"
"Harney","42.28125_-118.46875"
"Harney","42.28125_-118.40625"
"Harney","42.28125_-118.34375"
"Harney","42.28125_-118.28125"
"Harney","42.28125_-118.21875"
"Harney","42.28125_-118.21875"
"Malheur","42.28125_-118.09375"
"Twin Falls","42.28125_-114.78125"
"Twin Falls","42.28125_-114.59375"
"Twin Falls","42.28125_-114.59375"
"Twin Falls","42.28125_-114.59375"
"Cassia","42.28125_-113.96875"
"Cassia","42.28125_-113.90625"
"Cassia","42.28125_-113.90625"
"Cassia","42.28125_-113.90625"
"Cassia","42.28125_-113.90625"
"Cassia","42.28125_-113.90625"
"Cassia","42.28125_-113.90625"
"Cassia","42.28125_-113.90625"
"Cassia","42.28125_-113.90625"
"Cassia","42.28125_-113.90625"
"Cassia","42.28125_-113.84375"
"Cassia","42.28125_-113.84375"
"Cassia","42.28125_-113.84375"
"Cassia","42.28125_-113.84375"
"Cassia","42.28125_-113.84375"
"Cassia","42.28125_-113.84375"
"Cassia","42.28125_-113.78125"
"Cassia","42.28125_-113.78125"
"Cassia","42.28125_-113.78125"
"Cassia","42.28125_-113.78125"
"Cassia","42.28125_-113.78125"
"Cassia","42.28125_-113.78125"
"Cassia","42.28125_-113.78125"
"Cassia","42.28125_-113.59375"
"Cassia","42.28125_-113.53125"
"Cassia","42.28125_-113.53125"
"Cassia","42.28125_-113.53125"
"Cassia","42.28125_-113.46875"
"Cassia","42.28125_-113.46875"
"Cassia","42.28125_-113.46875"
"Cassia","42.28125_-113.40625"
"Cassia","42.28125_-113.40625"
"Cassia","42.28125_-113.40625"
"Cassia","42.28125_-113.40625"
"Cassia","42.28125_-113.40625"
"Cassia","42.28125_-113.40625"
"Cassia","42.28125_-113.40625"
"Cassia","42.28125_-113.34375"
"Cassia","42.28125_-113.34375"
"Cassia","42.28125_-113.34375"
"Cassia","42.28125_-113.34375"
"Cassia","42.28125_-113.34375"
"Cassia","42.28125_-113.34375"
"Cassia","42.28125_-113.34375"
"Cassia","42.28125_-113.34375"
"Cassia","42.28125_-113.34375"
"Cassia","42.28125_-113.28125"
"Cassia","42.28125_-113.28125"
"Cassia","42.28125_-113.28125"
"Cassia","42.28125_-113.28125"
"Cassia","42.28125_-113.28125"
"Cassia","42.28125_-113.28125"
"Cassia","42.28125_-113.28125"
"Cassia","42.28125_-113.28125"
"Cassia","42.28125_-113.28125"
"Cassia","42.28125_-113.21875"
"Cassia","42.28125_-113.21875"
"Cassia","42.28125_-113.21875"
"Cassia","42.28125_-113.15625"
"Cassia","42.28125_-113.15625"
"Cassia","42.28125_-113.15625"
"Cassia","42.28125_-113.15625"
"Cassia","42.28125_-113.09375"
"Cassia","42.28125_-113.09375"
"Cassia","42.28125_-113.09375"
"Harney","42.34375_-118.65625"
"Harney","42.34375_-118.59375"
"Harney","42.34375_-118.53125"
"Harney","42.34375_-118.46875"
"Harney","42.34375_-118.40625"
"Harney","42.34375_-118.34375"
"Harney","42.34375_-118.28125"
"Harney","42.34375_-118.28125"
"Harney","42.34375_-118.21875"
"Harney","42.34375_-118.21875"
"Malheur","42.34375_-118.15625"
"Malheur","42.34375_-118.09375"
"Malheur","42.34375_-118.03125"
"Malheur","42.34375_-117.96875"
"Malheur","42.34375_-117.84375"
"Twin Falls","42.34375_-114.96875"
"Twin Falls","42.34375_-114.90625"
"Twin Falls","42.34375_-114.90625"
"Twin Falls","42.34375_-114.90625"
"Twin Falls","42.34375_-114.90625"
"Twin Falls","42.34375_-114.90625"
"Twin Falls","42.34375_-114.90625"
"Twin Falls","42.34375_-114.65625"
"Twin Falls","42.34375_-114.65625"
"Twin Falls","42.34375_-114.65625"
"Twin Falls","42.34375_-114.65625"
"Twin Falls","42.34375_-114.65625"
"Twin Falls","42.34375_-114.65625"
"Twin Falls","42.34375_-114.65625"
"Twin Falls","42.34375_-114.65625"
"Twin Falls","42.34375_-114.59375"
"Twin Falls","42.34375_-114.59375"
"Twin Falls","42.34375_-114.59375"
"Twin Falls","42.34375_-114.59375"
"Twin Falls","42.34375_-114.59375"
"Twin Falls","42.34375_-114.53125"
"Twin Falls","42.34375_-114.53125"
"Twin Falls","42.34375_-114.53125"
"Twin Falls","42.34375_-114.53125"
"Twin Falls","42.34375_-114.53125"
"Twin Falls","42.34375_-114.53125"
"Twin Falls","42.34375_-114.46875"
"Twin Falls","42.34375_-114.46875"
"Cassia","42.34375_-114.09375"
"Cassia","42.34375_-114.03125"
"Cassia","42.34375_-114.03125"
"Cassia","42.34375_-114.03125"
"Cassia","42.34375_-114.03125"
"Cassia","42.34375_-114.03125"
"Cassia","42.34375_-114.03125"
"Cassia","42.34375_-114.03125"
"Cassia","42.34375_-113.96875"
"Cassia","42.34375_-113.96875"
"Cassia","42.34375_-113.96875"
"Cassia","42.34375_-113.96875"
"Cassia","42.34375_-113.96875"
"Cassia","42.34375_-113.96875"
"Cassia","42.34375_-113.96875"
"Cassia","42.34375_-113.96875"
"Cassia","42.34375_-113.96875"
"Cassia","42.34375_-113.90625"
"Cassia","42.34375_-113.90625"
"Cassia","42.34375_-113.90625"
"Cassia","42.34375_-113.90625"
"Cassia","42.34375_-113.90625"
"Cassia","42.34375_-113.90625"
"Cassia","42.34375_-113.90625"
"Cassia","42.34375_-113.90625"
"Cassia","42.34375_-113.90625"
"Cassia","42.34375_-113.84375"
"Cassia","42.34375_-113.84375"
"Cassia","42.34375_-113.84375"
"Cassia","42.34375_-113.84375"
"Cassia","42.34375_-113.84375"
"Cassia","42.34375_-113.84375"
"Cassia","42.34375_-113.84375"
"Cassia","42.34375_-113.84375"
"Cassia","42.34375_-113.84375"
"Cassia","42.34375_-113.84375"
"Cassia","42.34375_-113.84375"
"Cassia","42.34375_-113.78125"
"Cassia","42.34375_-113.78125"
"Cassia","42.34375_-113.78125"
"Cassia","42.34375_-113.78125"
"Cassia","42.34375_-113.78125"
"Cassia","42.34375_-113.78125"
"Cassia","42.34375_-113.78125"
"Cassia","42.34375_-113.71875"
"Cassia","42.34375_-113.71875"
"Cassia","42.34375_-113.71875"
"Cassia","42.34375_-113.71875"
"Cassia","42.34375_-113.71875"
"Cassia","42.34375_-113.65625"
"Cassia","42.34375_-113.59375"
"Cassia","42.34375_-113.53125"
"Cassia","42.34375_-113.53125"
"Cassia","42.34375_-113.40625"
"Cassia","42.34375_-113.34375"
"Cassia","42.34375_-113.34375"
"Cassia","42.34375_-113.34375"
"Cassia","42.34375_-113.34375"
"Cassia","42.34375_-113.34375"
"Cassia","42.34375_-113.34375"
"Cassia","42.34375_-113.34375"
"Cassia","42.34375_-113.34375"
"Cassia","42.34375_-113.28125"
"Cassia","42.34375_-113.28125"
"Cassia","42.34375_-113.28125"
"Cassia","42.34375_-113.28125"
"Cassia","42.34375_-113.28125"
"Cassia","42.34375_-113.21875"
"Cassia","42.34375_-113.21875"
"Cassia","42.34375_-113.21875"
"Cassia","42.34375_-113.21875"
"Cassia","42.34375_-113.15625"
"Cassia","42.34375_-113.15625"
"Cassia","42.34375_-113.15625"
"Cassia","42.34375_-113.15625"
"Cassia","42.34375_-113.15625"
"Power","42.34375_-112.78125"
"Power","42.34375_-112.78125"
"Harney","42.40625_-118.65625"
"Harney","42.40625_-118.59375"
"Harney","42.40625_-118.59375"
"Harney","42.40625_-118.59375"
"Harney","42.40625_-118.53125"
"Harney","42.40625_-118.46875"
"Harney","42.40625_-118.40625"
"Harney","42.40625_-118.34375"
"Harney","42.40625_-118.28125"
"Harney","42.40625_-118.21875"
"Malheur","42.40625_-118.15625"
"Malheur","42.40625_-118.09375"
"Malheur","42.40625_-118.03125"
"Malheur","42.40625_-118.03125"
"Malheur","42.40625_-117.96875"
"Malheur","42.40625_-117.90625"
"Malheur","42.40625_-117.84375"
"Twin Falls","42.40625_-114.90625"
"Twin Falls","42.40625_-114.90625"
"Twin Falls","42.40625_-114.90625"
"Twin Falls","42.40625_-114.90625"
"Twin Falls","42.40625_-114.90625"
"Twin Falls","42.40625_-114.90625"
"Twin Falls","42.40625_-114.90625"
"Twin Falls","42.40625_-114.59375"
"Twin Falls","42.40625_-114.59375"
"Twin Falls","42.40625_-114.59375"
"Twin Falls","42.40625_-114.59375"
"Twin Falls","42.40625_-114.59375"
"Twin Falls","42.40625_-114.59375"
"Twin Falls","42.40625_-114.59375"
"Twin Falls","42.40625_-114.53125"
"Twin Falls","42.40625_-114.53125"
"Twin Falls","42.40625_-114.53125"
"Twin Falls","42.40625_-114.53125"
"Twin Falls","42.40625_-114.53125"
"Twin Falls","42.40625_-114.46875"
"Twin Falls","42.40625_-114.46875"
"Twin Falls","42.40625_-114.46875"
"Twin Falls","42.40625_-114.46875"
"Twin Falls","42.40625_-114.40625"
"Twin Falls","42.40625_-114.40625"
"Twin Falls","42.40625_-114.40625"
"Twin Falls","42.40625_-114.34375"
"Twin Falls","42.40625_-114.34375"
"Twin Falls","42.40625_-114.34375"
"Twin Falls","42.40625_-114.34375"
"Twin Falls","42.40625_-114.34375"
"Twin Falls","42.40625_-114.28125"
"Twin Falls","42.40625_-114.28125"
"Twin Falls","42.40625_-114.28125"
"Twin Falls","42.40625_-114.28125"
"Twin Falls","42.40625_-114.28125"
"Twin Falls","42.40625_-114.28125"
"Cassia","42.40625_-114.21875"
"Cassia","42.40625_-114.21875"
"Cassia","42.40625_-114.21875"
"Cassia","42.40625_-114.21875"
"Cassia","42.40625_-114.21875"
"Cassia","42.40625_-114.15625"
"Cassia","42.40625_-114.15625"
"Cassia","42.40625_-114.15625"
"Cassia","42.40625_-114.15625"
"Cassia","42.40625_-114.15625"
"Cassia","42.40625_-114.15625"
"Cassia","42.40625_-114.15625"
"Cassia","42.40625_-114.15625"
"Cassia","42.40625_-114.09375"
"Cassia","42.40625_-114.09375"
"Cassia","42.40625_-114.09375"
"Cassia","42.40625_-114.09375"
"Cassia","42.40625_-114.09375"
"Cassia","42.40625_-114.09375"
"Cassia","42.40625_-114.09375"
"Cassia","42.40625_-114.09375"
"Cassia","42.40625_-114.09375"
"Cassia","42.40625_-114.03125"
"Cassia","42.40625_-114.03125"
"Cassia","42.40625_-114.03125"
"Cassia","42.40625_-114.03125"
"Cassia","42.40625_-114.03125"
"Cassia","42.40625_-114.03125"
"Cassia","42.40625_-114.03125"
"Cassia","42.40625_-114.03125"
"Cassia","42.40625_-114.03125"
"Cassia","42.40625_-114.03125"
"Cassia","42.40625_-114.03125"
"Cassia","42.40625_-113.96875"
"Cassia","42.40625_-113.96875"
"Cassia","42.40625_-113.96875"
"Cassia","42.40625_-113.96875"
"Cassia","42.40625_-113.96875"
"Cassia","42.40625_-113.96875"
"Cassia","42.40625_-113.90625"
"Cassia","42.40625_-113.90625"
"Cassia","42.40625_-113.90625"
"Cassia","42.40625_-113.90625"
"Cassia","42.40625_-113.90625"
"Cassia","42.40625_-113.90625"
"Cassia","42.40625_-113.90625"
"Cassia","42.40625_-113.90625"
"Cassia","42.40625_-113.90625"
"Cassia","42.40625_-113.84375"
"Cassia","42.40625_-113.84375"
"Cassia","42.40625_-113.84375"
"Cassia","42.40625_-113.84375"
"Cassia","42.40625_-113.84375"
"Cassia","42.40625_-113.84375"
"Cassia","42.40625_-113.84375"
"Cassia","42.40625_-113.84375"
"Cassia","42.40625_-113.84375"
"Cassia","42.40625_-113.78125"
"Cassia","42.40625_-113.78125"
"Cassia","42.40625_-113.78125"
"Cassia","42.40625_-113.78125"
"Cassia","42.40625_-113.78125"
"Cassia","42.40625_-113.78125"
"Cassia","42.40625_-113.78125"
"Cassia","42.40625_-113.78125"
"Cassia","42.40625_-113.78125"
"Cassia","42.40625_-113.71875"
"Cassia","42.40625_-113.71875"
"Cassia","42.40625_-113.71875"
"Cassia","42.40625_-113.71875"
"Cassia","42.40625_-113.71875"
"Cassia","42.40625_-113.71875"
"Cassia","42.40625_-113.71875"
"Cassia","42.40625_-113.71875"
"Cassia","42.40625_-113.71875"
"Cassia","42.40625_-113.71875"
"Cassia","42.40625_-113.65625"
"Cassia","42.40625_-113.65625"
"Cassia","42.40625_-113.65625"
"Cassia","42.40625_-113.65625"
"Cassia","42.40625_-113.65625"
"Cassia","42.40625_-113.59375"
"Cassia","42.40625_-113.59375"
"Cassia","42.40625_-113.59375"
"Cassia","42.40625_-113.59375"
"Cassia","42.40625_-113.59375"
"Cassia","42.40625_-113.59375"
"Cassia","42.40625_-113.53125"
"Cassia","42.40625_-113.53125"
"Cassia","42.40625_-113.53125"
"Cassia","42.40625_-113.53125"
"Cassia","42.40625_-113.53125"
"Cassia","42.40625_-113.40625"
"Cassia","42.40625_-113.40625"
"Cassia","42.40625_-113.40625"
"Cassia","42.40625_-113.40625"
"Cassia","42.40625_-113.40625"
"Cassia","42.40625_-113.40625"
"Cassia","42.40625_-113.34375"
"Cassia","42.40625_-113.34375"
"Cassia","42.40625_-113.34375"
"Cassia","42.40625_-113.34375"
"Cassia","42.40625_-113.34375"
"Cassia","42.40625_-113.34375"
"Cassia","42.40625_-113.34375"
"Cassia","42.40625_-113.28125"
"Cassia","42.40625_-113.28125"
"Cassia","42.40625_-113.28125"
"Cassia","42.40625_-113.28125"
"Cassia","42.40625_-113.28125"
"Cassia","42.40625_-113.28125"
"Cassia","42.40625_-113.28125"
"Cassia","42.40625_-113.21875"
"Cassia","42.40625_-113.21875"
"Cassia","42.40625_-113.21875"
"Cassia","42.40625_-113.15625"
"Power","42.40625_-112.84375"
"Power","42.40625_-112.84375"
"Oneida","42.40625_-112.53125"
"Oneida","42.40625_-112.53125"
"Oneida","42.40625_-112.53125"
"Oneida","42.40625_-112.53125"
"Harney","42.46875_-118.65625"
"Harney","42.46875_-118.59375"
"Harney","42.46875_-118.59375"
"Harney","42.46875_-118.53125"
"Harney","42.46875_-118.46875"
"Harney","42.46875_-118.40625"
"Harney","42.46875_-118.34375"
"Harney","42.46875_-118.28125"
"Harney","42.46875_-118.21875"
"Malheur","42.46875_-118.15625"
"Malheur","42.46875_-118.09375"
"Malheur","42.46875_-118.03125"
"Malheur","42.46875_-117.90625"
"Malheur","42.46875_-117.84375"
"Malheur","42.46875_-117.78125"
"Twin Falls","42.46875_-114.90625"
"Twin Falls","42.46875_-114.90625"
"Twin Falls","42.46875_-114.90625"
"Twin Falls","42.46875_-114.90625"
"Twin Falls","42.46875_-114.90625"
"Twin Falls","42.46875_-114.90625"
"Twin Falls","42.46875_-114.90625"
"Twin Falls","42.46875_-114.90625"
"Twin Falls","42.46875_-114.84375"
"Twin Falls","42.46875_-114.84375"
"Twin Falls","42.46875_-114.84375"
"Twin Falls","42.46875_-114.84375"
"Twin Falls","42.46875_-114.84375"
"Twin Falls","42.46875_-114.84375"
"Twin Falls","42.46875_-114.84375"
"Twin Falls","42.46875_-114.78125"
"Twin Falls","42.46875_-114.78125"
"Twin Falls","42.46875_-114.78125"
"Twin Falls","42.46875_-114.78125"
"Twin Falls","42.46875_-114.78125"
"Twin Falls","42.46875_-114.78125"
"Twin Falls","42.46875_-114.71875"
"Twin Falls","42.46875_-114.71875"
"Twin Falls","42.46875_-114.71875"
"Twin Falls","42.46875_-114.65625"
"Twin Falls","42.46875_-114.65625"
"Twin Falls","42.46875_-114.59375"
"Twin Falls","42.46875_-114.59375"
"Twin Falls","42.46875_-114.59375"
"Twin Falls","42.46875_-114.59375"
"Twin Falls","42.46875_-114.59375"
"Twin Falls","42.46875_-114.59375"
"Twin Falls","42.46875_-114.59375"
"Twin Falls","42.46875_-114.59375"
"Twin Falls","42.46875_-114.59375"
"Twin Falls","42.46875_-114.53125"
"Twin Falls","42.46875_-114.53125"
"Twin Falls","42.46875_-114.53125"
"Twin Falls","42.46875_-114.53125"
"Twin Falls","42.46875_-114.53125"
"Twin Falls","42.46875_-114.53125"
"Twin Falls","42.46875_-114.53125"
"Twin Falls","42.46875_-114.53125"
"Twin Falls","42.46875_-114.46875"
"Twin Falls","42.46875_-114.46875"
"Twin Falls","42.46875_-114.46875"
"Twin Falls","42.46875_-114.46875"
"Twin Falls","42.46875_-114.46875"
"Twin Falls","42.46875_-114.46875"
"Twin Falls","42.46875_-114.46875"
"Twin Falls","42.46875_-114.46875"
"Twin Falls","42.46875_-114.40625"
"Twin Falls","42.46875_-114.40625"
"Twin Falls","42.46875_-114.40625"
"Twin Falls","42.46875_-114.40625"
"Twin Falls","42.46875_-114.40625"
"Twin Falls","42.46875_-114.40625"
"Twin Falls","42.46875_-114.40625"
"Twin Falls","42.46875_-114.40625"
"Twin Falls","42.46875_-114.40625"
"Twin Falls","42.46875_-114.40625"
"Twin Falls","42.46875_-114.34375"
"Twin Falls","42.46875_-114.34375"
"Twin Falls","42.46875_-114.34375"
"Twin Falls","42.46875_-114.34375"
"Twin Falls","42.46875_-114.34375"
"Twin Falls","42.46875_-114.34375"
"Twin Falls","42.46875_-114.34375"
"Twin Falls","42.46875_-114.34375"
"Twin Falls","42.46875_-114.34375"
"Twin Falls","42.46875_-114.34375"
"Twin Falls","42.46875_-114.34375"
"Twin Falls","42.46875_-114.34375"
"Twin Falls","42.46875_-114.28125"
"Twin Falls","42.46875_-114.28125"
"Twin Falls","42.46875_-114.28125"
"Twin Falls","42.46875_-114.28125"
"Twin Falls","42.46875_-114.28125"
"Twin Falls","42.46875_-114.28125"
"Twin Falls","42.46875_-114.28125"
"Twin Falls","42.46875_-114.28125"
"Twin Falls","42.46875_-114.28125"
"Twin Falls","42.46875_-114.28125"
"Twin Falls","42.46875_-114.21875"
"Twin Falls","42.46875_-114.21875"
"Twin Falls","42.46875_-114.21875"
"Twin Falls","42.46875_-114.21875"
"Twin Falls","42.46875_-114.21875"
"Twin Falls","42.46875_-114.21875"
"Twin Falls","42.46875_-114.21875"
"Twin Falls","42.46875_-114.21875"
"Twin Falls","42.46875_-114.21875"
"Twin Falls","42.46875_-114.21875"
"Twin Falls","42.46875_-114.15625"
"Twin Falls","42.46875_-114.15625"
"Twin Falls","42.46875_-114.15625"
"Twin Falls","42.46875_-114.15625"
"Twin Falls","42.46875_-114.15625"
"Twin Falls","42.46875_-114.15625"
"Twin Falls","42.46875_-114.15625"
"Twin Falls","42.46875_-114.15625"
"Twin Falls","42.46875_-114.15625"
"Twin Falls","42.46875_-114.15625"
"Twin Falls","42.46875_-114.15625"
"Twin Falls","42.46875_-114.15625"
"Twin Falls","42.46875_-114.09375"
"Twin Falls","42.46875_-114.09375"
"Twin Falls","42.46875_-114.09375"
"Twin Falls","42.46875_-114.09375"
"Twin Falls","42.46875_-114.09375"
"Twin Falls","42.46875_-114.09375"
"Twin Falls","42.46875_-114.09375"
"Twin Falls","42.46875_-114.09375"
"Twin Falls","42.46875_-114.09375"
"Cassia","42.46875_-114.03125"
"Cassia","42.46875_-114.03125"
"Cassia","42.46875_-114.03125"
"Cassia","42.46875_-114.03125"
"Cassia","42.46875_-114.03125"
"Cassia","42.46875_-114.03125"
"Cassia","42.46875_-114.03125"
"Cassia","42.46875_-114.03125"
"Cassia","42.46875_-114.03125"
"Cassia","42.46875_-113.96875"
"Cassia","42.46875_-113.96875"
"Cassia","42.46875_-113.96875"
"Cassia","42.46875_-113.96875"
"Cassia","42.46875_-113.96875"
"Cassia","42.46875_-113.96875"
"Cassia","42.46875_-113.96875"
"Cassia","42.46875_-113.96875"
"Cassia","42.46875_-113.96875"
"Cassia","42.46875_-113.90625"
"Cassia","42.46875_-113.90625"
"Cassia","42.46875_-113.90625"
"Cassia","42.46875_-113.90625"
"Cassia","42.46875_-113.90625"
