"location","elevation","state_fips","state","lat","long","biofix"
"38.03125_-121.53125",-4.4,"06","CA",38.03125,-121.53125,194.002665039062
"38.09375_-120.90625",75,"06","CA",38.09375,-120.90625,192.934360351563
"38.09375_-120.96875",66.6,"06","CA",38.09375,-120.96875,192.934360351563
"38.09375_-121.03125",61.2,"06","CA",38.09375,-121.03125,192.934360351563
"38.09375_-121.09375",36.2,"06","CA",38.09375,-121.09375,192.934360351563
"38.09375_-121.15625",23.5,"06","CA",38.09375,-121.15625,192.934360351563
"38.09375_-121.21875",16.7,"06","CA",38.09375,-121.21875,192.934360351563
"38.09375_-121.28125",10.9,"06","CA",38.09375,-121.28125,192.934360351563
"38.09375_-121.34375",5,"06","CA",38.09375,-121.34375,192.934360351563
"38.09375_-121.40625",-0.2,"06","CA",38.09375,-121.40625,192.934360351563
"38.09375_-121.46875",-4.4,"06","CA",38.09375,-121.46875,192.934360351563
"38.15625_-121.09375",42.4,"06","CA",38.15625,-121.09375,191.871875976562
"38.15625_-121.15625",26.2,"06","CA",38.15625,-121.15625,191.871875976562
"38.15625_-121.21875",21.1,"06","CA",38.15625,-121.21875,191.871875976562
"38.15625_-121.28125",15.2,"06","CA",38.15625,-121.28125,191.871875976562
"38.15625_-121.34375",8.1,"06","CA",38.15625,-121.34375,191.871875976562
"38.15625_-121.40625",1.7,"06","CA",38.15625,-121.40625,191.871875976562
"38.15625_-121.46875",-3.4,"06","CA",38.15625,-121.46875,191.871875976562
"38.15625_-121.59375",-4,"06","CA",38.15625,-121.59375,191.871875976562
"38.21875_-121.03125",56.2,"06","CA",38.21875,-121.03125,190.815211914063
"38.21875_-121.09375",44,"06","CA",38.21875,-121.09375,190.815211914063
"38.21875_-121.15625",33.2,"06","CA",38.21875,-121.15625,190.815211914063
"38.21875_-121.21875",23.4,"06","CA",38.21875,-121.21875,190.815211914063
"38.21875_-121.28125",15.3,"06","CA",38.21875,-121.28125,190.815211914063
"38.21875_-121.34375",8.3,"06","CA",38.21875,-121.34375,190.815211914063
