"","year","supply","ENVFLW","available","state","district","model"
"1","1981",725.132171092393,"145.026434218479",580.105736873915,"Arizona","480","Baseline"
"2","1982",1306.1836818855,"261.236736377099",1044.9469455084,"Arizona","480","Baseline"
"3","1983",2962.2206682447,"592.444133648941",2369.77653459576,"Arizona","480","Baseline"
"4","1984",2020.7212943818,"404.144258876359",1616.57703550544,"Arizona","480","Baseline"
"5","1985",2349.70044995064,"469.940089990127",1879.76035996051,"Arizona","480","Baseline"
"6","1986",1740.03350429345,"348.006700858689",1392.02680343476,"Arizona","480","Baseline"
"7","1987",1269.55379327068,"253.910758654136",1015.64303461655,"Arizona","480","Baseline"
"8","1988",1438.95002900964,"287.790005801928",1151.16002320771,"Arizona","480","Baseline"
"9","1989",540.467340036067,"108.093468007213",432.373872028853,"Arizona","480","Baseline"
"10","1990",806.162224998303,"161.232444999661",644.929779998643,"Arizona","480","Baseline"
"11","1991",1371.68033688571,"274.336067377142",1097.34426950857,"Arizona","480","Baseline"
"12","1992",2077.34296091839,"415.468592183678",1661.87436873471,"Arizona","480","Baseline"
"13","1993",3396.30129396339,"679.260258792678",2717.04103517071,"Arizona","480","Baseline"
"14","1994",830.145466700708,"166.029093340142",664.116373360566,"Arizona","480","Baseline"
"15","1995",1861.92231197597,"372.384462395194",1489.53784958078,"Arizona","480","Baseline"
"16","1996",806.838436722766,"161.367687344553",645.470749378212,"Arizona","480","Baseline"
"17","1997",1261.23897983732,"252.247795967464",1008.99118386986,"Arizona","480","Baseline"
"18","1998",1585.0932082953,"317.018641659059",1268.07456663624,"Arizona","480","Baseline"
"19","1999",1275.47479115433,"255.094958230866",1020.37983292346,"Arizona","480","Baseline"
"20","2000",948.612053273642,"189.722410654728",758.889642618913,"Arizona","480","Baseline"
"21","2001",821.358972621155,"164.271794524231",657.087178096924,"Arizona","480","Baseline"
"22","2002",339.691524583836,"67.9383049167671",271.753219667068,"Arizona","480","Baseline"
"23","2003",656.843810971095,"131.368762194219",525.475048776876,"Arizona","480","Baseline"
"24","2004",683.905142645741,"136.781028529148",547.124114116593,"Arizona","480","Baseline"
"25","2005",1677.34551435211,"335.469102870422",1341.87641148169,"Arizona","480","Baseline"
"26","2006",879.121718479203,"175.824343695841",703.297374783362,"Arizona","480","Baseline"
"27","2007",695.838629948694,"139.167725989739",556.670903958956,"Arizona","480","Baseline"
"28","2008",1259.68771216805,"251.937542433611",1007.75016973444,"Arizona","480","Baseline"
"29","2009",730.597295510413,"146.119459102083",584.47783640833,"Arizona","480","Baseline"
"30","2010",1109.91002131555,"221.98200426311",887.928017052438,"Arizona","480","Baseline"
"31","2021",9782.88108657741,"1956.57621731548",7826.30486926193,"Arizona","480","Future1"
"32","2022",11020.2101431077,"2204.04202862154",8816.16811448615,"Arizona","480","Future1"
"33","2023",12027.1861814291,"2405.43723628582",9621.74894514329,"Arizona","480","Future1"
"34","2024",10903.7942336781,"2180.75884673561",8723.03538694245,"Arizona","480","Future1"
"35","2025",11288.2509881327,"2257.65019762653",9030.60079050614,"Arizona","480","Future1"
"36","2026",17384.8798663699,"3476.97597327399",13907.9038930959,"Arizona","480","Future1"
"37","2027",15016.4418344812,"3003.28836689625",12013.153467585,"Arizona","480","Future1"
"38","2028",14563.3044994016,"2912.66089988032",11650.6435995213,"Arizona","480","Future1"
"39","2029",13610.9734612522,"2722.19469225043",10888.7787690017,"Arizona","480","Future1"
"40","2030",20869.1689449269,"4173.83378898539",16695.3351559415,"Arizona","480","Future1"
"41","2031",17917.9627671958,"3583.59255343917",14334.3702137567,"Arizona","480","Future1"
"42","2032",22676.2786483752,"4535.25572967504",18141.0229187001,"Arizona","480","Future1"
"43","2033",9765.14981992293,"1953.02996398459",7812.11985593834,"Arizona","480","Future1"
"44","2034",9450.53677669031,"1890.10735533806",7560.42942135225,"Arizona","480","Future1"
"45","2035",10639.5948957943,"2127.91897915886",8511.67591663542,"Arizona","480","Future1"
"46","2036",11138.9536708095,"2227.79073416191",8911.16293664762,"Arizona","480","Future1"
"47","2037",12750.8515154086,"2550.17030308173",10200.6812123269,"Arizona","480","Future1"
"48","2038",15366.866464712,"3073.37329294239",12293.4931717696,"Arizona","480","Future1"
"49","2039",16509.5086091449,"3301.90172182899",13207.606887316,"Arizona","480","Future1"
"50","2040",17304.2899372941,"3460.85798745883",13843.4319498353,"Arizona","480","Future1"
"51","2041",21548.954690916,"4309.79093818319",17239.1637527328,"Arizona","480","Future1"
"52","2042",20221.7802525037,"4044.35605050074",16177.424202003,"Arizona","480","Future1"
"53","2043",6088.79928106733,"1217.75985621347",4871.03942485386,"Arizona","480","Future1"
"54","2044",12337.796028472,"2467.55920569439",9870.23682277757,"Arizona","480","Future1"
"55","2045",4701.24100132638,"940.248200265275",3760.9928010611,"Arizona","480","Future1"
"56","2046",715.953735373206,"143.190747074641",572.762988298565,"Arizona","480","Future1"
"57","2047",739.142134113157,"147.828426822631",591.313707290526,"Arizona","480","Future1"
"58","2048",761.945493429616,"152.389098685923",609.556394743693,"Arizona","480","Future1"
"59","2049",1146.56612229826,"229.313224459652",917.25289783861,"Arizona","480","Future1"
"60","2050",1664.47279677571,"332.894559355142",1331.57823742057,"Arizona","480","Future1"
"61","2021",17308.9350307271,"3461.78700614542",13847.1480245817,"Arizona","480","Future2"
"62","2022",21548.9543956618,"4309.79087913236",17239.1635165295,"Arizona","480","Future2"
"63","2023",20221.7802525037,"4044.35605050074",16177.424202003,"Arizona","480","Future2"
"64","2024",6088.79928106733,"1217.75985621347",4871.03942485386,"Arizona","480","Future2"
"65","2025",12337.796028472,"2467.55920569439",9870.23682277757,"Arizona","480","Future2"
"66","2026",4701.24100132638,"940.248200265275",3760.9928010611,"Arizona","480","Future2"
"67","2027",715.953735373206,"143.190747074641",572.762988298565,"Arizona","480","Future2"
"68","2028",739.142134113157,"147.828426822631",591.313707290526,"Arizona","480","Future2"
"69","2029",761.945493429616,"152.389098685923",609.556394743693,"Arizona","480","Future2"
"70","2030",1146.56612229826,"229.313224459652",917.25289783861,"Arizona","480","Future2"
"71","2031",1664.47279677571,"332.894559355142",1331.57823742057,"Arizona","480","Future2"
"72","2032",1906.97657464654,"381.395314929308",1525.58125971723,"Arizona","480","Future2"
"73","2033",1247.51384504446,"249.502769008893",998.011076035571,"Arizona","480","Future2"
"74","2034",3102.60523163188,"620.521046326377",2482.08418530551,"Arizona","480","Future2"
"75","2035",5995.00006604272,"1199.00001320854",4796.00005283418,"Arizona","480","Future2"
"76","2036",3111.12033753635,"622.224067507271",2488.89627002908,"Arizona","480","Future2"
"77","2037",2330.4446504264,"466.08893008528",1864.35572034112,"Arizona","480","Future2"
"78","2038",9433.92336985905,"1886.78467397181",7547.13869588724,"Arizona","480","Future2"
"79","2039",12584.8156355916,"2516.96312711832",10067.8525084733,"Arizona","480","Future2"
"80","2040",2882.6869939369,"576.537398787379",2306.14959514952,"Arizona","480","Future2"
"81","2041",1038.22780472923,"207.645560945845",830.582243783381,"Arizona","480","Future2"
"82","2042",6186.63284123526,"1237.32656824705",4949.30627298821,"Arizona","480","Future2"
"83","2043",11108.4835677472,"2221.69671354944",8886.78685419777,"Arizona","480","Future2"
"84","2044",17065.3049474866,"3413.06098949732",13652.2439579893,"Arizona","480","Future2"
"85","2045",5641.29650299577,"1128.25930059915",4513.03720239662,"Arizona","480","Future2"
"86","2046",11232.5525468327,"2246.51050936654",8986.04203746617,"Arizona","480","Future2"
"87","2047",15017.9947609095,"3003.5989521819",12014.3958087276,"Arizona","480","Future2"
"88","2048",3680.45371316506,"736.090742633013",2944.36297053205,"Arizona","480","Future2"
"89","2049",3911.24908010117,"782.249816020234",3128.99926408094,"Arizona","480","Future2"
"90","2050",2479.37543232658,"495.875086465317",1983.50034586127,"Arizona","480","Future2"
"91","1981",3228.98972257003,"645.797944514005",2583.19177805602,"California","640","Baseline"
"92","1982",5424.0976932144,"1084.81953864288",4339.27815457152,"California","640","Baseline"
"93","1983",9222.20657104581,"1844.44131420916",7377.76525683665,"California","640","Baseline"
"94","1984",2358.07112463469,"471.614224926938",1886.45689970775,"California","640","Baseline"
"95","1985",1407.38180044096,"281.476360088192",1125.90544035277,"California","640","Baseline"
"96","1986",4738.95065362693,"947.790130725386",3791.16052290154,"California","640","Baseline"
"97","1987",1347.72844616438,"269.545689232877",1078.18275693151,"California","640","Baseline"
"98","1988",1511.96086818391,"302.392173636781",1209.56869454713,"California","640","Baseline"
"99","1989",1951.49090874986,"390.298181749973",1561.19272699989,"California","640","Baseline"
"100","1990",1250.00194783706,"250.000389567412",1000.00155826965,"California","640","Baseline"
"101","1991",1585.755070042,"317.151014008399",1268.6040560336,"California","640","Baseline"
"102","1992",1996.82955723567,"399.365911447134",1597.46364578854,"California","640","Baseline"
"103","1993",5117.89271682636,"1023.57854336527",4094.31417346109,"California","640","Baseline"
"104","1994",1344.96907324248,"268.993814648496",1075.97525859399,"California","640","Baseline"
"105","1995",7356.89015484217,"1471.37803096843",5885.51212387373,"California","640","Baseline"
"106","1996",5104.45328738593,"1020.89065747719",4083.56262990875,"California","640","Baseline"
"107","1997",3929.19710652685,"785.83942130537",3143.35768522148,"California","640","Baseline"
"108","1998",7418.41551448263,"1483.68310289653",5934.7324115861,"California","640","Baseline"
"109","1999",2832.30155376998,"566.460310753997",2265.84124301599,"California","640","Baseline"
"110","2000",3224.59082611851,"644.918165223702",2579.67266089481,"California","640","Baseline"
"111","2001",2224.42290846833,"444.884581693666",1779.53832677466,"California","640","Baseline"
"112","2002",2568.24200032263,"513.648400064526",2054.59360025811,"California","640","Baseline"
"113","2003",2833.37384254358,"566.674768508715",2266.69907403486,"California","640","Baseline"
"114","2004",2752.80014784986,"550.560029569971",2202.24011827989,"California","640","Baseline"
"115","2005",4447.31470633723,"889.462941267446",3557.85176506978,"California","640","Baseline"
"116","2006",4705.22629020082,"941.045258040163",3764.18103216065,"California","640","Baseline"
"117","2007",1176.25597003745,"235.25119400749",941.004776029959,"California","640","Baseline"
"118","2008",1766.42710502454,"353.285421004908",1413.14168401963,"California","640","Baseline"
"119","2009",1890.31472624932,"378.062945249864",1512.25178099946,"California","640","Baseline"
"120","2010",3894.96471153324,"778.992942306648",3115.97176922659,"California","640","Baseline"
"121",NA,NA,NA,NA,"California","640","Baseline"
"122",NA,NA,NA,NA,"California","640","Baseline"
"123","2021",4135.98585172283,"827.197170344567",3308.78868137827,"California","640","Future1"
"124","2022",3155.57201433696,"631.114402867392",2524.45761146957,"California","640","Future1"
"125","2023",2732.81769748722,"546.563539497445",2186.25415798978,"California","640","Future1"
"126","2024",3965.31866654951,"793.063733309903",3172.25493323961,"California","640","Future1"
"127","2025",5578.47695454208,"1115.69539090842",4462.78156363367,"California","640","Future1"
"128","2026",6680.73824421345,"1336.14764884269",5344.59059537076,"California","640","Future1"
"129","2027",6048.78229704808,"1209.75645940962",4839.02583763846,"California","640","Future1"
"130","2028",5649.63298109008,"1129.92659621802",4519.70638487207,"California","640","Future1"
"131","2029",4625.75050590199,"925.150101180399",3700.6004047216,"California","640","Future1"
"132","2030",7174.42958467393,"1434.88591693479",5739.54366773914,"California","640","Future1"
"133","2031",6424.45044695421,"1284.89008939084",5139.56035756337,"California","640","Future1"
"134","2032",7699.05357744899,"1539.8107154898",6159.24286195919,"California","640","Future1"
"135","2033",1957.57781979624,"391.515563959249",1566.062255837,"California","640","Future1"
"136","2034",2567.95497065752,"513.590994131503",2054.36397652601,"California","640","Future1"
"137","2035",3501.89645586354,"700.379291172707",2801.51716469083,"California","640","Future1"
"138","2036",2277.31845211878,"455.463690423755",1821.85476169502,"California","640","Future1"
"139","2037",3048.26296992471,"609.652593984943",2438.61037593977,"California","640","Future1"
"140","2038",4503.37998716239,"900.675997432478",3602.70398972991,"California","640","Future1"
"141","2039",5467.2028631265,"1093.4405726253",4373.7622905012,"California","640","Future1"
"142","2040",5886.99355705822,"1177.39871141164",4709.59484564657,"California","640","Future1"
"143","2041",6933.69005494324,"1386.73801098865",5546.95204395459,"California","640","Future1"
"144","2042",1216.99711522282,"243.399423044563",973.597692178253,"California","640","Future1"
"145","2043",666.087508832142,"133.217501766428",532.870007065713,"California","640","Future1"
"146","2044",852.200113509675,"170.440022701935",681.76009080774,"California","640","Future1"
"147","2045",664.34363583988,"132.868727167976",531.474908671904,"California","640","Future1"
"148","2046",239.731182140401,"47.9462364280803",191.784945712321,"California","640","Future1"
"149","2047",1387.76188832159,"277.552377664319",1110.20951065727,"California","640","Future1"
"150","2048",974.636332532385,"194.927266506477",779.709066025908,"California","640","Future1"
"151","2049",809.702932208499,"161.9405864417",647.762345766799,"California","640","Future1"
"152","2050",635.004792702564,"127.000958540513",508.003834162051,"California","640","Future1"
"153","2040",5888.67667802941,"1177.73533560588",4710.94134242353,"California","640","Future2"
"154","2041",6933.69539677512,"1386.73907935502",5546.95631742009,"California","640","Future2"
"155","2042",1216.99721679408,"243.399443358815",973.597773435262,"California","640","Future2"
"156","2043",666.087508832142,"133.217501766428",532.870007065713,"California","640","Future2"
"157","2044",852.200113509675,"170.440022701935",681.76009080774,"California","640","Future2"
"158","2045",664.34363583988,"132.868727167976",531.474908671904,"California","640","Future2"
"159","2046",239.731182140401,"47.9462364280803",191.784945712321,"California","640","Future2"
"160","2047",1387.76188832159,"277.552377664319",1110.20951065727,"California","640","Future2"
"161","2048",974.636332532385,"194.927266506477",779.709066025908,"California","640","Future2"
"162","2049",809.702932208499,"161.9405864417",647.762345766799,"California","640","Future2"
"163","2050",635.004792702564,"127.000958540513",508.003834162051,"California","640","Future2"
"164","2051",1065.07304720397,"213.014609440793",852.058437763173,"California","640","Future2"
"165","2052",719.786316774534,"143.957263354907",575.829053419627,"California","640","Future2"
"166","2053",940.081350038307,"188.016270007661",752.065080030646,"California","640","Future2"
"167","2054",1924.5643181514,"384.91286363028",1539.65145452112,"California","640","Future2"
"168","2055",792.718822332427,"158.543764466485",634.175057865942,"California","640","Future2"
"169","2056",2010.97019680005,"402.194039360011",1608.77615744004,"California","640","Future2"
"170","2057",3859.92780468264,"771.985560936528",3087.94224374611,"California","640","Future2"
"171","2058",5109.78955052501,"1021.957910105",4087.83164042001,"California","640","Future2"
"172","2059",1407.22037309371,"281.444074618741",1125.77629847497,"California","640","Future2"
"173","2060",1390.00337725314,"278.000675450628",1112.00270180251,"California","640","Future2"
"174","2061",3728.31252762341,"745.662505524683",2982.65002209873,"California","640","Future2"
"175","2062",814.649498428139,"162.929899685628",651.719598742511,"California","640","Future2"
"176","2063",393.306172556928,"78.6612345113856",314.644938045542,"California","640","Future2"
"177","2064",1752.22768645954,"350.445537291909",1401.78214916764,"California","640","Future2"
"178","2065",3840.07526071631,"768.015052143263",3072.06020857305,"California","640","Future2"
"179","2066",2618.22994611904,"523.645989223808",2094.58395689523,"California","640","Future2"
"180","2067",488.591609502592,"97.7183219005183",390.873287602073,"California","640","Future2"
"181","2068",283.591213679301,"56.7182427358601",226.872970943441,"California","640","Future2"
"182","2069",1651.0586626133,"330.21173252266",1320.84693009064,"California","640","Future2"
"183","2070",864.463848479592,"172.892769695918",691.571078783674,"California","640","Future2"
"184","1981",9772.00077453436,"1954.40015490687",7817.60061962748,"California","650","Baseline"
"185","1982",11362.1649273346,"2272.43298546692",9089.73194186767,"California","650","Baseline"
"186","1983",19704.5589095699,"3940.91178191398",15763.6471276559,"California","650","Baseline"
"187","1984",6708.46241960607,"1341.69248392122",5366.76993568486,"California","650","Baseline"
"188","1985",3108.38642090113,"621.677284180226",2486.7091367209,"California","650","Baseline"
"189","1986",11266.1095348673,"2253.22190697345",9012.88762789382,"California","650","Baseline"
"190","1987",3932.8106550632,"786.56213101264",3146.24852405056,"California","650","Baseline"
"191","1988",4738.97545372186,"947.795090744372",3791.18036297749,"California","650","Baseline"
"192","1989",6052.78224704987,"1210.55644940997",4842.2257976399,"California","650","Baseline"
"193","1990",3782.69662789189,"756.539325578378",3026.15730231351,"California","650","Baseline"
"194","1991",3437.44345452072,"687.488690904144",2749.95476361657,"California","650","Baseline"
"195","1992",4677.94362574889,"935.588725149778",3742.35490059911,"California","650","Baseline"
"196","1993",11171.4853671583,"2234.29707343165",8937.18829372661,"California","650","Baseline"
"197","1994",3551.11307330005,"710.22261466001",2840.89045864004,"California","650","Baseline"
"198","1995",17515.4465661498,"3503.08931322997",14012.3572529199,"California","650","Baseline"
"199","1996",12799.2770973932,"2559.85541947864",10239.4216779146,"California","650","Baseline"
"200","1997",8866.32154099912,"1773.26430819982",7093.0572327993,"California","650","Baseline"
"201","1998",17062.9920809324,"3412.59841618648",13650.3936647459,"California","650","Baseline"
"202","1999",7440.0693968799,"1488.01387937598",5952.05551750392,"California","650","Baseline"
"203","2000",8065.71684475612,"1613.14336895122",6452.57347580489,"California","650","Baseline"
"204","2001",5452.48199246095,"1090.49639849219",4361.98559396876,"California","650","Baseline"
"205","2002",7012.14750123078,"1402.42950024616",5609.71800098463,"California","650","Baseline"
"206","2003",8477.60098270642,"1695.52019654128",6782.08078616514,"California","650","Baseline"
"207","2004",7802.68646870447,"1560.53729374089",6242.14917496358,"California","650","Baseline"
"208","2005",10009.4869720665,"2001.8973944133",8007.58957765319,"California","650","Baseline"
"209","2006",11649.7620535775,"2329.95241071551",9319.80964286203,"California","650","Baseline"
"210","2007",3322.97499330914,"664.594998661828",2658.37999464731,"California","650","Baseline"
"211","2008",4048.9744453934,"809.79488907868",3239.17955631472,"California","650","Baseline"
"212","2009",4720.78105503228,"944.156211006456",3776.62484402582,"California","650","Baseline"
"213","2010",9220.30716223163,"1844.06143244633",7376.24572978531,"California","650","Baseline"
"214","2021",6204.28722191514,"1240.85744438303",4963.42977753212,"California","650","Future1"
"215","2022",4817.82935185647,"963.565870371294",3854.26348148517,"California","650","Future1"
"216","2023",4010.65218466479,"802.130436932958",3208.52174773183,"California","650","Future1"
"217","2024",6036.13559544457,"1207.22711908891",4828.90847635565,"California","650","Future1"
"218","2025",9267.61402453711,"1853.52280490742",7414.09121962969,"California","650","Future1"
"219","2026",10784.9225274596,"2156.98450549193",8627.93802196771,"California","650","Future1"
"220","2027",9328.94186788916,"1865.78837357783",7463.15349431132,"California","650","Future1"
"221","2028",9103.81711597355,"1820.76342319471",7283.05369277884,"California","650","Future1"
"222","2029",6651.18832545117,"1330.23766509023",5320.95066036093,"California","650","Future1"
"223","2030",12094.4089483287,"2418.88178966574",9675.52715866298,"California","650","Future1"
"224","2031",10916.0441365465,"2183.2088273093",8732.8353092372,"California","650","Future1"
"225","2032",11215.0279300518,"2243.00558601036",8972.02234404143,"California","650","Future1"
"226","2033",3109.69984317183,"621.939968634366",2487.75987453746,"California","650","Future1"
"227","2034",3704.56518843092,"740.913037686183",2963.65215074473,"California","650","Future1"
"228","2035",5435.92715754674,"1087.18543150935",4348.7417260374,"California","650","Future1"
"229","2036",3341.85541159545,"668.37108231909",2673.48432927636,"California","650","Future1"
"230","2037",4839.13189259781,"967.826378519562",3871.30551407825,"California","650","Future1"
"231","2038",8759.53080263662,"1751.90616052732",7007.62464210929,"California","650","Future1"
"232","2039",9796.76729248203,"1959.35345849641",7837.41383398562,"California","650","Future1"
"233","2040",8988.62750123207,"1797.72550024642",7190.90200098566,"California","650","Future1"
"234","2041",9284.60637166472,"1856.92127433294",7427.68509733178,"California","650","Future1"
"235","2042",1657.79206100757,"331.558412201514",1326.23364880605,"California","650","Future1"
"236","2043",912.208451562091,"182.441690312418",729.766761249673,"California","650","Future1"
"237","2044",2053.10628445149,"410.621256890299",1642.4850275612,"California","650","Future1"
"238","2045",1353.42207575429,"270.684415150858",1082.73766060343,"California","650","Future1"
"239","2046",272.806073891032,"54.5612147782063",218.244859112825,"California","650","Future1"
"240","2047",365.835646381711,"73.1671292763422",292.668517105369,"California","650","Future1"
"241","2048",441.487235359181,"88.2974470718362",353.189788287345,"California","650","Future1"
"242","2049",1155.69493975212,"231.138987950423",924.555951801693,"California","650","Future1"
"243","2050",867.058007316789,"173.411601463358",693.646405853431,"California","650","Future1"
"244","2040",8990.44117383912,"1798.08823476782",7192.35293907129,"California","650","Future2"
"245","2041",9284.60888386808,"1856.92177677362",7427.68710709447,"California","650","Future2"
"246","2042",1657.79206100757,"331.558412201514",1326.23364880605,"California","650","Future2"
"247","2043",912.208451562091,"182.441690312418",729.766761249673,"California","650","Future2"
"248","2044",2053.10628445149,"410.621256890299",1642.4850275612,"California","650","Future2"
"249","2045",1353.42207575429,"270.684415150858",1082.73766060343,"California","650","Future2"
"250","2046",272.806073891032,"54.5612147782063",218.244859112825,"California","650","Future2"
"251","2047",365.835646381711,"73.1671292763422",292.668517105369,"California","650","Future2"
"252","2048",441.487235359181,"88.2974470718362",353.189788287345,"California","650","Future2"
"253","2049",1155.69493975212,"231.138987950423",924.555951801693,"California","650","Future2"
"254","2050",867.058007316789,"173.411601463358",693.646405853431,"California","650","Future2"
"255","2051",1291.61030650731,"258.322061301463",1033.28824520585,"California","650","Future2"
"256","2052",1428.6168817933,"285.72337635866",1142.89350543464,"California","650","Future2"
"257","2053",2394.62703716015,"478.925407432031",1915.70162972812,"California","650","Future2"
"258","2054",3304.50498409197,"660.900996818395",2643.60398727358,"California","650","Future2"
"259","2055",1556.68748608774,"311.337497217548",1245.34998887019,"California","650","Future2"
"260","2056",2675.89822446002,"535.179644892003",2140.71857956801,"California","650","Future2"
"261","2057",6612.1647384487,"1322.43294768974",5289.73179075896,"California","650","Future2"
"262","2058",7934.57895721787,"1586.91579144357",6347.66316577429,"California","650","Future2"
"263","2059",1686.22556524792,"337.245113049585",1348.98045219834,"California","650","Future2"
"264","2060",2514.2524882215,"502.850497644301",2011.4019905772,"California","650","Future2"
"265","2061",6570.44528165459,"1314.08905633092",5256.35622532367,"California","650","Future2"
"266","2062",1022.78027533557,"204.556055067114",818.224220268457,"California","650","Future2"
"267","2063",433.649994703911,"86.7299989407823",346.919995763129,"California","650","Future2"
"268","2064",3399.26958117772,"679.853916235544",2719.41566494217,"California","650","Future2"
"269","2065",6269.74542143237,"1253.94908428647",5015.79633714589,"California","650","Future2"
"270","2066",3902.65865958097,"780.531731916194",3122.12692766478,"California","650","Future2"
"271","2067",637.558309013868,"127.511661802774",510.046647211094,"California","650","Future2"
"272","2068",389.768535454285,"77.953707090857",311.814828363428,"California","650","Future2"
"273","2069",2694.2642046544,"538.85284093088",2155.41136372352,"California","650","Future2"
"274","2070",1391.53815686849,"278.307631373697",1113.23052549479,"California","650","Future2"
"275","1981",931.746649466514,"186.349329893303",745.397319573211,"California","651","Baseline"
"276","1982",2440.93622028737,"488.187244057475",1952.7489762299,"California","651","Baseline"
"277","1983",3638.56339694936,"727.712679389871",2910.85071755948,"California","651","Baseline"
"278","1984",1066.0278139247,"213.20556278494",852.822251139761,"California","651","Baseline"
"279","1985",799.919667412586,"159.983933482517",639.935733930069,"California","651","Baseline"
"280","1986",2193.8502525474,"438.77005050948",1755.08020203792,"California","651","Baseline"
"281","1987",557.684881681149,"111.53697633623",446.147905344919,"California","651","Baseline"
"282","1988",681.529095814816,"136.305819162963",545.223276651853,"California","651","Baseline"
"283","1989",776.637676041294,"155.327535208259",621.310140833035,"California","651","Baseline"
"284","1990",603.291800245903,"120.658360049181",482.633440196722,"California","651","Baseline"
"285","1991",877.149722408256,"175.429944481651",701.719777926605,"California","651","Baseline"
"286","1992",826.75449011064,"165.350898022128",661.403592088512,"California","651","Baseline"
"287","1993",2181.05754005357,"436.211508010714",1744.84603204286,"California","651","Baseline"
"288","1994",638.931235062763,"127.786247012553",511.144988050211,"California","651","Baseline"
"289","1995",2815.04957566925,"563.009915133851",2252.0396605354,"California","651","Baseline"
"290","1996",1883.33603204679,"376.667206409359",1506.66882563743,"California","651","Baseline"
"291","1997",1799.95322471383,"359.990644942767",1439.96257977107,"California","651","Baseline"
"292","1998",2715.63701317958,"543.127402635916",2172.50961054366,"California","651","Baseline"
"293","1999",950.814371344928,"190.162874268986",760.651497075943,"California","651","Baseline"
"294","2000",1278.61385818021,"255.722771636042",1022.89108654417,"California","651","Baseline"
"295","2001",750.133183963881,"150.026636792776",600.106547171105,"California","651","Baseline"
"296","2002",938.450548404655,"187.690109680931",750.760438723724,"California","651","Baseline"
"297","2003",1059.74384560058,"211.948769120116",847.795076480465,"California","651","Baseline"
"298","2004",911.057598723357,"182.211519744671",728.846078978685,"California","651","Baseline"
"299","2005",2020.11990382583,"404.023980765167",1616.09592306067,"California","651","Baseline"
"300","2006",2126.60603039863,"425.321206079727",1701.28482431891,"California","651","Baseline"
"301","2007",465.438689618071,"93.0877379236141",372.350951694457,"California","651","Baseline"
"302","2008",866.646418672758,"173.329283734552",693.317134938206,"California","651","Baseline"
"303","2009",908.318748251133,"181.663749650227",726.654998600907,"California","651","Baseline"
"304","2010",1838.42774633665,"367.68554926733",1470.74219706932,"California","651","Baseline"
"305","2021",3656.83750821678,"731.367501643356",2925.47000657342,"California","651","Future1"
"306","2022",2933.15903450604,"586.631806901208",2346.52722760483,"California","651","Future1"
"307","2023",2336.50612368166,"467.301224736331",1869.20489894532,"California","651","Future1"
"308","2024",3322.5837494319,"664.51674988638",2658.06699954552,"California","651","Future1"
"309","2025",5080.91159162244,"1016.18231832449",4064.72927329795,"California","651","Future1"
"310","2026",5873.2445786517,"1174.64891573034",4698.59566292136,"California","651","Future1"
"311","2027",5469.00927048673,"1093.80185409735",4375.20741638939,"California","651","Future1"
"312","2028",4681.68068217414,"936.336136434827",3745.34454573931,"California","651","Future1"
"313","2029",4265.92056950245,"853.184113900491",3412.73645560196,"California","651","Future1"
"314","2030",6506.37676550864,"1301.27535310173",5205.10141240691,"California","651","Future1"
"315","2031",5795.15695942262,"1159.03139188452",4636.12556753809,"California","651","Future1"
"316","2032",6963.10903561339,"1392.62180712268",5570.48722849071,"California","651","Future1"
"317","2033",2104.59868433334,"420.919736866668",1683.67894746667,"California","651","Future1"
"318","2034",2357.23803591339,"471.447607182678",1885.79042873071,"California","651","Future1"
"319","2035",3157.39490268793,"631.478980537586",2525.91592215034,"California","651","Future1"
"320","2036",2000.58083853883,"400.116167707767",1600.46467083107,"California","651","Future1"
"321","2037",2761.40593270149,"552.281186540298",2209.12474616119,"California","651","Future1"
"322","2038",3538.5252854108,"707.70505708216",2830.82022832864,"California","651","Future1"
"323","2039",5236.81155545294,"1047.36231109059",4189.44924436235,"California","651","Future1"
"324","2040",4892.77215571275,"978.554431142551",3914.2177245702,"California","651","Future1"
"325","2041",6733.01819966275,"1346.60363993255",5386.4145597302,"California","651","Future1"
"326","2042",1424.7250475878,"284.945009517559",1139.78003807024,"California","651","Future1"
"327","2043",704.747584299313,"140.949516859863",563.79806743945,"California","651","Future1"
"328","2044",575.40812031237,"115.081624062474",460.326496249896,"California","651","Future1"
"329","2045",689.450655056572,"137.890131011314",551.560524045258,"California","651","Future1"
"330","2046",297.659984976115,"59.531996995223",238.127987980892,"California","651","Future1"
"331","2047",1737.5453546598,"347.50907093196",1390.03628372784,"California","651","Future1"
"332","2048",1464.09726849086,"292.819453698172",1171.27781479269,"California","651","Future1"
"333","2049",1026.14533839823,"205.229067679647",820.916270718587,"California","651","Future1"
"334","2050",741.879991813168,"148.375998362634",593.503993450534,"California","651","Future1"
"335","2040",4892.78958252448,"978.557916504896",3914.23166601958,"California","651","Future2"
"336","2041",6733.01854999368,"1346.60370999874",5386.41483999494,"California","651","Future2"
"337","2042",1424.7250475878,"284.945009517559",1139.78003807024,"California","651","Future2"
"338","2043",704.747584299313,"140.949516859863",563.79806743945,"California","651","Future2"
"339","2044",575.40812031237,"115.081624062474",460.326496249896,"California","651","Future2"
"340","2045",689.450655056572,"137.890131011314",551.560524045258,"California","651","Future2"
"341","2046",297.659984976115,"59.531996995223",238.127987980892,"California","651","Future2"
