"","year","supply","ENVFLW","available","state","district","model"
"533","2056",558.593048690011,"111.718609738002",446.874438952009,"Colorado","880","Future2"
"534","2057",1717.42814328086,"343.485628656172",1373.94251462469,"Colorado","880","Future2"
"535","2058",3907.81116716429,"781.562233432857",3126.24893373143,"Colorado","880","Future2"
"536","2059",824.834949095789,"164.966989819158",659.867959276631,"Colorado","880","Future2"
"537","2060",279.447699259691,"55.8895398519382",223.558159407753,"Colorado","880","Future2"
"538","2061",1293.08860537715,"258.61772107543",1034.47088430172,"Colorado","880","Future2"
"539","2062",2499.24898671413,"499.849797342826",1999.39918937131,"Colorado","880","Future2"
"540","2063",3384.05960233715,"676.81192046743",2707.24768186972,"Colorado","880","Future2"
"541","2064",1198.15710421434,"239.631420842869",958.525683371476,"Colorado","880","Future2"
"542","2065",3496.68739036993,"699.337478073987",2797.34991229595,"Colorado","880","Future2"
"543","2066",3843.60179232335,"768.720358464671",3074.88143385868,"Colorado","880","Future2"
"544","2067",2865.18094032645,"573.036188065289",2292.14475226116,"Colorado","880","Future2"
"545","2068",1590.68037130116,"318.136074260233",1272.54429704093,"Colorado","880","Future2"
"546","2069",1232.96546265399,"246.593092530798",986.372370123191,"Colorado","880","Future2"
"547","2070",1412.61372149826,"282.522744299652",1130.09097719861,"Colorado","880","Future2"
"548","1981",1364.90747221756,"272.981494443513",1091.92597777405,"Florida","1250","Baseline"
"549","1982",3733.20544568613,"746.641089137226",2986.5643565489,"Florida","1250","Baseline"
"550","1983",3617.27089065672,"723.454178131345",2893.81671252538,"Florida","1250","Baseline"
"551","1984",2256.21634545429,"451.243269090858",1804.97307636343,"Florida","1250","Baseline"
"552","1985",2222.7729102558,"444.55458205116",1778.21832820464,"Florida","1250","Baseline"
"553","1986",1935.27645221147,"387.055290442295",1548.22116176918,"Florida","1250","Baseline"
"554","1987",2627.70740045061,"525.541480090121",2102.16592036048,"Florida","1250","Baseline"
"555","1988",2767.69121713449,"553.538243426898",2214.15297370759,"Florida","1250","Baseline"
"556","1989",1610.45999359182,"322.091998718364",1288.36799487346,"Florida","1250","Baseline"
"557","1990",1385.03512675599,"277.007025351198",1108.02810140479,"Florida","1250","Baseline"
"558","1991",3303.24175121667,"660.648350243334",2642.59340097334,"Florida","1250","Baseline"
"559","1992",2660.74967264594,"532.149934529188",2128.59973811675,"Florida","1250","Baseline"
"560","1993",1775.58637982753,"355.117275965507",1420.46910386203,"Florida","1250","Baseline"
"561","1994",3575.77854219499,"715.155708438999",2860.62283375599,"Florida","1250","Baseline"
"562","1995",2778.67738616441,"555.735477232881",2222.94190893152,"Florida","1250","Baseline"
"563","1996",2575.61812621867,"515.123625243734",2060.49450097494,"Florida","1250","Baseline"
"564","1997",2938.13572165658,"587.627144331316",2350.50857732526,"Florida","1250","Baseline"
"565","1998",3541.23681075179,"708.247362150359",2832.98944860144,"Florida","1250","Baseline"
"566","1999",2025.18559174706,"405.037118349413",1620.14847339765,"Florida","1250","Baseline"
"567","2000",1364.98633223312,"272.997266446623",1091.98906578649,"Florida","1250","Baseline"
"568","2001",2819.32880144516,"563.865760289032",2255.46304115613,"Florida","1250","Baseline"
"569","2002",3365.37296292306,"673.074592584611",2692.29837033844,"Florida","1250","Baseline"
"570","2003",3463.45433041081,"692.690866082161",2770.76346432864,"Florida","1250","Baseline"
"571","2004",3376.65314450928,"675.330628901855",2701.32251560742,"Florida","1250","Baseline"
"572","2005",3033.40411404902,"606.680822809805",2426.72329123922,"Florida","1250","Baseline"
"573","2006",1004.6068493965,"200.921369879299",803.685479517197,"Florida","1250","Baseline"
"574","2007",1723.65496273671,"344.730992547342",1378.92397018937,"Florida","1250","Baseline"
"575","2008",2605.35318553465,"521.070637106931",2084.28254842772,"Florida","1250","Baseline"
"576","2009",2116.63538965776,"423.327077931553",1693.30831172621,"Florida","1250","Baseline"
"577","2010",2115.03096354427,"423.006192708854",1692.02477083542,"Florida","1250","Baseline"
"578","2021",3236.05271055064,"647.210542110129",2588.84216844052,"Florida","1250","Future1"
"579","2022",1996.78280910139,"399.356561820278",1597.42624728111,"Florida","1250","Future1"
"580","2023",1804.05604403297,"360.811208806594",1443.24483522637,"Florida","1250","Future1"
"581","2024",1583.81129150209,"316.762258300419",1267.04903320167,"Florida","1250","Future1"
"582","2025",1932.07392677247,"386.414785354494",1545.65914141797,"Florida","1250","Future1"
"583","2026",2045.76860520589,"409.153721041177",1636.61488416471,"Florida","1250","Future1"
"584","2027",3375.16654950519,"675.033309901038",2700.13323960415,"Florida","1250","Future1"
"585","2028",2901.39529476301,"580.279058952602",2321.11623581041,"Florida","1250","Future1"
"586","2029",2995.24070670398,"599.048141340796",2396.19256536319,"Florida","1250","Future1"
"587","2030",2348.85620234854,"469.771240469708",1879.08496187883,"Florida","1250","Future1"
"588","2031",4012.21076515748,"802.442153031496",3209.76861212598,"Florida","1250","Future1"
"589","2032",4039.06267288086,"807.812534576173",3231.25013830469,"Florida","1250","Future1"
"590","2033",3560.83352508193,"712.166705016386",2848.66682006554,"Florida","1250","Future1"
"591","2034",1199.56286446576,"239.912572893152",959.650291572608,"Florida","1250","Future1"
"592","2035",1724.47852306137,"344.895704612273",1379.58281844909,"Florida","1250","Future1"
"593","2036",1550.53010714501,"310.106021429003",1240.42408571601,"Florida","1250","Future1"
"594","2037",1335.86089872503,"267.172179745006",1068.68871898003,"Florida","1250","Future1"
"595","2038",1489.19560035662,"297.839120071325",1191.3564802853,"Florida","1250","Future1"
"596","2039",2337.43891296856,"467.487782593712",1869.95113037485,"Florida","1250","Future1"
"597","2040",2640.17706772476,"528.035413544952",2112.14165417981,"Florida","1250","Future1"
"598","2041",3403.9379922575,"680.787598451499",2723.150393806,"Florida","1250","Future1"
"599","2042",3653.91488176661,"730.782976353323",2923.13190541329,"Florida","1250","Future1"
"600","2043",1025.238637618,"205.047727523599",820.190910094397,"Florida","1250","Future1"
"601","2044",550.789121674848,"110.15782433497",440.631297339879,"Florida","1250","Future1"
"602","2045",1542.91629154767,"308.583258309535",1234.33303323814,"Florida","1250","Future1"
"603","2046",1336.26211281878,"267.252422563756",1069.00969025502,"Florida","1250","Future1"
"604","2047",2254.95913533506,"450.991827067011",1803.96730826804,"Florida","1250","Future1"
"605","2048",840.609664110417,"168.121932822083",672.487731288333,"Florida","1250","Future1"
"606","2049",248.178771866007,"49.6357543732014",198.543017492806,"Florida","1250","Future1"
"607","2050",345.920803504835,"69.1841607009671",276.736642803868,"Florida","1250","Future1"
"608","2040",2640.18303253377,"528.036606506754",2112.14642602701,"Florida","1250","Future2"
"609","2041",3403.9379922575,"680.787598451499",2723.150393806,"Florida","1250","Future2"
"610","2042",3653.91488176661,"730.782976353323",2923.13190541329,"Florida","1250","Future2"
"611","2043",1025.238637618,"205.047727523599",820.190910094397,"Florida","1250","Future2"
"612","2044",550.789121674848,"110.15782433497",440.631297339879,"Florida","1250","Future2"
"613","2045",1542.91629154767,"308.583258309535",1234.33303323814,"Florida","1250","Future2"
"614","2046",1336.26211281878,"267.252422563756",1069.00969025502,"Florida","1250","Future2"
"615","2047",2254.95913533506,"450.991827067011",1803.96730826804,"Florida","1250","Future2"
"616","2048",840.609664110417,"168.121932822083",672.487731288333,"Florida","1250","Future2"
"617","2049",248.178771866007,"49.6357543732014",198.543017492806,"Florida","1250","Future2"
"618","2050",345.920803504835,"69.1841607009671",276.736642803868,"Florida","1250","Future2"
"619","2051",312.694602032792,"62.5389204065584",250.155681626234,"Florida","1250","Future2"
"620","2052",428.650464461034,"85.7300928922068",342.920371568827,"Florida","1250","Future2"
"621","2053",644.719707158132,"128.943941431626",515.775765726505,"Florida","1250","Future2"
"622","2054",643.556523383225,"128.711304676645",514.84521870658,"Florida","1250","Future2"
"623","2055",979.28802671786,"195.857605343572",783.430421374288,"Florida","1250","Future2"
"624","2056",480.519964588193,"96.1039929176386",384.415971670554,"Florida","1250","Future2"
"625","2057",832.234466676742,"166.446893335348",665.787573341394,"Florida","1250","Future2"
"626","2058",1786.94944797714,"357.389889595428",1429.55955838171,"Florida","1250","Future2"
"627","2059",3120.57163218728,"624.114326437457",2496.45730574983,"Florida","1250","Future2"
"628","2060",991.79307522021,"198.358615044042",793.434460176168,"Florida","1250","Future2"
"629","2061",350.951609627102,"70.1903219254204",280.761287701682,"Florida","1250","Future2"
"630","2062",258.072428985971,"51.6144857971942",206.457943188777,"Florida","1250","Future2"
"631","2063",400.521779953801,"80.1043559907602",320.417423963041,"Florida","1250","Future2"
"632","2064",390.857998882437,"78.1715997764873",312.686399105949,"Florida","1250","Future2"
"633","2065",1424.32547664125,"284.86509532825",1139.460381313,"Florida","1250","Future2"
"634","2066",2899.09628052603,"579.819256105205",2319.27702442082,"Florida","1250","Future2"
"635","2067",1729.39030840079,"345.878061680159",1383.51224672063,"Florida","1250","Future2"
"636","2068",485.515405265822,"97.1030810531643",388.412324212657,"Florida","1250","Future2"
"637","2069",284.650041704859,"56.9300083409717",227.720033363887,"Florida","1250","Future2"
"638","2070",1217.1462211739,"243.429244234779",973.716976939116,"Florida","1250","Future2"
"639","1981",2200.09984101028,"440.019968202056",1760.07987280822,"Florida","1280","Baseline"
"640","1982",4051.52308686496,"810.304617372992",3241.21846949197,"Florida","1280","Baseline"
"641","1983",4160.52980338926,"832.105960677852",3328.42384271141,"Florida","1280","Baseline"
"642","1984",2539.79617138048,"507.959234276096",2031.83693710438,"Florida","1280","Baseline"
"643","1985",2072.48201725844,"414.496403451688",1657.98561380675,"Florida","1280","Baseline"
"644","1986",2534.82978911931,"506.965957823861",2027.86383129545,"Florida","1280","Baseline"
"645","1987",2813.15034855579,"562.630069711157",2250.52027884463,"Florida","1280","Baseline"
"646","1988",2223.65077744752,"444.730155489504",1778.92062195801,"Florida","1280","Baseline"
"647","1989",1646.37120399306,"329.274240798612",1317.09696319445,"Florida","1280","Baseline"
"648","1990",2102.11238574202,"420.422477148404",1681.68990859361,"Florida","1280","Baseline"
"649","1991",3547.51256472797,"709.502512945594",2838.01005178237,"Florida","1280","Baseline"
"650","1992",3174.23416573904,"634.846833147808",2539.38733259123,"Florida","1280","Baseline"
"651","1993",2734.03989307922,"546.807978615844",2187.23191446337,"Florida","1280","Baseline"
"652","1994",3929.0982670373,"785.81965340746",3143.27861362984,"Florida","1280","Baseline"
"653","1995",4786.22617816174,"957.245235632347",3828.98094252939,"Florida","1280","Baseline"
"654","1996",2611.1140759911,"522.222815198219",2088.89126079288,"Florida","1280","Baseline"
"655","1997",3595.92207785924,"719.184415571848",2876.73766228739,"Florida","1280","Baseline"
"656","1998",4121.3077667053,"824.26155334106",3297.04621336424,"Florida","1280","Baseline"
"657","1999",3989.55524597645,"797.91104919529",3191.64419678116,"Florida","1280","Baseline"
"658","2000",1909.13167556936,"381.826335113871",1527.30534045549,"Florida","1280","Baseline"
"659","2001",3959.02577002561,"791.805154005122",3167.22061602049,"Florida","1280","Baseline"
"660","2002",3839.26043571362,"767.852087142724",3071.40834857089,"Florida","1280","Baseline"
"661","2003",3784.86836984705,"756.97367396941",3027.89469587764,"Florida","1280","Baseline"
"662","2004",2645.76949328265,"529.15389865653",2116.61559462612,"Florida","1280","Baseline"
"663","2005",3516.06396691122,"703.212793382244",2812.85117352897,"Florida","1280","Baseline"
"664","2006",1725.39424040823,"345.078848081646",1380.31539232658,"Florida","1280","Baseline"
"665","2007",1952.70056851853,"390.540113703706",1562.16045481482,"Florida","1280","Baseline"
"666","2008",2937.2594339202,"587.45188678404",2349.80754713616,"Florida","1280","Baseline"
"667","2009",2398.72341194809,"479.744682389618",1918.97872955847,"Florida","1280","Baseline"
"668","2010",2556.96621774644,"511.393243549288",2045.57297419715,"Florida","1280","Baseline"
"669","2021",3409.24421571334,"681.848843142668",2727.39537257067,"Florida","1280","Future1"
"670","2022",2332.50856595627,"466.501713191255",1866.00685276502,"Florida","1280","Future1"
"671","2023",2060.08630606536,"412.017261213071",1648.06904485228,"Florida","1280","Future1"
"672","2024",1644.47058268323,"328.894116536647",1315.57646614659,"Florida","1280","Future1"
"673","2025",2145.84766670491,"429.169533340982",1716.67813336393,"Florida","1280","Future1"
"674","2026",2304.54766148349,"460.909532296697",1843.63812918679,"Florida","1280","Future1"
"675","2027",3775.58888962734,"755.117777925469",3020.47111170188,"Florida","1280","Future1"
"676","2028",3061.73137967413,"612.346275934826",2449.3851037393,"Florida","1280","Future1"
"677","2029",3639.24526923125,"727.849053846249",2911.396215385,"Florida","1280","Future1"
"678","2030",2765.54513421626,"553.109026843251",2212.436107373,"Florida","1280","Future1"
"679","2031",4384.82705419922,"876.965410839845",3507.86164335938,"Florida","1280","Future1"
"680","2032",4572.75739288902,"914.551478577804",3658.20591431122,"Florida","1280","Future1"
"681","2033",4004.32926693052,"800.865853386105",3203.46341354442,"Florida","1280","Future1"
"682","2034",1559.48992539098,"311.897985078196",1247.59194031278,"Florida","1280","Future1"
"683","2035",2407.774688962,"481.554937792401",1926.2197511696,"Florida","1280","Future1"
"684","2036",2038.82821012811,"407.765642025622",1631.06256810249,"Florida","1280","Future1"
"685","2037",1854.6783083528,"370.93566167056",1483.74264668224,"Florida","1280","Future1"
"686","2038",2080.07474289609,"416.014948579218",1664.05979431687,"Florida","1280","Future1"
"687","2039",2503.39334071801,"500.678668143602",2002.71467257441,"Florida","1280","Future1"
"688","2040",3191.1524290961,"638.23048581922",2552.92194327688,"Florida","1280","Future1"
"689","2041",4281.84290402949,"856.368580805898",3425.47432322359,"Florida","1280","Future1"
"690","2042",3767.00943532297,"753.401887064595",3013.60754825838,"Florida","1280","Future1"
"691","2043",1199.20731580378,"239.841463160757",959.365852643027,"Florida","1280","Future1"
"692","2044",654.159663878192,"130.831932775638",523.327731102554,"Florida","1280","Future1"
"693","2045",2085.37306964722,"417.074613929444",1668.29845571777,"Florida","1280","Future1"
"694","2046",1552.40003769329,"310.480007538658",1241.92003015463,"Florida","1280","Future1"
"695","2047",2594.13105796779,"518.826211593558",2075.30484637423,"Florida","1280","Future1"
"696","2048",1142.75524226268,"228.551048452536",914.204193810145,"Florida","1280","Future1"
"697","2049",279.554258051478,"55.9108516102956",223.643406441182,"Florida","1280","Future1"
"698","2050",354.714300427666,"70.9428600855332",283.771440342133,"Florida","1280","Future1"
"699","2040",3191.1524290961,"638.23048581922",2552.92194327688,"Florida","1280","Future2"
"700","2041",4281.84290402949,"856.368580805898",3425.47432322359,"Florida","1280","Future2"
"701","2042",3767.00943532297,"753.401887064595",3013.60754825838,"Florida","1280","Future2"
"702","2043",1199.20731580378,"239.841463160757",959.365852643027,"Florida","1280","Future2"
"703","2044",654.159663878192,"130.831932775638",523.327731102554,"Florida","1280","Future2"
"704","2045",2085.37306964722,"417.074613929444",1668.29845571777,"Florida","1280","Future2"
"705","2046",1552.40003769329,"310.480007538658",1241.92003015463,"Florida","1280","Future2"
"706","2047",2594.13105796779,"518.826211593558",2075.30484637423,"Florida","1280","Future2"
"707","2048",1142.75524226268,"228.551048452536",914.204193810145,"Florida","1280","Future2"
"708","2049",279.554258051478,"55.9108516102956",223.643406441182,"Florida","1280","Future2"
"709","2050",354.714300427666,"70.9428600855332",283.771440342133,"Florida","1280","Future2"
"710","2051",553.494288016452,"110.69885760329",442.795430413162,"Florida","1280","Future2"
"711","2052",734.444671475558,"146.888934295112",587.555737180446,"Florida","1280","Future2"
"712","2053",912.40410738898,"182.480821477796",729.923285911184,"Florida","1280","Future2"
"713","2054",893.694765737878,"178.738953147576",714.955812590302,"Florida","1280","Future2"
"714","2055",1534.99081377682,"306.998162755365",1227.99265102146,"Florida","1280","Future2"
"715","2056",811.809091874594,"162.361818374919",649.447273499675,"Florida","1280","Future2"
"716","2057",1020.01107982375,"204.002215964751",816.008863859003,"Florida","1280","Future2"
"717","2058",2253.99440409739,"450.798880819477",1803.19552327791,"Florida","1280","Future2"
"718","2059",4272.37134627046,"854.474269254092",3417.89707701637,"Florida","1280","Future2"
"719","2060",957.093332829034,"191.418666565807",765.674666263227,"Florida","1280","Future2"
"720","2061",678.046254222728,"135.609250844546",542.437003378182,"Florida","1280","Future2"
"721","2062",310.909044511616,"62.1818089023232",248.727235609293,"Florida","1280","Future2"
"722","2063",421.28983620298,"84.257967240596",337.031868962384,"Florida","1280","Future2"
"723","2064",555.849346147422,"111.169869229484",444.679476917938,"Florida","1280","Future2"
"724","2065",2171.62872703613,"434.325745407226",1737.3029816289,"Florida","1280","Future2"
"725","2066",3325.28568520353,"665.057137040706",2660.22854816282,"Florida","1280","Future2"
"726","2067",1817.37671853915,"363.475343707829",1453.90137483132,"Florida","1280","Future2"
"727","2068",722.151861158174,"144.430372231635",577.721488926539,"Florida","1280","Future2"
"728","2069",276.328643756476,"55.2657287512952",221.062915005181,"Florida","1280","Future2"
"729","2070",1222.16565824925,"244.433131649849",977.732526599397,"Florida","1280","Future2"
"730","1981",2161.81750829316,"432.363501658633",1729.45400663453,"Georgia","1370","Baseline"
"731","1982",4661.77416633641,"932.354833267283",3729.41933306913,"Georgia","1370","Baseline"
"732","1983",5584.57504641254,"1116.91500928251",4467.66003713004,"Georgia","1370","Baseline"
"733","1984",4186.73880573578,"837.347761147157",3349.39104458863,"Georgia","1370","Baseline"
"734","1985",2785.70137009347,"557.140274018693",2228.56109607477,"Georgia","1370","Baseline"
"735","1986",2598.39484896266,"519.678969792531",2078.71587917012,"Georgia","1370","Baseline"
"736","1987",3752.53531760311,"750.507063520621",3002.02825408248,"Georgia","1370","Baseline"
"737","1988",2655.81596432382,"531.163192864765",2124.65277145906,"Georgia","1370","Baseline"
"738","1989",4548.79459729922,"909.758919459845",3639.03567783938,"Georgia","1370","Baseline"
"739","1990",3435.07385272998,"687.014770545997",2748.05908218399,"Georgia","1370","Baseline"
"740","1991",4659.76123786456,"931.952247572911",3727.80899029164,"Georgia","1370","Baseline"
"741","1992",4668.46892021688,"933.693784043377",3734.77513617351,"Georgia","1370","Baseline"
"742","1993",3622.00420009571,"724.400840019141",2897.60336007656,"Georgia","1370","Baseline"
"743","1994",6314.41175282291,"1262.88235056458",5051.52940225833,"Georgia","1370","Baseline"
"744","1995",3616.69075542299,"723.338151084597",2893.35260433839,"Georgia","1370","Baseline"
"745","1996",4200.21567149796,"840.043134299593",3360.17253719837,"Georgia","1370","Baseline"
"746","1997",5473.50842761174,"1094.70168552235",4378.8067420894,"Georgia","1370","Baseline"
"747","1998",6007.7015005764,"1201.54030011528",4806.16120046112,"Georgia","1370","Baseline"
"748","1999",2054.06436400754,"410.812872801507",1643.25149120603,"Georgia","1370","Baseline"
"749","2000",2348.98468128131,"469.796936256261",1879.18774502504,"Georgia","1370","Baseline"
"750","2001",3878.90754118019,"775.781508236037",3103.12603294415,"Georgia","1370","Baseline"
"751","2002",3224.78237253867,"644.956474507733",2579.82589803093,"Georgia","1370","Baseline"
"752","2003",5727.03980130852,"1145.4079602617",4581.63184104681,"Georgia","1370","Baseline"
"753","2004",4244.13233575638,"848.826467151275",3395.3058686051,"Georgia","1370","Baseline"
"754","2005",5023.86888615588,"1004.77377723118",4019.0951089247,"Georgia","1370","Baseline"
"755","2006",2198.37723327042,"439.675446654085",1758.70178661634,"Georgia","1370","Baseline"
"756","2007",1891.89513455995,"378.379026911991",1513.51610764796,"Georgia","1370","Baseline"
"757","2008",3691.73235419675,"738.346470839351",2953.3858833574,"Georgia","1370","Baseline"
"758","2009",5979.59391593782,"1195.91878318756",4783.67513275026,"Georgia","1370","Baseline"
"759","2010",3805.19213424813,"761.038426849625",3044.1537073985,"Georgia","1370","Baseline"
"760","2021",3899.21677125195,"779.843354250389",3119.37341700156,"Georgia","1370","Future1"
"761","2022",2369.4848534994,"473.896970699879",1895.58788279952,"Georgia","1370","Future1"
"762","2023",2345.84246398082,"469.168492796164",1876.67397118466,"Georgia","1370","Future1"
"763","2024",1904.69473474015,"380.938946948031",1523.75578779212,"Georgia","1370","Future1"
"764","2025",2301.90073664232,"460.380147328465",1841.52058931386,"Georgia","1370","Future1"
"765","2026",2391.02171713502,"478.204343427004",1912.81737370801,"Georgia","1370","Future1"
"766","2027",4000.34757025152,"800.069514050305",3200.27805620122,"Georgia","1370","Future1"
"767","2028",4902.76194443179,"980.552388886358",3922.20955554543,"Georgia","1370","Future1"
"768","2029",3984.51536810449,"796.903073620898",3187.61229448359,"Georgia","1370","Future1"
"769","2030",3079.49811172032,"615.899622344064",2463.59848937626,"Georgia","1370","Future1"
"770","2031",4569.68780272447,"913.937560544894",3655.75024217958,"Georgia","1370","Future1"
"771","2032",4772.37661119968,"954.475322239936",3817.90128895974,"Georgia","1370","Future1"
"772","2033",4550.47382478829,"910.094764957659",3640.37905983063,"Georgia","1370","Future1"
"773","2034",1763.84940549318,"352.769881098637",1411.07952439455,"Georgia","1370","Future1"
"774","2035",1930.67983833702,"386.135967667405",1544.54387066962,"Georgia","1370","Future1"
"775","2036",2296.22323204505,"459.244646409009",1836.97858563604,"Georgia","1370","Future1"
"776","2037",1842.51174807941,"368.502349615882",1474.00939846353,"Georgia","1370","Future1"
"777","2038",2257.26316417941,"451.452632835883",1805.81053134353,"Georgia","1370","Future1"
"778","2039",2752.88581699792,"550.577163399585",2202.30865359834,"Georgia","1370","Future1"
"779","2040",3869.10949997925,"773.821899995851",3095.2875999834,"Georgia","1370","Future1"
"780","2041",4368.23019668041,"873.646039336081",3494.58415734433,"Georgia","1370","Future1"
"781","2042",3977.77861292852,"795.555722585704",3182.22289034281,"Georgia","1370","Future1"
"782","2043",1628.67902607595,"325.73580521519",1302.94322086076,"Georgia","1370","Future1"
"783","2044",674.220665344247,"134.844133068849",539.376532275398,"Georgia","1370","Future1"
"784","2045",1705.80579688255,"341.161159376509",1364.64463750604,"Georgia","1370","Future1"
"785","2046",258.374403497285,"51.674880699457",206.699522797828,"Georgia","1370","Future1"
"786","2047",2334.88439473742,"466.976878947485",1867.90751578994,"Georgia","1370","Future1"
"787","2048",1109.38881747718,"221.877763495436",887.511053981743,"Georgia","1370","Future1"
"788","2049",152.400742646101,"30.4801485292202",121.920594116881,"Georgia","1370","Future1"
"789","2050",340.514959852765,"68.102991970553",272.411967882212,"Georgia","1370","Future1"
"790","2040",3869.31734329191,"773.863468658383",3095.45387463353,"Georgia","1370","Future2"
"791","2041",4368.23019668041,"873.646039336081",3494.58415734433,"Georgia","1370","Future2"
"792","2042",3977.77861292852,"795.555722585704",3182.22289034281,"Georgia","1370","Future2"
"793","2043",1628.67902607595,"325.73580521519",1302.94322086076,"Georgia","1370","Future2"
"794","2044",674.220665344247,"134.844133068849",539.376532275398,"Georgia","1370","Future2"
"795","2045",1705.80579688255,"341.161159376509",1364.64463750604,"Georgia","1370","Future2"
"796","2046",258.374403497285,"51.674880699457",206.699522797828,"Georgia","1370","Future2"
"797","2047",2334.88439473742,"466.976878947485",1867.90751578994,"Georgia","1370","Future2"
"798","2048",1109.38881747718,"221.877763495436",887.511053981743,"Georgia","1370","Future2"
"799","2049",152.400742646101,"30.4801485292202",121.920594116881,"Georgia","1370","Future2"
"800","2050",340.514959852765,"68.102991970553",272.411967882212,"Georgia","1370","Future2"
"801","2051",367.177032133159,"73.4354064266318",293.741625706527,"Georgia","1370","Future2"
"802","2052",587.132019943199,"117.42640398864",469.705615954559,"Georgia","1370","Future2"
"803","2053",841.051654306321,"168.210330861264",672.841323445057,"Georgia","1370","Future2"
"804","2054",827.781502622579,"165.556300524516",662.225202098063,"Georgia","1370","Future2"
"805","2055",1375.0223963696,"275.004479273919",1100.01791709568,"Georgia","1370","Future2"
"806","2056",605.285100393333,"121.057020078667",484.228080314666,"Georgia","1370","Future2"
"807","2057",902.122719016329,"180.424543803266",721.698175213063,"Georgia","1370","Future2"
"808","2058",2557.27581216933,"511.455162433865",2045.82064973546,"Georgia","1370","Future2"
"809","2059",4427.32907880179,"885.465815760357",3541.86326304143,"Georgia","1370","Future2"
"810","2060",1225.47854211939,"245.095708423878",980.382833695511,"Georgia","1370","Future2"
"811","2061",761.068837677901,"152.21376753558",608.855070142321,"Georgia","1370","Future2"
"812","2062",202.798460003095,"40.559692000619",162.238768002476,"Georgia","1370","Future2"
"813","2063",531.924938410705,"106.384987682141",425.539950728564,"Georgia","1370","Future2"
"814","2064",522.753580528655,"104.550716105731",418.202864422924,"Georgia","1370","Future2"
"815","2065",1665.74884817206,"333.149769634413",1332.59907853765,"Georgia","1370","Future2"
"816","2066",2755.56355707706,"551.112711415412",2204.45084566165,"Georgia","1370","Future2"
"817","2067",2497.55361998492,"499.510723996983",1998.04289598793,"Georgia","1370","Future2"
"818","2068",692.201899725399,"138.44037994508",553.761519780319,"Georgia","1370","Future2"
"819","2069",226.915807227453,"45.3831614454906",181.532645781962,"Georgia","1370","Future2"
"820","2070",1649.36272512239,"329.872545024478",1319.49018009791,"Georgia","1370","Future2"
"821","1981",1796.54743089512,"359.309486179024",1437.23794471609,"Idaho","1670","Baseline"
"822","1982",3172.36289762495,"634.47257952499",2537.89031809996,"Idaho","1670","Baseline"
"823","1983",3229.13623559579,"645.827247119157",2583.30898847663,"Idaho","1670","Baseline"
"824","1984",3300.19639712201,"660.039279424402",2640.15711769761,"Idaho","1670","Baseline"
"825","1985",1762.71163405348,"352.542326810696",1410.16930724278,"Idaho","1670","Baseline"
"826","1986",3051.22705371885,"610.24541074377",2440.98164297508,"Idaho","1670","Baseline"
"827","1987",1204.19650843906,"240.839301687812",963.357206751246,"Idaho","1670","Baseline"
"828","1988",997.521848881498,"199.5043697763",798.017479105198,"Idaho","1670","Baseline"
"829","1989",1812.23613602451,"362.447227204902",1449.78890881961,"Idaho","1670","Baseline"
"830","1990",1334.07524713936,"266.815049427872",1067.26019771149,"Idaho","1670","Baseline"
"831","1991",1509.0311812694,"301.80623625388",1207.22494501552,"Idaho","1670","Baseline"
"832","1992",972.776126011318,"194.555225202264",778.220900809054,"Idaho","1670","Baseline"
"833","1993",2597.31143409545,"519.46228681909",2077.84914727636,"Idaho","1670","Baseline"
"834","1994",1027.36798115025,"205.47359623005",821.894384920198,"Idaho","1670","Baseline"
"835","1995",2809.97655171749,"561.995310343498",2247.98124137399,"Idaho","1670","Baseline"
"836","1996",2630.22452587326,"526.044905174652",2104.17962069861,"Idaho","1670","Baseline"
"837","1997",3503.98943575235,"700.79788715047",2803.19154860188,"Idaho","1670","Baseline"
"838","1998",2814.74578628333,"562.949157256666",2251.79662902666,"Idaho","1670","Baseline"
"839","1999",2443.48838989867,"488.697677979734",1954.79071191893,"Idaho","1670","Baseline"
"840","2000",1427.13372882937,"285.426745765874",1141.70698306349,"Idaho","1670","Baseline"
"841","2001",812.585516409048,"162.51710328181",650.068413127239,"Idaho","1670","Baseline"
"842","2002",1333.42226950513,"266.684453901026",1066.7378156041,"Idaho","1670","Baseline"
"843","2003",1394.99495139379,"278.998990278758",1115.99596111503,"Idaho","1670","Baseline"
"844","2004",1840.52020876223,"368.104041752446",1472.41616700978,"Idaho","1670","Baseline"
"845","2005",1877.81700716474,"375.563401432948",1502.25360573179,"Idaho","1670","Baseline"
"846","2006",2510.60850383483,"502.121700766966",2008.48680306786,"Idaho","1670","Baseline"
"847","2007",1267.17349357773,"253.434698715545",1013.73879486218,"Idaho","1670","Baseline"
"848","2008",1855.52575557242,"371.105151114484",1484.42060445793,"Idaho","1670","Baseline"
"849","2009",2293.18526666379,"458.637053332758",1834.54821333103,"Idaho","1670","Baseline"
"850","2010",1652.5157467727,"330.50314935454",1322.01259741816,"Idaho","1670","Baseline"
"851","2021",6597.68853083916,"1319.53770616783",5278.15082467133,"Idaho","1670","Future1"
"852","2022",5807.00922102582,"1161.40184420516",4645.60737682066,"Idaho","1670","Future1"
"853","2023",5624.05999363617,"1124.81199872723",4499.24799490893,"Idaho","1670","Future1"
"854","2024",7424.34078859355,"1484.86815771871",5939.47263087484,"Idaho","1670","Future1"
