ARRAYID,Location
1808,data_46.90625_-122.59375
1809,data_46.90625_-122.53125
1810,data_46.90625_-122.46875
1811,data_46.90625_-122.40625
1812,data_46.90625_-122.34375
1813,data_46.90625_-122.28125
1814,data_46.90625_-122.21875
1815,data_46.90625_-122.15625
1816,data_46.90625_-122.09375
1817,data_46.90625_-122.03125
1818,data_46.90625_-121.96875
1819,data_46.90625_-121.90625
1820,data_46.90625_-121.84375
1821,data_46.90625_-121.78125
1822,data_46.90625_-121.71875
1823,data_46.90625_-121.65625
1824,data_46.90625_-121.59375
1825,data_46.90625_-121.53125
1826,data_46.90625_-121.46875
1827,data_46.90625_-121.40625
1828,data_46.90625_-121.34375
1829,data_46.90625_-121.28125
1830,data_46.90625_-121.21875
1831,data_46.90625_-121.15625
1832,data_46.90625_-121.09375
1833,data_46.90625_-121.03125
1834,data_46.90625_-120.96875
1835,data_46.90625_-120.90625
1836,data_46.90625_-120.84375
1837,data_46.90625_-120.78125
1838,data_46.90625_-120.71875
1839,data_46.90625_-120.65625
1840,data_46.90625_-120.59375
1841,data_46.90625_-120.53125
1842,data_46.90625_-120.46875
1843,data_46.90625_-120.40625
1844,data_46.90625_-120.34375
1845,data_46.90625_-120.28125
1846,data_46.90625_-120.21875
1847,data_46.90625_-120.15625
1848,data_46.90625_-120.09375
1849,data_46.90625_-120.03125
1850,data_46.90625_-119.96875
1851,data_46.90625_-119.90625
1852,data_46.90625_-119.84375
1853,data_46.90625_-119.78125
1854,data_46.90625_-119.71875
1855,data_46.90625_-119.65625
1856,data_46.90625_-119.59375
1857,data_46.90625_-119.53125
1858,data_46.90625_-119.46875
1859,data_46.90625_-119.40625
1860,data_46.90625_-119.34375
1861,data_46.90625_-119.28125
1862,data_46.90625_-119.21875
1863,data_46.90625_-119.15625
1864,data_46.90625_-119.09375
1865,data_46.90625_-119.03125
1866,data_46.90625_-118.96875
1867,data_46.90625_-118.90625
1868,data_46.90625_-118.84375
1869,data_46.90625_-118.78125
1870,data_46.90625_-118.71875
1871,data_46.90625_-118.65625
1872,data_46.90625_-118.59375
1873,data_46.90625_-118.53125
1874,data_46.90625_-118.46875
1875,data_46.90625_-118.40625
1876,data_46.90625_-118.34375
1877,data_46.90625_-118.28125
1878,data_46.90625_-118.21875
1879,data_46.90625_-118.15625
1880,data_46.90625_-118.09375
1881,data_46.90625_-118.03125
1882,data_46.90625_-117.96875
1883,data_46.90625_-117.90625
1884,data_46.90625_-117.84375
1885,data_46.90625_-117.78125
1886,data_46.90625_-117.71875
1887,data_46.90625_-117.65625
1888,data_46.90625_-117.59375
1889,data_46.90625_-117.53125
1890,data_46.90625_-117.46875
1891,data_46.90625_-117.40625
1892,data_46.90625_-117.34375
1893,data_46.90625_-117.28125
1894,data_46.90625_-117.21875
1895,data_46.90625_-117.15625
1896,data_46.90625_-117.09375
1897,data_46.96875_-124.15625
1898,data_46.96875_-124.03125
1899,data_46.96875_-123.96875
1900,data_46.96875_-123.90625
1901,data_46.96875_-123.84375
1902,data_46.96875_-123.78125
1903,data_46.96875_-123.71875
1904,data_46.96875_-123.65625
1905,data_46.96875_-123.59375
1906,data_46.96875_-123.53125
1907,data_46.96875_-123.46875
1908,data_46.96875_-123.40625
1909,data_46.96875_-123.34375
1910,data_46.96875_-123.28125
1911,data_46.96875_-123.21875
1912,data_46.96875_-123.15625
1913,data_46.96875_-123.09375
1914,data_46.96875_-123.03125
1915,data_46.96875_-122.96875
1916,data_46.96875_-122.90625
1917,data_46.96875_-122.84375
1918,data_46.96875_-122.78125
1919,data_46.96875_-122.71875
1920,data_46.96875_-122.65625
1921,data_46.96875_-122.59375
1922,data_46.96875_-122.53125
1923,data_46.96875_-122.46875
1924,data_46.96875_-122.40625
1925,data_46.96875_-122.34375
1926,data_46.96875_-122.28125
1927,data_46.96875_-122.21875
1928,data_46.96875_-122.15625
1929,data_46.96875_-122.09375
1930,data_46.96875_-122.03125
1931,data_46.96875_-121.96875
1932,data_46.96875_-121.90625
1933,data_46.96875_-121.84375
1934,data_46.96875_-121.78125
1935,data_46.96875_-121.71875
1936,data_46.96875_-121.65625
1937,data_46.96875_-121.59375
1938,data_46.96875_-121.53125
1939,data_46.96875_-121.46875
1940,data_46.96875_-121.40625
1941,data_46.96875_-121.34375
1942,data_46.96875_-121.28125
1943,data_46.96875_-121.21875
1944,data_46.96875_-121.15625
1945,data_46.96875_-121.09375
1946,data_46.96875_-121.03125
1947,data_46.96875_-120.96875
1948,data_46.96875_-120.90625
1949,data_46.96875_-120.84375
1950,data_46.96875_-120.78125
1951,data_46.96875_-120.71875
1952,data_46.96875_-120.65625
1953,data_46.96875_-120.59375
1954,data_46.96875_-120.53125
1955,data_46.96875_-120.46875
1956,data_46.96875_-120.40625
1957,data_46.96875_-120.34375
1958,data_46.96875_-120.28125
1959,data_46.96875_-120.21875
1960,data_46.96875_-120.15625
1961,data_46.96875_-120.09375
1962,data_46.96875_-120.03125
1963,data_46.96875_-119.96875
1964,data_46.96875_-119.90625
1965,data_46.96875_-119.84375
1966,data_46.96875_-119.78125
1967,data_46.96875_-119.71875
1968,data_46.96875_-119.65625
1969,data_46.96875_-119.59375
1970,data_46.96875_-119.53125
1971,data_46.96875_-119.46875
1972,data_46.96875_-119.40625
1973,data_46.96875_-119.34375
1974,data_46.96875_-119.28125
1975,data_46.96875_-119.21875
1976,data_46.96875_-119.15625
1977,data_46.96875_-119.09375
1978,data_46.96875_-119.03125
1979,data_46.96875_-118.96875
1980,data_46.96875_-118.90625
1981,data_46.96875_-118.84375
1982,data_46.96875_-118.78125
1983,data_46.96875_-118.71875
1984,data_46.96875_-118.65625
1985,data_46.96875_-118.59375
1986,data_46.96875_-118.53125
1987,data_46.96875_-118.46875
1988,data_46.96875_-118.40625
1989,data_46.96875_-118.34375
1990,data_46.96875_-118.28125
1991,data_46.96875_-118.21875
1992,data_46.96875_-118.15625
1993,data_46.96875_-118.09375
1994,data_46.96875_-118.03125
1995,data_46.96875_-117.96875
1996,data_46.96875_-117.90625
1997,data_46.96875_-117.84375
1998,data_46.96875_-117.78125
1999,data_46.96875_-117.71875
2000,data_46.96875_-117.65625
2001,data_46.96875_-117.59375
2002,data_46.96875_-117.53125
2003,data_46.96875_-117.46875
2004,data_46.96875_-117.40625
2005,data_46.96875_-117.34375
2006,data_46.96875_-117.28125
2007,data_46.96875_-117.21875
2008,data_46.96875_-117.15625
2009,data_46.96875_-117.09375
2010,data_47.03125_-124.15625
2011,data_47.03125_-124.09375
2012,data_47.03125_-124.03125
2013,data_47.03125_-123.96875
2014,data_47.03125_-123.90625
2015,data_47.03125_-123.84375
2016,data_47.03125_-123.78125
2017,data_47.03125_-123.71875
2018,data_47.03125_-123.65625
2019,data_47.03125_-123.59375
2020,data_47.03125_-123.53125
2021,data_47.03125_-123.46875
2022,data_47.03125_-123.40625
2023,data_47.03125_-123.34375
2024,data_47.03125_-123.28125
2025,data_47.03125_-123.21875
2026,data_47.03125_-123.15625
2027,data_47.03125_-123.09375
2028,data_47.03125_-123.03125
2029,data_47.03125_-122.96875
2030,data_47.03125_-122.90625
2031,data_47.03125_-122.84375
2032,data_47.03125_-122.78125
2033,data_47.03125_-122.71875
2034,data_47.03125_-122.65625
2035,data_47.03125_-122.59375
2036,data_47.03125_-122.53125
2037,data_47.03125_-122.46875
2038,data_47.03125_-122.40625
2039,data_47.03125_-122.34375
2040,data_47.03125_-122.28125
2041,data_47.03125_-122.21875
2042,data_47.03125_-122.15625
2043,data_47.03125_-122.09375
2044,data_47.03125_-122.03125
2045,data_47.03125_-121.96875
2046,data_47.03125_-121.90625
2047,data_47.03125_-121.84375
2048,data_47.03125_-121.78125
2049,data_47.03125_-121.71875
2050,data_47.03125_-121.65625
2051,data_47.03125_-121.59375
2052,data_47.03125_-121.53125
2053,data_47.03125_-121.46875
2054,data_47.03125_-121.40625
2055,data_47.03125_-121.34375
2056,data_47.03125_-121.28125
2057,data_47.03125_-121.21875
2058,data_47.03125_-121.15625
2059,data_47.03125_-121.09375
2060,data_47.03125_-121.03125
2061,data_47.03125_-120.96875
2062,data_47.03125_-120.90625
2063,data_47.03125_-120.84375
2064,data_47.03125_-120.78125
2065,data_47.03125_-120.71875
2066,data_47.03125_-120.65625
2067,data_47.03125_-120.59375
2068,data_47.03125_-120.53125
2069,data_47.03125_-120.46875
2070,data_47.03125_-120.40625
2071,data_47.03125_-120.34375
2072,data_47.03125_-120.28125
2073,data_47.03125_-120.21875
2074,data_47.03125_-120.15625
2075,data_47.03125_-120.09375
2076,data_47.03125_-120.03125
2077,data_47.03125_-119.96875
2078,data_47.03125_-119.90625
2079,data_47.03125_-119.84375
2080,data_47.03125_-119.78125
2081,data_47.03125_-119.71875
2082,data_47.03125_-119.65625
2083,data_47.03125_-119.59375
2084,data_47.03125_-119.53125
2085,data_47.03125_-119.46875
2086,data_47.03125_-119.40625
2087,data_47.03125_-119.34375
2088,data_47.03125_-119.28125
2089,data_47.03125_-119.21875
2090,data_47.03125_-119.15625
2091,data_47.03125_-119.09375
2092,data_47.03125_-119.03125
2093,data_47.03125_-118.96875
2094,data_47.03125_-118.90625
2095,data_47.03125_-118.84375
2096,data_47.03125_-118.78125
2097,data_47.03125_-118.71875
2098,data_47.03125_-118.65625
2099,data_47.03125_-118.59375
2100,data_47.03125_-118.53125
2101,data_47.03125_-118.46875
2102,data_47.03125_-118.40625
2103,data_47.03125_-118.34375
2104,data_47.03125_-118.28125
2105,data_47.03125_-118.21875
2106,data_47.03125_-118.15625
2107,data_47.03125_-118.09375
2108,data_47.03125_-118.03125
2109,data_47.03125_-117.96875
2110,data_47.03125_-117.90625
2111,data_47.03125_-117.84375
2112,data_47.03125_-117.78125
2113,data_47.03125_-117.71875
2114,data_47.03125_-117.65625
2115,data_47.03125_-117.59375
2116,data_47.03125_-117.53125
2117,data_47.03125_-117.46875
2118,data_47.03125_-117.40625
2119,data_47.03125_-117.34375
2120,data_47.03125_-117.28125
2121,data_47.03125_-117.21875
2122,data_47.03125_-117.15625
2123,data_47.03125_-117.09375
2124,data_47.09375_-124.15625
2125,data_47.09375_-124.09375
2126,data_47.09375_-124.03125
2127,data_47.09375_-123.96875
2128,data_47.09375_-123.90625
2129,data_47.09375_-123.84375
2130,data_47.09375_-123.78125
2131,data_47.09375_-123.71875
2132,data_47.09375_-123.65625
2133,data_47.09375_-123.59375
2134,data_47.09375_-123.53125
2135,data_47.09375_-123.46875
2136,data_47.09375_-123.40625
2137,data_47.09375_-123.34375
2138,data_47.09375_-123.28125
2139,data_47.09375_-123.21875
2140,data_47.09375_-123.15625
2141,data_47.09375_-123.09375
2142,data_47.09375_-123.03125
2143,data_47.09375_-122.96875
2144,data_47.09375_-122.90625
2145,data_47.09375_-122.84375
2146,data_47.09375_-122.78125
2147,data_47.09375_-122.71875
2148,data_47.09375_-122.65625
2149,data_47.09375_-122.59375
2150,data_47.09375_-122.53125
2151,data_47.09375_-122.46875
2152,data_47.09375_-122.40625
2153,data_47.09375_-122.34375
2154,data_47.09375_-122.28125
2155,data_47.09375_-122.21875
2156,data_47.09375_-122.15625
2157,data_47.09375_-122.09375
2158,data_47.09375_-122.03125
2159,data_47.09375_-121.96875
2160,data_47.09375_-121.90625
2161,data_47.09375_-121.84375
2162,data_47.09375_-121.78125
2163,data_47.09375_-121.71875
2164,data_47.09375_-121.65625
2165,data_47.09375_-121.59375
2166,data_47.09375_-121.53125
2167,data_47.09375_-121.46875
2168,data_47.09375_-121.40625
2169,data_47.09375_-121.34375
2170,data_47.09375_-121.28125
2171,data_47.09375_-121.21875
2172,data_47.09375_-121.15625
2173,data_47.09375_-121.09375
2174,data_47.09375_-121.03125
2175,data_47.09375_-120.96875
2176,data_47.09375_-120.90625
2177,data_47.09375_-120.84375
2178,data_47.09375_-120.78125
2179,data_47.09375_-120.71875
2180,data_47.09375_-120.65625
2181,data_47.09375_-120.59375
2182,data_47.09375_-120.53125
2183,data_47.09375_-120.46875
2184,data_47.09375_-120.40625
2185,data_47.09375_-120.34375
2186,data_47.09375_-120.28125
2187,data_47.09375_-120.21875
2188,data_47.09375_-120.15625
2189,data_47.09375_-120.09375
2190,data_47.09375_-120.03125
2191,data_47.09375_-119.96875
2192,data_47.09375_-119.90625
2193,data_47.09375_-119.84375
2194,data_47.09375_-119.78125
2195,data_47.09375_-119.71875
2196,data_47.09375_-119.65625
2197,data_47.09375_-119.59375
2198,data_47.09375_-119.53125
2199,data_47.09375_-119.46875
2200,data_47.09375_-119.40625
2201,data_47.09375_-119.34375
2202,data_47.09375_-119.28125
2203,data_47.09375_-119.21875
2204,data_47.09375_-119.15625
2205,data_47.09375_-119.09375
2206,data_47.09375_-119.03125
2207,data_47.09375_-118.96875
2208,data_47.09375_-118.90625
2209,data_47.09375_-118.84375
2210,data_47.09375_-118.78125
2211,data_47.09375_-118.71875
2212,data_47.09375_-118.65625
2213,data_47.09375_-118.59375
2214,data_47.09375_-118.53125
2215,data_47.09375_-118.46875
2216,data_47.09375_-118.40625
2217,data_47.09375_-118.34375
2218,data_47.09375_-118.28125
2219,data_47.09375_-118.21875
2220,data_47.09375_-118.15625
2221,data_47.09375_-118.09375
2222,data_47.09375_-118.03125
2223,data_47.09375_-117.96875
2224,data_47.09375_-117.90625
2225,data_47.09375_-117.84375
2226,data_47.09375_-117.78125
2227,data_47.09375_-117.71875
2228,data_47.09375_-117.65625
2229,data_47.09375_-117.59375
2230,data_47.09375_-117.53125
2231,data_47.09375_-117.46875
2232,data_47.09375_-117.40625
2233,data_47.09375_-117.34375
2234,data_47.09375_-117.28125
2235,data_47.09375_-117.21875
2236,data_47.09375_-117.15625
2237,data_47.09375_-117.09375
2238,data_47.15625_-124.21875
2239,data_47.15625_-124.15625
2240,data_47.15625_-124.09375
2241,data_47.15625_-124.03125
2242,data_47.15625_-123.96875
2243,data_47.15625_-123.90625
2244,data_47.15625_-123.84375
2245,data_47.15625_-123.78125
2246,data_47.15625_-123.71875
2247,data_47.15625_-123.65625
2248,data_47.15625_-123.59375
2249,data_47.15625_-123.53125
2250,data_47.15625_-123.46875
2251,data_47.15625_-123.40625
2252,data_47.15625_-123.34375
2253,data_47.15625_-123.28125
2254,data_47.15625_-123.21875
2255,data_47.15625_-123.15625
2256,data_47.15625_-123.09375
2257,data_47.15625_-123.03125
2258,data_47.15625_-122.96875
2259,data_47.15625_-122.90625
2260,data_47.15625_-122.84375
2261,data_47.15625_-122.78125
2262,data_47.15625_-122.71875
2263,data_47.15625_-122.65625
2264,data_47.15625_-122.59375
2265,data_47.15625_-122.53125
2266,data_47.15625_-122.46875
2267,data_47.15625_-122.40625
2268,data_47.15625_-122.34375
2269,data_47.15625_-122.28125
2270,data_47.15625_-122.21875
2271,data_47.15625_-122.15625
2272,data_47.15625_-122.09375
2273,data_47.15625_-122.03125
2274,data_47.15625_-121.96875
2275,data_47.15625_-121.90625
2276,data_47.15625_-121.84375
2277,data_47.15625_-121.78125
2278,data_47.15625_-121.71875
2279,data_47.15625_-121.65625
2280,data_47.15625_-121.59375
2281,data_47.15625_-121.53125
2282,data_47.15625_-121.46875
2283,data_47.15625_-121.40625
2284,data_47.15625_-121.34375
2285,data_47.15625_-121.28125
2286,data_47.15625_-121.21875
2287,data_47.15625_-121.15625
2288,data_47.15625_-121.09375
2289,data_47.15625_-121.03125
2290,data_47.15625_-120.96875
2291,data_47.15625_-120.90625
2292,data_47.15625_-120.84375
2293,data_47.15625_-120.78125
2294,data_47.15625_-120.71875
2295,data_47.15625_-120.65625
2296,data_47.15625_-120.59375
2297,data_47.15625_-120.53125
2298,data_47.15625_-120.46875
2299,data_47.15625_-120.40625
2300,data_47.15625_-120.34375
2301,data_47.15625_-120.28125
2302,data_47.15625_-120.21875
2303,data_47.15625_-120.15625
2304,data_47.15625_-120.09375
2305,data_47.15625_-120.03125
2306,data_47.15625_-119.96875
2307,data_47.15625_-119.90625
2308,data_47.15625_-119.84375
2309,data_47.15625_-119.78125
2310,data_47.15625_-119.71875
2311,data_47.15625_-119.65625
2312,data_47.15625_-119.59375
2313,data_47.15625_-119.53125
2314,data_47.15625_-119.46875
2315,data_47.15625_-119.40625
2316,data_47.15625_-119.34375
2317,data_47.15625_-119.28125
2318,data_47.15625_-119.21875
2319,data_47.15625_-119.15625
2320,data_47.15625_-119.09375
2321,data_47.15625_-119.03125
2322,data_47.15625_-118.96875
2323,data_47.15625_-118.90625
2324,data_47.15625_-118.84375
2325,data_47.15625_-118.78125
2326,data_47.15625_-118.71875
2327,data_47.15625_-118.65625
2328,data_47.15625_-118.59375
2329,data_47.15625_-118.53125
2330,data_47.15625_-118.46875
2331,data_47.15625_-118.40625
2332,data_47.15625_-118.34375
2333,data_47.15625_-118.28125
2334,data_47.15625_-118.21875
2335,data_47.15625_-118.15625
2336,data_47.15625_-118.09375
2337,data_47.15625_-118.03125
2338,data_47.15625_-117.96875
2339,data_47.15625_-117.90625
2340,data_47.15625_-117.84375
2341,data_47.15625_-117.78125
2342,data_47.15625_-117.71875
2343,data_47.15625_-117.65625
2344,data_47.15625_-117.59375
2345,data_47.15625_-117.53125
2346,data_47.15625_-117.46875
2347,data_47.15625_-117.40625
2348,data_47.15625_-117.34375
2349,data_47.15625_-117.28125
2350,data_47.15625_-117.21875
2351,data_47.15625_-117.15625
2352,data_47.15625_-117.09375
2353,data_47.21875_-124.21875
2354,data_47.21875_-124.15625
2355,data_47.21875_-124.09375
2356,data_47.21875_-124.03125
2357,data_47.21875_-123.96875
2358,data_47.21875_-123.90625
2359,data_47.21875_-123.84375
2360,data_47.21875_-123.78125
2361,data_47.21875_-123.71875
2362,data_47.21875_-123.65625
2363,data_47.21875_-123.59375
2364,data_47.21875_-123.53125
2365,data_47.21875_-123.46875
2366,data_47.21875_-123.40625
2367,data_47.21875_-123.34375
2368,data_47.21875_-123.28125
2369,data_47.21875_-123.21875
2370,data_47.21875_-123.15625
2371,data_47.21875_-123.09375
2372,data_47.21875_-123.03125
2373,data_47.21875_-122.96875
2374,data_47.21875_-122.90625
2375,data_47.21875_-122.84375
2376,data_47.21875_-122.78125
2377,data_47.21875_-122.71875
2378,data_47.21875_-122.65625
2379,data_47.21875_-122.59375
2380,data_47.21875_-122.53125
2381,data_47.21875_-122.46875
2382,data_47.21875_-122.40625
2383,data_47.21875_-122.34375
2384,data_47.21875_-122.28125
2385,data_47.21875_-122.21875
2386,data_47.21875_-122.15625
2387,data_47.21875_-122.09375
2388,data_47.21875_-122.03125
2389,data_47.21875_-121.96875
2390,data_47.21875_-121.90625
2391,data_47.21875_-121.84375
2392,data_47.21875_-121.78125
2393,data_47.21875_-121.71875
2394,data_47.21875_-121.65625
2395,data_47.21875_-121.59375
2396,data_47.21875_-121.53125
2397,data_47.21875_-121.46875
2398,data_47.21875_-121.40625
2399,data_47.21875_-121.34375
2400,data_47.21875_-121.28125
2401,data_47.21875_-121.21875
2402,data_47.21875_-121.15625
2403,data_47.21875_-121.09375
2404,data_47.21875_-121.03125
2405,data_47.21875_-120.96875
2406,data_47.21875_-120.90625
2407,data_47.21875_-120.84375
2408,data_47.21875_-120.78125
2409,data_47.21875_-120.71875
2410,data_47.21875_-120.65625
2411,data_47.21875_-120.59375
2412,data_47.21875_-120.53125
2413,data_47.21875_-120.46875
2414,data_47.21875_-120.40625
2415,data_47.21875_-120.34375
2416,data_47.21875_-120.28125
2417,data_47.21875_-120.21875
2418,data_47.21875_-120.15625
2419,data_47.21875_-120.09375
2420,data_47.21875_-120.03125
2421,data_47.21875_-119.96875
2422,data_47.21875_-119.90625
2423,data_47.21875_-119.84375
2424,data_47.21875_-119.78125
2425,data_47.21875_-119.71875
2426,data_47.21875_-119.65625
2427,data_47.21875_-119.59375
2428,data_47.21875_-119.53125
2429,data_47.21875_-119.46875
2430,data_47.21875_-119.40625
2431,data_47.21875_-119.34375
2432,data_47.21875_-119.28125
2433,data_47.21875_-119.21875
2434,data_47.21875_-119.15625
2435,data_47.21875_-119.09375
2436,data_47.21875_-119.03125
2437,data_47.21875_-118.96875
2438,data_47.21875_-118.90625
2439,data_47.21875_-118.84375
2440,data_47.21875_-118.78125
2441,data_47.21875_-118.71875
2442,data_47.21875_-118.65625
2443,data_47.21875_-118.59375
2444,data_47.21875_-118.53125
2445,data_47.21875_-118.46875
2446,data_47.21875_-118.40625
2447,data_47.21875_-118.34375
2448,data_47.21875_-118.28125
2449,data_47.21875_-118.21875
2450,data_47.21875_-118.15625
2451,data_47.21875_-118.09375
2452,data_47.21875_-118.03125
2453,data_47.21875_-117.96875
2454,data_47.21875_-117.90625
2455,data_47.21875_-117.84375
2456,data_47.21875_-117.78125
2457,data_47.21875_-117.71875
2458,data_47.21875_-117.65625
2459,data_47.21875_-117.59375
2460,data_47.21875_-117.53125
2461,data_47.21875_-117.46875
2462,data_47.21875_-117.40625
2463,data_47.21875_-117.34375
2464,data_47.21875_-117.28125
2465,data_47.21875_-117.21875
2466,data_47.21875_-117.15625
2467,data_47.21875_-117.09375
2468,data_47.28125_-124.28125
2469,data_47.28125_-124.21875
2470,data_47.28125_-124.15625
2471,data_47.28125_-124.09375
2472,data_47.28125_-124.03125
2473,data_47.28125_-123.96875
2474,data_47.28125_-123.90625
2475,data_47.28125_-123.84375
2476,data_47.28125_-123.78125
2477,data_47.28125_-123.71875
2478,data_47.28125_-123.65625
2479,data_47.28125_-123.59375
2480,data_47.28125_-123.53125
2481,data_47.28125_-123.46875
2482,data_47.28125_-123.40625
2483,data_47.28125_-123.34375
2484,data_47.28125_-123.28125
2485,data_47.28125_-123.21875
2486,data_47.28125_-123.15625
2487,data_47.28125_-123.09375
2488,data_47.28125_-123.03125
2489,data_47.28125_-122.96875
2490,data_47.28125_-122.90625
2491,data_47.28125_-122.84375
2492,data_47.28125_-122.78125
2493,data_47.28125_-122.71875
2494,data_47.28125_-122.65625
2495,data_47.28125_-122.59375
2496,data_47.28125_-122.53125
2497,data_47.28125_-122.46875
2498,data_47.28125_-122.40625
2499,data_47.28125_-122.34375
2500,data_47.28125_-122.28125
2501,data_47.28125_-122.21875
2502,data_47.28125_-122.15625
2503,data_47.28125_-122.09375
2504,data_47.28125_-122.03125
2505,data_47.28125_-121.96875
2506,data_47.28125_-121.90625
2507,data_47.28125_-121.84375
2508,data_47.28125_-121.78125
2509,data_47.28125_-121.71875
2510,data_47.28125_-121.65625
2511,data_47.28125_-121.59375
2512,data_47.28125_-121.53125
2513,data_47.28125_-121.46875
2514,data_47.28125_-121.40625
2515,data_47.28125_-121.34375
2516,data_47.28125_-121.28125
2517,data_47.28125_-121.21875
2518,data_47.28125_-121.15625
2519,data_47.28125_-121.09375
2520,data_47.28125_-121.03125
2521,data_47.28125_-120.96875
2522,data_47.28125_-120.90625
2523,data_47.28125_-120.84375
2524,data_47.28125_-120.78125
2525,data_47.28125_-120.71875
2526,data_47.28125_-120.65625
2527,data_47.28125_-120.59375
2528,data_47.28125_-120.53125
2529,data_47.28125_-120.46875
2530,data_47.28125_-120.40625
2531,data_47.28125_-120.34375
2532,data_47.28125_-120.28125
2533,data_47.28125_-120.21875
2534,data_47.28125_-120.15625
2535,data_47.28125_-120.09375
2536,data_47.28125_-120.03125
2537,data_47.28125_-119.96875
2538,data_47.28125_-119.90625
2539,data_47.28125_-119.84375
2540,data_47.28125_-119.78125
2541,data_47.28125_-119.71875
2542,data_47.28125_-119.65625
2543,data_47.28125_-119.59375
2544,data_47.28125_-119.53125
2545,data_47.28125_-119.46875
2546,data_47.28125_-119.40625
2547,data_47.28125_-119.34375
2548,data_47.28125_-119.28125
2549,data_47.28125_-119.21875
2550,data_47.28125_-119.15625
2551,data_47.28125_-119.09375
2552,data_47.28125_-119.03125
2553,data_47.28125_-118.96875
2554,data_47.28125_-118.90625
2555,data_47.28125_-118.84375
2556,data_47.28125_-118.78125
2557,data_47.28125_-118.71875
2558,data_47.28125_-118.65625
2559,data_47.28125_-118.59375
2560,data_47.28125_-118.53125
2561,data_47.28125_-118.46875
2562,data_47.28125_-118.40625
2563,data_47.28125_-118.34375
2564,data_47.28125_-118.28125
2565,data_47.28125_-118.21875
2566,data_47.28125_-118.15625
2567,data_47.28125_-118.09375
2568,data_47.28125_-118.03125
2569,data_47.28125_-117.96875
2570,data_47.28125_-117.90625
2571,data_47.28125_-117.84375
2572,data_47.28125_-117.78125
2573,data_47.28125_-117.71875
2574,data_47.28125_-117.65625
2575,data_47.28125_-117.59375
2576,data_47.28125_-117.53125
2577,data_47.28125_-117.46875
2578,data_47.28125_-117.40625
2579,data_47.28125_-117.34375
2580,data_47.28125_-117.28125
2581,data_47.28125_-117.21875
2582,data_47.28125_-117.15625
2583,data_47.28125_-117.09375
2584,data_47.34375_-124.34375
2585,data_47.34375_-124.28125
2586,data_47.34375_-124.21875
2587,data_47.34375_-124.15625
2588,data_47.34375_-124.09375
2589,data_47.34375_-124.03125
2590,data_47.34375_-123.96875
2591,data_47.34375_-123.90625
2592,data_47.34375_-123.84375
2593,data_47.34375_-123.78125
2594,data_47.34375_-123.71875
2595,data_47.34375_-123.65625
2596,data_47.34375_-123.59375
2597,data_47.34375_-123.53125
2598,data_47.34375_-123.46875
2599,data_47.34375_-123.40625
2600,data_47.34375_-123.34375
2601,data_47.34375_-123.28125
2602,data_47.34375_-123.21875
2603,data_47.34375_-123.15625
2604,data_47.34375_-123.09375
2605,data_47.34375_-123.03125
2606,data_47.34375_-122.96875
2607,data_47.34375_-122.90625
2608,data_47.34375_-122.84375
2609,data_47.34375_-122.78125
2610,data_47.34375_-122.71875
2611,data_47.34375_-122.65625
2612,data_47.34375_-122.59375
2613,data_47.34375_-122.53125
2614,data_47.34375_-122.46875
2615,data_47.34375_-122.40625
2616,data_47.34375_-122.34375
2617,data_47.34375_-122.28125
2618,data_47.34375_-122.21875
2619,data_47.34375_-122.15625
2620,data_47.34375_-122.09375
2621,data_47.34375_-122.03125
2622,data_47.34375_-121.96875
2623,data_47.34375_-121.90625
2624,data_47.34375_-121.84375
2625,data_47.34375_-121.78125
2626,data_47.34375_-121.71875
2627,data_47.34375_-121.65625
2628,data_47.34375_-121.59375
2629,data_47.34375_-121.53125
2630,data_47.34375_-121.46875
2631,data_47.34375_-121.40625
2632,data_47.34375_-121.34375
2633,data_47.34375_-121.28125
2634,data_47.34375_-121.21875
2635,data_47.34375_-121.15625
2636,data_47.34375_-121.09375
2637,data_47.34375_-121.03125
2638,data_47.34375_-120.96875
2639,data_47.34375_-120.90625
2640,data_47.34375_-120.84375
2641,data_47.34375_-120.78125
2642,data_47.34375_-120.71875
2643,data_47.34375_-120.65625
2644,data_47.34375_-120.59375
2645,data_47.34375_-120.53125
2646,data_47.34375_-120.46875
2647,data_47.34375_-120.40625
2648,data_47.34375_-120.34375
2649,data_47.34375_-120.28125
2650,data_47.34375_-120.21875
2651,data_47.34375_-120.15625
2652,data_47.34375_-120.09375
2653,data_47.34375_-120.03125
2654,data_47.34375_-119.96875
2655,data_47.34375_-119.90625
2656,data_47.34375_-119.84375
2657,data_47.34375_-119.78125
2658,data_47.34375_-119.71875
2659,data_47.34375_-119.65625
2660,data_47.34375_-119.59375
2661,data_47.34375_-119.53125
2662,data_47.34375_-119.46875
2663,data_47.34375_-119.40625
2664,data_47.34375_-119.34375
2665,data_47.34375_-119.28125
2666,data_47.34375_-119.21875
2667,data_47.34375_-119.15625
2668,data_47.34375_-119.09375
2669,data_47.34375_-119.03125
2670,data_47.34375_-118.96875
2671,data_47.34375_-118.90625
2672,data_47.34375_-118.84375
2673,data_47.34375_-118.78125
2674,data_47.34375_-118.71875
2675,data_47.34375_-118.65625
2676,data_47.34375_-118.59375
2677,data_47.34375_-118.53125
2678,data_47.34375_-118.46875
2679,data_47.34375_-118.40625
2680,data_47.34375_-118.34375
2681,data_47.34375_-118.28125
