ARRAYID,Location
930,data_46.40625_-121.09375
931,data_46.40625_-121.03125
932,data_46.40625_-120.96875
933,data_46.40625_-120.90625
934,data_46.40625_-120.84375
935,data_46.40625_-120.78125
936,data_46.40625_-120.71875
937,data_46.40625_-120.65625
938,data_46.40625_-120.59375
939,data_46.40625_-120.53125
940,data_46.40625_-120.46875
941,data_46.40625_-120.40625
942,data_46.40625_-120.34375
943,data_46.40625_-120.28125
944,data_46.40625_-120.21875
945,data_46.40625_-120.15625
946,data_46.40625_-120.09375
947,data_46.40625_-120.03125
948,data_46.40625_-119.96875
949,data_46.40625_-119.90625
950,data_46.40625_-119.84375
951,data_46.40625_-119.78125
952,data_46.40625_-119.71875
953,data_46.40625_-119.65625
954,data_46.40625_-119.59375
955,data_46.40625_-119.53125
956,data_46.40625_-119.46875
957,data_46.40625_-119.40625
958,data_46.40625_-119.34375
959,data_46.40625_-119.28125
960,data_46.40625_-119.21875
961,data_46.40625_-119.15625
962,data_46.40625_-119.09375
963,data_46.40625_-119.03125
964,data_46.40625_-118.96875
965,data_46.40625_-118.90625
966,data_46.40625_-118.84375
967,data_46.40625_-118.78125
968,data_46.40625_-118.71875
969,data_46.40625_-118.65625
970,data_46.40625_-118.59375
971,data_46.40625_-118.53125
972,data_46.40625_-118.46875
973,data_46.40625_-118.40625
974,data_46.40625_-118.34375
975,data_46.40625_-118.28125
976,data_46.40625_-118.21875
977,data_46.40625_-118.15625
978,data_46.40625_-118.09375
979,data_46.40625_-118.03125
980,data_46.40625_-117.96875
981,data_46.40625_-117.90625
982,data_46.40625_-117.84375
983,data_46.40625_-117.78125
984,data_46.40625_-117.71875
985,data_46.40625_-117.65625
986,data_46.40625_-117.59375
987,data_46.40625_-117.53125
988,data_46.40625_-117.46875
989,data_46.40625_-117.40625
990,data_46.40625_-117.34375
991,data_46.40625_-117.28125
992,data_46.40625_-117.21875
993,data_46.40625_-117.15625
994,data_46.40625_-117.09375
995,data_46.46875_-124.03125
996,data_46.46875_-123.96875
997,data_46.46875_-123.90625
998,data_46.46875_-123.84375
999,data_46.46875_-123.78125
1000,data_46.46875_-123.71875
1001,data_46.46875_-123.65625
1002,data_46.46875_-123.59375
1003,data_46.46875_-123.53125
1004,data_46.46875_-123.46875
1005,data_46.46875_-123.40625
1006,data_46.46875_-123.34375
1007,data_46.46875_-123.28125
1008,data_46.46875_-123.21875
1009,data_46.46875_-123.15625
1010,data_46.46875_-123.09375
1011,data_46.46875_-123.03125
1012,data_46.46875_-122.96875
1013,data_46.46875_-122.90625
1014,data_46.46875_-122.84375
1015,data_46.46875_-122.78125
1016,data_46.46875_-122.71875
1017,data_46.46875_-122.65625
1018,data_46.46875_-122.59375
1019,data_46.46875_-122.53125
1020,data_46.46875_-122.46875
1021,data_46.46875_-122.40625
1022,data_46.46875_-122.34375
1023,data_46.46875_-122.28125
1024,data_46.46875_-122.21875
1025,data_46.46875_-122.15625
1026,data_46.46875_-122.09375
1027,data_46.46875_-122.03125
1028,data_46.46875_-121.96875
1029,data_46.46875_-121.90625
1030,data_46.46875_-121.84375
1031,data_46.46875_-121.78125
1032,data_46.46875_-121.71875
1033,data_46.46875_-121.65625
1034,data_46.46875_-121.59375
1035,data_46.46875_-121.53125
1036,data_46.46875_-121.46875
1037,data_46.46875_-121.40625
1038,data_46.46875_-121.34375
1039,data_46.46875_-121.28125
1040,data_46.46875_-121.21875
1041,data_46.46875_-121.15625
1042,data_46.46875_-121.09375
1043,data_46.46875_-121.03125
1044,data_46.46875_-120.96875
1045,data_46.46875_-120.90625
1046,data_46.46875_-120.84375
1047,data_46.46875_-120.78125
1048,data_46.46875_-120.71875
1049,data_46.46875_-120.65625
1050,data_46.46875_-120.59375
1051,data_46.46875_-120.53125
1052,data_46.46875_-120.46875
1053,data_46.46875_-120.40625
1054,data_46.46875_-120.34375
1055,data_46.46875_-120.28125
1056,data_46.46875_-120.21875
1057,data_46.46875_-120.15625
1058,data_46.46875_-120.09375
1059,data_46.46875_-120.03125
1060,data_46.46875_-119.96875
1061,data_46.46875_-119.90625
1062,data_46.46875_-119.84375
1063,data_46.46875_-119.78125
1064,data_46.46875_-119.71875
1065,data_46.46875_-119.65625
1066,data_46.46875_-119.59375
1067,data_46.46875_-119.53125
1068,data_46.46875_-119.46875
1069,data_46.46875_-119.40625
1070,data_46.46875_-119.34375
1071,data_46.46875_-119.28125
1072,data_46.46875_-119.21875
1073,data_46.46875_-119.15625
1074,data_46.46875_-119.09375
1075,data_46.46875_-119.03125
1076,data_46.46875_-118.96875
1077,data_46.46875_-118.90625
1078,data_46.46875_-118.84375
1079,data_46.46875_-118.78125
1080,data_46.46875_-118.71875
1081,data_46.46875_-118.65625
1082,data_46.46875_-118.59375
1083,data_46.46875_-118.53125
1084,data_46.46875_-118.46875
1085,data_46.46875_-118.40625
1086,data_46.46875_-118.34375
1087,data_46.46875_-118.28125
1088,data_46.46875_-118.21875
1089,data_46.46875_-118.15625
1090,data_46.46875_-118.09375
1091,data_46.46875_-118.03125
1092,data_46.46875_-117.96875
1093,data_46.46875_-117.90625
1094,data_46.46875_-117.84375
1095,data_46.46875_-117.78125
1096,data_46.46875_-117.71875
1097,data_46.46875_-117.65625
1098,data_46.46875_-117.59375
1099,data_46.46875_-117.53125
1100,data_46.46875_-117.46875
1101,data_46.46875_-117.40625
1102,data_46.46875_-117.34375
1103,data_46.46875_-117.28125
1104,data_46.46875_-117.21875
1105,data_46.46875_-117.15625
1106,data_46.46875_-117.09375
1107,data_46.53125_-124.03125
1108,data_46.53125_-123.90625
1109,data_46.53125_-123.84375
1110,data_46.53125_-123.78125
1111,data_46.53125_-123.71875
1112,data_46.53125_-123.65625
1113,data_46.53125_-123.59375
1114,data_46.53125_-123.53125
1115,data_46.53125_-123.46875
1116,data_46.53125_-123.40625
1117,data_46.53125_-123.34375
1118,data_46.53125_-123.28125
1119,data_46.53125_-123.21875
1120,data_46.53125_-123.15625
1121,data_46.53125_-123.09375
1122,data_46.53125_-123.03125
1123,data_46.53125_-122.96875
1124,data_46.53125_-122.90625
1125,data_46.53125_-122.84375
1126,data_46.53125_-122.78125
1127,data_46.53125_-122.71875
1128,data_46.53125_-122.65625
1129,data_46.53125_-122.59375
1130,data_46.53125_-122.53125
1131,data_46.53125_-122.46875
1132,data_46.53125_-122.40625
1133,data_46.53125_-122.34375
1134,data_46.53125_-122.28125
1135,data_46.53125_-122.21875
1136,data_46.53125_-122.15625
1137,data_46.53125_-122.09375
1138,data_46.53125_-122.03125
1139,data_46.53125_-121.96875
1140,data_46.53125_-121.90625
1141,data_46.53125_-121.84375
1142,data_46.53125_-121.78125
1143,data_46.53125_-121.71875
1144,data_46.53125_-121.65625
1145,data_46.53125_-121.59375
1146,data_46.53125_-121.53125
1147,data_46.53125_-121.46875
1148,data_46.53125_-121.40625
1149,data_46.53125_-121.34375
1150,data_46.53125_-121.28125
1151,data_46.53125_-121.21875
1152,data_46.53125_-121.15625
1153,data_46.53125_-121.09375
1154,data_46.53125_-121.03125
1155,data_46.53125_-120.96875
1156,data_46.53125_-120.90625
1157,data_46.53125_-120.84375
1158,data_46.53125_-120.78125
1159,data_46.53125_-120.71875
1160,data_46.53125_-120.65625
1161,data_46.53125_-120.59375
1162,data_46.53125_-120.53125
1163,data_46.53125_-120.46875
1164,data_46.53125_-120.40625
1165,data_46.53125_-120.34375
1166,data_46.53125_-120.28125
1167,data_46.53125_-120.21875
1168,data_46.53125_-120.15625
1169,data_46.53125_-120.09375
1170,data_46.53125_-120.03125
1171,data_46.53125_-119.96875
1172,data_46.53125_-119.90625
1173,data_46.53125_-119.84375
1174,data_46.53125_-119.78125
1175,data_46.53125_-119.71875
1176,data_46.53125_-119.65625
1177,data_46.53125_-119.59375
1178,data_46.53125_-119.53125
1179,data_46.53125_-119.46875
1180,data_46.53125_-119.40625
1181,data_46.53125_-119.34375
1182,data_46.53125_-119.28125
1183,data_46.53125_-119.21875
1184,data_46.53125_-119.15625
1185,data_46.53125_-119.09375
1186,data_46.53125_-119.03125
1187,data_46.53125_-118.96875
1188,data_46.53125_-118.90625
1189,data_46.53125_-118.84375
1190,data_46.53125_-118.78125
1191,data_46.53125_-118.71875
1192,data_46.53125_-118.65625
1193,data_46.53125_-118.59375
1194,data_46.53125_-118.53125
1195,data_46.53125_-118.46875
1196,data_46.53125_-118.40625
1197,data_46.53125_-118.34375
1198,data_46.53125_-118.28125
1199,data_46.53125_-118.21875
1200,data_46.53125_-118.15625
1201,data_46.53125_-118.09375
1202,data_46.53125_-118.03125
1203,data_46.53125_-117.96875
1204,data_46.53125_-117.90625
1205,data_46.53125_-117.84375
1206,data_46.53125_-117.78125
1207,data_46.53125_-117.71875
1208,data_46.53125_-117.65625
1209,data_46.53125_-117.59375
1210,data_46.53125_-117.53125
1211,data_46.53125_-117.46875
1212,data_46.53125_-117.40625
1213,data_46.53125_-117.34375
1214,data_46.53125_-117.28125
1215,data_46.53125_-117.21875
1216,data_46.53125_-117.15625
1217,data_46.53125_-117.09375
1218,data_46.59375_-124.09375
1219,data_46.59375_-124.03125
1220,data_46.59375_-123.96875
1221,data_46.59375_-123.90625
1222,data_46.59375_-123.84375
1223,data_46.59375_-123.78125
1224,data_46.59375_-123.71875
1225,data_46.59375_-123.65625
1226,data_46.59375_-123.59375
1227,data_46.59375_-123.53125
1228,data_46.59375_-123.46875
1229,data_46.59375_-123.40625
1230,data_46.59375_-123.34375
1231,data_46.59375_-123.28125
1232,data_46.59375_-123.21875
1233,data_46.59375_-123.15625
1234,data_46.59375_-123.09375
1235,data_46.59375_-123.03125
1236,data_46.59375_-122.96875
1237,data_46.59375_-122.90625
1238,data_46.59375_-122.84375
1239,data_46.59375_-122.78125
1240,data_46.59375_-122.71875
1241,data_46.59375_-122.65625
1242,data_46.59375_-122.59375
1243,data_46.59375_-122.53125
1244,data_46.59375_-122.46875
1245,data_46.59375_-122.40625
1246,data_46.59375_-122.34375
1247,data_46.59375_-122.28125
1248,data_46.59375_-122.21875
1249,data_46.59375_-122.15625
1250,data_46.59375_-122.09375
1251,data_46.59375_-122.03125
1252,data_46.59375_-121.96875
1253,data_46.59375_-121.90625
1254,data_46.59375_-121.84375
1255,data_46.59375_-121.78125
1256,data_46.59375_-121.71875
1257,data_46.59375_-121.65625
1258,data_46.59375_-121.59375
1259,data_46.59375_-121.53125
1260,data_46.59375_-121.46875
1261,data_46.59375_-121.40625
1262,data_46.59375_-121.34375
1263,data_46.59375_-121.28125
1264,data_46.59375_-121.21875
1265,data_46.59375_-121.15625
1266,data_46.59375_-121.09375
1267,data_46.59375_-121.03125
1268,data_46.59375_-120.96875
1269,data_46.59375_-120.90625
1270,data_46.59375_-120.84375
1271,data_46.59375_-120.78125
1272,data_46.59375_-120.71875
1273,data_46.59375_-120.65625
1274,data_46.59375_-120.59375
1275,data_46.59375_-120.53125
1276,data_46.59375_-120.46875
1277,data_46.59375_-120.40625
1278,data_46.59375_-120.34375
1279,data_46.59375_-120.28125
1280,data_46.59375_-120.21875
1281,data_46.59375_-120.15625
1282,data_46.59375_-120.09375
1283,data_46.59375_-120.03125
1284,data_46.59375_-119.96875
1285,data_46.59375_-119.90625
1286,data_46.59375_-119.84375
1287,data_46.59375_-119.78125
1288,data_46.59375_-119.71875
1289,data_46.59375_-119.65625
1290,data_46.59375_-119.59375
1291,data_46.59375_-119.53125
1292,data_46.59375_-119.46875
1293,data_46.59375_-119.40625
1294,data_46.59375_-119.34375
1295,data_46.59375_-119.28125
1296,data_46.59375_-119.21875
1297,data_46.59375_-119.15625
1298,data_46.59375_-119.09375
1299,data_46.59375_-119.03125
1300,data_46.59375_-118.96875
1301,data_46.59375_-118.90625
1302,data_46.59375_-118.84375
1303,data_46.59375_-118.78125
1304,data_46.59375_-118.71875
1305,data_46.59375_-118.65625
1306,data_46.59375_-118.59375
1307,data_46.59375_-118.53125
1308,data_46.59375_-118.46875
1309,data_46.59375_-118.40625
1310,data_46.59375_-118.34375
1311,data_46.59375_-118.28125
1312,data_46.59375_-118.21875
1313,data_46.59375_-118.15625
1314,data_46.59375_-118.09375
1315,data_46.59375_-118.03125
1316,data_46.59375_-117.96875
1317,data_46.59375_-117.90625
1318,data_46.59375_-117.84375
1319,data_46.59375_-117.78125
1320,data_46.59375_-117.71875
1321,data_46.59375_-117.65625
1322,data_46.59375_-117.59375
1323,data_46.59375_-117.53125
1324,data_46.59375_-117.46875
1325,data_46.59375_-117.40625
1326,data_46.59375_-117.34375
1327,data_46.59375_-117.28125
1328,data_46.59375_-117.21875
1329,data_46.59375_-117.15625
1330,data_46.59375_-117.09375
1331,data_46.65625_-124.09375
1332,data_46.65625_-124.03125
1333,data_46.65625_-123.96875
1334,data_46.65625_-123.90625
1335,data_46.65625_-123.84375
1336,data_46.65625_-123.78125
1337,data_46.65625_-123.71875
1338,data_46.65625_-123.65625
1339,data_46.65625_-123.59375
1340,data_46.65625_-123.53125
1341,data_46.65625_-123.46875
1342,data_46.65625_-123.40625
1343,data_46.65625_-123.34375
1344,data_46.65625_-123.28125
1345,data_46.65625_-123.21875
1346,data_46.65625_-123.15625
1347,data_46.65625_-123.09375
1348,data_46.65625_-123.03125
1349,data_46.65625_-122.96875
1350,data_46.65625_-122.90625
1351,data_46.65625_-122.84375
1352,data_46.65625_-122.78125
1353,data_46.65625_-122.71875
1354,data_46.65625_-122.65625
1355,data_46.65625_-122.59375
1356,data_46.65625_-122.53125
1357,data_46.65625_-122.46875
1358,data_46.65625_-122.40625
1359,data_46.65625_-122.34375
1360,data_46.65625_-122.28125
1361,data_46.65625_-122.21875
1362,data_46.65625_-122.15625
1363,data_46.65625_-122.09375
1364,data_46.65625_-122.03125
1365,data_46.65625_-121.96875
1366,data_46.65625_-121.90625
1367,data_46.65625_-121.84375
1368,data_46.65625_-121.78125
1369,data_46.65625_-121.71875
1370,data_46.65625_-121.65625
1371,data_46.65625_-121.59375
1372,data_46.65625_-121.53125
1373,data_46.65625_-121.46875
1374,data_46.65625_-121.40625
1375,data_46.65625_-121.34375
1376,data_46.65625_-121.28125
1377,data_46.65625_-121.21875
1378,data_46.65625_-121.15625
1379,data_46.65625_-121.09375
1380,data_46.65625_-121.03125
1381,data_46.65625_-120.96875
1382,data_46.65625_-120.90625
1383,data_46.65625_-120.84375
1384,data_46.65625_-120.78125
1385,data_46.65625_-120.71875
1386,data_46.65625_-120.65625
1387,data_46.65625_-120.59375
1388,data_46.65625_-120.53125
1389,data_46.65625_-120.46875
1390,data_46.65625_-120.40625
1391,data_46.65625_-120.34375
1392,data_46.65625_-120.28125
1393,data_46.65625_-120.21875
1394,data_46.65625_-120.15625
1395,data_46.65625_-120.09375
1396,data_46.65625_-120.03125
1397,data_46.65625_-119.96875
1398,data_46.65625_-119.90625
1399,data_46.65625_-119.84375
1400,data_46.65625_-119.78125
1401,data_46.65625_-119.71875
1402,data_46.65625_-119.65625
1403,data_46.65625_-119.59375
1404,data_46.65625_-119.53125
1405,data_46.65625_-119.46875
1406,data_46.65625_-119.40625
1407,data_46.65625_-119.34375
1408,data_46.65625_-119.28125
1409,data_46.65625_-119.21875
1410,data_46.65625_-119.15625
1411,data_46.65625_-119.09375
1412,data_46.65625_-119.03125
1413,data_46.65625_-118.96875
1414,data_46.65625_-118.90625
1415,data_46.65625_-118.84375
1416,data_46.65625_-118.78125
1417,data_46.65625_-118.71875
1418,data_46.65625_-118.65625
1419,data_46.65625_-118.59375
1420,data_46.65625_-118.53125
1421,data_46.65625_-118.46875
1422,data_46.65625_-118.40625
1423,data_46.65625_-118.34375
1424,data_46.65625_-118.28125
1425,data_46.65625_-118.21875
1426,data_46.65625_-118.15625
1427,data_46.65625_-118.09375
1428,data_46.65625_-118.03125
1429,data_46.65625_-117.96875
1430,data_46.65625_-117.90625
1431,data_46.65625_-117.84375
1432,data_46.65625_-117.78125
1433,data_46.65625_-117.71875
1434,data_46.65625_-117.65625
1435,data_46.65625_-117.59375
1436,data_46.65625_-117.53125
1437,data_46.65625_-117.46875
1438,data_46.65625_-117.40625
1439,data_46.65625_-117.34375
1440,data_46.65625_-117.28125
1441,data_46.65625_-117.21875
1442,data_46.65625_-117.15625
1443,data_46.65625_-117.09375
1444,data_46.71875_-124.09375
1445,data_46.71875_-124.03125
1446,data_46.71875_-123.96875
1447,data_46.71875_-123.90625
1448,data_46.71875_-123.84375
1449,data_46.71875_-123.78125
1450,data_46.71875_-123.71875
1451,data_46.71875_-123.65625
1452,data_46.71875_-123.59375
1453,data_46.71875_-123.53125
1454,data_46.71875_-123.46875
1455,data_46.71875_-123.40625
1456,data_46.71875_-123.34375
1457,data_46.71875_-123.28125
1458,data_46.71875_-123.21875
1459,data_46.71875_-123.15625
1460,data_46.71875_-123.09375
1461,data_46.71875_-123.03125
1462,data_46.71875_-122.96875
1463,data_46.71875_-122.90625
1464,data_46.71875_-122.84375
1465,data_46.71875_-122.78125
1466,data_46.71875_-122.71875
1467,data_46.71875_-122.65625
1468,data_46.71875_-122.59375
1469,data_46.71875_-122.53125
1470,data_46.71875_-122.46875
1471,data_46.71875_-122.40625
1472,data_46.71875_-122.34375
1473,data_46.71875_-122.28125
1474,data_46.71875_-122.21875
1475,data_46.71875_-122.15625
1476,data_46.71875_-122.09375
1477,data_46.71875_-122.03125
1478,data_46.71875_-121.96875
1479,data_46.71875_-121.90625
1480,data_46.71875_-121.84375
1481,data_46.71875_-121.78125
1482,data_46.71875_-121.71875
1483,data_46.71875_-121.65625
1484,data_46.71875_-121.59375
1485,data_46.71875_-121.53125
1486,data_46.71875_-121.46875
1487,data_46.71875_-121.40625
1488,data_46.71875_-121.34375
1489,data_46.71875_-121.28125
1490,data_46.71875_-121.21875
1491,data_46.71875_-121.15625
1492,data_46.71875_-121.09375
1493,data_46.71875_-121.03125
1494,data_46.71875_-120.96875
1495,data_46.71875_-120.90625
1496,data_46.71875_-120.84375
1497,data_46.71875_-120.78125
1498,data_46.71875_-120.71875
1499,data_46.71875_-120.65625
1500,data_46.71875_-120.59375
1501,data_46.71875_-120.53125
1502,data_46.71875_-120.46875
1503,data_46.71875_-120.40625
1504,data_46.71875_-120.34375
1505,data_46.71875_-120.28125
1506,data_46.71875_-120.21875
1507,data_46.71875_-120.15625
1508,data_46.71875_-120.09375
1509,data_46.71875_-120.03125
1510,data_46.71875_-119.96875
1511,data_46.71875_-119.90625
1512,data_46.71875_-119.84375
1513,data_46.71875_-119.78125
1514,data_46.71875_-119.71875
1515,data_46.71875_-119.65625
1516,data_46.71875_-119.59375
1517,data_46.71875_-119.53125
1518,data_46.71875_-119.46875
1519,data_46.71875_-119.40625
1520,data_46.71875_-119.34375
1521,data_46.71875_-119.28125
1522,data_46.71875_-119.21875
1523,data_46.71875_-119.15625
1524,data_46.71875_-119.09375
1525,data_46.71875_-119.03125
1526,data_46.71875_-118.96875
1527,data_46.71875_-118.90625
1528,data_46.71875_-118.84375
1529,data_46.71875_-118.78125
1530,data_46.71875_-118.71875
1531,data_46.71875_-118.65625
1532,data_46.71875_-118.59375
1533,data_46.71875_-118.53125
1534,data_46.71875_-118.46875
1535,data_46.71875_-118.40625
1536,data_46.71875_-118.34375
1537,data_46.71875_-118.28125
1538,data_46.71875_-118.21875
1539,data_46.71875_-118.15625
1540,data_46.71875_-118.09375
1541,data_46.71875_-118.03125
1542,data_46.71875_-117.96875
1543,data_46.71875_-117.90625
1544,data_46.71875_-117.84375
1545,data_46.71875_-117.78125
1546,data_46.71875_-117.71875
1547,data_46.71875_-117.65625
1548,data_46.71875_-117.59375
1549,data_46.71875_-117.53125
1550,data_46.71875_-117.46875
1551,data_46.71875_-117.40625
1552,data_46.71875_-117.34375
1553,data_46.71875_-117.28125
1554,data_46.71875_-117.21875
1555,data_46.71875_-117.15625
1556,data_46.71875_-117.09375
1557,data_46.78125_-124.09375
1558,data_46.78125_-124.03125
1559,data_46.78125_-123.96875
1560,data_46.78125_-123.90625
1561,data_46.78125_-123.84375
1562,data_46.78125_-123.78125
1563,data_46.78125_-123.71875
1564,data_46.78125_-123.65625
1565,data_46.78125_-123.59375
1566,data_46.78125_-123.53125
1567,data_46.78125_-123.46875
1568,data_46.78125_-123.40625
1569,data_46.78125_-123.34375
1570,data_46.78125_-123.28125
1571,data_46.78125_-123.21875
1572,data_46.78125_-123.15625
1573,data_46.78125_-123.09375
1574,data_46.78125_-123.03125
1575,data_46.78125_-122.96875
1576,data_46.78125_-122.90625
1577,data_46.78125_-122.84375
1578,data_46.78125_-122.78125
1579,data_46.78125_-122.71875
1580,data_46.78125_-122.65625
1581,data_46.78125_-122.59375
1582,data_46.78125_-122.53125
1583,data_46.78125_-122.46875
1584,data_46.78125_-122.40625
1585,data_46.78125_-122.34375
1586,data_46.78125_-122.28125
1587,data_46.78125_-122.21875
1588,data_46.78125_-122.15625
1589,data_46.78125_-122.09375
1590,data_46.78125_-122.03125
1591,data_46.78125_-121.96875
1592,data_46.78125_-121.90625
1593,data_46.78125_-121.84375
1594,data_46.78125_-121.78125
1595,data_46.78125_-121.71875
1596,data_46.78125_-121.65625
1597,data_46.78125_-121.59375
1598,data_46.78125_-121.53125
1599,data_46.78125_-121.46875
1600,data_46.78125_-121.40625
1601,data_46.78125_-121.34375
1602,data_46.78125_-121.28125
1603,data_46.78125_-121.21875
1604,data_46.78125_-121.15625
1605,data_46.78125_-121.09375
1606,data_46.78125_-121.03125
1607,data_46.78125_-120.96875
1608,data_46.78125_-120.90625
1609,data_46.78125_-120.84375
1610,data_46.78125_-120.78125
1611,data_46.78125_-120.71875
1612,data_46.78125_-120.65625
1613,data_46.78125_-120.59375
1614,data_46.78125_-120.53125
1615,data_46.78125_-120.46875
1616,data_46.78125_-120.40625
1617,data_46.78125_-120.34375
1618,data_46.78125_-120.28125
1619,data_46.78125_-120.21875
1620,data_46.78125_-120.15625
1621,data_46.78125_-120.09375
1622,data_46.78125_-120.03125
1623,data_46.78125_-119.96875
1624,data_46.78125_-119.90625
1625,data_46.78125_-119.84375
1626,data_46.78125_-119.78125
1627,data_46.78125_-119.71875
1628,data_46.78125_-119.65625
1629,data_46.78125_-119.59375
1630,data_46.78125_-119.53125
1631,data_46.78125_-119.46875
1632,data_46.78125_-119.40625
1633,data_46.78125_-119.34375
1634,data_46.78125_-119.28125
1635,data_46.78125_-119.21875
1636,data_46.78125_-119.15625
1637,data_46.78125_-119.09375
1638,data_46.78125_-119.03125
1639,data_46.78125_-118.96875
1640,data_46.78125_-118.90625
1641,data_46.78125_-118.84375
1642,data_46.78125_-118.78125
1643,data_46.78125_-118.71875
1644,data_46.78125_-118.65625
1645,data_46.78125_-118.59375
1646,data_46.78125_-118.53125
1647,data_46.78125_-118.46875
1648,data_46.78125_-118.40625
1649,data_46.78125_-118.34375
1650,data_46.78125_-118.28125
1651,data_46.78125_-118.21875
1652,data_46.78125_-118.15625
1653,data_46.78125_-118.09375
1654,data_46.78125_-118.03125
1655,data_46.78125_-117.96875
1656,data_46.78125_-117.90625
1657,data_46.78125_-117.84375
1658,data_46.78125_-117.78125
1659,data_46.78125_-117.71875
1660,data_46.78125_-117.65625
1661,data_46.78125_-117.59375
1662,data_46.78125_-117.53125
1663,data_46.78125_-117.46875
1664,data_46.78125_-117.40625
1665,data_46.78125_-117.34375
1666,data_46.78125_-117.28125
1667,data_46.78125_-117.21875
1668,data_46.78125_-117.15625
1669,data_46.78125_-117.09375
1670,data_46.84375_-124.09375
1671,data_46.84375_-124.03125
1672,data_46.84375_-123.96875
1673,data_46.84375_-123.90625
1674,data_46.84375_-123.84375
1675,data_46.84375_-123.78125
1676,data_46.84375_-123.71875
1677,data_46.84375_-123.65625
1678,data_46.84375_-123.59375
1679,data_46.84375_-123.53125
1680,data_46.84375_-123.46875
1681,data_46.84375_-123.40625
1682,data_46.84375_-123.34375
1683,data_46.84375_-123.28125
1684,data_46.84375_-123.21875
1685,data_46.84375_-123.15625
1686,data_46.84375_-123.09375
1687,data_46.84375_-123.03125
1688,data_46.84375_-122.96875
1689,data_46.84375_-122.90625
1690,data_46.84375_-122.84375
1691,data_46.84375_-122.78125
1692,data_46.84375_-122.71875
1693,data_46.84375_-122.65625
1694,data_46.84375_-122.59375
1695,data_46.84375_-122.53125
1696,data_46.84375_-122.46875
1697,data_46.84375_-122.40625
1698,data_46.84375_-122.34375
1699,data_46.84375_-122.28125
1700,data_46.84375_-122.21875
1701,data_46.84375_-122.15625
1702,data_46.84375_-122.09375
1703,data_46.84375_-122.03125
1704,data_46.84375_-121.96875
1705,data_46.84375_-121.90625
1706,data_46.84375_-121.84375
1707,data_46.84375_-121.78125
1708,data_46.84375_-121.71875
1709,data_46.84375_-121.65625
1710,data_46.84375_-121.59375
1711,data_46.84375_-121.53125
1712,data_46.84375_-121.46875
1713,data_46.84375_-121.40625
1714,data_46.84375_-121.34375
1715,data_46.84375_-121.28125
1716,data_46.84375_-121.21875
1717,data_46.84375_-121.15625
1718,data_46.84375_-121.09375
1719,data_46.84375_-121.03125
1720,data_46.84375_-120.96875
1721,data_46.84375_-120.90625
1722,data_46.84375_-120.84375
1723,data_46.84375_-120.78125
1724,data_46.84375_-120.71875
1725,data_46.84375_-120.65625
1726,data_46.84375_-120.59375
1727,data_46.84375_-120.53125
1728,data_46.84375_-120.46875
1729,data_46.84375_-120.40625
1730,data_46.84375_-120.34375
1731,data_46.84375_-120.28125
1732,data_46.84375_-120.21875
1733,data_46.84375_-120.15625
1734,data_46.84375_-120.09375
1735,data_46.84375_-120.03125
1736,data_46.84375_-119.96875
1737,data_46.84375_-119.90625
1738,data_46.84375_-119.84375
1739,data_46.84375_-119.78125
1740,data_46.84375_-119.71875
1741,data_46.84375_-119.65625
1742,data_46.84375_-119.59375
1743,data_46.84375_-119.53125
1744,data_46.84375_-119.46875
1745,data_46.84375_-119.40625
1746,data_46.84375_-119.34375
1747,data_46.84375_-119.28125
1748,data_46.84375_-119.21875
1749,data_46.84375_-119.15625
1750,data_46.84375_-119.09375
1751,data_46.84375_-119.03125
1752,data_46.84375_-118.96875
1753,data_46.84375_-118.90625
1754,data_46.84375_-118.84375
1755,data_46.84375_-118.78125
1756,data_46.84375_-118.71875
1757,data_46.84375_-118.65625
1758,data_46.84375_-118.59375
1759,data_46.84375_-118.53125
1760,data_46.84375_-118.46875
1761,data_46.84375_-118.40625
1762,data_46.84375_-118.34375
1763,data_46.84375_-118.28125
1764,data_46.84375_-118.21875
1765,data_46.84375_-118.15625
1766,data_46.84375_-118.09375
1767,data_46.84375_-118.03125
1768,data_46.84375_-117.96875
1769,data_46.84375_-117.90625
1770,data_46.84375_-117.84375
1771,data_46.84375_-117.78125
1772,data_46.84375_-117.71875
1773,data_46.84375_-117.65625
1774,data_46.84375_-117.59375
1775,data_46.84375_-117.53125
1776,data_46.84375_-117.46875
1777,data_46.84375_-117.40625
1778,data_46.84375_-117.34375
1779,data_46.84375_-117.28125
1780,data_46.84375_-117.21875
1781,data_46.84375_-117.15625
1782,data_46.84375_-117.09375
1783,data_46.90625_-124.15625
1784,data_46.90625_-124.09375
1785,data_46.90625_-124.03125
1786,data_46.90625_-123.96875
1787,data_46.90625_-123.90625
1788,data_46.90625_-123.84375
1789,data_46.90625_-123.78125
1790,data_46.90625_-123.71875
1791,data_46.90625_-123.65625
1792,data_46.90625_-123.59375
1793,data_46.90625_-123.53125
1794,data_46.90625_-123.46875
1795,data_46.90625_-123.40625
1796,data_46.90625_-123.34375
1797,data_46.90625_-123.28125
1798,data_46.90625_-123.21875
1799,data_46.90625_-123.15625
1800,data_46.90625_-123.09375
1801,data_46.90625_-123.03125
1802,data_46.90625_-122.96875
1803,data_46.90625_-122.90625
1804,data_46.90625_-122.84375
1805,data_46.90625_-122.78125
1806,data_46.90625_-122.71875
1807,data_46.90625_-122.65625
