"Chill_season" "Year" "Month" "Day" "Daily_portions" "Cume_portions"
"chill_2039-2040" 2040 7 25 -22.5 712
"chill_2039-2040" 2040 7 26 -24 688
"chill_2039-2040" 2040 7 27 -24 664
"chill_2039-2040" 2040 7 28 -24 640
"chill_2039-2040" 2040 7 29 -23 617
"chill_2039-2040" 2040 7 30 -19 598
"chill_2039-2040" 2040 7 31 -18.5 579.5
"chill_2039-2040" 2040 8 1 -24 555.5
"chill_2039-2040" 2040 8 2 -23.5 532
"chill_2039-2040" 2040 8 3 -24 508
"chill_2039-2040" 2040 8 4 -23.5 484.5
"chill_2039-2040" 2040 8 5 -24 460.5
"chill_2039-2040" 2040 8 6 -24 436.5
"chill_2039-2040" 2040 8 7 -24 412.5
"chill_2039-2040" 2040 8 8 -23.5 389
"chill_2039-2040" 2040 8 9 -19.5 369.5
"chill_2039-2040" 2040 8 10 -24 345.5
"chill_2039-2040" 2040 8 11 -24 321.5
"chill_2039-2040" 2040 8 12 -21.5 300
"chill_2039-2040" 2040 8 13 -18.5 281.5
"chill_2039-2040" 2040 8 14 -18 263.5
"chill_2039-2040" 2040 8 15 -21 242.5
"chill_2039-2040" 2040 8 16 -19.5 223
"chill_2039-2040" 2040 8 17 -16.5 206.5
"chill_2039-2040" 2040 8 18 -17 189.5
"chill_2039-2040" 2040 8 19 -13 176.5
"chill_2039-2040" 2040 8 20 -16.5 160
"chill_2039-2040" 2040 8 21 -19.5 140.5
"chill_2039-2040" 2040 8 22 -23 117.5
"chill_2039-2040" 2040 8 23 -23 94.5
"chill_2039-2040" 2040 8 24 -19 75.5
"chill_2039-2040" 2040 8 25 -15 60.5
"chill_2039-2040" 2040 8 26 -10.5 50
"chill_2039-2040" 2040 8 27 -10 40
"chill_2039-2040" 2040 8 28 -7.5 32.5
"chill_2039-2040" 2040 8 29 -7.5 25
"chill_2039-2040" 2040 8 30 -11 14
"chill_2039-2040" 2040 8 31 -16.5 -2.5
"chill_2040-2041" 2040 9 1 -20 -20
"chill_2040-2041" 2040 9 2 -14.5 -34.5
"chill_2040-2041" 2040 9 3 -10 -44.5
"chill_2040-2041" 2040 9 4 -11 -55.5
"chill_2040-2041" 2040 9 5 -16 -71.5
"chill_2040-2041" 2040 9 6 -17.5 -89
"chill_2040-2041" 2040 9 7 -13.5 -102.5
"chill_2040-2041" 2040 9 8 -11 -113.5
"chill_2040-2041" 2040 9 9 -12 -125.5
"chill_2040-2041" 2040 9 10 -10.5 -136
"chill_2040-2041" 2040 9 11 -12.5 -148.5
"chill_2040-2041" 2040 9 12 -11.5 -160
"chill_2040-2041" 2040 9 13 -8 -168
"chill_2040-2041" 2040 9 14 -7.5 -175.5
"chill_2040-2041" 2040 9 15 -8 -183.5
"chill_2040-2041" 2040 9 16 -13 -196.5
"chill_2040-2041" 2040 9 17 -14 -210.5
"chill_2040-2041" 2040 9 18 -11.5 -222
"chill_2040-2041" 2040 9 19 -9 -231
"chill_2040-2041" 2040 9 20 -9.5 -240.5
"chill_2040-2041" 2040 9 21 -8 -248.5
"chill_2040-2041" 2040 9 22 -11.5 -260
"chill_2040-2041" 2040 9 23 -10 -270
"chill_2040-2041" 2040 9 24 -15 -285
"chill_2040-2041" 2040 9 25 -20 -305
"chill_2040-2041" 2040 9 26 -16.5 -321.5
"chill_2040-2041" 2040 9 27 -10.5 -332
"chill_2040-2041" 2040 9 28 -4 -336
"chill_2040-2041" 2040 9 29 -0.5 -336.5
"chill_2040-2041" 2040 9 30 -6.5 -343
"chill_2040-2041" 2040 10 1 -2.5 -345.5
"chill_2040-2041" 2040 10 2 -3 -348.5
"chill_2040-2041" 2040 10 3 -5 -353.5
"chill_2040-2041" 2040 10 4 -7 -360.5
"chill_2040-2041" 2040 10 5 -10.5 -371
"chill_2040-2041" 2040 10 6 -13.5 -384.5
"chill_2040-2041" 2040 10 7 -13.5 -398
"chill_2040-2041" 2040 10 8 -7 -405
"chill_2040-2041" 2040 10 9 -5 -410
"chill_2040-2041" 2040 10 10 -5 -415
"chill_2040-2041" 2040 10 11 -10 -425
"chill_2040-2041" 2040 10 12 -10 -435
"chill_2040-2041" 2040 10 13 -9 -444
"chill_2040-2041" 2040 10 14 -4 -448
"chill_2040-2041" 2040 10 15 3.5 -444.5
"chill_2040-2041" 2040 10 16 10 -434.5
"chill_2040-2041" 2040 10 17 9 -425.5
"chill_2040-2041" 2040 10 18 6 -419.5
"chill_2040-2041" 2040 10 19 7 -412.5
"chill_2040-2041" 2040 10 20 6.5 -406
"chill_2040-2041" 2040 10 21 10 -396
"chill_2040-2041" 2040 10 22 5 -391
"chill_2040-2041" 2040 10 23 8.5 -382.5
"chill_2040-2041" 2040 10 24 14.5 -368
"chill_2040-2041" 2040 10 25 10 -358
"chill_2040-2041" 2040 10 26 11 -347
"chill_2040-2041" 2040 10 27 13.5 -333.5
"chill_2040-2041" 2040 10 28 16.5 -317
"chill_2040-2041" 2040 10 29 13.5 -303.5
"chill_2040-2041" 2040 10 30 12.5 -291
"chill_2040-2041" 2040 10 31 10 -281
"chill_2040-2041" 2040 11 1 9.5 -271.5
"chill_2040-2041" 2040 11 2 7.5 -264
"chill_2040-2041" 2040 11 3 7 -257
"chill_2040-2041" 2040 11 4 12.5 -244.5
"chill_2040-2041" 2040 11 5 17 -227.5
"chill_2040-2041" 2040 11 6 20.5 -207
"chill_2040-2041" 2040 11 7 17 -190
"chill_2040-2041" 2040 11 8 11.5 -178.5
"chill_2040-2041" 2040 11 9 5.5 -173
"chill_2040-2041" 2040 11 10 15 -158
"chill_2040-2041" 2040 11 11 17 -141
"chill_2040-2041" 2040 11 12 21 -120
"chill_2040-2041" 2040 11 13 17.5 -102.5
"chill_2040-2041" 2040 11 14 22 -80.5
"chill_2040-2041" 2040 11 15 24 -56.5
"chill_2040-2041" 2040 11 16 20.5 -36
"chill_2040-2041" 2040 11 17 15.5 -20.5
"chill_2040-2041" 2040 11 18 16 -4.5
"chill_2040-2041" 2040 11 19 17 12.5
"chill_2040-2041" 2040 11 20 21 33.5
"chill_2040-2041" 2040 11 21 21.5 55
"chill_2040-2041" 2040 11 22 17.5 72.5
"chill_2040-2041" 2040 11 23 17 89.5
"chill_2040-2041" 2040 11 24 20 109.5
"chill_2040-2041" 2040 11 25 21.5 131
"chill_2040-2041" 2040 11 26 18.5 149.5
"chill_2040-2041" 2040 11 27 13 162.5
"chill_2040-2041" 2040 11 28 13 175.5
"chill_2040-2041" 2040 11 29 13 188.5
"chill_2040-2041" 2040 11 30 15 203.5
"chill_2040-2041" 2040 12 1 17 220.5
"chill_2040-2041" 2040 12 2 21.5 242
"chill_2040-2041" 2040 12 3 17 259
"chill_2040-2041" 2040 12 4 8 267
"chill_2040-2041" 2040 12 5 6.5 273.5
"chill_2040-2041" 2040 12 6 4.5 278
"chill_2040-2041" 2040 12 7 4 282
"chill_2040-2041" 2040 12 8 6 288
"chill_2040-2041" 2040 12 9 7.5 295.5
"chill_2040-2041" 2040 12 10 7 302.5
"chill_2040-2041" 2040 12 11 6 308.5
"chill_2040-2041" 2040 12 12 5 313.5
"chill_2040-2041" 2040 12 13 10.5 324
"chill_2040-2041" 2040 12 14 16.5 340.5
"chill_2040-2041" 2040 12 15 20.5 361
"chill_2040-2041" 2040 12 16 17 378
"chill_2040-2041" 2040 12 17 18.5 396.5
"chill_2040-2041" 2040 12 18 18.5 415
"chill_2040-2041" 2040 12 19 24 439
"chill_2040-2041" 2040 12 20 19.5 458.5
"chill_2040-2041" 2040 12 21 14.5 473
"chill_2040-2041" 2040 12 22 10.5 483.5
"chill_2040-2041" 2040 12 23 8 491.5
"chill_2040-2041" 2040 12 24 6.5 498
"chill_2040-2041" 2040 12 25 4.5 502.5
"chill_2040-2041" 2040 12 26 2.5 505
"chill_2040-2041" 2040 12 27 0 505
"chill_2040-2041" 2040 12 28 0 505
"chill_2040-2041" 2040 12 29 3.5 508.5
"chill_2040-2041" 2040 12 30 8 516.5
"chill_2040-2041" 2040 12 31 14 530.5
"chill_2040-2041" 2041 1 1 9.5 540
"chill_2040-2041" 2041 1 2 15 555
"chill_2040-2041" 2041 1 3 19 574
"chill_2040-2041" 2041 1 4 13.5 587.5
"chill_2040-2041" 2041 1 5 14.5 602
"chill_2040-2041" 2041 1 6 19.5 621.5
"chill_2040-2041" 2041 1 7 19.5 641
"chill_2040-2041" 2041 1 8 19 660
"chill_2040-2041" 2041 1 9 16 676
"chill_2040-2041" 2041 1 10 13 689
"chill_2040-2041" 2041 1 11 15.5 704.5
"chill_2040-2041" 2041 1 12 13.5 718
"chill_2040-2041" 2041 1 13 12 730
"chill_2040-2041" 2041 1 14 7.5 737.5
"chill_2040-2041" 2041 1 15 7 744.5
"chill_2040-2041" 2041 1 16 5 749.5
"chill_2040-2041" 2041 1 17 10.5 760
"chill_2040-2041" 2041 1 18 15.5 775.5
"chill_2040-2041" 2041 1 19 22 797.5
"chill_2040-2041" 2041 1 20 18 815.5
"chill_2040-2041" 2041 1 21 18 833.5
"chill_2040-2041" 2041 1 22 12.5 846
"chill_2040-2041" 2041 1 23 14.5 860.5
"chill_2040-2041" 2041 1 24 23.5 884
"chill_2040-2041" 2041 1 25 14.5 898.5
"chill_2040-2041" 2041 1 26 15 913.5
"chill_2040-2041" 2041 1 27 14 927.5
"chill_2040-2041" 2041 1 28 8.5 936
"chill_2040-2041" 2041 1 29 2.5 938.5
"chill_2040-2041" 2041 1 30 5 943.5
"chill_2040-2041" 2041 1 31 15.5 959
"chill_2040-2041" 2041 2 1 24 983
"chill_2040-2041" 2041 2 2 20.5 1003.5
"chill_2040-2041" 2041 2 3 13 1016.5
"chill_2040-2041" 2041 2 4 8 1024.5
"chill_2040-2041" 2041 2 5 8 1032.5
"chill_2040-2041" 2041 2 6 12 1044.5
"chill_2040-2041" 2041 2 7 13 1057.5
"chill_2040-2041" 2041 2 8 16.5 1074
"chill_2040-2041" 2041 2 9 15 1089
"chill_2040-2041" 2041 2 10 12.5 1101.5
"chill_2040-2041" 2041 2 11 10.5 1112
"chill_2040-2041" 2041 2 12 10.5 1122.5
"chill_2040-2041" 2041 2 13 10.5 1133
"chill_2040-2041" 2041 2 14 9 1142
"chill_2040-2041" 2041 2 15 7.5 1149.5
"chill_2040-2041" 2041 2 16 0 1149.5
"chill_2040-2041" 2041 2 17 0 1149.5
"chill_2040-2041" 2041 2 18 12.5 1162
"chill_2040-2041" 2041 2 19 14 1176
"chill_2040-2041" 2041 2 20 12.5 1188.5
"chill_2040-2041" 2041 2 21 14.5 1203
"chill_2040-2041" 2041 2 22 15 1218
"chill_2040-2041" 2041 2 23 13.5 1231.5
"chill_2040-2041" 2041 2 24 10.5 1242
"chill_2040-2041" 2041 2 25 8 1250
"chill_2040-2041" 2041 2 26 6 1256
"chill_2040-2041" 2041 2 27 11 1267
"chill_2040-2041" 2041 2 28 16 1283
"chill_2040-2041" 2041 3 1 24 1307
"chill_2040-2041" 2041 3 2 17 1324
"chill_2040-2041" 2041 3 3 19.5 1343.5
"chill_2040-2041" 2041 3 4 17 1360.5
"chill_2040-2041" 2041 3 5 18.5 1379
"chill_2040-2041" 2041 3 6 18 1397
"chill_2040-2041" 2041 3 7 15.5 1412.5
"chill_2040-2041" 2041 3 8 14 1426.5
"chill_2040-2041" 2041 3 9 15.5 1442
"chill_2040-2041" 2041 3 10 16 1458
"chill_2040-2041" 2041 3 11 15 1473
"chill_2040-2041" 2041 3 12 11.5 1484.5
"chill_2040-2041" 2041 3 13 11.5 1496
"chill_2040-2041" 2041 3 14 11.5 1507.5
"chill_2040-2041" 2041 3 15 11 1518.5
"chill_2040-2041" 2041 3 16 17 1535.5
"chill_2040-2041" 2041 3 17 17 1552.5
"chill_2040-2041" 2041 3 18 19.5 1572
"chill_2040-2041" 2041 3 19 18 1590
"chill_2040-2041" 2041 3 20 18 1608
"chill_2040-2041" 2041 3 21 18 1626
"chill_2040-2041" 2041 3 22 19 1645
"chill_2040-2041" 2041 3 23 20 1665
"chill_2040-2041" 2041 3 24 16 1681
"chill_2040-2041" 2041 3 25 13 1694
"chill_2040-2041" 2041 3 26 10.5 1704.5
"chill_2040-2041" 2041 3 27 7 1711.5
"chill_2040-2041" 2041 3 28 6 1717.5
"chill_2040-2041" 2041 3 29 10.5 1728
"chill_2040-2041" 2041 3 30 9 1737
"chill_2040-2041" 2041 3 31 11 1748
"chill_2040-2041" 2041 4 1 16 1764
"chill_2040-2041" 2041 4 2 11.5 1775.5
"chill_2040-2041" 2041 4 3 -2.5 1773
"chill_2040-2041" 2041 4 4 -9 1764
"chill_2040-2041" 2041 4 5 11 1775
"chill_2040-2041" 2041 4 6 15.5 1790.5
"chill_2040-2041" 2041 4 7 15 1805.5
"chill_2040-2041" 2041 4 8 12.5 1818
"chill_2040-2041" 2041 4 9 7.5 1825.5
"chill_2040-2041" 2041 4 10 5.5 1831
"chill_2040-2041" 2041 4 11 7 1838
"chill_2040-2041" 2041 4 12 13.5 1851.5
"chill_2040-2041" 2041 4 13 14 1865.5
"chill_2040-2041" 2041 4 14 11.5 1877
"chill_2040-2041" 2041 4 15 12 1889
"chill_2040-2041" 2041 4 16 13 1902
"chill_2040-2041" 2041 4 17 12 1914
"chill_2040-2041" 2041 4 18 14.5 1928.5
"chill_2040-2041" 2041 4 19 13.5 1942
"chill_2040-2041" 2041 4 20 10.5 1952.5
"chill_2040-2041" 2041 4 21 14 1966.5
"chill_2040-2041" 2041 4 22 12 1978.5
"chill_2040-2041" 2041 4 23 8 1986.5
"chill_2040-2041" 2041 4 24 -3 1983.5
"chill_2040-2041" 2041 4 25 -8 1975.5
"chill_2040-2041" 2041 4 26 -9 1966.5
"chill_2040-2041" 2041 4 27 8.5 1975
"chill_2040-2041" 2041 4 28 7.5 1982.5
"chill_2040-2041" 2041 4 29 -2 1980.5
"chill_2040-2041" 2041 4 30 -7 1973.5
"chill_2040-2041" 2041 5 1 -4 1969.5
"chill_2040-2041" 2041 5 2 3.5 1973
"chill_2040-2041" 2041 5 3 16 1989
"chill_2040-2041" 2041 5 4 13 2002
"chill_2040-2041" 2041 5 5 5 2007
"chill_2040-2041" 2041 5 6 1 2008
"chill_2040-2041" 2041 5 7 0 2008
"chill_2040-2041" 2041 5 8 4 2012
"chill_2040-2041" 2041 5 9 2.5 2014.5
"chill_2040-2041" 2041 5 10 2 2016.5
"chill_2040-2041" 2041 5 11 2 2018.5
"chill_2040-2041" 2041 5 12 -0.5 2018
"chill_2040-2041" 2041 5 13 -2 2016
"chill_2040-2041" 2041 5 14 -6 2010
"chill_2040-2041" 2041 5 15 -8 2002
"chill_2040-2041" 2041 5 16 -10 1992
"chill_2040-2041" 2041 5 17 -11 1981
"chill_2040-2041" 2041 5 18 -9.5 1971.5
"chill_2040-2041" 2041 5 19 -5.5 1966
"chill_2040-2041" 2041 5 20 -13.5 1952.5
"chill_2040-2041" 2041 5 21 -3.5 1949
"chill_2040-2041" 2041 5 22 -3 1946
"chill_2040-2041" 2041 5 23 1 1947
"chill_2040-2041" 2041 5 24 0.5 1947.5
"chill_2040-2041" 2041 5 25 1 1948.5
"chill_2040-2041" 2041 5 26 10.5 1959
"chill_2040-2041" 2041 5 27 1 1960
"chill_2040-2041" 2041 5 28 -3 1957
"chill_2040-2041" 2041 5 29 -12 1945
"chill_2040-2041" 2041 5 30 -18.5 1926.5
"chill_2040-2041" 2041 5 31 -20.5 1906
"chill_2040-2041" 2041 6 1 -21 1885
"chill_2040-2041" 2041 6 2 -17 1868
"chill_2040-2041" 2041 6 3 -14.5 1853.5
"chill_2040-2041" 2041 6 4 -4 1849.5
"chill_2040-2041" 2041 6 5 -10.5 1839
"chill_2040-2041" 2041 6 6 -12.5 1826.5
"chill_2040-2041" 2041 6 7 -11 1815.5
"chill_2040-2041" 2041 6 8 -6.5 1809
"chill_2040-2041" 2041 6 9 -11 1798
"chill_2040-2041" 2041 6 10 -13 1785
"chill_2040-2041" 2041 6 11 -15 1770
"chill_2040-2041" 2041 6 12 -19.5 1750.5
"chill_2040-2041" 2041 6 13 -19.5 1731
"chill_2040-2041" 2041 6 14 -13 1718
"chill_2040-2041" 2041 6 15 -16.5 1701.5
"chill_2040-2041" 2041 6 16 -20 1681.5
"chill_2040-2041" 2041 6 17 -22 1659.5
"chill_2040-2041" 2041 6 18 -21.5 1638
"chill_2040-2041" 2041 6 19 -20.5 1617.5
"chill_2040-2041" 2041 6 20 -21 1596.5
"chill_2040-2041" 2041 6 21 -22.5 1574
"chill_2040-2041" 2041 6 22 -23.5 1550.5
"chill_2040-2041" 2041 6 23 -23 1527.5
"chill_2040-2041" 2041 6 24 -22 1505.5
"chill_2040-2041" 2041 6 25 -18 1487.5
"chill_2040-2041" 2041 6 26 -13.5 1474
"chill_2040-2041" 2041 6 27 -9 1465
"chill_2040-2041" 2041 6 28 -8.5 1456.5
"chill_2040-2041" 2041 6 29 -5.5 1451
"chill_2040-2041" 2041 6 30 -10.5 1440.5
"chill_2040-2041" 2041 7 1 -17 1423.5
"chill_2040-2041" 2041 7 2 -21 1402.5
"chill_2040-2041" 2041 7 3 -24 1378.5
"chill_2040-2041" 2041 7 4 -21 1357.5
"chill_2040-2041" 2041 7 5 -20.5 1337
"chill_2040-2041" 2041 7 6 -21.5 1315.5
"chill_2040-2041" 2041 7 7 -21.5 1294
"chill_2040-2041" 2041 7 8 -23.5 1270.5
"chill_2040-2041" 2041 7 9 -19 1251.5
"chill_2040-2041" 2041 7 10 -19 1232.5
"chill_2040-2041" 2041 7 11 -22 1210.5
"chill_2040-2041" 2041 7 12 -24 1186.5
"chill_2040-2041" 2041 7 13 -20.5 1166
"chill_2040-2041" 2041 7 14 -15 1151
"chill_2040-2041" 2041 7 15 -16.5 1134.5
"chill_2040-2041" 2041 7 16 -20.5 1114
"chill_2040-2041" 2041 7 17 -23.5 1090.5
"chill_2040-2041" 2041 7 18 -24 1066.5
"chill_2040-2041" 2041 7 19 -24 1042.5
"chill_2040-2041" 2041 7 20 -23 1019.5
"chill_2040-2041" 2041 7 21 -22.5 997
"chill_2040-2041" 2041 7 22 -24 973
"chill_2040-2041" 2041 7 23 -24 949
"chill_2040-2041" 2041 7 24 -24 925
"chill_2040-2041" 2041 7 25 -24 901
"chill_2040-2041" 2041 7 26 -24 877
"chill_2040-2041" 2041 7 27 -24 853
"chill_2040-2041" 2041 7 28 -24 829
"chill_2040-2041" 2041 7 29 -24 805
"chill_2040-2041" 2041 7 30 -24 781
"chill_2040-2041" 2041 7 31 -24 757
"chill_2040-2041" 2041 8 1 -21.5 735.5
"chill_2040-2041" 2041 8 2 -19 716.5
"chill_2040-2041" 2041 8 3 -22 694.5
"chill_2040-2041" 2041 8 4 -22.5 672
"chill_2040-2041" 2041 8 5 -24 648
"chill_2040-2041" 2041 8 6 -24 624
"chill_2040-2041" 2041 8 7 -24 600
"chill_2040-2041" 2041 8 8 -24 576
"chill_2040-2041" 2041 8 9 -24 552
"chill_2040-2041" 2041 8 10 -23.5 528.5
"chill_2040-2041" 2041 8 11 -17.5 511
"chill_2040-2041" 2041 8 12 -15.5 495.5
"chill_2040-2041" 2041 8 13 -16.5 479
"chill_2040-2041" 2041 8 14 -20.5 458.5
"chill_2040-2041" 2041 8 15 -20 438.5
"chill_2040-2041" 2041 8 16 -14.5 424
"chill_2040-2041" 2041 8 17 -15 409
"chill_2040-2041" 2041 8 18 -17.5 391.5
"chill_2040-2041" 2041 8 19 -17 374.5
"chill_2040-2041" 2041 8 20 -19 355.5
"chill_2040-2041" 2041 8 21 -14.5 341
"chill_2040-2041" 2041 8 22 -12.5 328.5
"chill_2040-2041" 2041 8 23 -16 312.5
"chill_2040-2041" 2041 8 24 -17.5 295
"chill_2040-2041" 2041 8 25 -18.5 276.5
"chill_2040-2041" 2041 8 26 -15.5 261
"chill_2040-2041" 2041 8 27 -12.5 248.5
"chill_2040-2041" 2041 8 28 -5 243.5
"chill_2040-2041" 2041 8 29 -6.5 237
"chill_2040-2041" 2041 8 30 -7.5 229.5
"chill_2040-2041" 2041 8 31 -10.5 219
"chill_2041-2042" 2041 9 1 -14.5 -14.5
"chill_2041-2042" 2041 9 2 -14 -28.5
"chill_2041-2042" 2041 9 3 -13 -41.5
"chill_2041-2042" 2041 9 4 -11 -52.5
"chill_2041-2042" 2041 9 5 0 -52.5
"chill_2041-2042" 2041 9 6 -2.5 -55
"chill_2041-2042" 2041 9 7 -11 -66
"chill_2041-2042" 2041 9 8 -15 -81
"chill_2041-2042" 2041 9 9 -13.5 -94.5
"chill_2041-2042" 2041 9 10 -10 -104.5
"chill_2041-2042" 2041 9 11 -13.5 -118
"chill_2041-2042" 2041 9 12 -13 -131
"chill_2041-2042" 2041 9 13 -2.5 -133.5
"chill_2041-2042" 2041 9 14 1 -132.5
"chill_2041-2042" 2041 9 15 -2 -134.5
"chill_2041-2042" 2041 9 16 -8 -142.5
"chill_2041-2042" 2041 9 17 -6.5 -149
"chill_2041-2042" 2041 9 18 -2 -151
"chill_2041-2042" 2041 9 19 -6.5 -157.5
"chill_2041-2042" 2041 9 20 -14 -171.5
"chill_2041-2042" 2041 9 21 -8.5 -180
"chill_2041-2042" 2041 9 22 1.5 -178.5
"chill_2041-2042" 2041 9 23 4 -174.5
"chill_2041-2042" 2041 9 24 2.5 -172
"chill_2041-2042" 2041 9 25 2 -170
"chill_2041-2042" 2041 9 26 4.5 -165.5
"chill_2041-2042" 2041 9 27 -2 -167.5
"chill_2041-2042" 2041 9 28 -7 -174.5
"chill_2041-2042" 2041 9 29 -8.5 -183
"chill_2041-2042" 2041 9 30 -4 -187
"chill_2041-2042" 2041 10 1 2.5 -184.5
"chill_2041-2042" 2041 10 2 -2.5 -187
"chill_2041-2042" 2041 10 3 -1.5 -188.5
"chill_2041-2042" 2041 10 4 3.5 -185
"chill_2041-2042" 2041 10 5 -3.5 -188.5
"chill_2041-2042" 2041 10 6 -7 -195.5
"chill_2041-2042" 2041 10 7 -12.5 -208
"chill_2041-2042" 2041 10 8 -13 -221
"chill_2041-2042" 2041 10 9 -2.5 -223.5
"chill_2041-2042" 2041 10 10 3.5 -220
"chill_2041-2042" 2041 10 11 6 -214
"chill_2041-2042" 2041 10 12 11.5 -202.5
"chill_2041-2042" 2041 10 13 8.5 -194
"chill_2041-2042" 2041 10 14 -1 -195
"chill_2041-2042" 2041 10 15 -1.5 -196.5
"chill_2041-2042" 2041 10 16 0.5 -196
"chill_2041-2042" 2041 10 17 -2.5 -198.5
"chill_2041-2042" 2041 10 18 6 -192.5
"chill_2041-2042" 2041 10 19 9.5 -183
"chill_2041-2042" 2041 10 20 5 -178
"chill_2041-2042" 2041 10 21 1 -177
"chill_2041-2042" 2041 10 22 2 -175
"chill_2041-2042" 2041 10 23 1.5 -173.5
"chill_2041-2042" 2041 10 24 2.5 -171
"chill_2041-2042" 2041 10 25 3 -168
"chill_2041-2042" 2041 10 26 5.5 -162.5
"chill_2041-2042" 2041 10 27 7.5 -155
"chill_2041-2042" 2041 10 28 11.5 -143.5
"chill_2041-2042" 2041 10 29 10.5 -133
"chill_2041-2042" 2041 10 30 9.5 -123.5
"chill_2041-2042" 2041 10 31 13 -110.5
"chill_2041-2042" 2041 11 1 9.5 -101
"chill_2041-2042" 2041 11 2 12 -89
"chill_2041-2042" 2041 11 3 17 -72
"chill_2041-2042" 2041 11 4 19 -53
"chill_2041-2042" 2041 11 5 17 -36
"chill_2041-2042" 2041 11 6 18 -18
"chill_2041-2042" 2041 11 7 19.5 1.5
"chill_2041-2042" 2041 11 8 21.5 23
"chill_2041-2042" 2041 11 9 18.5 41.5
"chill_2041-2042" 2041 11 10 19 60.5
"chill_2041-2042" 2041 11 11 14 74.5
"chill_2041-2042" 2041 11 12 5 79.5
"chill_2041-2042" 2041 11 13 8 87.5
"chill_2041-2042" 2041 11 14 13.5 101
"chill_2041-2042" 2041 11 15 12.5 113.5
"chill_2041-2042" 2041 11 16 13 126.5
"chill_2041-2042" 2041 11 17 9.5 136
"chill_2041-2042" 2041 11 18 1.5 137.5
"chill_2041-2042" 2041 11 19 0 137.5
"chill_2041-2042" 2041 11 20 2.5 140
"chill_2041-2042" 2041 11 21 1.5 141.5
"chill_2041-2042" 2041 11 22 1.5 143
"chill_2041-2042" 2041 11 23 1.5 144.5
"chill_2041-2042" 2041 11 24 8 152.5
"chill_2041-2042" 2041 11 25 11.5 164
"chill_2041-2042" 2041 11 26 2 166
"chill_2041-2042" 2041 11 27 3 169
"chill_2041-2042" 2041 11 28 8 177
"chill_2041-2042" 2041 11 29 10.5 187.5
"chill_2041-2042" 2041 11 30 9 196.5
"chill_2041-2042" 2041 12 1 11 207.5
"chill_2041-2042" 2041 12 2 16.5 224
"chill_2041-2042" 2041 12 3 20 244
"chill_2041-2042" 2041 12 4 15 259
"chill_2041-2042" 2041 12 5 18 277
"chill_2041-2042" 2041 12 6 14 291
"chill_2041-2042" 2041 12 7 14.5 305.5
"chill_2041-2042" 2041 12 8 17.5 323
"chill_2041-2042" 2041 12 9 16.5 339.5
"chill_2041-2042" 2041 12 10 10.5 350
"chill_2041-2042" 2041 12 11 11 361
"chill_2041-2042" 2041 12 12 8 369
"chill_2041-2042" 2041 12 13 7 376
"chill_2041-2042" 2041 12 14 6.5 382.5
"chill_2041-2042" 2041 12 15 10.5 393
"chill_2041-2042" 2041 12 16 15 408
"chill_2041-2042" 2041 12 17 18.5 426.5
"chill_2041-2042" 2041 12 18 23 449.5
"chill_2041-2042" 2041 12 19 23 472.5
"chill_2041-2042" 2041 12 20 11.5 484
"chill_2041-2042" 2041 12 21 11 495
"chill_2041-2042" 2041 12 22 16.5 511.5
"chill_2041-2042" 2041 12 23 19.5 531
"chill_2041-2042" 2041 12 24 24 555
"chill_2041-2042" 2041 12 25 23 578
"chill_2041-2042" 2041 12 26 24 602
"chill_2041-2042" 2041 12 27 22.5 624.5
"chill_2041-2042" 2041 12 28 14.5 639
"chill_2041-2042" 2041 12 29 17.5 656.5
"chill_2041-2042" 2041 12 30 9.5 666
"chill_2041-2042" 2041 12 31 2.5 668.5
"chill_2041-2042" 2042 1 1 11 679.5
"chill_2041-2042" 2042 1 2 16.5 696
"chill_2041-2042" 2042 1 3 13.5 709.5
"chill_2041-2042" 2042 1 4 17 726.5
"chill_2041-2042" 2042 1 5 21 747.5
"chill_2041-2042" 2042 1 6 16.5 764
"chill_2041-2042" 2042 1 7 19 783
"chill_2041-2042" 2042 1 8 17 800
"chill_2041-2042" 2042 1 9 8 808
"chill_2041-2042" 2042 1 10 16.5 824.5
"chill_2041-2042" 2042 1 11 20.5 845
"chill_2041-2042" 2042 1 12 21 866
"chill_2041-2042" 2042 1 13 20 886
"chill_2041-2042" 2042 1 14 17.5 903.5
"chill_2041-2042" 2042 1 15 24 927.5
"chill_2041-2042" 2042 1 16 23 950.5
"chill_2041-2042" 2042 1 17 20.5 971
"chill_2041-2042" 2042 1 18 16.5 987.5
"chill_2041-2042" 2042 1 19 20.5 1008
"chill_2041-2042" 2042 1 20 21.5 1029.5
"chill_2041-2042" 2042 1 21 20 1049.5
"chill_2041-2042" 2042 1 22 17 1066.5
"chill_2041-2042" 2042 1 23 18 1084.5
"chill_2041-2042" 2042 1 24 10.5 1095
"chill_2041-2042" 2042 1 25 14.5 1109.5
"chill_2041-2042" 2042 1 26 16 1125.5
"chill_2041-2042" 2042 1 27 13 1138.5
"chill_2041-2042" 2042 1 28 12.5 1151
"chill_2041-2042" 2042 1 29 7 1158
"chill_2041-2042" 2042 1 30 4 1162
"chill_2041-2042" 2042 1 31 4 1166
"chill_2041-2042" 2042 2 1 9.5 1175.5
"chill_2041-2042" 2042 2 2 12 1187.5
"chill_2041-2042" 2042 2 3 13 1200.5
"chill_2041-2042" 2042 2 4 17.5 1218
