"FPU","year","location","model"
1.60439607264001,2017,"USN","noco2"
1.61880880563067,2018,"USN","noco2"
1.63341150704871,2019,"USN","noco2"
1.64816008630609,2020,"USN","noco2"
1.66303740981231,2021,"USN","noco2"
1.67788568380763,2022,"USN","noco2"
1.69258590266947,2023,"USN","noco2"
1.7071543683626,2024,"USN","noco2"
1.72172614550275,2025,"USN","noco2"
1.73661827943856,2026,"USN","noco2"
1.75168560068891,2027,"USN","noco2"
1.76580892802364,2028,"USN","noco2"
1.78026551537151,2029,"USN","noco2"
1.79424187696407,2030,"USN","noco2"
1.80903007251317,2031,"USN","noco2"
1.82365068123085,2032,"USN","noco2"
1.83814353640335,2033,"USN","noco2"
1.85296172258822,2034,"USN","noco2"
1.86784468181535,2035,"USN","noco2"
1.88276041859568,2036,"USN","noco2"
1.89787955938652,2037,"USN","noco2"
1.91269907906226,2038,"USN","noco2"
1.92742281209701,2039,"USN","noco2"
1.94260590427337,2040,"USN","noco2"
1.95795976168734,2041,"USN","noco2"
1.93817601322795,2042,"USN","noco2"
1.95762538284702,2043,"USN","noco2"
1.97201628321612,2044,"USN","noco2"
1.99224443619212,2045,"USN","noco2"
2.00179731743883,2046,"USN","noco2"
2.02684660712922,2047,"USN","noco2"
2.03571166250866,2048,"USN","noco2"
2.04643589618145,2049,"USN","noco2"
2.07403048672266,2050,"USN","noco2"
8.65774718029246,2005,"WGM","noco2"
8.71537007828594,2006,"WGM","noco2"
8.77335551807042,2007,"WGM","noco2"
8.83205716358932,2008,"WGM","noco2"
8.89118550516105,2009,"WGM","noco2"
8.95052825667376,2010,"WGM","noco2"
9.00919315871015,2011,"WGM","noco2"
9.0694351799727,2012,"WGM","noco2"
9.13051647486474,2013,"WGM","noco2"
9.19162908263686,2014,"WGM","noco2"
9.25459341594129,2015,"WGM","noco2"
9.29674067255147,2016,"WGM","noco2"
9.33910483507561,2017,"WGM","noco2"
9.38180712230302,2018,"WGM","noco2"
9.42478088272091,2019,"WGM","noco2"
9.46931913744389,2020,"WGM","noco2"
9.5124644722672,2021,"WGM","noco2"
9.55614391452557,2022,"WGM","noco2"
9.60019597902631,2023,"WGM","noco2"
9.64433616192131,2024,"WGM","noco2"
9.68920559569181,2025,"WGM","noco2"
9.73408044265445,2026,"WGM","noco2"
9.7803303431125,2027,"WGM","noco2"
9.82594946409041,2028,"WGM","noco2"
9.87311777076555,2029,"WGM","noco2"
