"lat","long","locationGroup","location"
44.78125,-123.15625,"Oregon Area","44.78125_-123.15625"
44.78125,-123.09375,"Oregon Area","44.78125_-123.09375"
44.78125,-123.03125,"Oregon Area","44.78125_-123.03125"
44.78125,-122.96875,"Oregon Area","44.78125_-122.96875"
44.78125,-122.90625,"Oregon Area","44.78125_-122.90625"
44.78125,-122.84375,"Oregon Area","44.78125_-122.84375"
44.78125,-122.78125,"Oregon Area","44.78125_-122.78125"
44.78125,-122.71875,"Oregon Area","44.78125_-122.71875"
44.78125,-122.65625,"Oregon Area","44.78125_-122.65625"
44.78125,-122.59375,"Oregon Area","44.78125_-122.59375"
44.78125,-122.53125,"Oregon Area","44.78125_-122.53125"
44.78125,-122.09375,"Oregon Area","44.78125_-122.09375"
44.78125,-121.34375,"Oregon Area","44.78125_-121.34375"
44.78125,-121.28125,"Oregon Area","44.78125_-121.28125"
44.78125,-120.40625,"Oregon Area","44.78125_-120.40625"
44.78125,-117.21875,"Oregon Area","44.78125_-117.21875"
44.78125,-117.15625,"Oregon Area","44.78125_-117.15625"
44.78125,-116.53125,"Oregon Area","44.78125_-116.53125"
44.78125,-116.46875,"Oregon Area","44.78125_-116.46875"
44.84375,-123.46875,"Oregon Area","44.84375_-123.46875"
44.84375,-123.40625,"Oregon Area","44.84375_-123.40625"
44.84375,-123.34375,"Oregon Area","44.84375_-123.34375"
44.84375,-123.28125,"Oregon Area","44.84375_-123.28125"
44.84375,-123.21875,"Oregon Area","44.84375_-123.21875"
44.84375,-123.15625,"Oregon Area","44.84375_-123.15625"
44.84375,-123.09375,"Oregon Area","44.84375_-123.09375"
44.84375,-123.03125,"Oregon Area","44.84375_-123.03125"
44.84375,-122.96875,"Oregon Area","44.84375_-122.96875"
44.84375,-122.90625,"Oregon Area","44.84375_-122.90625"
44.84375,-122.84375,"Oregon Area","44.84375_-122.84375"
44.84375,-122.78125,"Oregon Area","44.84375_-122.78125"
44.84375,-122.71875,"Oregon Area","44.84375_-122.71875"
44.84375,-122.65625,"Oregon Area","44.84375_-122.65625"
44.84375,-122.40625,"Oregon Area","44.84375_-122.40625"
44.84375,-121.15625,"Oregon Area","44.84375_-121.15625"
44.84375,-121.09375,"Oregon Area","44.84375_-121.09375"
44.84375,-120.46875,"Oregon Area","44.84375_-120.46875"
44.84375,-117.09375,"Oregon Area","44.84375_-117.09375"
44.84375,-116.59375,"Oregon Area","44.84375_-116.59375"
44.90625,-123.40625,"Oregon Area","44.90625_-123.40625"
44.90625,-123.34375,"Oregon Area","44.90625_-123.34375"
44.90625,-123.28125,"Oregon Area","44.90625_-123.28125"
44.90625,-123.21875,"Oregon Area","44.90625_-123.21875"
44.90625,-123.15625,"Oregon Area","44.90625_-123.15625"
44.90625,-123.09375,"Oregon Area","44.90625_-123.09375"
44.90625,-123.03125,"Oregon Area","44.90625_-123.03125"
44.90625,-122.96875,"Oregon Area","44.90625_-122.96875"
44.90625,-122.90625,"Oregon Area","44.90625_-122.90625"
44.90625,-122.84375,"Oregon Area","44.90625_-122.84375"
44.90625,-122.78125,"Oregon Area","44.90625_-122.78125"
44.90625,-122.71875,"Oregon Area","44.90625_-122.71875"
44.90625,-122.65625,"Oregon Area","44.90625_-122.65625"
44.90625,-122.59375,"Oregon Area","44.90625_-122.59375"
44.90625,-121.71875,"Oregon Area","44.90625_-121.71875"
44.90625,-121.46875,"Oregon Area","44.90625_-121.46875"
44.90625,-121.09375,"Oregon Area","44.90625_-121.09375"
44.90625,-120.46875,"Oregon Area","44.90625_-120.46875"
44.90625,-117.65625,"Oregon Area","44.90625_-117.65625"
44.96875,-123.59375,"Oregon Area","44.96875_-123.59375"
44.96875,-123.40625,"Oregon Area","44.96875_-123.40625"
44.96875,-123.34375,"Oregon Area","44.96875_-123.34375"
44.96875,-123.28125,"Oregon Area","44.96875_-123.28125"
44.96875,-123.21875,"Oregon Area","44.96875_-123.21875"
44.96875,-123.15625,"Oregon Area","44.96875_-123.15625"
44.96875,-123.09375,"Oregon Area","44.96875_-123.09375"
44.96875,-123.03125,"Oregon Area","44.96875_-123.03125"
44.96875,-122.96875,"Oregon Area","44.96875_-122.96875"
44.96875,-122.90625,"Oregon Area","44.96875_-122.90625"
44.96875,-122.84375,"Oregon Area","44.96875_-122.84375"
44.96875,-122.78125,"Oregon Area","44.96875_-122.78125"
44.96875,-122.71875,"Oregon Area","44.96875_-122.71875"
44.96875,-122.65625,"Oregon Area","44.96875_-122.65625"
44.96875,-122.03125,"Oregon Area","44.96875_-122.03125"
44.96875,-121.46875,"Oregon Area","44.96875_-121.46875"
44.96875,-120.90625,"Oregon Area","44.96875_-120.90625"
44.96875,-120.46875,"Oregon Area","44.96875_-120.46875"
44.96875,-116.90625,"Oregon Area","44.96875_-116.90625"
44.96875,-116.65625,"Oregon Area","44.96875_-116.65625"
45.03125,-123.65625,"Oregon Area","45.03125_-123.65625"
45.03125,-123.59375,"Oregon Area","45.03125_-123.59375"
45.03125,-123.53125,"Oregon Area","45.03125_-123.53125"
45.03125,-123.46875,"Oregon Area","45.03125_-123.46875"
45.03125,-123.40625,"Oregon Area","45.03125_-123.40625"
45.03125,-123.34375,"Oregon Area","45.03125_-123.34375"
45.03125,-123.28125,"Oregon Area","45.03125_-123.28125"
45.03125,-123.21875,"Oregon Area","45.03125_-123.21875"
45.03125,-123.15625,"Oregon Area","45.03125_-123.15625"
45.03125,-123.09375,"Oregon Area","45.03125_-123.09375"
45.03125,-123.03125,"Oregon Area","45.03125_-123.03125"
45.03125,-122.96875,"Oregon Area","45.03125_-122.96875"
45.03125,-122.90625,"Oregon Area","45.03125_-122.90625"
45.03125,-122.84375,"Oregon Area","45.03125_-122.84375"
45.03125,-122.78125,"Oregon Area","45.03125_-122.78125"
45.03125,-122.71875,"Oregon Area","45.03125_-122.71875"
45.03125,-122.65625,"Oregon Area","45.03125_-122.65625"
45.03125,-122.59375,"Oregon Area","45.03125_-122.59375"
45.03125,-121.59375,"Oregon Area","45.03125_-121.59375"
45.03125,-120.46875,"Oregon Area","45.03125_-120.46875"
45.03125,-116.28125,"Oregon Area","45.03125_-116.28125"
45.09375,-123.71875,"Oregon Area","45.09375_-123.71875"
45.09375,-123.59375,"Oregon Area","45.09375_-123.59375"
45.09375,-123.53125,"Oregon Area","45.09375_-123.53125"
45.09375,-123.46875,"Oregon Area","45.09375_-123.46875"
45.09375,-123.40625,"Oregon Area","45.09375_-123.40625"
45.09375,-123.34375,"Oregon Area","45.09375_-123.34375"
45.09375,-123.28125,"Oregon Area","45.09375_-123.28125"
45.09375,-123.21875,"Oregon Area","45.09375_-123.21875"
45.09375,-123.15625,"Oregon Area","45.09375_-123.15625"
45.09375,-123.09375,"Oregon Area","45.09375_-123.09375"
45.09375,-123.03125,"Oregon Area","45.09375_-123.03125"
45.09375,-122.96875,"Oregon Area","45.09375_-122.96875"
45.09375,-122.90625,"Oregon Area","45.09375_-122.90625"
45.09375,-122.84375,"Oregon Area","45.09375_-122.84375"
45.09375,-122.78125,"Oregon Area","45.09375_-122.78125"
45.09375,-122.71875,"Oregon Area","45.09375_-122.71875"
45.09375,-122.65625,"Oregon Area","45.09375_-122.65625"
45.09375,-122.59375,"Oregon Area","45.09375_-122.59375"
45.09375,-122.46875,"Oregon Area","45.09375_-122.46875"
45.09375,-121.71875,"Oregon Area","45.09375_-121.71875"
45.09375,-121.34375,"Oregon Area","45.09375_-121.34375"
45.09375,-121.28125,"Oregon Area","45.09375_-121.28125"
45.09375,-121.21875,"Oregon Area","45.09375_-121.21875"
45.09375,-116.84375,"Oregon Area","45.09375_-116.84375"
45.09375,-116.78125,"Oregon Area","45.09375_-116.78125"
45.15625,-123.46875,"Oregon Area","45.15625_-123.46875"
45.15625,-123.40625,"Oregon Area","45.15625_-123.40625"
45.15625,-123.34375,"Oregon Area","45.15625_-123.34375"
45.15625,-123.28125,"Oregon Area","45.15625_-123.28125"
45.15625,-123.21875,"Oregon Area","45.15625_-123.21875"
45.15625,-123.15625,"Oregon Area","45.15625_-123.15625"
45.15625,-123.09375,"Oregon Area","45.15625_-123.09375"
45.15625,-123.03125,"Oregon Area","45.15625_-123.03125"
45.15625,-122.96875,"Oregon Area","45.15625_-122.96875"
45.15625,-122.90625,"Oregon Area","45.15625_-122.90625"
45.15625,-122.84375,"Oregon Area","45.15625_-122.84375"
45.15625,-122.78125,"Oregon Area","45.15625_-122.78125"
45.15625,-122.71875,"Oregon Area","45.15625_-122.71875"
45.15625,-122.65625,"Oregon Area","45.15625_-122.65625"
45.15625,-122.59375,"Oregon Area","45.15625_-122.59375"
45.15625,-122.53125,"Oregon Area","45.15625_-122.53125"
45.15625,-122.40625,"Oregon Area","45.15625_-122.40625"
45.15625,-121.40625,"Oregon Area","45.15625_-121.40625"
45.15625,-121.34375,"Oregon Area","45.15625_-121.34375"
45.15625,-121.28125,"Oregon Area","45.15625_-121.28125"
45.15625,-121.21875,"Oregon Area","45.15625_-121.21875"
45.15625,-121.15625,"Oregon Area","45.15625_-121.15625"
45.15625,-121.09375,"Oregon Area","45.15625_-121.09375"
45.15625,-120.84375,"Oregon Area","45.15625_-120.84375"
45.15625,-120.34375,"Oregon Area","45.15625_-120.34375"
45.15625,-120.15625,"Oregon Area","45.15625_-120.15625"
45.15625,-116.78125,"Oregon Area","45.15625_-116.78125"
45.21875,-123.84375,"Oregon Area","45.21875_-123.84375"
45.21875,-123.34375,"Oregon Area","45.21875_-123.34375"
45.21875,-123.28125,"Oregon Area","45.21875_-123.28125"
45.21875,-123.21875,"Oregon Area","45.21875_-123.21875"
45.21875,-123.15625,"Oregon Area","45.21875_-123.15625"
45.21875,-123.09375,"Oregon Area","45.21875_-123.09375"
45.21875,-123.03125,"Oregon Area","45.21875_-123.03125"
45.21875,-122.96875,"Oregon Area","45.21875_-122.96875"
45.21875,-122.90625,"Oregon Area","45.21875_-122.90625"
45.21875,-122.84375,"Oregon Area","45.21875_-122.84375"
45.21875,-122.78125,"Oregon Area","45.21875_-122.78125"
45.21875,-122.71875,"Oregon Area","45.21875_-122.71875"
45.21875,-122.65625,"Oregon Area","45.21875_-122.65625"
45.21875,-122.59375,"Oregon Area","45.21875_-122.59375"
45.21875,-122.53125,"Oregon Area","45.21875_-122.53125"
45.21875,-122.46875,"Oregon Area","45.21875_-122.46875"
45.21875,-122.40625,"Oregon Area","45.21875_-122.40625"
45.21875,-121.65625,"Oregon Area","45.21875_-121.65625"
45.21875,-121.46875,"Oregon Area","45.21875_-121.46875"
45.21875,-121.34375,"Oregon Area","45.21875_-121.34375"
45.21875,-121.28125,"Oregon Area","45.21875_-121.28125"
45.21875,-121.21875,"Oregon Area","45.21875_-121.21875"
45.21875,-121.15625,"Oregon Area","45.21875_-121.15625"
45.21875,-121.09375,"Oregon Area","45.21875_-121.09375"
45.21875,-120.96875,"Oregon Area","45.21875_-120.96875"
45.21875,-120.90625,"Oregon Area","45.21875_-120.90625"
45.21875,-117.84375,"Oregon Area","45.21875_-117.84375"
45.28125,-123.78125,"Oregon Area","45.28125_-123.78125"
45.28125,-123.71875,"Oregon Area","45.28125_-123.71875"
45.28125,-123.34375,"Oregon Area","45.28125_-123.34375"
45.28125,-123.28125,"Oregon Area","45.28125_-123.28125"
45.28125,-123.21875,"Oregon Area","45.28125_-123.21875"
45.28125,-123.15625,"Oregon Area","45.28125_-123.15625"
45.28125,-123.09375,"Oregon Area","45.28125_-123.09375"
45.28125,-123.03125,"Oregon Area","45.28125_-123.03125"
45.28125,-122.96875,"Oregon Area","45.28125_-122.96875"
45.28125,-122.90625,"Oregon Area","45.28125_-122.90625"
45.28125,-122.84375,"Oregon Area","45.28125_-122.84375"
45.28125,-122.78125,"Oregon Area","45.28125_-122.78125"
45.28125,-122.71875,"Oregon Area","45.28125_-122.71875"
45.28125,-122.65625,"Oregon Area","45.28125_-122.65625"
45.28125,-122.59375,"Oregon Area","45.28125_-122.59375"
45.28125,-122.53125,"Oregon Area","45.28125_-122.53125"
45.28125,-122.46875,"Oregon Area","45.28125_-122.46875"
45.28125,-122.40625,"Oregon Area","45.28125_-122.40625"
45.28125,-122.34375,"Oregon Area","45.28125_-122.34375"
45.28125,-121.34375,"Oregon Area","45.28125_-121.34375"
45.28125,-121.28125,"Oregon Area","45.28125_-121.28125"
45.28125,-121.21875,"Oregon Area","45.28125_-121.21875"
45.28125,-121.15625,"Oregon Area","45.28125_-121.15625"
45.28125,-121.03125,"Oregon Area","45.28125_-121.03125"
45.28125,-120.90625,"Oregon Area","45.28125_-120.90625"
45.28125,-120.84375,"Oregon Area","45.28125_-120.84375"
45.28125,-120.78125,"Oregon Area","45.28125_-120.78125"
45.34375,-123.34375,"Oregon Area","45.34375_-123.34375"
45.34375,-123.28125,"Oregon Area","45.34375_-123.28125"
45.34375,-123.21875,"Oregon Area","45.34375_-123.21875"
45.34375,-123.15625,"Oregon Area","45.34375_-123.15625"
45.34375,-123.09375,"Oregon Area","45.34375_-123.09375"
45.34375,-123.03125,"Oregon Area","45.34375_-123.03125"
45.34375,-122.96875,"Oregon Area","45.34375_-122.96875"
45.34375,-122.90625,"Oregon Area","45.34375_-122.90625"
45.34375,-122.84375,"Oregon Area","45.34375_-122.84375"
45.34375,-122.78125,"Oregon Area","45.34375_-122.78125"
45.34375,-122.71875,"Oregon Area","45.34375_-122.71875"
45.34375,-122.65625,"Oregon Area","45.34375_-122.65625"
45.34375,-122.59375,"Oregon Area","45.34375_-122.59375"
45.34375,-122.53125,"Oregon Area","45.34375_-122.53125"
45.34375,-122.46875,"Oregon Area","45.34375_-122.46875"
45.34375,-122.40625,"Oregon Area","45.34375_-122.40625"
45.34375,-122.34375,"Oregon Area","45.34375_-122.34375"
45.34375,-122.28125,"Oregon Area","45.34375_-122.28125"
45.34375,-122.21875,"Oregon Area","45.34375_-122.21875"
45.34375,-122.03125,"Oregon Area","45.34375_-122.03125"
45.34375,-121.96875,"Oregon Area","45.34375_-121.96875"
45.34375,-121.90625,"Oregon Area","45.34375_-121.90625"
45.34375,-121.34375,"Oregon Area","45.34375_-121.34375"
45.34375,-121.03125,"Oregon Area","45.34375_-121.03125"
45.34375,-120.96875,"Oregon Area","45.34375_-120.96875"
45.34375,-120.78125,"Oregon Area","45.34375_-120.78125"
45.34375,-120.03125,"Oregon Area","45.34375_-120.03125"
45.34375,-118.09375,"Oregon Area","45.34375_-118.09375"
45.40625,-123.78125,"Oregon Area","45.40625_-123.78125"
45.40625,-123.59375,"Oregon Area","45.40625_-123.59375"
45.40625,-123.40625,"Oregon Area","45.40625_-123.40625"
45.40625,-123.28125,"Oregon Area","45.40625_-123.28125"
45.40625,-123.21875,"Oregon Area","45.40625_-123.21875"
45.40625,-123.15625,"Oregon Area","45.40625_-123.15625"
45.40625,-123.09375,"Oregon Area","45.40625_-123.09375"
45.40625,-123.03125,"Oregon Area","45.40625_-123.03125"
45.40625,-122.96875,"Oregon Area","45.40625_-122.96875"
45.40625,-122.90625,"Oregon Area","45.40625_-122.90625"
45.40625,-122.84375,"Oregon Area","45.40625_-122.84375"
45.40625,-122.78125,"Oregon Area","45.40625_-122.78125"
45.40625,-122.71875,"Oregon Area","45.40625_-122.71875"
45.40625,-122.65625,"Oregon Area","45.40625_-122.65625"
45.40625,-122.59375,"Oregon Area","45.40625_-122.59375"
45.40625,-122.53125,"Oregon Area","45.40625_-122.53125"
45.40625,-122.46875,"Oregon Area","45.40625_-122.46875"
45.40625,-122.40625,"Oregon Area","45.40625_-122.40625"
45.40625,-122.34375,"Oregon Area","45.40625_-122.34375"
45.40625,-122.28125,"Oregon Area","45.40625_-122.28125"
45.40625,-122.21875,"Oregon Area","45.40625_-122.21875"
45.40625,-122.03125,"Oregon Area","45.40625_-122.03125"
45.40625,-121.96875,"Oregon Area","45.40625_-121.96875"
45.40625,-121.90625,"Oregon Area","45.40625_-121.90625"
45.40625,-121.84375,"Oregon Area","45.40625_-121.84375"
45.40625,-121.34375,"Oregon Area","45.40625_-121.34375"
45.40625,-121.28125,"Oregon Area","45.40625_-121.28125"
45.40625,-121.21875,"Oregon Area","45.40625_-121.21875"
45.40625,-121.15625,"Oregon Area","45.40625_-121.15625"
45.40625,-121.09375,"Oregon Area","45.40625_-121.09375"
45.40625,-120.90625,"Oregon Area","45.40625_-120.90625"
45.40625,-120.84375,"Oregon Area","45.40625_-120.84375"
45.40625,-120.71875,"Oregon Area","45.40625_-120.71875"
45.40625,-120.09375,"Oregon Area","45.40625_-120.09375"
45.40625,-120.03125,"Oregon Area","45.40625_-120.03125"
45.40625,-119.78125,"Oregon Area","45.40625_-119.78125"
45.40625,-117.21875,"Oregon Area","45.40625_-117.21875"
45.46875,-123.65625,"Oregon Area","45.46875_-123.65625"
45.46875,-123.28125,"Oregon Area","45.46875_-123.28125"
45.46875,-123.21875,"Oregon Area","45.46875_-123.21875"
45.46875,-123.15625,"Oregon Area","45.46875_-123.15625"
45.46875,-123.09375,"Oregon Area","45.46875_-123.09375"
45.46875,-123.03125,"Oregon Area","45.46875_-123.03125"
45.46875,-122.96875,"Oregon Area","45.46875_-122.96875"
45.46875,-122.90625,"Oregon Area","45.46875_-122.90625"
45.46875,-122.84375,"Oregon Area","45.46875_-122.84375"
45.46875,-122.78125,"Oregon Area","45.46875_-122.78125"
45.46875,-122.65625,"Oregon Area","45.46875_-122.65625"
45.46875,-122.59375,"Oregon Area","45.46875_-122.59375"
45.46875,-122.53125,"Oregon Area","45.46875_-122.53125"
45.46875,-122.46875,"Oregon Area","45.46875_-122.46875"
45.46875,-122.40625,"Oregon Area","45.46875_-122.40625"
45.46875,-122.34375,"Oregon Area","45.46875_-122.34375"
45.46875,-122.28125,"Oregon Area","45.46875_-122.28125"
45.46875,-121.78125,"Oregon Area","45.46875_-121.78125"
45.46875,-121.59375,"Oregon Area","45.46875_-121.59375"
45.46875,-121.34375,"Oregon Area","45.46875_-121.34375"
45.46875,-121.28125,"Oregon Area","45.46875_-121.28125"
45.46875,-121.21875,"Oregon Area","45.46875_-121.21875"
45.46875,-121.15625,"Oregon Area","45.46875_-121.15625"
45.46875,-121.09375,"Oregon Area","45.46875_-121.09375"
45.46875,-120.96875,"Oregon Area","45.46875_-120.96875"
45.46875,-120.84375,"Oregon Area","45.46875_-120.84375"
45.46875,-120.71875,"Oregon Area","45.46875_-120.71875"
45.46875,-120.65625,"Oregon Area","45.46875_-120.65625"
45.46875,-120.59375,"Oregon Area","45.46875_-120.59375"
45.46875,-120.40625,"Oregon Area","45.46875_-120.40625"
45.46875,-120.34375,"Oregon Area","45.46875_-120.34375"
45.46875,-120.15625,"Oregon Area","45.46875_-120.15625"
45.46875,-119.78125,"Oregon Area","45.46875_-119.78125"
45.46875,-119.15625,"Oregon Area","45.46875_-119.15625"
45.46875,-118.09375,"Oregon Area","45.46875_-118.09375"
45.46875,-118.03125,"Oregon Area","45.46875_-118.03125"
45.46875,-117.96875,"Oregon Area","45.46875_-117.96875"
45.46875,-117.90625,"Oregon Area","45.46875_-117.90625"
45.46875,-116.59375,"Oregon Area","45.46875_-116.59375"
45.53125,-123.59375,"Oregon Area","45.53125_-123.59375"
45.53125,-123.40625,"Oregon Area","45.53125_-123.40625"
45.53125,-123.21875,"Oregon Area","45.53125_-123.21875"
45.53125,-123.15625,"Oregon Area","45.53125_-123.15625"
45.53125,-123.09375,"Oregon Area","45.53125_-123.09375"
45.53125,-123.03125,"Oregon Area","45.53125_-123.03125"
45.53125,-122.96875,"Oregon Area","45.53125_-122.96875"
45.53125,-122.90625,"Oregon Area","45.53125_-122.90625"
45.53125,-122.84375,"Oregon Area","45.53125_-122.84375"
45.53125,-122.78125,"Oregon Area","45.53125_-122.78125"
45.53125,-122.53125,"Oregon Area","45.53125_-122.53125"
45.53125,-122.46875,"Oregon Area","45.53125_-122.46875"
45.53125,-122.40625,"Oregon Area","45.53125_-122.40625"
45.53125,-122.34375,"Oregon Area","45.53125_-122.34375"
45.53125,-122.28125,"Oregon Area","45.53125_-122.28125"
45.53125,-122.21875,"Oregon Area","45.53125_-122.21875"
45.53125,-121.71875,"Oregon Area","45.53125_-121.71875"
45.53125,-121.65625,"Oregon Area","45.53125_-121.65625"
45.53125,-121.59375,"Cooler Areas","45.53125_-121.59375"
45.53125,-121.53125,"Oregon Area","45.53125_-121.53125"
45.53125,-121.40625,"Oregon Area","45.53125_-121.40625"
45.53125,-121.34375,"Oregon Area","45.53125_-121.34375"
45.53125,-121.28125,"Oregon Area","45.53125_-121.28125"
45.53125,-121.21875,"Oregon Area","45.53125_-121.21875"
45.53125,-121.15625,"Oregon Area","45.53125_-121.15625"
45.53125,-121.09375,"Oregon Area","45.53125_-121.09375"
45.53125,-121.03125,"Oregon Area","45.53125_-121.03125"
45.53125,-120.96875,"Oregon Area","45.53125_-120.96875"
45.53125,-120.84375,"Oregon Area","45.53125_-120.84375"
45.53125,-120.78125,"Oregon Area","45.53125_-120.78125"
45.53125,-120.65625,"Oregon Area","45.53125_-120.65625"
45.53125,-120.28125,"Oregon Area","45.53125_-120.28125"
45.53125,-120.21875,"Oregon Area","45.53125_-120.21875"
45.53125,-120.15625,"Oregon Area","45.53125_-120.15625"
45.53125,-119.90625,"Oregon Area","45.53125_-119.90625"
45.53125,-118.71875,"Oregon Area","45.53125_-118.71875"
45.53125,-118.03125,"Oregon Area","45.53125_-118.03125"
45.53125,-117.96875,"Oregon Area","45.53125_-117.96875"
45.53125,-117.90625,"Oregon Area","45.53125_-117.90625"
45.53125,-116.84375,"Oregon Area","45.53125_-116.84375"
45.59375,-123.34375,"Oregon Area","45.59375_-123.34375"
45.59375,-123.28125,"Oregon Area","45.59375_-123.28125"
45.59375,-123.21875,"Oregon Area","45.59375_-123.21875"
45.59375,-123.15625,"Oregon Area","45.59375_-123.15625"
45.59375,-123.09375,"Oregon Area","45.59375_-123.09375"
45.59375,-123.03125,"Oregon Area","45.59375_-123.03125"
45.59375,-122.96875,"Oregon Area","45.59375_-122.96875"
45.59375,-122.90625,"Oregon Area","45.59375_-122.90625"
45.59375,-122.84375,"Oregon Area","45.59375_-122.84375"
45.59375,-122.78125,"Oregon Area","45.59375_-122.78125"
45.59375,-122.71875,"Oregon Area","45.59375_-122.71875"
45.59375,-122.65625,"Oregon Area","45.59375_-122.65625"
45.59375,-122.59375,"Oregon Area","45.59375_-122.59375"
45.59375,-122.53125,"Oregon Area","45.59375_-122.53125"
45.59375,-122.34375,"Oregon Area","45.59375_-122.34375"
45.59375,-122.28125,"Oregon Area","45.59375_-122.28125"
45.59375,-122.21875,"Oregon Area","45.59375_-122.21875"
45.59375,-121.71875,"Oregon Area","45.59375_-121.71875"
45.59375,-121.65625,"Cooler Areas","45.59375_-121.65625"
45.59375,-121.59375,"Oregon Area","45.59375_-121.59375"
45.59375,-121.53125,"Cooler Areas","45.59375_-121.53125"
45.59375,-121.46875,"Oregon Area","45.59375_-121.46875"
45.59375,-121.40625,"Oregon Area","45.59375_-121.40625"
45.59375,-121.34375,"Oregon Area","45.59375_-121.34375"
45.59375,-121.28125,"Oregon Area","45.59375_-121.28125"
45.59375,-121.21875,"Oregon Area","45.59375_-121.21875"
45.59375,-121.15625,"Oregon Area","45.59375_-121.15625"
45.59375,-121.09375,"Oregon Area","45.59375_-121.09375"
45.59375,-121.03125,"Oregon Area","45.59375_-121.03125"
45.59375,-120.96875,"Oregon Area","45.59375_-120.96875"
45.59375,-120.90625,"Oregon Area","45.59375_-120.90625"
45.59375,-120.84375,"Oregon Area","45.59375_-120.84375"
45.59375,-120.71875,"Oregon Area","45.59375_-120.71875"
45.59375,-120.40625,"Oregon Area","45.59375_-120.40625"
45.59375,-118.78125,"Oregon Area","45.59375_-118.78125"
45.59375,-117.96875,"Oregon Area","45.59375_-117.96875"
45.59375,-117.59375,"Oregon Area","45.59375_-117.59375"
45.59375,-117.53125,"Oregon Area","45.59375_-117.53125"
45.65625,-123.28125,"Oregon Area","45.65625_-123.28125"
45.65625,-123.21875,"Oregon Area","45.65625_-123.21875"
45.65625,-123.15625,"Oregon Area","45.65625_-123.15625"
45.65625,-123.09375,"Oregon Area","45.65625_-123.09375"
45.65625,-123.03125,"Oregon Area","45.65625_-123.03125"
45.65625,-122.96875,"Oregon Area","45.65625_-122.96875"
45.65625,-122.90625,"Oregon Area","45.65625_-122.90625"
45.65625,-122.84375,"Oregon Area","45.65625_-122.84375"
45.65625,-122.78125,"Oregon Area","45.65625_-122.78125"
45.65625,-122.71875,"Oregon Area","45.65625_-122.71875"
45.65625,-122.46875,"Oregon Area","45.65625_-122.46875"
45.65625,-122.40625,"Oregon Area","45.65625_-122.40625"
45.65625,-122.28125,"Oregon Area","45.65625_-122.28125"
45.65625,-122.21875,"Oregon Area","45.65625_-122.21875"
45.65625,-121.96875,"Oregon Area","45.65625_-121.96875"
45.65625,-121.90625,"Oregon Area","45.65625_-121.90625"
45.65625,-121.84375,"Oregon Area","45.65625_-121.84375"
45.65625,-121.65625,"Oregon Area","45.65625_-121.65625"
45.65625,-121.59375,"Cooler Areas","45.65625_-121.59375"
45.65625,-121.53125,"Cooler Areas","45.65625_-121.53125"
45.65625,-121.46875,"Cooler Areas","45.65625_-121.46875"
45.65625,-121.40625,"Oregon Area","45.65625_-121.40625"
45.65625,-121.34375,"Oregon Area","45.65625_-121.34375"
45.65625,-121.28125,"Oregon Area","45.65625_-121.28125"
45.65625,-121.21875,"Oregon Area","45.65625_-121.21875"
45.65625,-121.15625,"Cooler Areas","45.65625_-121.15625"
45.65625,-121.09375,"Oregon Area","45.65625_-121.09375"
45.65625,-121.03125,"Oregon Area","45.65625_-121.03125"
45.65625,-120.96875,"Oregon Area","45.65625_-120.96875"
45.65625,-120.90625,"Oregon Area","45.65625_-120.90625"
45.65625,-120.84375,"Oregon Area","45.65625_-120.84375"
45.65625,-120.78125,"Oregon Area","45.65625_-120.78125"
45.65625,-120.71875,"Oregon Area","45.65625_-120.71875"
45.65625,-120.59375,"Oregon Area","45.65625_-120.59375"
45.65625,-119.78125,"Oregon Area","45.65625_-119.78125"
45.65625,-119.59375,"Oregon Area","45.65625_-119.59375"
45.65625,-119.53125,"Oregon Area","45.65625_-119.53125"
45.65625,-119.09375,"Oregon Area","45.65625_-119.09375"
45.65625,-119.03125,"Oregon Area","45.65625_-119.03125"
45.65625,-118.96875,"Oregon Area","45.65625_-118.96875"
45.65625,-118.78125,"Oregon Area","45.65625_-118.78125"
45.65625,-118.59375,"Oregon Area","45.65625_-118.59375"
45.65625,-118.53125,"Oregon Area","45.65625_-118.53125"
45.65625,-118.46875,"Oregon Area","45.65625_-118.46875"
45.65625,-118.40625,"Oregon Area","45.65625_-118.40625"
45.71875,-123.21875,"Oregon Area","45.71875_-123.21875"
45.71875,-123.15625,"Oregon Area","45.71875_-123.15625"
45.71875,-123.09375,"Oregon Area","45.71875_-123.09375"
45.71875,-122.90625,"Oregon Area","45.71875_-122.90625"
45.71875,-122.84375,"Oregon Area","45.71875_-122.84375"
45.71875,-122.78125,"Oregon Area","45.71875_-122.78125"
45.71875,-122.71875,"Oregon Area","45.71875_-122.71875"
45.71875,-122.59375,"Oregon Area","45.71875_-122.59375"
45.71875,-122.53125,"Oregon Area","45.71875_-122.53125"
45.71875,-122.28125,"Oregon Area","45.71875_-122.28125"
45.71875,-121.90625,"Oregon Area","45.71875_-121.90625"
45.71875,-121.84375,"Oregon Area","45.71875_-121.84375"
45.71875,-121.78125,"Oregon Area","45.71875_-121.78125"
45.71875,-121.65625,"Oregon Area","45.71875_-121.65625"
45.71875,-121.59375,"Oregon Area","45.71875_-121.59375"
45.71875,-121.53125,"Oregon Area","45.71875_-121.53125"
45.71875,-121.46875,"Oregon Area","45.71875_-121.46875"
45.71875,-121.40625,"Oregon Area","45.71875_-121.40625"
