"CountyGroup","Historical_gen_1","Historical_gen_2","Historical_gen_3","Historical_gen_4","CountyGroup.1","X2040.s_gen_1","X2040.s_gen_2","X2040.s_gen_3","X2040.s_gen_4","CountyGroup.2","X2060.s_gen_1","X2060.s_gen_2","X2060.s_gen_3","X2060.s_gen_4","CountyGroup.3","X2080.s_gen_1","X2080.s_gen_2","X2080.s_gen_3","X2080.s_gen_4"
"warmer_total",15113.8091967587,50151.9085536096,30742.7791334884,NA,"warmer_total",14356.570843405,44413.6944376912,66724.2538158054,10397.8107408297,"warmer_total",14624.4243881352,40819.4937227934,72459.8466705379,18391.1653704022,"warmer_total",14684.8385962586,38861.7623921691,73614.6890223136,24651.5053113571
"warmer_escape",8680.98236218708,19728.5937368087,1482.62113808774,NA,"warmer_escape",6541.29712043459,23042.285106714,9891.99428278385,22.9025415417355,"warmer_escape",6001.82662081849,22840.7039452066,13809.0551818402,208.342507811377,"warmer_escape",5676.90780416135,22240.5583054166,15091.9154123419,422.295589084433
"colder_total",14977.6394754321,53950.2352432458,7838.84029001847,NA,"colder_total",14913.480201723,64307.4915325668,41902.4355932664,NA,"colder_total",14693.3766919541,64210.131315687,67172.9244051556,NA,"colder_total",14510.4562793975,64549.0253423503,77471.8652156236,2231.46499525146
"colder_escape",11776.0656899825,15871.694856236,41.2218397774191,NA,"colder_escape",10983.2478053003,30312.3465430569,2429.18033837772,NA,"colder_escape",10254.1070765533,35067.2524442602,6298.54419647185,NA,"colder_escape",9834.55951862737,36845.3896636029,8396.87608572901,-4.90108154313064e-15
